riigi_id,name,group,group_id,area,term,start_date,start_reason,end_date,end_reason
13ae3199-f2e4-4b49-a73b-f2880451da33,Peep Aru,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,2016-07-07,Substitute member for Martin Kukk,2016-11-23,Person he was substituting for resumed as MP
6e0b6122-249d-48f1-9582-9df8b2bb236d,Toomas Jürgenstein,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tartu linn,13,2016-06-16,Substitute member for Mihkel Raud,,
e3daca91-fbe7-4157-a72c-e87cda4565e1,Rait Maruste,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,2016-09-13,Substitute member for Maris Lauri,2016-11-23,Person he was substituting for resumed as MP
9a2c28c3-c9fd-47cc-9dbb-79e94607ba86,Helmut Hallemaa,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,2016-11-24,Substitute member,,
,Vladimir Arhipov,Eesti Keskerakonna Fraktsioon,KESK,,13,2016-11-24,Substitute member,2016-11-24,Resigned to continue working as Mayor of Maardu
b5063311-cf9e-43bb-8b24-e767b447eb37,Liisa Oviir,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2016-11-24,Substitute member,,
,Eevi Paasmäe,Eesti Keskerakonna Fraktsioon,KESK,,13,2016-11-24,Substitute member,2016-12-09,Person she was substituting for resumed as MP
b12fce45-ee22-49c9-bfdc-cc3d8dcda5e5,Barbi Pilvre,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2016-11-24,Substitute member,,
6884a4c4-473f-4a78-b229-7a4ef631e2d2,Tiit Terik,Eesti Keskerakonna Fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-11-24,Substitute member,,
312dba1d-041b-4add-a41e-cebf0346434e,Hardi Volmer,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2016-11-24,Substitute member,,
99f436f3-ea77-4e40-9b8a-05e2cc92b8a5,Toomas Väinaste,Eesti Keskerakonna Fraktsioon,KESK,Lääne-Virumaa,13,2016-11-24,Substitute member,,
,Aet Maatee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,,13,2016-11-24,Substitute member of Mark Soosaar,2016-11-25,Resigned to continue at current job
149dab3f-f850-4eb3-bf03-0890ce9090c1,Marko Šorin,Eesti Keskerakonna Fraktsioon,KESK,Pärnumaa,13,2016-11-24,Substitute member for Vladimir Arhipov,,
24ddd323-b871-400f-9649-7aa6e76a260d,Inara Luigas,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,2016-11-25,Substitute member for Aet Maatee,,
,Arvo Sarapuu,Eesti Keskerakonna Fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-12-05,Substitute member for Rein Ratas,2016-12-06,Resigned
9893487a-845e-4b03-ba51-09a79fef87eb,Igor Kravtšenko,Eesti Keskerakonna Fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-12-06,Substitute member for Arvo Sarapuu,,
,Alar Nääme,Eesti Keskerakonna Fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,2016-12-10,Substitute member for Tarmo Tamm,2016-12-11,Resigned
dd8df35c-edd1-4c9a-ac7e-6681b58361eb,Toomas Paur,Eesti Keskerakonna Fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,2016-12-11,Substitute member for Alar Nääme,,
5bf1116f-2e60-4a46-927a-e6aade9bebf9,Tiina Kangro,Isamaa ja Res Publica Liidu fraktsioon,IRL,Harju- ja Raplamaa,13,2016-12-16,Substitute member for Juhan Parts,,
,Liisa Pakosta,Isamaa ja Res Publica Liidu fraktsioon,IRL,,13,2017-06-01,Substitute member for Ken-Marti Vaher,2017-06-02,Resigned to continue her job as the Gender Equality and Equal Treatment Commissioner
dd439e1c-be78-4751-a152-f02f98ae1d39,Tarmo Kruusimäe,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2017-06-02,Substitute member for Liisa Pakosta,,
75cced33-85a9-44b5-9a7e-97c528588326 ,Karin Tammemägi,Eesti Keskerakonna Fraktsioon,KESK,,13,2017-11-10,,,
,Rein Randver,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,,13,2017-11-08,,2018-05-02,
5d06570e-1070-48ad-9614-9bf32beda089,Enn Meri,Eesti Vabaerakonna fraktsioon,EVA,"Hiiu-, Lääne- ja Saaremaa ",13,2018-04-05,,,
