id,position,label,description,start_date,constituency,end_date,election,replaced_by,replaces,of
Q21856263,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856264,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Tierra del Fuego Province,,,,,
Q21856265,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q21856266,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Córdoba Province,2017-12-09,,,,
Q21856267,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Corrientes,2017-12-09,,,,
Q21856269,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Corrientes,,,,,
Q21856270,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Neuquén Province,2017-12-09,,,,
Q21856271,Q18229570,Member of the Argentine Chamber of Deputies,"",2011-12-10,Tucumán Province,2015-12-09,,,,
Q21856271,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Tucumán Province,,,,,
Q21856272,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Fe Province,2017-12-09,,,,
Q21856272,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Santa Fe Province,,"Argentine legislative election, 2017",,,
Q21856273,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q21856274,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856275,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Corrientes,2017-12-09,,,,
Q21856276,Q18229570,Member of the Argentine Chamber of Deputies,"",2014-04-03,Santa Fe Province,2017-12-09,,,,
Q21856277,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Jujuy Province,,,,,
Q21856278,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Jujuy Province,2017-12-10,,,,
Q21856278,Q18711738,Member of the Argentine Chamber of Senators,"",2017-12-10,Jujuy Province,,"Argentine legislative election, 2017",,,
Q21856279,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Tucumán Province,,,,,
Q21856280,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Río Negro Province,2017-12-09,,,,
Q21856280,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Río Negro Province,,"Argentine legislative election, 2017",,,
Q21856281,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Mendoza,2017-12-10,,,,
Q21856282,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Fe Province,2017-12-09,,,,
Q21856283,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Chubut Province,,,,,
Q21856284,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856285,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Jujuy Province,2017-12-09,,,,
Q21856286,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Cruz Province,2017-12-09,,,,
Q21856287,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,San Juan Province,2013-12-09,,,,
Q21856287,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,San Juan Province,2017-12-09,,,,
Q21856288,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Catamarca Province,2017-12-09,,,,
Q21856289,Q18229570,Member of the Argentine Chamber of Deputies,"","",,,,,,
Q21856289,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856290,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,La Pampa,2017-12-09,,,,
Q21856291,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q21856292,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856293,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Corrientes,2017-12-09,,,,
Q21856294,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856295,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Neuquén Province,2017-12-09,,,,
Q21856296,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Tucumán Province,,,,,
Q21856297,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856298,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856299,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Río Negro Province,,,,,
Q21856300,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q21856301,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,La Pampa,,,,,
Q2429045,Q18229570,Member of the Argentine Chamber of Deputies,"",2007-12-10,Buenos Aires,2011-12-09,,,,
Q2429045,Q18229570,Member of the Argentine Chamber of Deputies,"",2011-12-10,Buenos Aires,2015-12-09,,,,
Q2429045,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q24960878,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,2017-12-09,,,,
Q270025,Q18229570,Member of the Argentine Chamber of Deputies,"",1995-12-10,Chaco Province,1999-12-09,,,,
Q270025,Q18229570,Member of the Argentine Chamber of Deputies,"",1999-12-10,Chaco Province,2003-12-09,,,,
Q270025,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,Buenos Aires,2009-12-09,,,,
Q270025,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q270025,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q270025,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Buenos Aires,,"Argentine legislative election, 2017",,,
Q27306974,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Jujuy Province,2017-12-09,,,,
Q27307210,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q27307685,Q18229570,Member of the Argentine Chamber of Deputies,"",2016-05-28,Córdoba Province,2017-12-09,"Argentine legislative election, 2013",,,
Q27307685,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Córdoba Province,,"Argentine legislative election, 2017",,,
Q27308652,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q280765,Q18229570,Member of the Argentine Chamber of Deputies,"",2016-03-01,Córdoba Province,2017-12-09,,,,
Q2843155,Q18229570,Member of the Argentine Chamber of Deputies,"",1973-05-03,Buenos Aires,1974-01-24,,,,
Q2843155,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,Buenos Aires,2009-12-09,,,,
Q2843155,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q2843155,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q28736720,Q18229570,Member of the Argentine Chamber of Deputies,"",2016-03-01,Córdoba Province,2017-12-09,,,,
Q28865307,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-02-15,Buenos Aires,2017-12-09,,,,
Q28865310,Q18229570,Member of the Argentine Chamber of Deputies,"",2016-12-22,Catamarca Province,,,,,
Q2918563,Q18229570,Member of the Argentine Chamber of Deputies,"",1997-12-10,Buenos Aires,2001-12-09,,,,
Q2918563,Q18229570,Member of the Argentine Chamber of Deputies,"",2001-12-10,Buenos Aires,2005-12-09,,,,
Q2918563,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q2918563,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q3048310,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Catamarca Province,2017-12-09,,,,
Q3048310,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Catamarca Province,,"Argentine legislative election, 2017",,,
Q3048310,Q18711738,Member of the Argentine Chamber of Senators,"","",,,,,,
Q3052342,Q18229570,Member of the Argentine Chamber of Deputies,"",1973-05-03,Buenos Aires,1976-03-24,,,,
Q3052342,Q18229570,Member of the Argentine Chamber of Deputies,"",1995-12-10,Buenos Aires,1999-12-09,,,,
Q3052342,Q18229570,Member of the Argentine Chamber of Deputies,"",1999-12-10,Buenos Aires,2003-12-09,,,,
Q3052342,Q18229570,Member of the Argentine Chamber of Deputies,"",2001-12-10,Buenos Aires,2005-06-25,,,,
Q3052342,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q3052342,Q24258967,Minister of Defense,defence minister of Argentina,2005-11-28,,2010-12-15,,Arturo Puricelli,José Pampuro,
Q3071423,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,,2015-12-03,,,,
Q312505,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Córdoba Province,2017-12-09,,,,
Q312505,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Córdoba Province,,"Argentine legislative election, 2017",,,
Q32249562,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-06-21,Buenos Aires,2019-12-09,,,,
Q3479675,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q3479675,Q2602792,Chief of the Cabinet of Ministers,political office of Argentina,"",,,,,,
Q3479675,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,
Q3754443,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q4122381,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,La Rioja Province,,,,,
Q4122381,Q4122443,Governor of La Rioja Province,"","",,,,,,
Q4137510,Q18229570,Member of the Argentine Chamber of Deputies,"",1991-12-10,San Juan Province,1995-12-09,,,,
Q4137510,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,San Juan Province,,,,,
Q4137510,Q18711738,Member of the Argentine Chamber of Senators,"",1995-12-10,San Juan Province,2001-12-09,,,,
Q4137510,Q18711738,Member of the Argentine Chamber of Senators,"",2001-12-10,San Juan Province,2003-12-04,,,,
Q41555861,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41555885,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Fe Province,2017-12-09,,,,
Q41555886,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41555890,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Tucumán Province,2017-12-09,,,,
Q41555893,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Mendoza,2017-12-09,,,,
Q41555896,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Formosa Province,2017-12-09,,,,
Q41555900,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41555902,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,La Rioja Province,2017-12-09,,,,
Q41555905,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41555908,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,La Pampa,2017-12-09,,,,
Q41555908,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,La Pampa,,"Argentine legislative election, 2017",,,
Q41555911,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41555918,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Neuquén Province,2017-12-09,,,,
Q41555918,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Neuquén Province,,"Argentine legislative election, 2017",,,
Q41555921,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,San Juan Province,2017-12-09,,,,
Q41555924,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,San Luis Province,2017-12-09,,,,
Q41555928,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Mendoza,2019-12-09,,,,
Q41557556,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41557559,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41557561,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q41557566,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Córdoba Province,2017-12-09,,,,
Q41557572,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,San Juan Province,2019-12-09,,,,
Q41557580,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Río Negro Province,2019-12-09,,,,
Q41557584,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Chubut Province,2017-12-09,,,,
Q41587390,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Córdoba Province,2017-12-09,,,,
Q41587390,Q18711738,Member of the Argentine Chamber of Senators,"",2015-12-10,Córdoba Province,,,,,
Q41587404,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,San Luis Province,2017-12-09,,,,
Q41587416,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Córdoba Province,2017-12-09,,,,
Q41587454,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Jujuy Province,2017-12-09,,,,
Q41587454,Q18711738,Member of the Argentine Chamber of Senators,"",2017-12-10,Jujuy Province,,"Argentine legislative election, 2017",,,
Q41587466,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Córdoba Province,2017-12-09,,,,
Q41587475,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q456351,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,,2015-12-09,,,,
Q456351,Q18711738,Member of the Argentine Chamber of Senators,"",2015-12-10,Mendoza,2021-12-09,,,,
Q456351,Q2914766,Vice President of Argentina,"",2007-12-10,,2011-12-10,,Amado Boudou,Daniel Scioli,
Q456351,Q5589678,Governor of Mendoza,"",2003-12-10,,2007-12-10,,,,
Q4713147,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q4713147,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q47142307,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Buenos Aires,,"Argentine legislative election, 2017",,,
Q4838458,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Misiones Province,2017-12-09,,,,
Q4838458,Q18711738,Member of the Argentine Chamber of Senators,"",2005-12-10,Misiones Province,2007-12-09,,,,
Q4838458,Q18711738,Member of the Argentine Chamber of Senators,"",2017-12-10,Misiones Province,,"Argentine legislative election, 2017",,,
Q4838458,Q6352206,Governors of Misiones,Wikimedia list article,2007-12-10,,2015-12-09,,,,
Q4838522,Q18229570,Member of the Argentine Chamber of Deputies,"",2003-12-10,San Luis Province,2005-12-09,,,,
Q4838522,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,San Luis Province,2009-07-13,,,,
Q4838522,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,San Luis Province,2017-12-10,,,,
Q4838522,Q18711738,Member of the Argentine Chamber of Senators,"",2017-12-10,San Luis Province,,"Argentine legislative election, 2017",,,
Q5041910,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q5042165,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q5042165,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5042309,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,La Pampa,2015-12-10,,,,
Q5186335,Q18229570,Member of the Argentine Chamber of Deputies,"",2007-12-10,Entre Ríos Province,2009-12-09,,,,
Q5186335,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Entre Ríos Province,2013-12-09,,,,
Q5186335,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Entre Ríos Province,2017-12-09,,,,
Q5271125,Q18229570,Member of the Argentine Chamber of Deputies,"",1997-12-10,Buenos Aires,2000-01-03,,,,
Q5271125,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,Buenos Aires,2009-12-09,,,,
Q5271125,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q5271125,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5271125,Q18711738,Member of the Argentine Chamber of Senators,"",2002-07-03,Buenos Aires,2005-12-09,,,,
Q5274589,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q5402890,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5640784,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Tucumán Province,2017-12-09,,,,
Q5640784,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Tucumán Province,,"Argentine legislative election, 2017",,,
Q5640784,Q18711738,Member of the Argentine Chamber of Senators,"","",,,,,,
Q5649262,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5649262,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Buenos Aires,,,,,
Q5662066,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-25,,2015-12-10,,,,
Q5662066,Q41153369,Minister of the Environment and Sustainable Development,"",2015-12-10,,,,,,
Q5665422,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Santa Fe Province,,,,,
Q5666054,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Misiones Province,2013-12-09,,,,
Q5666054,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Misiones Province,2017-12-09,,,,
Q5667299,Q18229570,Member of the Argentine Chamber of Deputies,"",2011-12-10,Buenos Aires,2015-12-09,,,,
Q5667299,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q5668780,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Santa Fe Province,2013-12-09,,,,
Q5668780,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Fe Province,2017-12-09,,,,
Q5668850,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Chaco Province,2013-12-09,,,,
Q5668850,Q18229570,Member of the Argentine Chamber of Deputies,"",2014-10-22,Chaco Province,2017-12-09,,,,
Q5668850,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Chaco Province,,"Argentine legislative election, 2017",,,
Q5814956,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5818962,Q18229570,Member of the Argentine Chamber of Deputies,"",1991-12-10,Buenos Aires,1994-08-01,,,,
Q5818962,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q5818962,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q5819618,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Santa Cruz Province,2013-12-09,,,,
Q5819618,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Cruz Province,2017-12-09,,,,
Q5819618,Q18711738,Member of the Argentine Chamber of Senators,"",2017-12-10,Santa Cruz Province,,"Argentine legislative election, 2017",,,
Q5857789,Q12969145,President of Argentina,Head of State of Argentina,2015-12-09,,2015-12-10,,Mauricio Macri,Cristina Kirchner,
Q5857789,Q18229570,Member of the Argentine Chamber of Deputies,"",2003-12-10,,2015-12-10,,,,
Q5857789,Q18711738,Member of the Argentine Chamber of Senators,"",2015-12-10,Buenos Aires,,,,,
Q5860291,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5883959,Q18229570,Member of the Argentine Chamber of Deputies,"",1989-12-10,Buenos Aires,1993-12-09,,,,
Q5883959,Q18229570,Member of the Argentine Chamber of Deputies,"",1997-12-10,Buenos Aires,2001-12-09,,,,
Q5883959,Q18229570,Member of the Argentine Chamber of Deputies,"",2001-12-10,Buenos Aires,2002-05-02,,,,
Q5883959,Q18229570,Member of the Argentine Chamber of Deputies,"",2003-12-10,Buenos Aires,2007-12-09,,,,
Q5883959,Q18229570,Member of the Argentine Chamber of Deputies,"",2007-12-10,Buenos Aires,2011-12-09,,,,
Q5883959,Q18229570,Member of the Argentine Chamber of Deputies,"",2011-12-10,Buenos Aires,2015-12-09,,,,
Q5883959,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q5889685,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q5901967,Q18229570,Member of the Argentine Chamber of Deputies,"","",,,,,,
Q5901967,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Buenos Aires,,"Argentine legislative election, 2017",,,
Q5906382,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,Buenos Aires,2009-12-09,,,,
Q5906382,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q5906382,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5906402,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Santa Cruz Province,2018-02-27,,,,
Q5936162,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,,2015-12-10,,,,
Q5937328,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2015-12-10,,,,
Q5948039,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q5948039,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Buenos Aires,,"Argentine legislative election, 2017",,,
Q5982877,Q18229570,Member of the Argentine Chamber of Deputies,"",2011-12-10,Formosa Province,2015-12-09,,,,
Q5982877,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Formosa Province,,,,,
Q6035188,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-06-10,Buenos Aires,2016-12-06,,Juan Carlos Giordano,Néstor Pitrola,
Q6108050,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Formosa Province,2013-12-09,,,,
Q6108050,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Formosa Province,2009-12-09,,,,
Q6108050,Q29582802,Minister of Agriculture of Argentina,minister of the Argentina government,2015-12-10,,,,,Carlos Casamiquela,
Q6131515,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q6131515,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q6309576,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q6553522,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2015-12-09,,,,
Q6553522,Q18229570,Member of the Argentine Chamber of Deputies,"",2017-12-10,Buenos Aires,,"Argentine legislative election, 2017",,,
Q6764548,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Fe Province,2017-12-09,,,,
Q6765031,Q18229570,Member of the Argentine Chamber of Deputies,"",1995-12-10,,2001-12-23,,,,
Q6765031,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,,2015-12-09,,,,
Q6765031,Q41338301,Governor of Chubut province,"",2003-12-10,,2011-12-10,,Martín Buzzi,José Luis Lizurume,
Q6765031,Q41338301,Governor of Chubut province,"",2015-12-10,,2017-10-31,,Mariano Arcioni,Martín Buzzi,
Q7071481,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2015-06-10,"Argentine legislative election, 2013",Myriam Bregman,,
Q7071481,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,2017-06-09,"Argentine legislative election, 2015",,,
Q7106223,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,,2015-12-10,,,,
Q7348343,Q16186017,Mayor of Rivadavia,"",1999-12-10,,2015-12-09,,Javier Ulises Reynoso,,
Q7348343,Q18229570,Member of the Argentine Chamber of Deputies,"",2015-12-10,Buenos Aires,,,,,
Q9016431,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,Buenos Aires,2009-12-09,,,,
Q9016431,Q18229570,Member of the Argentine Chamber of Deputies,"",2009-12-10,Buenos Aires,2013-12-09,,,,
Q9016431,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Buenos Aires,2017-12-09,,,,
Q9025171,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,San Luis Province,2009-12-10,,,,
Q9025171,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,San Luis Province,2017-12-09,,,,
Q9025171,Q2602792,Chief of the Cabinet of Ministers,political office of Argentina,"",,,,,,
Q9048549,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Neuquén Province,2017-12-09,,,,
Q9048549,Q18711738,Member of the Argentine Chamber of Senators,"",2007-12-10,,2013-12-09,,,,
Q981624,Q18229570,Member of the Argentine Chamber of Deputies,"",2005-12-10,Santa Fe Province,2007-12-10,,,,
Q981624,Q18229570,Member of the Argentine Chamber of Deputies,"",2013-12-10,Santa Fe Province,2017-12-09,,,,
Q981624,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,
Q981624,Q5589713,Governor of Santa Fe Province,"","",,,,,,
