id,name,province_en,province,area,party,website,source,blog,facebook,role,other-role,term
KOH-001,سید علی محمد بزرگواری,Kohgiluyeh and Boyerahmad,کهکیلویه و بویر احمد,بهمئی / کهگیلویه/ چرام/ لنده,جبهه متحد – جبهه پایداری,http://hojatoleslam-bozorgvari.com,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,,9
KOH-002,غلامرضا تاج گردون,Kohgiluyeh and Boyerahmad,کهکیلویه و بویر احمد, گچساران/ باشت,اصلاح طلب,http://www.tajgardoun.com,,,,نایب رئیس اول کمیسیون برنامه و بودجه و محاسبات,,9
KOH-003,غلام محمد زارعی,Kohgiluyeh and Boyerahmad,کهکیلویه و بویر احمد,بویراحمد,جبهه متحد,http://gholammohamadzare.ir,,,,عضو کمیسیون صنایع و معادن,,9
KRD-001,محمد بیاتیان,Kordestan,کردستان,بیجار,جبهه متحد ,http://bayatian.com,,,,دبیر دوم کمیسیون صنایع و معادن,,9
KRD-002,محسن بیگلری,Kordestan,کردستان,بانه ، سقز,مستقل,http://www.biglari53.ir,,,,عضو کمیسیون صنایع و معادن,,9
KRD-003,سید احسن علوی,Kordestan,کردستان,دیواندره / سنندج / کامیاران,مستقل,http://www.ahsanalavi.ir/fa,,,,عضو کمیسیون عمران,,9
KRD-004,حامد قادر مرزی,Kordestan,کردستان,قروه/ دهگلان ,مستقل,http://dr-ghadermarzi.com,,,,سخنگو کمیسیون عمران,,9
KRD-005,سالار مرادی,Kordestan,کردستان,دیواندره / سنندج / کامیاران,جبهه متحد ,http://www.salarmoradi.com,,,,نایب رئیس اول کمیسیون اجتماعی,,9
KRD-006,امید کریمیان,Kordestan,کردستان, سروآباد / مریوان,مستقل,http://www.omidkarimian.ir,,,,عضو کمیسیون اقتصادی,,9
KRS-001,وحید احمدی,Kermanshah,کرمانشاه,صحنه / هرسین / کنگاور,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://vahidahmadi.ir,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
KRS-002,علی جلیلیان,Kermanshah,کرمانشاه, اسلام‌آباد غرب / دالاهو,جبهه پایداری,http://alijalilian.ir/fa,,,,عضو کمیسیون قضایی و حقوقی,عضو کمیسیون تحقیق,9
KRS-003,سید فتح‌الله حسینی,Kermanshah,کرمانشاه,سرپل ذهاب / قصر شیرین / گیلانغرب,جبهه متحد- جبهه ایستادگی,http://fatholah-hoseini.ir,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
KRS-004,سید سعیدحیدری طیب,Kermanshah,کرمانشاه,کرمانشاه,مستقل,http://heydaritayeeb.ir/fa,,,,عضو کمیسیون انرژی,,9
KRS-005,محمد رزم,Kermanshah,کرمانشاه,کرمانشاه,جبهه متحد,http://www.m-razm.ir,,,,نایب رئیس دوم کمیسیون قضایی و حقوقی,,9
KRS-006,محمد ابراهیم محبی,Kermanshah,کرمانشاه,سنقرکلیایی,جبهه متحد – جبهه پایداری,,,,,عضو کمیسیون عمران,,9
KRS-007,عبدالرضا مصری,Kermanshah,کرمانشاه,کرمانشاه,جبهه متحد - جبهه ایستادگی,,,,,عضو کمیسیون اجتماعی,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,9
KRS-008,نعمت الله منوچهری,Kermanshah,کرمانشاه,جوانرود / پاوه/ روانسر/ ثلاث باباجانی,مستقل,http://dr-manoochehry.blogsky.com,,,,عضو کمیسیون بهداشت و درمان,,9
LAM-001,علی محمد احمدی,Ilam,ایلام,آبدانان / دره شهر / دهلران,جبهه ایستادگی,http://www.am-ahmadi.ir/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
LAM-002,احمد شوهانی,Ilam,ایلام,ایوان / شیروان و چرداول / ملکشاهی / مهران,مستقل,http://shohani.ir/,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
LAM-003,عمران علی محمدی,Ilam,ایلام,ایوان / شیروان و چرداول / ملکشاهی / مهران,,http://www.omran-ilam.ir/,,,,عضو کمیسیون اجتماعی,,9
LOR-001, ابراهیم آقامحمدی,Lorestan,لرستان,خرم آباد,جبهه متحد ,http://aghamohammadi.net/a/site/,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
LOR-002,علاء الدین بروجردی,Lorestan,لرستان,بروجرد,جبهه متحد ,http://www.borojerdi.ir/main/,,,,رئیس کمیسیون امنیت ملی و سیاست خارجی,,9
LOR-003,بهرام بیرانوند,Lorestan,لرستان,بروجرد,جبهه متحد – جبهه پایداری,,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,,9
LOR-004,محمد تقی توکلی,Lorestan,لرستان,الیگودرز,مستقل,http://www.mttavakoli.com,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,,9
LOR-005,حجت الله خدایی سوری,Lorestan,لرستان,دلفان و سلسله,جبهه متحد – جبهه پایداری ,,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
LOR-006,ایرج عبدی,Lorestan,لرستان,خرم آباد,جبهه ایستادگی,http://www.irajabdi.com,,,,سخنگو کمیسیون اجتماعی,,9
LOR-007,عباس قائیدرحمت,Lorestan,لرستان, ازنا، دورود,مستقل,http://ghaedrahmat.ir,,,,دبیر دوم کمیسیون اجتماعی,,9
LOR-008, الهیار ملکشاهی,Lorestan,لرستان,کوهدشت,اصلاح طلب,,,,,رئیس کمیسیون قضایی و حقوقی,رئیس کمیسیون تحقیق,9
LOR-009,علی کائیدی,Lorestan,لرستان,پلدختر,جبهه پایداری ,,,,,عضو کمیسیون بهداشت و درمان,,9
MAZ-001,قاسم احمدی لاشکی,Mazandaran,مازندران,نوشهر/ چالوس,جبهه ایستادگی,,,,,عضو کمیسیون آموزش و تحقیقات,,9
MAZ-002,سید هادی حسینی,Mazandaran,مازندران,جویبار / سوادکوه / قائمشهر,مستقل,http://www.seyyedhadi.com/,,,,دبیر اول کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون صنایع و معادن,9
MAZ-003, محمد دامادی,Mazandaran,مازندران,ساری,جبهه متحد,http://mohammaddamadi.ir,,,,عضو کمیسیون عمران,,9
MAZ-004,سید رمضان شجاعی کیاسری,Mazandaran,مازندران,ساری,جبهه ایستادگی,,,,,عضو کمیسیون شوراها و امور داخلی کشور,,9
MAZ-005,کمال علیپور خنکداری,Mazandaran,مازندران,جویبار / سوادکوه / قائمشهر,مستقل,http://www.kamalalipour.ir/,,,,عضو کمیسیون عمران,,9
MAZ-006, عبدالوحید فیاضی,Mazandaran,مازندران,نور / محمود آباد,جبهه متحد,http://fayyazi.vamardom.com/,,,,سخنگو کمیسیون آموزش و تحقیقات,,9
MAZ-007, احمد علی مقیمی,Mazandaran,مازندران,بهشهر / نکا / گلوگاه,جبهه متحد – جبهه ایستادگی,,,,,عضو کمیسیون عمران,عضو کمیسیون تحقیق,9
MAZ-008,علی اکبر ناصری,Mazandaran,مازندران,بابل,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://www.aliakbarnaseri.ir/,,,,عضو کمیسیون صنایع و معادن,,9
MAZ-009,مقداد نجف نژاد,Mazandaran,مازندران,بابلسر / فریدون کنار,جبهه متحد,http://www.najafnejad.com/,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
MAZ-010,حسین نیاز آذری,Mazandaran,مازندران,بابل,جبهه ایستادگی,http://www.niazazari.com/,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,,9
MAZ-011,عزت الله یوسفیان ملا,Mazandaran,مازندران,آمل,اصلاح طلب,http://yousefian.ir/,,,,رئیس کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون برنامه و بودجه و محاسبات,9
MAZ-012,شمس اله شریعت نژاد,,مازندران,تنکابن / رامسر / عباس آباد,N/A,http://moghimy.com/,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,,9
MRK-001,محمد حسن آصفری,Markazi,مرکزی, اراک / خنداب / کمیجان,جبهه ایستادگی,http://www.asafari.ir/,,,,دبیر اول کمیسیون امنیت ملی و سیاست خارجی,,9
MRK-002,عباس رجایی,Markazi,مرکزی, اراک / خنداب / کمیجان,جبهه متحد – جبهه ایستادگی ,http://www.abbas-rajaei.ir,,,,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,رئیس کمیسیون کشاورزی، آب و منابع طبیعی,9
MRK-003,محمد ابراهیم رضایی,Markazi,مرکزی,خمین، محلات,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://www.me-rezaee.ir,,,,نایب رئیس دوم کمیسیون شوراها و امور داخلی کشور,,9
MRK-004,علیرضا سلیمی,Markazi,مرکزی,دلیجان، محلات,جبهه متحد – جبهه پایداری – جبهه ایستادگی,,,,,دبیر اول کمیسیون آموزش و تحقیقات,,9
MRK-005,عباس صلاحی,Markazi,مرکزی, آشتیان / تفرش / فراهان,مستقل,http://www.drsalahi.ir,,,,عضو کمیسیون اجتماعی,,9
MRK-006,قاسم عزیزی,Markazi,مرکزی,شازند,جبهه متحد – جبهه ایستادگی,http://www.ghasemazizi.ir,,,,عضو کمیسیون برنامه و بودجه و محاسبات,نایب رئیس اول کمیسیون تحقیق,9
MRK-007,شهلا میرگلوی بیات,Markazi,مرکزی,زرندیه، ساوه,جبهه ایستادگی – اصلاح طلب,http://mirgaloobayat.com,,,,عضو کمیسیون بهداشت و درمان,,9
N-KH-001,موسی الرضا ثروتی,North Khorasan,خراسان شمالی,بجنورد، جاجرم، مانه،سملفان وگرمه,جبهه متحد – جبهه ایستادگی,http://www.mr-servati.parliran.ir,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
N-KH-002,قاسم جعفری,North Khorasan,خراسان شمالی,بجنورد، جاجرم، مانه،سملفان وگرمه,جبهه متحد - جبهه پایداری,http://ghasemjafari.ir,,,,عضو کمیسیون آموزش و تحقیقات,,9
N-KH-003,عبدالرضا عزیزی,North Khorasan,خراسان شمالی,شیروان,جبهه ایستادگی – اصلاح طلب,http://dr-azizi.ir,,,,رئیس کمیسیون اجتماعی,سخنگو کمیسیون تحقیق,9
N-KH-004,هادی قوامی,North Khorasan,خراسان شمالی,اسفراین,,http://www.drqavami.com,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
QAZ-001,سید مرتضی حسینی,Qazvin,قزوین,آبیک / البرز / قزوین,جبهه متحد – جبهه پایداری,http://www.hoseinyar.ir,,,,دبیر اول کمیسیون فرهنگی,,9
QAZ-002,رجب رحمنی,Qazvin,قزوین,تاکستان,مستقل,,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
QAZ-003,روح اله جانی عباسپور,Qazvin,قزوین,بوئین زهرا,جبهه متحد – جبهه ایستادگی,http://abaspor.ir,,,,سخنگو کمیسیون صنایع و معادن,,9
QAZ-004,داوود محمدی,Qazvin,قزوین, آبیک / البرز / قزوین,مستقل,http://www.davoodmohammadi.net,,,,نایب رئیس اول کمیسیون اصل نودم قانون اساسی مجلس,عضو کمیسیون تحقیق,9
QOM-001,رضا آشتیانی عراقی,Qom,قم,قم,جبهه متحد - جبهه پایداری- جبهه ایستادگی,,http://rc.majlis.ir/fa/parliament_member/show/701744,,,عضو کمیسیون فرهنگی,,9
QOM-002,علی اردشیر لاریجانی ,Qom,قم,قم,جبهه متحد- جبهه ایستادگی - صدای ملت,http://www.larijani.ir/Home.aspx,,,,عضو کمیسیون شوراها و امور داخلی کشور,,9
QOM-003,احمد امیرآبادی فراهانی,Qom,قم,قم,جبهه پایداری ,,http://rc.majlis.ir/fa/parliament_member/show/813577,,,عضو کمیسیون اصل نودم قانون اساسی مجلس,,9
R-KH-001,غلامرضا اسداللهی,Razavi Khorasan,خراسان رضوی,تایباد و تربت جام و باخرز,جبهه متحد – جبهه ایستادگی,http://asadollahi.ir,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
R-KH-002,محمد اسماعیل نیا,Razavi Khorasan,خراسان رضوی,کاشمرو بردسکن وخلیل آباد,جبهه متحد  ,http://www.esmaeelnia.com/fa,,,,عضو کمیسیون کشاورزی، آب و منابع طبیعی,,9
R-KH-003,سیدهاشم بنی هاشمی چهارم,Razavi Khorasan,خراسان رضوی,مشهد و کلات,جبهه متحد - جبهه پایداری,http://www.banihashemi4.com,,,,عضو کمیسیون انرژی,,9
R-KH-004,نصرالله پژمان فر,Razavi Khorasan,خراسان رضوی,مشهد و کلات,جبهه پایداری,http://pejmanfar.ir/site/index.php,,,,عضو کمیسیون فرهنگی,,9
R-KH-005,محمدحسين حسين‌زاده بحريني,Razavi Khorasan,خراسان رضوی,مشهد و کلات,جبهه متحد – جبهه پایداری,,http://rc.majlis.ir/fa/parliament_member/show/813331,,,عضو کمیسیون اقتصادی,,9
R-KH-006,ابوالقاسم خسروی سهل آبادی,Razavi Khorasan,خراسان رضوی, تربت ‌حيدريه، مه و لات، زاوه ,جبهه پایداری ,http://www.khosravisahlabadi.ir,http://khosravi.parliran.ir/index.aspx?siteid=263&pageid=3835,,,عضو کمیسیون آموزش و تحقیقات,,9
R-KH-007,محمد دهقانی نقندر,Razavi Khorasan,خراسان رضوی,چناران وطرقبه,جبهه متحد – جبهه پایداری,http://dehghan.parliran.ir,,,,عضو کمیسیون قضایی و حقوقی,,9
R-KH-008,محمد رجایی باغ سیایی,Razavi Khorasan,خراسان رضوی,گناباد,جبهه متحد – جبهه پایداری ,,http://rc.majlis.ir/fa/parliament_member/show/813329,,,عضو کمیسیون اقتصادی,,9
R-KH-009,رمضانعلی سبحانی فر,Razavi Khorasan,خراسان رضوی,سبزوارو جغتای و جوین,جبهه ایستادگی – اصلاح طلب,http://sobhanifar.parliran.ir/index.aspx?siteid=272,,,,عضو کمیسیون صنایع و معادن,,9
R-KH-010,حسین سبحانی نیا,Razavi Khorasan,خراسان رضوی,نیشابور وتخت جلگه,جبهه متحد – جبهه ایستادگی,http://www.sobhaninia.com,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
R-KH-011, احمد سجادی,Razavi Khorasan,خراسان رضوی,احمد آباد ، رضویه ، سرخس ، فریمان,مستقل ,http://www.ahmadsajadi.ir/,,,,عضو کمیسیون انرژی,,9
R-KH-012,هادی شوشتری,Razavi Khorasan,خراسان رضوی,قوچان و فاروج ,مستقل  ,http://www.hadishooshtari.com,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
R-KH-013, سید امیرحسین قاضی زاده هاشمی,Razavi Khorasan,خراسان رضوی,مشهد و کلات,جبهه متحد - جبهه پایداری,http://www.ghazizadehhashemi.ir,,,,عضو کمیسیون اجتماعی,عضو کمیسیون تحقیق,9
R-KH-014,محمد رضا محسنی ثانی,Razavi Khorasan,خراسان رضوی,سبزوارو جغتای و جوین,جبهه متحد – جبهه ایستادگی ,http://www.mohseni-mr.ir/home,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
R-KH-015,حسین محمدزاده,Razavi Khorasan,خراسان رضوی,درگز,جبهه متحد - جبهه ایستادگی,http://www.hm-dargaz.ir,,,,عضو کمیسیون عمران,,9
R-KH-016,علی مروی,Razavi Khorasan,خراسان رضوی,نيشابورو تخت‌جلگه ,مستقل,http://www.alimarvi.ir,,,,نایب رئیس اول کمیسیون انرژی,,9
R-KH-017,محمود نگهبان سلامی,Razavi Khorasan,خراسان رضوی,خواف و رشتخوار,مستقل,http://m-negahban.ir,,,,عضو کمیسیون آموزش و تحقیقات,,9
R-KH-018,جواد کریمی قدوسی,Razavi Khorasan,خراسان رضوی,مشهد و کلات,جبهه متحد – جبهه پایداری ,http://www.j-karimi.ir,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,عضو کمیسیون تحقیق,9
S-KH-001,سید محمد باقر عبادی,South Khorasan,خراسان جنوبی,بیرجند، درمیان,جبهه متحد – جبهه پایداری – جبهه ایستادگی ,http://mb-ebadi.ir,,,,عضو کمیسیون آموزش و تحقیقات,,9
S-KH-002,محمدعلی عبدالله زاده,South Khorasan,خراسان جنوبی,فردوس/ طبس/‌ بشرويه/ سرايان,جبهه متحد - اصلاح طلب ,http://www.dr-abdolahzade.ir,,,,عضو کمیسیون برنامه و بودجه و محاسبات,عضو کمیسیون تحقیق,9
S-KH-003,مراد هاشم زهی,South Khorasan,خراسان جنوبی,نهبندان و سربيشه,مستقل,http://m-hashemzehi.ir,,,,نایب رئیس اول کمیسیون بهداشت و درمان,,9
S-KH-004,جواد هروی,South Khorasan,خراسان جنوبی,قائنات,مستقل,http://heravijavad.ir,,,,عضو کمیسیون آموزش و تحقیقات,,9
SEM-001,کاظم جلالی,Semnan,سمنان,شاهرود,جبهه متحد – جبهه ایستادگی,http://www.kazemjalali.com,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
SEM-002,علی رضا خسروی,Semnan,سمنان,سمنان/ مهديشهر ,جبهه متحد - جبهه پایداری ,http://www.khosravee.ir,,,,عضو کمیسیون عمران,,9
SEM-003,عبدالرحمن رستمیان,Semnan,سمنان,دامغان,مستقل,http://www.drrostamian.ir,,,,نایب رئیس دوم کمیسیون بهداشت و درمان,,9
SEM-004,غلام رضا کاتب,Semnan,سمنان,گرمسار ، آرادان,جبهه ایستادگی,http://katebgh.ir,,,,نایب رئیس اول کمیسیون تدوین آیین‌نامه داخلی مجلس,سخنگو کمیسیون برنامه و بودجه و محاسبات,9
SIS-001, محمد سعید اربابی,Sistan and Baluchestan,سیستان و بلوچستان, ایرانشهرو سربازو فنوج,مستقل,http://ms-arbabei.ir,,,,دبیر دوم کمیسیون اقتصادی,,9
SIS-002,حمید رضا پشنگ,Sistan and Baluchestan,سیستان و بلوچستان,ﺧﺎش و بخش های ﻧﺼﺮت آﺑﺎد و ﻣﻴﺮﺟﺎوه و ﻛﻮرﻳﻦ,جبهه ایستادگی – اصلاح طلب,http://pashangrigi.ir,,,,دبیر دوم کمیسیون عمران,,9
SIS-003,یعقوب جدگال,Sistan and Baluchestan,سیستان و بلوچستان,چابهار و کنارک و نیک‌شهر,مستقل,http://www.y-jadgal.ir,,,,عضو کمیسیون شوراها و امور داخلی کشور,,9
SIS-004,سيدباقرحسيني,Sistan and Baluchestan,سیستان و بلوچستان, زابل و زهک و ﻣﻴﺎﻧﻜﻨﮕﻲ,مستقل,http://drhoseiny.ir,,,,دبیر دوم کمیسیون امنیت ملی و سیاست خارجی,,9
SIS-005,حسینعلی شهریاری,Sistan and Baluchestan,سیستان و بلوچستان,زاهدان,جبهه متحد  ,,,,,رئیس کمیسیون بهداشت و درمان,,9
SIS-006,حلیمه عالی,Sistan and Baluchestan,سیستان و بلوچستان,زابل و زهك و ﻣﻴﺎﻧﻜﻨﮕﻲ,مستقل,,,,,عضو کمیسیون بهداشت و درمان,,9
SIS-007,هدایت اله میرمرادزهی,Sistan and Baluchestan,سیستان و بلوچستان,سراوان، سيب، سوران و زابلی,جبهه متحد – جبهه ایستادگی,http://mirmoradzahi.iran.sc,,,,دبیر اول کمیسیون کشاورزی، آب و منابع طبیعی,,9
SIS-008, ناصر کاشانی,Sistan and Baluchestan,سیستان و بلوچستان,زاهدان,مستقل,,,,,عضو کمیسیون اجتماعی,,9
TEH-001,مرتضی آقا تهرانی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه پایداری,http://aghatehrani.ir,,,,نایب رئیس اول کمیسیون فرهنگی,,9
TEH-002,فاطمه آلیا,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,http://fatemehalia.blogfa.com,,,,عضو کمیسیون اجتماعی,,9
TEH-003,سید محمدحسن ابوترابی‌فرد,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد- جبهه ایستادگی ,http://www.aboutorabi.ir,,,,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,عضو کمیسیون شوراها و امور داخلی کشور,9
TEH-004,لاله افتخاری,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه ایستادگی,,,,,دبیر دوم کمیسیون فرهنگی,,9
TEH-005,محمدرضا باهنر,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد- جبهه ایستادگی ,http://bahonar.org,,,,عضو کمیسیون تدوین آیین‌نامه داخلی مجلس,دبیر اول کمیسیون اصل نودم قانون اساسی مجلس,9
TEH-006,مهرداد بذرپاش,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد- جبهه ایستادگی ,http://www.bazrpash.ir,,,,عضو کمیسیون صنایع و معادن,,9
TEH-007,فرهاد بشیری,Tehran,تهران,پاکدشت,جبهه متحد – جبهه پایداری  ,http://www.bashiry.com,,,,عضو کمیسیون آموزش و تحقیقات,,9
TEH-008,احمد توکلی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد,,,,,عضو کمیسیون برنامه و بودجه و محاسبات,,9
TEH-009,غلامعلی حداد عادل,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,http://haddadadel.ir,,,,عضو کمیسیون آموزش و تحقیقات,,9
TEH-010, روح الله حسینیان,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,,,,,,,9
TEH-011,مجتبی رحماندوست,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد,http://rahmandoost.ir,,,,عضو کمیسیون اجتماعی,,9
TEH-012,حمید رسایی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,http://rasaee.ir,,,,عضو کمیسیون اصل نودم قانون اساسی مجلس,,9
TEH-013,فاطمه رهبر,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه ایستادگی,,,,,نایب رئیس دوم کمیسیون اصل نودم قانون اساسی مجلس,,9
TEH-014,علی اصغر زارعی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,,,,,نایب رئیس دوم کمیسیون آموزش و تحقیقات,,9
TEH-015,علی رضا زاکانی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد,,,,,عضو کمیسیون شوراها و امور داخلی کشور,,9
TEH-016,محمد سلیمانی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://www.drsoleimani.ir,,,,عضو کمیسیون صنایع و معادن,,9
TEH-017, زهره طبیب‌زاده ‌نوری,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,,,,,عضو کمیسیون آموزش و تحقیقات,,9
TEH-018,حسین طلا,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,http://www.drtala.com,,,,عضو کمیسیون اجتماعی,,9
TEH-019,حسین گروسی,Tehran,تهران,شهر قدس / شهریار / ملارد,مستقل,http://garoosi.ir,,,,عضو کمیسیون صنایع و معادن,,9
TEH-020, علی رضا محجوب,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – صدای ملت – اصلاح طلب    ,http://alirezamahjoub.ir,,,,عضو کمیسیون اجتماعی,,9
TEH-021,سید علی رضا مرندی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,http://www.dr-marandi.ir,,,,عضو کمیسیون بهداشت و درمان,,9
TEH-022,غلامرضا مصباحی مقدم,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد- جبهه ایستادگی ,,,,,رئیس کمیسیون برنامه و بودجه و محاسبات,,9
TEH-023,علی مطهری,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه ایستادگی- صدای ملت – اصلاح طلب,http://alimotahari.ir,,,,عضو کمیسیون فرهنگی,,9
TEH-024,حسین مظفر,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد- جبهه ایستادگی ,,,,,عضو کمیسیون اجتماعی,,9
TEH-025,سید مسعود میرکاظمی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,,,,,رئیس کمیسیون انرژی,,9
TEH-026,الیاس نادران,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد- جبهه ایستادگی ,,,,,نایب رئیس دوم کمیسیون برنامه و بودجه و محاسبات,,9
TEH-027,سید محمود نبویان,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,http://nabaviyan.com,,,,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون تحقیق,9
TEH-028,حسین نجابت,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد,,,,,عضو کمیسیون انرژی,,9
TEH-029,سید حسین نقوی حسینی,Tehran,تهران,ورامین/ قرچک/ پیشوا,مستقل,http://drnaghavi.ir,,,,سخنگو کمیسیون امنیت ملی و سیاست خارجی,,9
TEH-030,بیژن نوباوه وطن,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,,,,,نایب رئیس دوم کمیسیون فرهنگی,,9
TEH-031,ابراهیم نکو,Tehran,تهران,رباط‌كريم/ بهارستان,مستقل,http://www.nekou.ir,,,,دبیر اول کمیسیون اقتصادی,,9
TEH-032,سید مهدی هاشمی,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,,,,,رئیس کمیسیون عمران,,9
TEH-033,اسماعیل کوثری,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری – جبهه ایستادگی,http://kothari.ir,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
TEH-034,مهدی کوچک زاده,Tehran,تهران,اسلامشهر / تهران / ری / شمیرانات,جبهه متحد – جبهه پایداری  ,,,,,عضو کمیسیون آموزش و تحقیقات,عضو کمیسیون اصل نودم قانون اساسی مجلس,9
TEH-035,حمیدرضا مشهدی عباسی,Tehran,تهران,دماوند، فیروزکوه,N/A,http://m-abbasi.com,,,,عضو کمیسیون اجتماعی,,9
TEH-036,یوناتن بت‌کلیا,,تهران,مسیحیان آشوری / کلدانی,مستقل,,,,,عضو کمیسیون عمران,,9
TEH-037,کارن خانلری,,تهران,مسیحیان ارامنه شمال کشور,مستقل,,,,,عضو کمیسیون آموزش و تحقیقات,,9
TEH-038, اسفندیار اختیاری کسنویه,,تهران,زرتشتیان,مستقل,http://www.eekhtiyari.ir,,,,عضو کمیسیون آموزش و تحقیقات,,9
TEH-039,سیامک مره صدق,,تهران,کلیمیان,مستقل,,,,,عضو کمیسیون بهداشت و درمان,,9
W-AZ-001,علی اکبر آقایی مغانجویی,West Azerbaijan,آذربایجان غربی,سلماس,جبهه متحد,http://aghai.ir/,,,,نایب رئیس اول کمیسیون عمران,,9
W-AZ-002,عثمان احمدی,West Azerbaijan,آذربایجان غربی,مهاباد,مستقل,http://o-ahmadi.ir/FA/Default.aspx,,,,عضو کمیسیون اقتصادی,,9
W-AZ-003,روح الله بیگی ایلانلو,West Azerbaijan,آذربایجان غربی,تکاب / شاهین دژ / میاندوآب,جبهه متحد,http://drbeygi.ir/,,http://beygitekab.blogfa.com/,,نایب رئیس دوم کمیسیون اقتصادی,,9
W-AZ-004,جواد جهانگیرزاده,West Azerbaijan,آذربایجان غربی,ارومیه,جبهه متحد - جبهه ایستادگی,http://www.urmia1400.ir/fa/,,,,عضو کمیسیون امنیت ملی و سیاست خارجی,,9
W-AZ-005,عبدالكريم حسين‌زاده,West Azerbaijan,آذربایجان غربی, اشنویه / نقده,مستقل,http://hosseinzade.com/cgi-sys/suspendedpage.cgi,,,,نایب رئیس دوم کمیسیون عمران,,9
