id,type,end_date,name__en,name__ur,name__ca,start_date,name__sd,name__bn
Q5164017,constituency of the National Assembly of Pakistan,2018-07-25,NA-55 (Rawalpindi-VI),حلقہ این اے۔55,,,,
Q5164018,constituency of the National Assembly of Pakistan,2018-07-25,NA-56 (Rawalpindi-VII),حلقہ این اے۔56,,,,
Q5164019,constituency of the National Assembly of Pakistan,2018-07-25,NA-57 (Attock-I),حلقہ این اے۔57,,,,
Q5164021,constituency of the National Assembly of Pakistan,2018-07-25,NA-58 (Attock-II),حلقہ این اے۔56,,,,
Q5164022,constituency of the National Assembly of Pakistan,2018-07-25,NA-59 (Attock-III),حلقہ این اے۔59,,,,
Q5164023,constituency of the National Assembly of Pakistan,2018-07-25,NA-6 (Nowshera-II),حلقہ این اے۔6,,,,
Q5164024,constituency of the National Assembly of Pakistan,2018-07-25,NA-60 (Chakwal-I),حلقہ این اے۔60,,,,
Q5164025,constituency of the National Assembly of Pakistan,2018-07-25,NA-61 (Chakwal-II),حلقہ این اے۔61,,,,
Q5164026,constituency of the National Assembly of Pakistan,2018-07-25,NA-62 (Jhelum-I),حلقہ این اے۔62,,,,
Q5164027,constituency of the National Assembly of Pakistan,2018-07-25,NA-63 (Jhelum-II),حلقہ این اے۔63,,,,
Q5164028,constituency of the National Assembly of Pakistan,2018-07-25,NA-64 (Sargodha-I),حلقہ این اے۔64,,,,
Q5164029,constituency of the National Assembly of Pakistan,2018-07-25,NA-65 (Sargodha-II),حلقہ این اے۔65,,,,
Q5164030,constituency of the National Assembly of Pakistan,2018-07-25,NA-66 (Sargodha-III),حلقہ این اے۔66,,,,
Q5164031,constituency of the National Assembly of Pakistan,2018-07-25,NA-67 (Sargodha-IV),حلقہ این اے۔67,,,,
Q5164033,constituency of the National Assembly of Pakistan,2018-07-25,NA-69 (Khushab-I),حلقہ این اے۔69,,,,
Q5164034,constituency of the National Assembly of Pakistan,2018-07-25,NA-7 (Charsadda-I),حلقہ این اے۔7,,,,
Q5164035,constituency of the National Assembly of Pakistan,2018-07-25,NA-70 (Khushab-II),حلقہ این اے۔70,,,,
Q5164036,constituency of the National Assembly of Pakistan,2018-07-25,NA-71 (Mianwali-I),حلقہ این اے۔71,,,,
Q5164037,constituency of the National Assembly of Pakistan,2018-07-25,NA-72 (Mianwali-II),حلقہ این اے۔72,,,,
Q5164038,constituency of the National Assembly of Pakistan,2018-07-25,NA-73 (Bhakkar-I),حلقہ این اے۔73,,,,
Q5164039,constituency of the National Assembly of Pakistan,2018-07-25,NA-74 (Bhakkar-II),حلقہ این اے۔74,,,,
Q5164040,constituency of the National Assembly of Pakistan,2018-07-25,NA-75 (Faisalabad-I),حلقہ این اے۔75,,,,
Q5164041,constituency of the National Assembly of Pakistan,2018-07-25,NA-76 (Faisalabad-II),حلقہ این اے۔76,,,,
Q5164042,constituency of the National Assembly of Pakistan,2018-07-25,NA-77 (Faisalabad-III),حلقہ این اے۔77,,,,
Q5164043,constituency of the National Assembly of Pakistan,2018-07-25,NA-78 (Faisalabad-IV),حلقہ این اے۔78,,,,
Q5164044,constituency of the National Assembly of Pakistan,2018-07-25,NA-79 (Faisalabad-V),حلقہ این اے۔79,,,,
Q5164045,constituency of the National Assembly of Pakistan,2018-07-25,NA-8 (Charsadda-II),حلقہ این اے۔8,,,,
Q5164046,constituency of the National Assembly of Pakistan,2018-07-25,NA-80 (Faisalabad-VI),حلقہ این اے۔80,,,,
Q5164047,constituency of the National Assembly of Pakistan,2018-07-25,NA-81 (Faisalabad-VII),حلقہ این اے۔81,,,,
Q5164048,constituency of the National Assembly of Pakistan,2018-07-25,NA-82 (Faisalabad-VIII),حلقہ این اے۔82,,,,
Q5164049,constituency of the National Assembly of Pakistan,2018-07-25,NA-83 (Faisalabad-IX),حلقہ این اے۔83,,,,
Q5164050,constituency of the National Assembly of Pakistan,2018-07-25,NA-84 (Faisalabad-X),حلقہ این اے۔84,,,,
Q5164051,constituency of the National Assembly of Pakistan,2018-07-25,NA-85 (Faisalabad-XI),حلقہ این اے۔85,,,,
Q5164052,constituency of the National Assembly of Pakistan,2018-07-25,NA-86 (Chiniot-I),حلقہ این اے۔86,,,,
Q5164053,constituency of the National Assembly of Pakistan,2018-07-25,NA-87 (Chiniot-II-cum-Jhang),حلقہ این اے۔87,,,,
Q5164054,constituency of the National Assembly of Pakistan,2018-07-25,NA-88 (Jhang-cum-Chiniot),حلقہ این اے۔88,,,,
Q5164056,constituency of the National Assembly of Pakistan,2018-07-25,NA-89 (Jhang-I),حلقہ این اے۔89,,,,
Q5164057,constituency of the National Assembly of Pakistan,2018-07-25,NA-9 (Mardan-I),حلقہ این اے۔9,,,,
Q5164058,constituency of the National Assembly of Pakistan,2018-07-25,NA-90 (Jhang-II),حلقہ این اے۔90,,,,
Q5164059,constituency of the National Assembly of Pakistan,2018-07-25,NA-91 (Jhang-III),حلقہ این اے۔91,,,,
Q55624342,constituency of the National Assembly of Pakistan,,NA-128 Lahore-VI,,,2018-05-03,,
Q55624343,constituency of the National Assembly of Pakistan,2018-07-25,NA-128 (Lahore-XI),حلقہ این اے۔128,,,,
Q55624345,constituency of the National Assembly of Pakistan,,NA-130 Lahore-VIII,,,2018-05-03,,
Q55624346,constituency of the National Assembly of Pakistan,,NA-131 Lahore-IX,,,2018-05-03,,
Q55624347,constituency of the National Assembly of Pakistan,,NA-132 Lahore-X,,,2018-05-03,,
Q55624349,constituency of the National Assembly of Pakistan,2018-07-25,NA-132 (Sheikhupura-II-cum-Nankana Sahib),حلقہ این اے۔132,,,,
Q55624352,constituency of the National Assembly of Pakistan,,NA-134 Lahore-XII,,,2018-05-03,,
Q55624353,constituency of the National Assembly of Pakistan,2018-07-25,NA-134 (Sheikhupura-IV),حلقہ این اے۔134,,,,
Q55624354,constituency of the National Assembly of Pakistan,,NA-135 Lahore-XIII,,,2018-05-03,,
Q55624356,constituency of the National Assembly of Pakistan,,NA-136 Lahore-XIV,,,2018-05-03,,
Q55624357,constituency of the National Assembly of Pakistan,,NA-140 Kasur-IV,,,2018-05-03,,
Q55624358,constituency of the National Assembly of Pakistan,2018-07-25,NA-141 (Kasur-IV),,,,,
Q55624361,constituency of the National Assembly of Pakistan,,NA-141 Okara-I,این اے-141 (اوکاڑا-1),,2018-05-03,,
Q55624362,constituency of the National Assembly of Pakistan,2018-07-25,NA-142 (Kasur-V),حلقہ این اے 142,,,,
Q55624365,constituency of the National Assembly of Pakistan,,NA-142 Okara-II,این اے-142 (اوکاڑا-2),,2018-05-03,,
Q55624367,constituency of the National Assembly of Pakistan,,NA-143 Okara-III,,,2018-05-03,,
Q55624369,constituency of the National Assembly of Pakistan,,NA-144 Okara-IV,این اے-144,,2018-05-03,,
Q55624373,constituency of the National Assembly of Pakistan,2018-07-25,NA-194 (Rahim Yar Khan-III),,,,,
Q55624375,constituency of the National Assembly of Pakistan,2018-07-25,NA-178 (Muzaffargarh-III),حلقہ این اے۔178,,,,
Q55624376,constituency of the National Assembly of Pakistan,,NA-181 Muzaffargarh-I,,,2018-05-03,,
Q55624378,constituency of the National Assembly of Pakistan,,NA-182 Muzaffargarh-II,این اے 182 مظفرگڑھ 2,,2018-05-03,,
Q55624381,constituency of the National Assembly of Pakistan,,NA-183 Muzaffargarh-III,,,2018-05-03,,
Q55624386,constituency of the National Assembly of Pakistan,,NA-195 Rajanpur-III,,,2018-05-03,,
Q55624388,constituency of the National Assembly of Pakistan,,NA-200 Larkana-I,,,2018-05-03,,
Q55624389,constituency of the National Assembly of Pakistan,,NA-201 Larkana-II,,,2018-05-03,,
Q55624392,constituency of the National Assembly of Pakistan,,NA-237 Malir-II,,,2018-05-03,,
Q55624393,constituency of the National Assembly of Pakistan,,NA-238 Malir-III,,,2018-05-03,,
Q55624395,constituency of the National Assembly of Pakistan,,NA-243 East Karachi-II,این اے-243,,2018-05-03,,
Q55624399,constituency of the National Assembly of Pakistan,2018-07-25,NA-25 (Dera Ismail Khan-cum-Tank),,,,,
Q55624402,constituency of the National Assembly of Pakistan,,NA-261 Jafarabad-cum-Sohbatpur,,,2018-05-03,,
Q55624404,constituency of the National Assembly of Pakistan,,NA-262 Pishin,,,2018-05-03,,
Q55624405,constituency of the National Assembly of Pakistan,,NA-264 Quetta-I,,,2018-05-03,,
Q55624406,constituency of the National Assembly of Pakistan,,NA-266 Quetta-III,,,2018-05-03,,
Q55624412,constituency of the National Assembly of Pakistan,,NA 271 Kech,,,2018-05-03,,
Q55624415,constituency of the National Assembly of Pakistan,,NA 272 (Lasbela-cum-Gwadar),,,2018-05-03,,
Q55624424,constituency of the National Assembly of Pakistan,,NA-37 (Tank),,,2018-05-03,,
Q55624426,constituency of the National Assembly of Pakistan,,NA-4 (Swat-III),,,2018-05-03,,
Q55624429,constituency of the National Assembly of Pakistan,,NA-87 Hafizabad,,,2018-05-03,,
Q55641181,constituency of the National Assembly of Pakistan,,NA-139 Kasur-III,,,2018-05-03,,
Q55641184,constituency of the National Assembly of Pakistan,,NA-245 East Karachi-IV,,,2018-05-03,,
Q56063440,constituency of the National Assembly of Pakistan,2018-07-25,NA-133 (Sheikhupura-III),حلقہ این اے۔133,,,,
Q56274153,constituency of the National Assembly of Pakistan,2018-07-25,NA-143 (Okara-I),,,,,
Q58397358,constituency of the National Assembly of Pakistan,2018-07-25,NA-144 (Okara-II),,,,,
Q58397359,constituency of the National Assembly of Pakistan,2018-07-25,NA-147 (Okara-V),,,,,
Q58400818,constituency of the National Assembly of Pakistan,,NA-56 Attock-II,,,2018-05-03,,
Q58400819,constituency of the National Assembly of Pakistan,,NA-152 Khanewal-III,,,2018-05-03,,
Q58400821,constituency of the National Assembly of Pakistan,,NA-153 Khanewal-IV,,,2018-05-03,,
Q58400822,constituency of the National Assembly of Pakistan,,NA-154 Multan-I,,,2018-05-03,,
Q58400825,constituency of the National Assembly of Pakistan,,NA-156 Multan-III,,,2018-05-03,,
Q58400826,constituency of the National Assembly of Pakistan,,NA-157 Multan-IV,,,2018-05-03,,
Q58400829,constituency of the National Assembly of Pakistan,,NA-172 Bahawalpur-III,,,2018-05-03,,
Q58400830,constituency of the National Assembly of Pakistan,,NA-177 (Rahim Yar Khan-III),این اے۔177 (رحیم یار خان-3),,2018-05-03,,
Q58400833,constituency of the National Assembly of Pakistan,,NA-213 Shaheed Benazirabad-I,,,2018-05-03,,
Q58400844,constituency of the National Assembly of Pakistan,,NA-214 Shaheed Benazirabad-II,,,2018-05-03,,
Q58400846,constituency of the National Assembly of Pakistan,,NA-247 South Karachi-II,این اے-247 (کراچی جنوبی-2),,2018-05-03,,
Q58400849,constituency of the National Assembly of Pakistan,,NA-269 (Khuzdar),,,2018-05-03,,
Q58400851,constituency of the National Assembly of Pakistan,,NA-29 Peshawar-III,این اے-29 (پشاور-3),,2018-05-03,,
Q58400853,constituency of the National Assembly of Pakistan,,NA-31 (Peshawar-V),,,2018-05-03,,
Q58401083,constituency of the National Assembly of Pakistan,,NA-55 Attock-I,,,2018-05-03,,
Q58401085,constituency of the National Assembly of Pakistan,,NA-57 Rawalpindi-I,,,2018-05-03,,
Q58401087,constituency of the National Assembly of Pakistan,,NA-58 Rawalpindi-II,,,2018-05-03,,
Q58401089,constituency of the National Assembly of Pakistan,,NA-59 Rawalpindi-III,,,2018-05-03,,
Q58401091,constituency of the National Assembly of Pakistan,,NA-60 Rawalpindi-IV,,,2018-05-03,,
Q58401092,constituency of the National Assembly of Pakistan,,NA-61 Rawalpindi-V,,,2018-05-03,,
Q58401094,constituency of the National Assembly of Pakistan,,NA-62 Rawalpindi-VI,,,2018-05-03,,
Q58401095,constituency of the National Assembly of Pakistan,,NA-63 Rawalpindi-VII,,,2018-05-03,,
Q58401099,constituency of the National Assembly of Pakistan,,NA-64 Chakwal-I,,,2018-05-03,,
Q58401114,constituency of the National Assembly of Pakistan,,NA-65 Chakwal-II,,,2018-05-03,,
Q58401115,constituency of the National Assembly of Pakistan,,NA-66 Jehlum-I,,,2018-05-03,,
Q58401117,constituency of the National Assembly of Pakistan,,NA-67 Jhelum-II,,,2018-05-03,,
Q58401120,constituency of the National Assembly of Pakistan,,NA-68 Gujrat-I,,,2018-05-03,,
Q58401122,constituency of the National Assembly of Pakistan,,NA-69 Gujrat-II,,,2018-05-03,,
Q58401123,constituency of the National Assembly of Pakistan,,NA-70 Gujrat-III,,,2018-05-03,,
Q58401126,constituency of the National Assembly of Pakistan,,NA-71 Gujrat-IV,,,2018-05-03,,
Q58401128,constituency of the National Assembly of Pakistan,,NA-72 Sialkot-I,,,2018-05-03,,
Q58401131,constituency of the National Assembly of Pakistan,,NA-73 Sialkot-II,,,2018-05-03,,
Q58401145,constituency of the National Assembly of Pakistan,,NA-74 Sialkot-III,,,2018-05-03,,
Q58401149,constituency of the National Assembly of Pakistan,,NA-75 Sialkot-IV,,,2018-05-03,,
Q58401152,constituency of the National Assembly of Pakistan,,NA-76 Sialkot-V,,,2018-05-03,,
Q58401153,constituency of the National Assembly of Pakistan,,NA-77 Narowal-I,,,2018-05-03,,
Q58401156,constituency of the National Assembly of Pakistan,,NA-78 Narowal-II,,,2018-05-03,,
Q58401158,constituency of the National Assembly of Pakistan,,NA-79 Gujranwala-I,,,2018-05-03,,
Q58401161,constituency of the National Assembly of Pakistan,,NA-80 Gujranwala-II,,,2018-05-03,,
Q58401164,constituency of the National Assembly of Pakistan,,NA-81 Gujranwala-III,,,2018-05-03,,
Q58401165,constituency of the National Assembly of Pakistan,,NA-82 Gujranwala-IV,,,2018-05-03,,
Q58401177,constituency of the National Assembly of Pakistan,,NA-83 Gujranwala-V,,,2018-05-03,,
Q58401180,constituency of the National Assembly of Pakistan,,NA-84 Gujranwala-VI,,,2018-05-03,,
Q58401184,constituency of the National Assembly of Pakistan,,NA-85 MBD-I,,,2018-05-03,,
Q58401187,constituency of the National Assembly of Pakistan,,NA-86 MBD-II,,,2018-05-03,,
Q58401188,constituency of the National Assembly of Pakistan,,NA-88 Sargodha-I,,,2018-05-03,,
Q58401191,constituency of the National Assembly of Pakistan,,NA-89 Sargodha-II,,,2018-05-03,,
Q58401194,constituency of the National Assembly of Pakistan,,NA-90 Sargodha-III,,,2018-05-03,,
Q58401196,constituency of the National Assembly of Pakistan,,NA-91 Sargodha-IV,,,2018-05-03,,
Q58401198,constituency of the National Assembly of Pakistan,,NA-92 Sargodha-V,,,2018-05-03,,
Q58401211,constituency of the National Assembly of Pakistan,,NA-93 Khushab-I,,,2018-05-03,,
Q58401213,constituency of the National Assembly of Pakistan,,NA-94 Khushab-II,,,2018-05-03,,
Q58401215,constituency of the National Assembly of Pakistan,,NA-95 Mianwali-I,حلقہ این اے-95 (میانوالی-1),,2018-05-03,,
Q58401217,constituency of the National Assembly of Pakistan,,NA-96 Mianwali-II,این اے۔96 (میانوالی-2),,2018-05-03,,
Q58401220,constituency of the National Assembly of Pakistan,,NA-97 Bhakkar-I,این اے۔97 (بھکر-1),,2018-05-03,,
Q58401222,constituency of the National Assembly of Pakistan,,NA-98 Bhakkar-II,این اے۔98 (بھکر-2),,2018-05-03,,
Q58401224,constituency of the National Assembly of Pakistan,,NA-99 Chiniot-I,این اے۔99 (چنیوٹ-1),,2018-05-03,,
Q58401227,constituency of the National Assembly of Pakistan,,NA-100 Chiniot-II,این اے۔100 (چنیوٹ-2),,2018-05-03,,
Q58401231,constituency of the National Assembly of Pakistan,,NA-101 Faisalabad-I,این اے۔101 (فیصل آباد-1),,2018-05-03,,
Q58401246,constituency of the National Assembly of Pakistan,,NA-102 Faisalabad-II,این اے۔102 (فیصل آباد-2),,2018-05-03,,
Q58401249,constituency of the National Assembly of Pakistan,,NA-103 Faisalabad-III,این اے۔103 (فیصل آباد-3),,2018-05-03,,
Q58401251,constituency of the National Assembly of Pakistan,,NA-104 Faisalabad-IV,حلقہ این اے۔104، فیصل آباد 4,,2018-05-03,,
Q58401253,constituency of the National Assembly of Pakistan,,NA-105 Faisalabad-V,این اے۔105 (فیصل آباد-5),,2018-05-03,,
Q58401255,constituency of the National Assembly of Pakistan,,NA-106 Faisalabad-VI,این اے۔106 (فیصل آباد-6),,2018-05-03,,
Q58401257,constituency of the National Assembly of Pakistan,,NA-107 Faisalabad-VII,این اے۔107 (فیصل آباد-7),,2018-05-03,,
Q58401259,constituency of the National Assembly of Pakistan,,NA-108 Faisalabad-VIII,این اے-108 (فیصل آباد-8),,2018-05-03,,
Q58401261,constituency of the National Assembly of Pakistan,,NA-109 Faisalabad-IX,این اے۔109 (فیصل آباد-9),,2018-05-03,,
Q58401264,constituency of the National Assembly of Pakistan,,NA-110 Faisalabad-X,این اے۔110 (فیصل آباد-10),,2018-05-03,,
Q58401273,constituency of the National Assembly of Pakistan,,NA-111 Toba Tek Singh-I,این اے۔111 (ٹوبہ ٹیک سنگھ-1),,2018-05-03,,
Q58401276,constituency of the National Assembly of Pakistan,,NA-112 Toba Tek Singh-II,این اے۔112 (ٹوبہ ٹیک سنگھ-2),,2018-05-03,,
Q58401279,constituency of the National Assembly of Pakistan,,NA-113 Toba Tek Singh-III,این اے۔113 (ٹوبہ ٹیک سنگھ-3),,2018-05-03,,
Q58401281,constituency of the National Assembly of Pakistan,,NA-114 Jhang-I,این اے۔114 (جھنگ-1),,2018-05-03,,
Q58401282,constituency of the National Assembly of Pakistan,,NA-115 Jhang-II,این اے۔115 (جھنگ-2),,2018-05-03,,
Q58401285,constituency of the National Assembly of Pakistan,,NA-116 Jhang-III,این اے۔116 (جھنگ-3),,2018-05-03,,
Q58401286,constituency of the National Assembly of Pakistan,,NA-117 Nankana Sahib-I,این اے۔117 (ننکانہ صاحب-1),,2018-05-03,,
Q58401288,constituency of the National Assembly of Pakistan,,NA-118 Nankana Sahib-II,این اے۔118 (ننکانہ صاحب-2),,2018-05-03,,
Q58401291,constituency of the National Assembly of Pakistan,,NA-119 Sheikhupura-I,این اے۔119 (شیخوپورہ-1),,2018-05-03,,
Q58401304,constituency of the National Assembly of Pakistan,,NA-120 Sheikhupura-II,این اے۔120 (شیخوپورہ-2),,2018-05-03,,
Q58401306,constituency of the National Assembly of Pakistan,,NA-121 Sheikhupura-III,این اے۔121 (شیخوپورہ-3),,2018-05-03,,
Q58401308,constituency of the National Assembly of Pakistan,,NA-122 Sheikhupura-IV,این اے۔122 (شیخوپورہ-4),,2018-05-03,,
Q58401311,constituency of the National Assembly of Pakistan,,NA-123 Lahore-I,این اے۔123 (لاہور-1),,2018-05-03,,
Q58401312,constituency of the National Assembly of Pakistan,,NA-124 Lahore-II,این اے۔124 (لاہور-2),,2018-05-03,,
Q58401315,constituency of the National Assembly of Pakistan,,NA-125 Lahore-III,این اے۔125 (لاہور-3),,2018-05-03,,
Q58401317,constituency of the National Assembly of Pakistan,,NA-126 Lahore-IV,این اے۔126 (لاہور-4),,2018-05-03,,
Q58401319,constituency of the National Assembly of Pakistan,,NA-127 Lahore-V,این اے۔127 (لاہور-5),,2018-05-03,,
Q58401322,constituency of the National Assembly of Pakistan,,NA-129 Lahore-VII,این اے۔129 (لاہور-7),,2018-05-03,,
Q58401335,constituency of the National Assembly of Pakistan,,NA-133 Lahore-XI,این اے-133 (لاہور-11),,2018-05-03,,
Q58401337,constituency of the National Assembly of Pakistan,,NA-137 Kasur-I,این اے-137 (قصور-1),,2018-05-03,,
Q58401338,constituency of the National Assembly of Pakistan,,NA-138 Kasur-II,این اے-138 (قصور-2),,2018-05-03,,
Q58401341,constituency of the National Assembly of Pakistan,,NA-145 Pakpattan-I,این اے-145 (پاکپتن-1),,2018-05-03,,
Q58401343,constituency of the National Assembly of Pakistan,,NA-146 Pakpattan-II,این اے-146 (پاکپتن-2),,2018-05-03,,
Q58401345,constituency of the National Assembly of Pakistan,,NA-147 Sahiwal-I,این اے-147 (ساہیوال-1),,2018-05-03,,
Q58401348,constituency of the National Assembly of Pakistan,,NA-148 Sahiwal-II,این اے-148 (ساہیوال-2),,2018-05-03,,
Q58401349,constituency of the National Assembly of Pakistan,,NA-149 Sahiwal-III,این اے-149 (ساہیوال-3),,2018-05-03,,
Q58401352,constituency of the National Assembly of Pakistan,,NA-150 Khanewal-I,,,2018-05-03,,
Q58401365,constituency of the National Assembly of Pakistan,,NA-151 Khanewal-II,,,2018-05-03,,
Q58401366,constituency of the National Assembly of Pakistan,,NA-155 Multan-II,این اے-155 (ملتان-2),,2018-05-03,,
Q58401372,constituency of the National Assembly of Pakistan,,NA-158 Multan-V,,,2018-05-03,,
Q58401375,constituency of the National Assembly of Pakistan,,NA-159 Multan-VI,,,2018-05-03,,
Q58401378,constituency of the National Assembly of Pakistan,,NA-160 Lodhran-I,این اے-160 (لودھراں-1),,2018-05-03,,
Q58401379,constituency of the National Assembly of Pakistan,,NA-161 Lodhran-II,این اے-161 (لودھراں-2),,2018-05-03,,
Q58401380,constituency of the National Assembly of Pakistan,,NA-162 Vehari-I,این اے-162 (وہاڑی-1),,2018-05-03,,
Q58401384,constituency of the National Assembly of Pakistan,,NA-163 Vehari-II,,,2018-05-03,,
Q58401385,constituency of the National Assembly of Pakistan,,NA-164 Vehari-III,,,2018-05-03,,
Q58401393,constituency of the National Assembly of Pakistan,,NA-165 Vehari-IV,,,2018-05-03,,
Q58401395,constituency of the National Assembly of Pakistan,,NA-166 Bahawalnagar-I,,,2018-05-03,,
Q58401399,constituency of the National Assembly of Pakistan,,NA-167 Bahawalnagar-II,,,2018-05-03,,
Q58401402,constituency of the National Assembly of Pakistan,,NA-168 Bahawalnagar-III,,,2018-05-03,,
Q58401405,constituency of the National Assembly of Pakistan,,NA-169 Bahawalnagar-IV,,,2018-05-03,,
Q58401407,constituency of the National Assembly of Pakistan,,NA-170 Bahawalpur-I,,,2018-05-03,,
Q58401408,constituency of the National Assembly of Pakistan,,NA-171 Bahawalpur-II,,,2018-05-03,,
Q58401411,constituency of the National Assembly of Pakistan,,NA-173 Bahawalpur-IV,,,2018-05-03,,
Q58401413,constituency of the National Assembly of Pakistan,,NA-174 Bahawalpur-V,,,2018-05-03,,
Q58401424,constituency of the National Assembly of Pakistan,,NA-175 RYK-I,این اے۔175 (رحیم یار خان-1),,2018-05-03,,
Q58401427,constituency of the National Assembly of Pakistan,,NA-176 RYK-II,این اے۔176 (رحیم یار خان-2),,2018-05-03,,
Q58401430,constituency of the National Assembly of Pakistan,,NA-178 RYK-IV,این اے۔178 (رحیم یار خان-4),,2018-05-03,,
Q58401433,constituency of the National Assembly of Pakistan,,NA-179 RYK-V,این اے۔179 (رحیم یار خان-5),,2018-05-03,,
Q58401435,constituency of the National Assembly of Pakistan,,NA-180 RYK-VI,این اے۔180 (رحیم یار خان-6),,2018-05-03,,
Q58401439,constituency of the National Assembly of Pakistan,,NA-184 Muzaffargarh-IV,این اے۔184 (مظفر گڑھ-4),,2018-05-03,,
Q58401442,constituency of the National Assembly of Pakistan,,NA-185 Muzaffargarh-V,این اے۔185 (مظفر گڑھ-5),,2018-05-03,,
Q58401443,constituency of the National Assembly of Pakistan,,NA-186 Muzafargarh-VI,این اے۔186 (مظفر گڑھ-6),,2018-05-03,,
Q58401446,constituency of the National Assembly of Pakistan,,NA-187 Layyah-I,این اے۔187 (لیہ-1),,2018-05-03,,
Q58401457,constituency of the National Assembly of Pakistan,,NA-188 Layyah-II,این اے۔188 (لیہ-2),,2018-05-03,,
Q58401459,constituency of the National Assembly of Pakistan,,NA-189 DG Khan-I,این اے۔189 (ڈیرہ غازی خان-1),,2018-05-03,,
Q58401462,constituency of the National Assembly of Pakistan,,NA-190 DG Khan-II,این اے۔190 (ڈیرہ غازی خان-2),,2018-05-03,,
Q58401465,constituency of the National Assembly of Pakistan,,NA-191 DG Khan-III,,,2018-05-03,,
Q58401466,constituency of the National Assembly of Pakistan,,NA-192 DG Khan-IV,,,2018-05-03,,
Q58401469,constituency of the National Assembly of Pakistan,,NA-193 Rajanpur-I,این اے۔193 (راجن پور-1),,2018-05-03,,
Q58401471,constituency of the National Assembly of Pakistan,,NA-196 Jacobabad,,,2018-05-03,,
Q58401472,constituency of the National Assembly of Pakistan,,NA-197 Kashmor,,,2018-05-03,,
Q58401474,constituency of the National Assembly of Pakistan,,NA-198 Shikarpur-I,,,2018-05-03,,
Q58401482,constituency of the National Assembly of Pakistan,,NA-199 Shikarpur-II,,,2018-05-03,,
Q58401484,constituency of the National Assembly of Pakistan,,NA-202 Kambar Shahdadkot-I,,,2018-05-03,,
Q58401488,constituency of the National Assembly of Pakistan,,NA-203 Kambar Shahdadkot-II,,,2018-05-03,,
Q58401491,constituency of the National Assembly of Pakistan,,NA-204 Ghotki-I,,,2018-05-03,,
Q58401494,constituency of the National Assembly of Pakistan,,NA-205 Ghotki-II,,,2018-05-03,,
Q58401497,constituency of the National Assembly of Pakistan,,NA-206 Sukher-I,,,2018-05-03,,
Q58401498,constituency of the National Assembly of Pakistan,,NA-207 Sukher-II,,,2018-05-03,,
Q58401503,constituency of the National Assembly of Pakistan,,NA-208 Khairpur-I,,,2018-05-03,,
Q58401504,constituency of the National Assembly of Pakistan,,NA-209 Khairpur-II,,,2018-05-03,,
Q58401515,constituency of the National Assembly of Pakistan,,NA-210 Khairpur-III,,,2018-05-03,,
Q58401518,constituency of the National Assembly of Pakistan,,NA-211 Naushahro Feroz-I,,,2018-05-03,,
Q58401521,constituency of the National Assembly of Pakistan,,NA-212 Naushahro Feroz-II,,,2018-05-03,,
Q58401523,constituency of the National Assembly of Pakistan,,NA-215 Sangarh-I,,,2018-05-03,,
Q58401525,constituency of the National Assembly of Pakistan,,NA-216 Sangarh-II,,,2018-05-03,,
Q58401529,constituency of the National Assembly of Pakistan,,NA-217 Sangarh-III,,,2018-05-03,,
Q58401532,constituency of the National Assembly of Pakistan,,NA-218 Mirpur Khas-I,,,2018-05-03,,
Q58401536,constituency of the National Assembly of Pakistan,,NA-219 Mirpur Khas-II,,,2018-05-03,,
Q58401538,constituency of the National Assembly of Pakistan,,NA-220 Umarkot,,,2018-05-03,,
Q58401552,constituency of the National Assembly of Pakistan,,NA-221 Tharparkar-I,,,2018-05-03,,
Q58401554,constituency of the National Assembly of Pakistan,,NA-222 Tharparkar-II,,,2018-05-03,,
Q58401558,constituency of the National Assembly of Pakistan,,NA-223 Matiari,,,2018-05-03,تڪ اين اي 223,
Q58401561,constituency of the National Assembly of Pakistan,,NA-224 Tando Alahyar,,,2018-05-03,,
Q58401564,constituency of the National Assembly of Pakistan,,NA-225 Hyderabad-I,,,2018-05-03,,
Q58401566,constituency of the National Assembly of Pakistan,,NA-226 Hyderabad-II,,,2018-05-03,,
Q58401568,constituency of the National Assembly of Pakistan,,NA-227 Hyderabad-III,,,2018-05-03,,
Q58401571,constituency of the National Assembly of Pakistan,,NA-228 Tando Muhammad Khan,,,2018-05-03,,
Q58401574,constituency of the National Assembly of Pakistan,,NA-229 Badin-I,,,2018-05-03,,
Q58401587,constituency of the National Assembly of Pakistan,,NA-230 Badin-II,,,2018-05-03,,
Q58401588,constituency of the National Assembly of Pakistan,,NA-231 Sajawal,,,2018-05-03,,
Q58401591,constituency of the National Assembly of Pakistan,,NA-232 Thatta,,,2018-05-03,,
Q58401594,constituency of the National Assembly of Pakistan,,NA-233 Jamshoro,,,2018-05-03,,
Q58401596,constituency of the National Assembly of Pakistan,,NA-234 Dadu-I,,,2018-05-03,,
Q58401598,constituency of the National Assembly of Pakistan,,NA-235 Dadu-II,,,2018-05-03,,
Q58401603,constituency of the National Assembly of Pakistan,,NA-236 Malir-I,,,2018-05-03,,
Q58401605,constituency of the National Assembly of Pakistan,,NA-239 Korangi-I,,,2018-05-03,,
Q58401609,constituency of the National Assembly of Pakistan,,NA-240 Korangi-II,حلقہ این اے-240 (کورنگی کراچی 2),,2018-05-03,,
Q58401621,constituency of the National Assembly of Pakistan,,NA-241 Korangi-III,,,2018-05-03,,
