id,name,gender,party,party_id,constituency,source,term
143,Rui Sixpence Gonzane,male,BANCADA PARLAMENTAR DA FRELIMO,FRELIMO,EUROPA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
144,Agostinho André Likangóne,male,BANCADA PARLAMENTAR DA FRELIMO,FRELIMO,ÁFRICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
145,Hilário Uaite,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NIASSA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
146,Isac Lucas Mandava,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NIASSA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
147,Vasco Manuel,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NIASSA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
148,Mariana Caisse,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NIASSA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
149,Fernando Amelane,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NIASSA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
150,Alfredo Jame,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NIASSA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
151,Mustagibo Atimo Bachir,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,CABO DELGADO,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
152,Albertina Ilda Lino,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,CABO DELGADO,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
153,Américo José Ubisse,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,CABO DELGADO,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
154,Ossufo Momade,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
155,Lúcia Xavier Afate,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
156,Bernardino Benjamim Carneiro Cortez,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
157,Elisa Rajamo,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
158,Simão Bute,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
159,Abiba Aba,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
160,Mohamad da Costa Ali Yassine,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
161,Glória Salvador,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
162,Fernando Jossias Matouassanga,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
163,Irene Joaquim,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
164,José Henrique Lopes,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
165,Ainca Micusserima Chande,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
166,Carlos Manuel,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
167,Maria Anastácia da Costa Xavier,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
168,Rafael António de Sousa Gusmão,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
169,Eulália Lourenço Oliveira,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
170,Mário Ali,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
171,Felizarda Clara de Castro,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
172,Paulo Vahanle,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
173,Carvalho Pensando António,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
174,Fernando Mendes João Lavieque,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
175,Vergonha Abudo,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
176,Abdala Ossifo Ibraimo,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
177,Maria Inês Martins,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
178,Viana da Silva Magalhães,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
179,Maria Ivone Rensamo Bernardo Soares,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
180,Leopoldo Alfredo Ernesto,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
181,Odete Isaias Motiça,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
182,José Manteigas Gabriel,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
183,Elisa Maria Isabel Silvestre Cipriano,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
184,Muhamad Bacir Abdul Remane,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
185,Eva Teixeira Caetano Dias,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
186,Bonifácio João Nicassa,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
187,Victor Viandro Mudivila,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
188,Latifo Ismael Xarifo,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
189,Isequiel Molde Gusse,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
190,Freitas Joaquim Emílio Tiquila,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
191,Jerónimo Malagueta Nalia,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
192,David Jonas Moiana,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
193,Sebastião da Costa Sebastião,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
194,Margarido Salvador Abrantes,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
195,Simões Paulo Mário,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
196,Eduardo João Ladria,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
197,Domingos Migina Assulai,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
198,Francisco Maingue,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
199,Francisca Sabão Domingos,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
200,Mário Franque,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
201,Juliana Vitória Picardo,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
202,Félix Assomate Quembo,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
203,Catarina Olinda Salomão Figueira,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
204,João Paulo Pereira de Albuquerque,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
205,José Tsingano Camanula,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
206,Evaristo Tatano Sixpence,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
207,Filipe Carlos Domingos,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
208,Saimone Muhambi Macuaina,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
209,Janete Nelsone Tenene,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
210,Sofrimento Funai Matequenha,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
211,Maria Angelina Dique Enoque,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
212,José Nicolau,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
213,Alfredo Tomás Magumisse,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
214,Carlos Manuel Simbi,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
215,Américo Paulo Noé Muchanga,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MANICA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
216,Manuel Zeca Bissopo,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
217,Albertina Jocia,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
218,Albano Bulaunde José,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
219,Sandura Vasco Ambrósio,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
220,André Joaquim Magibire,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
221,José Carlos Cruz,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
222,Yonusse Amad,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
223,Joaquim Greva,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
224,Pedro Tesoura Chichova,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
225,Francisco Filipe M. V. Mboya Campira,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
226,Carlos Samussone Maiela,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,INHAMBANE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
227,Gania Aly Abdula Mussagy,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,INHAMBANE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
228,José Manuel Samo Gudo,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MAPUTO PROVINCIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
229,Albertina Julião Matavele,female,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MAPUTO PROVINCIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
230,António Pedro Muchanga,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MAPUTO PROVINCIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
231,António Augusto Eduardo Namburete,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MAPUTO CIDADE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
232,António Severino Timba,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MAPUTO CIDADE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
233,Ivan Amaral Chinganhane Mazanga,male,BANCADA PARLAMENTAR DA RENAMO,RENAMO,MAPUTO CIDADE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
234,Raimundo Pitágoras Lauma,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,NIASSA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
235,Lassimo Ossifo,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
236,Rachade Carvalho,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
237,Fernando Bismarque Ali,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,NAMPULA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
238,Geraldo Alexandre Carvalho,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
239,Olinda Navais,female,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
240,Ezequiel João Aramane,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
241,Sande Casitigo Carmona,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
242,José Horácio Lourenço Lobo,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,ZAMBÉZIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
243,Ricardo Frederico Francisco Tomás,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,TETE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
244,José Manuel de Sousa,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
245,Laurinda Silva Pedro António Cheia,female,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
246,Armando Ramiro Artur,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,SOFALA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
247,Silvério Eugénio Samuel,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,MAPUTO PROVÍNCIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
248,Muhamedrachid Sulemane,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,MAPUTO PROVÍNCIA,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
249,Lutero Chimbirombiro Simango,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,MAPUTO CIDADE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
250,Venâncio António Bila Mondlane,male,PARTIDO MOVIMENTO DEMOCRÁTICO DE MOÇAMBIQUE,MDM,MAPUTO CIDADE,http://www.parlamento.mz/deputados/deputado/lista-alfabetica/21-deputados/629-genero,8
