id,name,image,party,birth_date,constituency,term,start_date,end_date,source
7428,Ivan Klarin,http://www.sabor.hr/lgs.axd?t=16&id=47048&sp=170x219,SDP,1985-07-16,9th,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7428
7433,Davor Bernardić,http://www.sabor.hr/lgs.axd?t=16&id=47000&sp=170x216,SDP,1980-01-05,1st,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7433
7437,Božica Makar,http://www.sabor.hr/lgs.axd?t=16&id=47069&sp=170x219,HNS,1959-11-12,3rd,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7437
7443,Damir Tomić,http://www.sabor.hr/lgs.axd?t=16&id=47123&sp=170x219,SDP,1970-03-22,4th,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7443
7445,Veljko Kajtazi,http://www.sabor.hr/lgs.axd?t=16&id=47044&sp=170x219,Independent,1960-02-14,12th,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7445
7447,Marija Puh,http://www.sabor.hr/lgs.axd?t=16&id=47098&sp=170x219,HNS,1985-12-05,3rd,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7447
7449,Mario Habek,http://www.sabor.hr/lgs.axd?t=16&id=47029&sp=170x219,SDP,1972-05-16,3rd,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7449
7451,Ivan Kirin,http://www.sabor.hr/lgs.axd?t=16&id=47046&sp=170x219,HDZ,1951-01-01,8th,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7451
7453,Josip Križanić,http://www.sabor.hr/lgs.axd?t=16&id=47056&sp=170x219,HDZ,1968-02-07,3rd,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7453
7455,Marija Jelkovac,http://www.sabor.hr/lgs.axd?t=16&id=47039&sp=170x219,HDZ,1971-11-07,7th,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7455
7457,Bruna Esih,http://www.sabor.hr/lgs.axd?t=16&id=47020&sp=170x219,Independent,1975-05-20,1st,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7457
7475,Tomislav Lipošćak,http://www.sabor.hr/lgs.axd?t=16&id=47700&sp=170x217,HDZ,1982-01-22,7th,9,2016-12-09,"",http://www.sabor.hr/lgs.axd?t=24&id=7475
7548,Alen Prelec,http://www.sabor.hr/lgs.axd?t=16&id=48490,SDP,1967-07-27,1st,9,2017-03-10,"",http://www.sabor.hr/lgs.axd?t=24&id=7548
7564,Slaven Dobrović,"",MOST,1967-08-29,2nd,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7564
7566,Vlaho Orepić,"",MOST,1968-11-16,1st,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7566
7568,Ivan Kovačić,http://www.sabor.hr/lgs.axd?t=16&id=44452,Independent,1974-04-25,10th,9,2016-10-14,"",http://www.sabor.hr/lgs.axd?t=24&id=7568
