id,name,party,party_id,area,image,term
111,Oumar Yakhoub Mouhadjir,Mouvement Patriotique du Salut,MPS,Ouadaï,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton111-11104.jpg,3
88,Adoum Hindi Achaïr,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton88-448c1.jpg,3
105,Assaïd Gamar Sileck,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton105-42826.jpg,3
144,Djibrine Adoum Khatir,Union Nationale pour la Démocratie et le Renouveau,UNDR,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton144-7e1b6.jpg,3
121,Mahamat Zakaria Mamoun,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton121-f4322.jpg,3
225,Moussa Adoum Mahamat,Union Nationale pour la Démocratie et le Renouveau,UNDR,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton225-1e317.jpg,3
179,Souleyman Abass,Mouvement Patriotique du Salut,MPS,Salamat,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton179-8874c.jpg,3
79,Abdoulaye Hamit Ali,Groupe parlementaire des Républicains,,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton79-f005e.jpg,3
90,Ahmat  Azaïm  Barkatallah,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton90-d677a.jpg,3
104,Amouna Liady,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton104-3c8d1.jpg,3
131,Hamid Ibrahim Moustapha,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton131-d4ce2.jpg,3
204,Mahamat Ahmat Bechir,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton204-74f63.jpg,3
171,Zakaria Hassan Al Said,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton171-fc617.jpg,3
74,Zakaria Mahamat Saleh,Mouvement Patriotique du Salut,MPS,Sila,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton74-41289.jpg,3
84,Adjedoué Weidou,Rassemblement pour la Démocratie et le Progrès,RDP,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton84-e3187.jpg,3
180,Bana Bandiouleng,Rassemblement des Nationalistes et Démocrates Tchadiens,RNDT Le Réveil,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton180-8603d.jpg,3
28,Delwa kassire Coumakoye,Groupe parlementaire des Républicains,,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton28-d3eea.jpg,3
153,Djimé Hybi Langtar,Union pour le Renouveau et la Démocratie,URD,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton153-bc378.jpg,3
202,Djivihein Debeye Marsou,Groupe parlementaire des Républicains,,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton202-93009.jpg,3
43,Djokdelang  Angobona,Groupe parlementaire des Républicains,,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton43-2a0f2.jpg,3
114,Homi Bagaya Badoué,Rassemblement pour la Démocratie et le Progrès,RDP,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton114-30835.jpg,3
169,Ndimadjingar Assane Maurice,Groupe parlementaire des Républicains,,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton169-22d08.jpg,3
236,Selguet née Achta Aguidi,Groupe parlementaire des Républicains,,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton236-1698a.jpg,3
237,Sodja Adjobma Nikanor,Union pour le Renouveau et la Démocratie,URD,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton237-1bbfd.jpg,3
40,Tchombi née Djimadjingar Fatimé,Mouvement Patriotique du Salut,MPS,Tandjilé,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton40-de895.jpg,3
83,Adeli Edji  Tarsou,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton83-e0dda.jpg,3
211,Mahamat Bazingue Anni,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton211-dc51a.jpg,3
223,Mahamat Tahar Kori,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton223-96b5a.jpg,3
32,Molia Tahar Kori,Mouvement Patriotique du Salut,MPS,Tibesti,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton32-7de20.jpg,3
92,Ahmat  Digui,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton92-e123c.jpg,3
37,Ahmat Annadif Khatir,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton37-753e8.jpg,3
103,Ammo Aziza Baroud,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton103-c5167.jpg,3
27,Aziza Ahmat  Senoussi,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton27-49255.jpg,3
119,Hassaballah Bichara Toino,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton119-103ed.jpg,3
222,Moctar Mahamat Ibrahim Kadjouk,Mouvement Patriotique du Salut,MPS,Wadi Fira,http://www.assemblee-tchad.org/local/cache-vignettes/L250xH165/arton222-26c8d.jpg,3
