id,name,gender,faction,image,area,term,source,name__ja,name__ja_hira,faction__ja,area__ja
095,OGUSHI Masaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/095.jpg/%24File/095.jpg,Hyogo 6th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/095.html,大串 正樹君,おおぐし まさき,自民,兵庫6
096,OGUCHI Yoshinori,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/096.jpg/%24File/096.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/096.html,大口 善徳君,おおぐち よしのり,公明,（比）東海
097,OKUMA Kazuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/097.jpg/%24File/097.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/097.html,大隈 和英君,おおくま かずひで,自民,（比）近畿
098,OSHIMA Atsushi,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/098.jpg/%24File/098.jpg,Saitama 6th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/098.html,大島 敦君,おおしま あつし,国民,埼玉6
099,OTSUKA Takashi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/099.jpg/%24File/099.jpg,Osaka 8th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/099.html,大塚 高司君,おおつか たかし,自民,大阪8
100,OTSUKA Taku,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/100.jpg/%24File/100.jpg,Saitama 9th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/100.html,大塚 拓君,おおつか たく,自民,埼玉9
101,ONISHI Kensuke,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/101.jpg/%24File/101.jpg,Aichi 13th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/101.html,大西 健介君,おおにし けんすけ,国民,愛知13
102,ONISHI Hideo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/102.jpg/%24File/102.jpg,Tokyo 16th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/102.html,大西 英男君,おおにし ひでお,自民,東京16
103,ONISHI Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/103.jpg/%24File/103.jpg,Osaka 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/103.html,大西 宏幸君,おおにし ひろゆき,自民,大阪1
104,ONO Keitaro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/104.jpg/%24File/104.jpg,Kagawa 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/104.html,大野 敬太郎君,おおの けいたろう,自民,香川3
105,OMI Sei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/105.jpg/%24File/105.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/105.html,大見 正君,おおみ せい,自民,（比）東海
106,OTA Akihiro,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/106.jpg/%24File/106.jpg,Tokyo 12th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/106.html,太田 昭宏君,おおた あきひろ,公明,東京12
107,OTA Masataka,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/107.jpg/%24File/107.jpg,Hokuriku-Shinetsu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/107.html,太田 昌孝君,おおた まさたか,公明,（比）北陸信越
108,OSAKA Seiji,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/108.jpg/%24File/108.jpg,Hokkaido 8th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/108.html,逢坂 誠二君,おおさか せいじ,立憲,北海道8
109,OKASHITA Shohei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/109.jpg/%24File/109.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/109.html,岡下 昌平君,おかした しょうへい,自民,（比）近畿
110,OKAJIMA Kazumasa,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/110.jpg/%24File/110.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/110.html,岡島 一正君,おかじま かずまさ,立憲,（比）南関東
111,OKADA Katsuya,male,GI,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/111.jpg/%24File/111.jpg,Mie 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/111.html,岡田 克也君,おかだ かつや,無会,三重3
112,OKAMOTO Akiko,female,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/112.jpg/%24File/112.jpg,Tohoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/112.html,岡本 あき子君,おかもと あきこ,立憲,（比）東北
113,OKAMOTO Mitsunari,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/113.jpg/%24File/113.jpg,Kita Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/113.html,岡本 三成君,おかもと みつなり,公明,（比）北関東
114,OKAMOTO Mitsunori,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/114.jpg/%24File/114.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/114.html,岡本 充功君,おかもと みつのり,国民,（比）東海
115,OKUNO Shinsuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/115.jpg/%24File/115.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/115.html,奥野 信亮君,おくの しんすけ,自民,（比）近畿
116,OKUNO Soichiro,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/116.jpg/%24File/116.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/116.html,奥野 総一郎君,おくの そういちろう,国民,（比）南関東
117,OCHIAI Takayuki,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/117.jpg/%24File/117.jpg,Tokyo 6th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/117.html,落合 貴之君,おちあい たかゆき,立憲,東京6
118,ONIKI Makoto,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/118.jpg/%24File/118.jpg,Fukuoka 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/118.html,鬼木 誠君,おにき まこと,自民,福岡2
119,KATO Ayuko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/119.jpg/%24File/119.jpg,Yamagata 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/119.html,加藤 鮎子君,かとう あゆこ,自民,山形3
120,KATO Katsunobu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/120.jpg/%24File/120.jpg,Okayama 5th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/120.html,加藤 勝信君,かとう かつのぶ,自民,岡山5
121,KATO Kanji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/121.jpg/%24File/121.jpg,Nagasaki 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/121.html,加藤 寛治君,かとう かんじ,自民,長崎2
122,KAIEDA Banri,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/122.jpg/%24File/122.jpg,Tokyo 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/122.html,海江田 万里君,かいえだ ばんり,立憲,東京1
123,KAKIZAWA Mito,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/123.jpg/%24File/123.jpg,Tokyo Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/123.html,柿沢 未途君,かきざわ みと,無,（比）東京
124,KASAI Akira,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/124.jpg/%24File/124.jpg,Tokyo Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/124.html,笠井 亮君,かさい あきら,共産,（比）東京
125,KAJIYAMA Hiroshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/125.jpg/%24File/125.jpg,Ibaraki 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/125.html,梶山 弘志君,かじやま ひろし,自民,茨城4
126,KATSUMATA Takaaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/126.jpg/%24File/126.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/126.html,勝俣 孝明君,かつまた たかあき,自民,（比）東海
127,KADO Hirofumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/127.jpg/%24File/127.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/127.html,門 博文君,かど ひろふみ,自民,（比）近畿
128,KADOYAMA Hiroaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/128.jpg/%24File/128.jpg,Chiba 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/128.html,門山 宏哲君,かどやま ひろあき,自民,千葉1
129,KANEKO Emi,female,GI,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/129.jpg/%24File/129.jpg,Fukushima 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/129.html,金子 恵美君,かねこ えみ,無会,福島1
130,KANEKO Shumpei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/130.jpg/%24File/130.jpg,Gifu 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/130.html,金子 俊平君,かねこ しゅんぺい,自民,岐阜4
131,KANEKO Masuo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/131.jpg/%24File/131.jpg,Kagoshima 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/131.html,金子 万寿夫君,かねこ ますお,自民,鹿児島2
132,KANEKO Yasushi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/132.jpg/%24File/132.jpg,Kumamoto 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/132.html,金子 恭之君,かねこ やすし,自民,熊本4
133,KANEDA Katsutoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/133.jpg/%24File/133.jpg,Akita 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/133.html,金田 勝年君,かねだ かつとし,自民,秋田2
134,KAMIKAWA Yoko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/134.jpg/%24File/134.jpg,Shizuoka 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/134.html,上川 陽子君,かみかわ ようこ,自民,静岡1
135,KAMITANI Noboru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/135.jpg/%24File/135.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/135.html,神谷 昇君,かみたに のぼる,自民,（比）近畿
136,KAMIYA Hiroshi,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/136.jpg/%24File/136.jpg,Hokkaido Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/136.html,神谷 裕君,かみや ひろし,立憲,（比）北海道
137,KAMIYAMA Saichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/137.jpg/%24File/137.jpg,Saitama 7th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/137.html,神山 佐市君,かみやま さいち,自民,埼玉7
138,KAMEI Akiko,female,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/138.jpg/%24File/138.jpg,Chugoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/138.html,亀井 亜紀子君,かめい あきこ,立憲,（比）中国
139,KAMEOKA Yoshitami,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/139.jpg/%24File/139.jpg,Tohoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/139.html,亀岡 偉民君,かめおか よしたみ,自民,（比）東北
140,KAMOSHITA Ichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/140.jpg/%24File/140.jpg,Tokyo 13th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/140.html,鴨下 一郎君,かもした いちろう,自民,東京13
141,KAWAUCHI Hiroshi,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/141.jpg/%24File/141.jpg,Kagoshima 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/141.html,川内 博史君,かわうち ひろし,立憲,鹿児島1
142,KAWASAKI Jiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/142.jpg/%24File/142.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/142.html,川崎 二郎君,かわさき じろう,自民,（比）東海
143,KAWAI Katsuyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/143.jpg/%24File/143.jpg,Hiroshima 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/143.html,河井 克行君,かわい かつゆき,自民,広島3
144,KAWAMURA Takeo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/144.jpg/%24File/144.jpg,Yamaguchi 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/144.html,河村 建夫君,かわむら たけお,自民,山口3
145,KANDA Kenji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/145.jpg/%24File/145.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/145.html,神田 憲次君,かんだ けんじ,自民,（比）東海
146,KANDA Yutaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/146.jpg/%24File/146.jpg,Kita Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/146.html,神田 裕君,かんだ ゆたか,自民,（比）北関東
147,KAN Naoto,male,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/147.jpg/%24File/147.jpg,Tokyo 18th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/147.html,菅 直人君,かん なおと,立憲,東京18
148,KANKE Ichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/148.jpg/%24File/148.jpg,Fukushima 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/148.html,菅家 一郎君,かんけ いちろう,自民,福島4
149,KIHARA Seiji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/149.jpg/%24File/149.jpg,Tokyo 20th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/149.html,木原 誠二君,きはら せいじ,自民,東京20
150,KIHARA Minoru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/150.jpg/%24File/150.jpg,Kumamoto 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/150.html,木原 稔君,きはら みのる,自民,熊本1
151,KIMURA Jiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/151.jpg/%24File/151.jpg,Aomori 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/151.html,木村 次郎君,きむら じろう,自民,青森3
152,KIMURA Tetsuya,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/152.jpg/%24File/152.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/152.html,木村 哲也君,きむら てつや,自民,（比）南関東
153,KIMURA Yayoi,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/153.jpg/%24File/153.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/153.html,木村 弥生君,きむら やよい,自民,（比）近畿
154,KIRA Shuji,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/154.jpg/%24File/154.jpg,Kyushu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/154.html,吉良 州司君,きら しゅうじ,国民,（比）九州
155,KII Takashi,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/155.jpg/%24File/155.jpg,Kyushu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/155.html,城井 崇君,きい たかし,国民,（比）九州
156,KIUCHI Minoru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/156.jpg/%24File/156.jpg,Shizuoka 7th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/156.html,城内 実君,きうち みのる,自民,静岡7
157,KIKAWADA Hitoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/157.jpg/%24File/157.jpg,Saitama 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/157.html,黄川田 仁志君,きかわだ ひとし,自民,埼玉3
158,KIKUTA Makiko,female,CDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/158.jpg/%24File/158.jpg,Niigata 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/158.html,菊田 真紀子君,きくた まきこ,立憲,新潟4
159,KISHI Nobuo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/159.jpg/%24File/159.jpg,Yamaguchi 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/159.html,岸 信夫君,きし のぶお,自民,山口2
160,KISHIDA Fumio,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/160.jpg/%24File/160.jpg,Hiroshima 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/160.html,岸田 文雄君,きしだ ふみお,自民,広島1
161,KISHIMOTO Shuhei,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/161.jpg/%24File/161.jpg,Wakayama 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/161.html,岸本 周平君,きしもと しゅうへい,国民,和歌山1
162,KITAGAWA Tomokatsu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/162.jpg/%24File/162.jpg,Osaka 12th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/162.html,北川 知克君,きたがわ ともかつ,自民,大阪12
163,KITAGAWA Kazuo,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/163.jpg/%24File/163.jpg,Osaka 16th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/163.html,北側 一雄君,きたがわ かずお,公明,大阪16
164,KITAMURA Seigo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/164.jpg/%24File/164.jpg,Nagasaki 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/164.html,北村 誠吾君,きたむら せいご,自民,長崎4
165,KUDO Shozo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/165.jpg/%24File/165.jpg,Aichi 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/165.html,工藤 彰三君,くどう しょうぞう,自民,愛知4
166,KUSHIDA Seiichi,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/166.jpg/%24File/166.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/166.html,串田 誠一君,くしだ せいいち,維新,（比）南関東
167,KUNIMITSU Ayano,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/167.jpg/%24File/167.jpg,Ibaraki 6th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/167.html,国光 あやの君,くにみつ あやの,自民,茨城6
168,KUNISHIGE Toru,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/168.jpg/%24File/168.jpg,Osaka 5th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/168.html,國重 徹君,くにしげ とおる,公明,大阪5
169,KUMADA Hiromichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/169.jpg/%24File/169.jpg,Aichi 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/169.html,熊田 裕通君,くまだ ひろみち,自民,愛知1
170,KUROIWA Takahiro,male,GI,"",Niigata 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/170.html,黒岩 宇洋君,くろいわ たかひろ,無会,新潟3
171,GEMBA Koichiro,male,GI,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/171.jpg/%24File/171.jpg,Fukushima 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/171.html,玄葉 光一郎君,げんば こういちろう,無会,福島3
172,GEMMA Kentaro,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/172.jpg/%24File/172.jpg,Tokai Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/172.html,源馬 謙太郎君,げんま けんたろう,国民,（比）東海
173,KOIZUMI Shinjiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/173.jpg/%24File/173.jpg,Kanagawa 11th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/173.html,小泉 進次郎君,こいずみ しんじろう,自民,神奈川11
174,KOIZUMI Ryuji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/174.jpg/%24File/174.jpg,Saitama 11th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/174.html,小泉 龍司君,こいずみ りゅうじ,自民,埼玉11
175,KOJIMA Toshifumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/175.jpg/%24File/175.jpg,Chugoku Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/175.html,小島 敏文君,こじま としふみ,自民,（比）中国
176,KOTERA Hiroo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/176.jpg/%24File/176.jpg,Shiga 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/176.html,小寺 裕雄君,こてら ひろお,自民,滋賀4
177,KOBAYASHI Shigeki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/177.jpg/%24File/177.jpg,Nara 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/177.html,小林 茂樹君,こばやし しげき,自民,奈良1
178,KOBAYASHI Takayuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/178.jpg/%24File/178.jpg,Chiba 2nd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/178.html,小林 鷹之君,こばやし たかゆき,自民,千葉2
179,KOBAYASHI Fumiaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/179.jpg/%24File/179.jpg,Hiroshima 7th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/179.html,小林 史明君,こばやし ふみあき,自民,広島7
180,KOMIYAMA Yasuko,female,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/180.jpg/%24File/180.jpg,Kita Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/180.html,小宮山 泰子君,こみやま やすこ,国民,（比）北関東
181,KOGA Atsushi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/181.jpg/%24File/181.jpg,Fukuoka 3rd District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/181.html,古賀 篤君,こが あつし,自民,福岡3
182,GOTO Shigeyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/182.jpg/%24File/182.jpg,Nagano 4th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/182.html,後藤 茂之君,ごとう しげゆき,自民,長野4
183,GOTO Yuichi,male,DPFP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/183.jpg/%24File/183.jpg,Minami Kanto Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/183.html,後藤 祐一君,ごとう ゆういち,国民,（比）南関東
184,GOTODA Masazumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/184.jpg/%24File/184.jpg,Tokushima 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/184.html,後藤田 正純君,ごとうだ まさずみ,自民,徳島1
185,KONO Taro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/185.jpg/%24File/185.jpg,Kanagawa 15th District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/185.html,河野 太郎君,こうの たろう,自民,神奈川15
186,KOMURA Masahiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/186.jpg/%24File/186.jpg,Yamaguchi 1st District,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/186.html,高村 正大君,こうむら まさひろ,自民,山口1
187,KOKUBA Konosuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/187.jpg/%24File/187.jpg,Kyushu Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/187.html,國場 幸之助君,こくば こうのすけ,自民,（比）九州
188,KOKUTA Keiji,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/188.jpg/%24File/188.jpg,Kinki Bloc,48,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/188.html,穀田 恵二君,こくた けいじ,共産,（比）近畿
