id,name,start_date,end_date,term,party_id,party,area_id,area,organisation_name,party_role,organisation_role
819,LAWAL MUHAMMADU IDIRISU,1983-05-29,1992-05-29,1983,6559,All Progressives Congress (APC),760,Ajaokuta,House of Representatives,Member,Federal Representative
819,LAWAL MUHAMMADU IDIRISU,1992-05-29,1998-05-29,1992,6559,All Progressives Congress (APC),760,Ajaokuta,House of Representatives,Member,Federal Representative
819,LAWAL MUHAMMADU IDIRISU,1998-05-29,1999-05-29,1998,6559,All Progressives Congress (APC),760,Ajaokuta,House of Representatives,Member,Federal Representative
819,LAWAL MUHAMMADU IDIRISU,1999-05-29,2003-05-29,1999,6559,All Progressives Congress (APC),760,Ajaokuta,House of Representatives,Member,Federal Representative
819,LAWAL MUHAMMADU IDIRISU,2003-05-29,2007-05-29,2003,6559,All Progressives Congress (APC),760,Ajaokuta,House of Representatives,Member,Federal Representative
819,LAWAL MUHAMMADU IDIRISU,2007-05-29,2011-05-29,2007,6559,All Progressives Congress (APC),760,Ajaokuta,House of Representatives,Member,Federal Representative
819,LAWAL MUHAMMADU IDIRISU,2011-05-29,2015-05-29,2011,6559,All Progressives Congress (APC),760,Ajaokuta,House of Representatives,Member,Federal Representative
183,FRIDAY ITULAH,2011-05-29,2015-05-29,2011,2978,Peoples Democratic Party,604,Esan North East/Esan South East,House of Representatives,Member,Federal Representative
250,JERIMON SAMUEL MANWE,2007-05-29,2011-05-29,2007,3006,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
250,JERIMON SAMUEL MANWE,2011-05-29,2015-05-29,2011,3006,Peoples Democratic Party,652,Karim Lamido/Lau/Ardo-Kola,House of Representatives,Member,Federal Representative
601,Bala Na’Allah,2007,2007-05-29,2003,5975,All Progressives Congress (APC),471,Fakai/Sakaba/Wasagu/Danko/Zuru,House of Representatives,Member,Federal Representative
601,Bala Na’Allah,2007-05-29,2011,2007,5975,All Progressives Congress (APC),471,Fakai/Sakaba/Wasagu/Danko/Zuru,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,1979-05-29,1983-05-29,1979,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,1983-05-29,1992-05-29,1983,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,1992-05-29,1998-05-29,1992,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,1998-05-29,1999-05-29,1998,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,1999-05-29,2003-05-29,1999,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,2003-05-29,2007-05-29,2003,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,2007-05-29,2011-05-29,2007,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
714,ABDULRAZAK SAÁD NAMDAS,2011-05-29,2015-05-29,2011,6298,All Progressives Congress (APC),500,Mayo Belwa/Ganye/Jada /Toungo,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,1979-05-29,1983-05-29,1979,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,1983-05-29,1992-05-29,1983,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,1992-05-29,1998-05-29,1992,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,1998-05-29,1999-05-29,1998,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,1999-05-29,2003-05-29,1999,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,2003-05-29,2007-05-29,2003,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,2007-05-29,2011-05-29,2007,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
767,STELLA UCHENA OBIAGELI NGWU,2011-05-29,2015-05-29,2011,6430,Peoples Democratic Party,783,Igbo-Etiti/Uzo-Uwani,House of Representatives,Member,Federal Representative
216,HUSSEIN MUDASIRU OYETUNDE,1999,1999-05-29,1998,2786,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
216,HUSSEIN MUDASIRU OYETUNDE,1999-05-29,2003-05-29,1999,2786,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
216,HUSSEIN MUDASIRU OYETUNDE,2003-05-29,2007,2003,2786,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
715,FRANCIS CHARLES UDUYORK,2015-05,2015-05-29,2011,6301,Peoples Democratic Party,512,Ikot Abasi/Mkpat Enin/Eastern Obolo,House of Representatives,Member,Federal Representative
232,IKISIKPO CLEVER MARCUS,2003,2003-05-29,1999,3137,Peoples Democratic Party,973,Abuja,House of Representatives,Member,Federal Representative
232,IKISIKPO CLEVER MARCUS,2003-05-29,2007-05-29,2003,3137,Peoples Democratic Party,973,Abuja,House of Representatives,Member,Federal Representative
232,IKISIKPO CLEVER MARCUS,2007-05-29,2011,2007,3137,Peoples Democratic Party,973,Abuja,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,1979-05-29,1983-05-29,1979,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,1983-05-29,1992-05-29,1983,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,1992-05-29,1998-05-29,1992,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,1998-05-29,1999-05-29,1998,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,1999-05-29,2003-05-29,1999,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,2003-05-29,2007-05-29,2003,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,2007-05-29,2011-05-29,2007,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
801,MUNTARI DANDUTSE,2011-05-29,2015-05-29,2011,6513,All Progressives Congress (APC),680,Funtua/Dandume,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,1979-05-29,1983-05-29,1979,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,1983-05-29,1992-05-29,1983,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,1992-05-29,1998-05-29,1992,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,1998-05-29,1999-05-29,1998,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,1999-05-29,2003-05-29,1999,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,2003-05-29,2007-05-29,2003,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,2007-05-29,2011-05-29,2007,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
820,AJANAH MUHAMMED KABIR,2011-05-29,2015-05-29,2011,6562,All Progressives Congress (APC),477,Adavi/Okehi,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,1979-05-29,1983-05-29,1979,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,1983-05-29,1992-05-29,1983,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,1992-05-29,1998-05-29,1992,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,1998-05-29,1999-05-29,1998,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,1999-05-29,2003-05-29,1999,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,2003-05-29,2007-05-29,2003,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,2007-05-29,2011-05-29,2007,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
875,EMMANUEL DAVID OMBUGADU,2011-05-29,2015-05-29,2011,6713,Peoples Democratic Party,580,Akwanga/Nassarawa Eggon/Wamba,House of Representatives,Member,Federal Representative
231,IFEDAYO SUNDAY ABEGUNDE,2003,2003-05-29,1999,2710,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
231,IFEDAYO SUNDAY ABEGUNDE,2003-05-29,2007-05-29,2003,2710,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
231,IFEDAYO SUNDAY ABEGUNDE,2011-05-29,2013-07-30,2011,2710,Action Congress of Nigeria,637,Akure North/Akure South,House of Representatives,Member,Federal Representative
231,IFEDAYO SUNDAY ABEGUNDE,2013-07-31,2015-05-29,2011,5729,All Progressives Congress (APC),637,Akure North/Akure South,House of Representatives,Member,Federal Representative
261,KAREEM TAJUDEEN ABISODUN,2007-05-29,2011-05-29,2007,3012,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
261,KAREEM TAJUDEEN ABISODUN,2011-05-29,2015-05-29,2011,3012,Peoples Democratic Party,662,Saki East/Saki West/Atigbo,House of Representatives,Member,Federal Representative
275,LANLEHIN OLUFEMI AKINOLA,1979-05-29,1983-05-29,1979,2787,Action Congress of Nigeria,973,Abuja,House of Representatives,Member,Federal Representative
275,LANLEHIN OLUFEMI AKINOLA,1983-05-29,1992-05-29,1983,2787,Action Congress of Nigeria,973,Abuja,House of Representatives,Member,Federal Representative
275,LANLEHIN OLUFEMI AKINOLA,1992-05-29,1998-05-29,1992,2787,Action Congress of Nigeria,973,Abuja,House of Representatives,Member,Federal Representative
275,LANLEHIN OLUFEMI AKINOLA,1998-05-29,1999-05-29,1998,2787,Action Congress of Nigeria,973,Abuja,House of Representatives,Member,Federal Representative
275,LANLEHIN OLUFEMI AKINOLA,1999-05-29,2003-05-29,1999,2787,Action Congress of Nigeria,973,Abuja,House of Representatives,Member,Federal Representative
275,LANLEHIN OLUFEMI AKINOLA,2003-05-29,2007-05-29,2003,2787,Action Congress of Nigeria,973,Abuja,House of Representatives,Member,Federal Representative
275,LANLEHIN OLUFEMI AKINOLA,2007-05-29,2011,2007,2787,Action Congress of Nigeria,973,Abuja,House of Representatives,Member,Federal Representative
716,EMMANUEL S. AKPAN,2015-05,2015-05-29,2011,6303,Peoples Democratic Party,773,Ikot Ekpene/Essien Udim/Obot Akara,House of Representatives,Member,Federal Representative
297,MAURICE PRONEN,2011-05-29,2015-05-29,2011,3021,Peoples Democratic Party,683,Khana/Gokana,House of Representatives,Member,Federal Representative
386,SADIQ ASEMA MOHAMMED,2011-05-29,2015-05-29,2011,3063,Peoples Democratic Party,760,Ajaokuta,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,1979-05-29,1983-05-29,1979,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,1983-05-29,1992-05-29,1983,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,1992-05-29,1998-05-29,1992,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,1998-05-29,1999-05-29,1998,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,1999-05-29,2003-05-29,1999,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,2003-05-29,2007-05-29,2003,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,2007-05-29,2011-05-29,2007,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
802,DANLAMI MOHAMMED KURFI,2011-05-29,2015-05-29,2011,6516,All Progressives Congress (APC),769,Dutsin-ma/Kurfi,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,1979-05-29,1983-05-29,1979,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,1983-05-29,1992-05-29,1983,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,1992-05-29,1998-05-29,1992,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,1998-05-29,1999-05-29,1998,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,1999-05-29,2003-05-29,1999,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,2003-05-29,2007-05-29,2003,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,2007-05-29,2011-05-29,2007,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
821,YUSUF AYO TAJUDEEN,2011-05-29,2015-05-29,2011,6565,Peoples Democratic Party,536,Ijumu/Kabba-Bunu,House of Representatives,Member,Federal Representative
925,MURTALA ISAH,2011,2011-05-29,2007,6885,All Progressives Congress (APC),465,Faskari/Kankara/Sabuwa,House of Representatives,Member,Federal Representative
925,MURTALA ISAH,2011-05-29,2015-05-29,2011,6885,All Progressives Congress (APC),465,Faskari/Kankara/Sabuwa,House of Representatives,Member,Federal Representative
233,NINGI AHMED ABDUL,1999,1999-05-29,1998,3138,Peoples Democratic Party,973,Abuja,House of Representatives,Member,Federal Representative
233,NINGI AHMED ABDUL,1999-05-29,2003-05-29,1999,3138,Peoples Democratic Party,973,Abuja,House of Representatives,Member,Federal Representative
233,NINGI AHMED ABDUL,2003-05-29,2007-05-29,2003,3138,Peoples Democratic Party,973,Abuja,House of Representatives,Member,Federal Representative
233,NINGI AHMED ABDUL,2007-05-29,2011,2007,3138,Peoples Democratic Party,973,Abuja,House of Representatives,Member,Federal Representative
336,NATHANIEL IGE AGUNBIADE,2011-05-29,2013-07-30,2011,2753,Action Congress of Nigeria,718,Obokun/Oriade,House of Representatives,Member,Federal Representative
336,NATHANIEL IGE AGUNBIADE,2013-07-31,2015-05-29,2011,5609,All Progressives Congress (APC),718,Obokun/Oriade,House of Representatives,Member,Federal Representative
310,MOHAMMED UMARU BAGO,2011-05-29,2013-07-30,2011,2866,Congress for Progressive Change,693,Chanchaga,House of Representatives,Member,Federal Representative
310,MOHAMMED UMARU BAGO,2013-07-31,2015-05-29,2011,5713,All Progressives Congress (APC),693,Chanchaga,House of Representatives,Member,Federal Representative
377,RAFEEQUAT ARINOLA ONABAMIRO,2011-05-29,2013-07-30,2011,2764,Action Congress of Nigeria,751,Badagry,House of Representatives,Member,Federal Representative
377,RAFEEQUAT ARINOLA ONABAMIRO,2013-07-31,2015-05-29,2011,5620,All Progressives Congress (APC),751,Badagry,House of Representatives,Member,Federal Representative
306,MOHAMMED OGOSHI ONAWO,2011-05-29,2015-05-29,2011,3024,Peoples Democratic Party,689,Awe/Doma/Keana,House of Representatives,Member,Federal Representative
312,MONSURU ALAO OWOLABI,1999,1999-05-29,1998,2751,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
312,MONSURU ALAO OWOLABI,1999-05-29,2003-05-29,1999,2751,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
312,MONSURU ALAO OWOLABI,2003-05-29,2007-05-29,2003,2751,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
312,MONSURU ALAO OWOLABI,2007-05-29,2011,2007,2751,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
312,MONSURU ALAO OWOLABI,2011-05-29,2013-07-30,2011,2751,Action Congress of Nigeria,989,LAGOS MAINLAND,House of Representatives,Member,Federal Representative
312,MONSURU ALAO OWOLABI,2013-07-31,2015-05-29,2011,5607,All Progressives Congress (APC),989,LAGOS MAINLAND,House of Representatives,Member,Federal Representative
448,NWAGU IGWE PAULINUS,1979-05-29,1983-05-29,1979,3166,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
448,NWAGU IGWE PAULINUS,1983-05-29,1992-05-29,1983,3166,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
448,NWAGU IGWE PAULINUS,1992-05-29,1998-05-29,1992,3166,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
448,NWAGU IGWE PAULINUS,1998-05-29,1999-05-29,1998,3166,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
448,NWAGU IGWE PAULINUS,1999-05-29,2003-05-29,1999,3166,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
448,NWAGU IGWE PAULINUS,2003-05-29,2007-05-29,2003,3166,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
448,NWAGU IGWE PAULINUS,2007-05-29,2011,2007,3166,Peoples Democratic Party,,,House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,1979-05-29,1983-05-29,1979,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,1983-05-29,1992-05-29,1983,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,1992-05-29,1998-05-29,1992,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,1998-05-29,1999-05-29,1998,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,1999-05-29,2003-05-29,1999,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,2003-05-29,2007-05-29,2003,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,2007-05-29,2011-05-29,2007,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
769,ABDULKADIRI RAHIS,2011-05-29,2015-05-29,2011,6435,All Progressives Congress (APC),660,Maiduguri (Metropolitan),House of Representatives,Member,Federal Representative
360,OLUKOLU GANIYU TUNJI,2003,2003-05-29,1999,2759,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
360,OLUKOLU GANIYU TUNJI,2003-05-29,2007-05-29,2003,2759,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
360,OLUKOLU GANIYU TUNJI,2011-05-29,2013-07-30,2011,2759,Action Congress of Nigeria,737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
360,OLUKOLU GANIYU TUNJI,2013-07-31,2015-05-29,2011,5615,All Progressives Congress (APC),737,Amuwo-Odofin,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,1979-05-29,1983-05-29,1979,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,1983-05-29,1992-05-29,1983,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,1992-05-29,1998-05-29,1992,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,1998-05-29,1999-05-29,1998,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,1999-05-29,2003-05-29,1999,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,2003-05-29,2007-05-29,2003,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,2007-05-29,2011-05-29,2007,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
822,ALH HASSAN ATAYOMA OMALE,2011-05-29,2015-05-29,2011,6568,All Progressives Congress (APC),687,Ankpa/Omala/Olamaboro,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,1979-05-29,1983-05-29,1979,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,1983-05-29,1992-05-29,1983,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,1992-05-29,1998-05-29,1992,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,1998-05-29,1999-05-29,1998,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,1999-05-29,2003-05-29,1999,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,2003-05-29,2007-05-29,2003,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,2007-05-29,2011-05-29,2007,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
876,GAZA JONATHAN GBEFWI,2011-05-29,2015-05-29,2011,6716,Peoples Democratic Party,648,Keffi/Karu/Kokona,House of Representatives,Member,Federal Representative
923,ABDULLAHI MAHMUD GAYA,2015-05,2015-05-29,2011,6874,All Progressives Congress (APC),804,Alabasu/Gaya/Ajingi,House of Representatives,Member,Federal Representative
926,SANI SAIDU FAGO,2011,2011-05-29,2007,6887,All Progressives Congress (APC),763,Daura/Sandamu/Mai’adua,House of Representatives,Member,Federal Representative
926,SANI SAIDU FAGO,2011-05-29,2015-05-29,2011,6887,All Progressives Congress (APC),763,Daura/Sandamu/Mai’adua,House of Representatives,Member,Federal Representative
423,TUKUR AMIRUDDIN,2011-05-29,2013-07-30,2011,2874,Congress for Progressive Change,795,Bakoro/Danja,House of Representatives,Member,Federal Representative
423,TUKUR AMIRUDDIN,2013-07-31,2015-05-29,2011,5721,All Progressives Congress (APC),795,Bakoro/Danja,House of Representatives,Member,Federal Representative
434,UMAR BUBA JIBRIL,2011-05-29,2014,2011,3085,Peoples Democratic Party,801,Kogi (Lokoja)/Kogi (K.K.),House of Representatives,Member,Federal Representative
434,UMAR BUBA JIBRIL,2014,2015-05-29,2011,6892,All Progressives Congress (APC),801,Kogi (Lokoja)/Kogi (K.K.),House of Representatives,Member,Federal Representative
405,SIMON DAVOU MWADKWON,2011-05-29,2015-05-29,2011,3071,Peoples Democratic Party,778,Barkin Ladi/Riyom,House of Representatives,Member,Federal Representative
359,SOLOMON GANIYU OLANREWAJU,2003,2003-05-29,1999,2791,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
359,SOLOMON GANIYU OLANREWAJU,2003-05-29,2007,2003,2791,Action Congress of Nigeria,,,House of Representatives,Member,Federal Representative
390,SALISU SALISCO,2012-01-12,2013-07-30,2011,2871,Congress for Progressive Change,764,Jibia/Kaita,House of Representatives,Member,Federal Representative
390,SALISU SALISCO,2013-07-31,2015-05-09,2011,5718,All Progressives Congress (APC),764,Jibia/Kaita,House of Representatives,Member,Federal Representative
334,NASIRU ZANGON DAURA SANI,2011-05-29,2014,2011,3041,Peoples Democratic Party,716,Zango/Baure,House of Representatives,Member,Federal Representative
334,NASIRU ZANGON DAURA SANI,2014,2015-05-29,2011,6883,All Progressives Congress (APC),716,Zango/Baure,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,1979-05-29,1983-05-29,1979,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,1983-05-29,1992-05-29,1983,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,1992-05-29,1998-05-29,1992,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,1998-05-29,1999-05-29,1998,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,1999-05-29,2003-05-29,1999,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,2003-05-29,2007-05-29,2003,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,2007-05-29,2011-05-29,2007,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
770,MOHAMMED NUR SHERIFF,2011-05-29,2015-05-29,2011,6437,All Progressives Congress (APC),479,Bama/Ngala/Kala-Balge,House of Representatives,Member,Federal Representative
433,UMAR AHMED SULEIMAN,2012-01-11,2015-05-29,2011,3084,Peoples Democratic Party,800,Dukku/Nafada,House of Representatives,Member,Federal Representative
399,SAVIOUR FRIDAY UDOH,2011-05-29,2015-05-29,2011,3067,Peoples Democratic Party,773,Ikot Ekpene/Essien Udim/Obot Akara,House of Representatives,Member,Federal Representative
803,NWAWUBA HENRY UGOCHUKWU,1979-05-29,1983-05-29,1979,6519,Peoples Democratic Party,553,Ikeduru/Mbaitoli,House of Representatives,Member,Federal Representative
