id,position,label,description,start_date,term,constituency,election,end_date,replaces,replaced_by
Q30090486,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kiwengwa,2015 Tanzanian general election,,,
Q30090488,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090491,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q30090493,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Rungwe,2015 Tanzanian general election,,,
Q30090494,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Biharamulo West,2015 Tanzanian general election,,,
Q30090497,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bunda Urban,2015 Tanzanian general election,,,
Q30090499,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Paje,2015 Tanzanian general election,,,
Q30090501,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090503,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q30090505,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090506,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090508,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090510,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbulu Urban,2015 Tanzanian general election,,,
Q30090511,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090512,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Njombe Urban,2015 Tanzanian general election,,,
Q30090514,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090516,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Sikonge,2015 Tanzanian general election,,,
Q30090517,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090522,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Korogwe Urban,2015 Tanzanian general election,,,
Q30090523,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Babati Urban,2015 Tanzanian general election,,,
Q30090524,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ukonga,2015 Tanzanian general election,2018-07-30,,
Q30090527,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090528,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090532,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090533,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Makunduchi,2015 Tanzanian general election,,,
Q30090537,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bunda,2015 Tanzanian general election,,,
Q30090538,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kasulu Rural,2015 Tanzanian general election,,,
Q30090539,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Lupembe,2015 Tanzanian general election,,,
Q30090542,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chambani,2015 Tanzanian general election,,,
Q30090544,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090545,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Manonga,2015 Tanzanian general election,,,
Q30090547,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090555,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Gando,2015 Tanzanian general election,,,
Q30090556,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Moshi Urban,2015 Tanzanian general election,,,
Q30090559,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mtambwe,2015 Tanzanian general election,,,
Q30090561,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090563,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kiembesamaki,2015 Tanzanian general election,,,
Q30090564,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q30090566,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbozi,2015 Tanzanian general election,,,
Q30090567,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbozi District,2015 Tanzanian general election,,,
Q30090567,Q54087175,Minister of Agriculture,Tanzanian minister,2018-10-11,,,,,Charles Tizeba,
Q30090572,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kiteto,2015 Tanzanian general election,,,
Q30090580,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090582,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090583,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090584,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nzega Urban,2015 Tanzanian general election,,,
Q30090587,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chonga,2015 Tanzanian general election,,,
Q30090589,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Karagwe,2015 Tanzanian general election,,,
Q30090590,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q30090591,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilosa,2015 Tanzanian general election,,,
Q30090592,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Pangani,2015 Tanzanian general election,,,
Q30090593,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Buyungu,2015 Tanzanian general election,,,
Q30090595,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mafinga Urban,2015 Tanzanian general election,,,
Q30090597,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kyerwa,2015 Tanzanian general election,,,
Q30090598,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bukombe,2015 Tanzanian general election,,,
Q30090599,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Masasi Urban,2015 Tanzanian general election,,,
Q30090602,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090603,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mchinga,2015 Tanzanian general election,,,
Q30090604,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090605,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090608,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090609,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nanyamba,2015 Tanzanian general election,,,
Q30090610,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090611,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mafia,2015 Tanzanian general election,,,
Q30090614,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090616,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q30090618,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kibiti,2015 Tanzanian general election,,,
Q30090619,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mkwajuni,2015 Tanzanian general election,,,
Q30090622,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q302913,Q16147875,Prime Minister of Tanzania,"",1995-11-27,,,,2005-12-30,Cleopa Msuya,Edward Lowassa
Q302913,Q17599130,Member of the National Assembly of Tanzania,"",1983,,,,2005,,Mary Nagu
Q31752508,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752511,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,,,,
Q31752517,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chato,2015 Tanzanian general election,,,
Q31752519,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bububu,2015 Tanzanian general election,,,
Q31752523,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752528,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752531,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Katavi,2015 Tanzanian general election,,,
Q31752533,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mgogoni,2015 Tanzanian general election,,,
Q31752535,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752538,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752546,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilindi,2015 Tanzanian general election,,,
Q31752548,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kavuu,2015 Tanzanian general election,,,
Q31752556,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Singida West,2015 Tanzanian general election,,,
Q31752561,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Serengeti,2015 Tanzanian general election,,,
Q31752562,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752565,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Magu,2015 Tanzanian general election,,,
Q31752575,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Geita Urban,2015 Tanzanian general election,,,
Q31752583,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752584,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752588,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Urambo,2015 Tanzanian general election,,,
Q31752592,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mpanda Urban,2015 Tanzanian general election,,,
Q31752593,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ngara,2015 Tanzanian general election,,,
Q31752594,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ulyankulu,2015 Tanzanian general election,,,
Q31752597,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tandahimba,2015 Tanzanian general election,,,
Q31752601,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Lindi Urban,2015 Tanzanian general election,,,
Q31752602,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752605,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbinga Urban,2015 Tanzanian general election,,,
Q31752611,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752614,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752619,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nachingwea,2015 Tanzanian general election,,,
Q31752623,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kondoa Urban,2015 Tanzanian general election,,,
Q31752625,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752628,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752670,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mlimba,2015 Tanzanian general election,,,
Q31752686,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilombero,2015 Tanzanian general election,,,
Q31752687,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Monduli,2015 Tanzanian general election,,,
Q31752690,Q17599130,Member of the National Assembly of Tanzania,"","",,,,,,
Q31752690,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ushetu,2015 Tanzanian general election,,,
Q31752695,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752697,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Liwale,2015 Tanzanian general election,,,
Q31752702,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752703,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Moshi Rural,2015 Tanzanian general election,,,
Q31752705,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752709,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752711,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752720,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Iramba East,2015 Tanzanian general election,,,
Q31752722,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752724,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kahama Urban,2015 Tanzanian general election,,,
Q31752725,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbagala,2015 Tanzanian general election,,,
Q31752726,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752727,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752728,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q31752729,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752732,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mwera,2015 Tanzanian general election,,,
Q31752734,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chake Chake,2015 Tanzanian general election,,,
Q31752736,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752743,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752744,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tabora North,2015 Tanzanian general election,,,
Q31752745,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752747,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752751,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752753,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Iramba West,2015 Tanzanian general election,,,
Q31752753,Q54087175,Minister of Agriculture,Tanzanian minister,"",,,,,,
Q31752754,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chaani,2015 Tanzanian general election,,,
Q31752760,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nyamagana,2015 Tanzanian general election,,,
Q31752764,Q17599130,Member of the National Assembly of Tanzania,"",2016,11th Parliament of Tanzania,,,,,
Q31752767,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kojani,2015 Tanzanian general election,,,
Q31752769,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752771,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752776,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bukoba Urban,2015 Tanzanian general election,,,
Q31752784,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Manyoni East,2015 Tanzanian general election,,,
Q31752785,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Temeke,2015 Tanzanian general election,,,
Q31752788,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbinga Rural,2015 Tanzanian general election,,,
Q31752790,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752799,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tunduru South,2015 Tanzanian general election,,,
Q31752802,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752804,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752812,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mkoani,2015 Tanzanian general election,,,
Q31752813,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752821,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752822,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ulanga,2015 Tanzanian general election,,,
Q31752823,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752826,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ukerewe,2015 Tanzanian general election,,,
Q31752830,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752833,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752834,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Simanjiro,2015 Tanzanian general election,,,
Q31752836,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Handeni Rural,2015 Tanzanian general election,,,
Q31752845,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Madaba,2015 Tanzanian general election,,,
Q31752848,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Morogoro South East,2015 Tanzanian general election,,,
Q31752852,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752855,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chwaka,2015 Tanzanian general election,,,
Q31752859,Q15735113,Assistant Secretary,title borne by politicians or government officials in certain countries,2017,,,,,,
Q31752859,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752861,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Arumeru West,2015 Tanzanian general election,,,
Q31752863,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752864,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Rufiji,2015 Tanzanian general election,,,
Q31752870,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752873,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Morogoro South,2015 Tanzanian general election,,,
Q31752878,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nsimbo,2015 Tanzanian general election,,,
Q31752879,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tanga Urban,2015 Tanzanian general election,,,
Q31752880,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Dodoma Urban,2015 Tanzanian general election,,,
Q31752888,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752889,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbulu Rural,2015 Tanzanian general election,,,
Q31752892,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752899,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Manyoni West,2015 Tanzanian general election,,,
Q31752901,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mfenesini,2015 Tanzanian general election,,,
Q31752908,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Bumbwini,2015 Tanzanian general election,,,
Q31752909,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752912,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752918,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752923,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752924,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Geita,2015 Tanzanian general election,,,
Q31752928,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Chilonwa,2015 Tanzanian general election,,,
Q31752930,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752931,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752932,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tunduma Urban,2015 Tanzanian general election,,,
Q31752938,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Tabora Urban,2015 Tanzanian general election,,,
Q31752939,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ndanda,2015 Tanzanian general election,,,
Q31752940,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Busokelo,2015 Tanzanian general election,,,
Q31752942,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilolo,2015 Tanzanian general election,,,
Q31752943,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752959,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Fuoni,2015 Tanzanian general election,,,
Q31752962,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752963,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Kilwa North,2015 Tanzanian general election,,,
Q31752968,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mtwara Urban,2015 Tanzanian general election,,,
Q31752975,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Maswa West,2015 Tanzanian general election,,,
Q31752978,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Muhambwe,2015 Tanzanian general election,,,
Q31752982,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Ludewa,2015 Tanzanian general election,,,
Q31752986,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,,2015 Tanzanian general election,,,
Q31752989,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Namtumbo,2015 Tanzanian general election,,,
Q31752991,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Mbeya Rural,2015 Tanzanian general election,,,
Q31752993,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Nanyumbu,2015 Tanzanian general election,,,
Q31753003,Q17599130,Member of the National Assembly of Tanzania,"",2015-10-29,11th Parliament of Tanzania,Igalula,2015 Tanzanian general election,,,
