id,name,start_date,end_date,constituency,constituency_id,party,party_id,term
Q15813112,Susann Rüthrich,2017-09-24,"",Meißen,Q30535272,Social Democratic Party of Germany,Q49768,19
Q15813113,Susanne Mittag,2017-09-24,"",Delmenhorst – Wesermarsch – Oldenburg-Land,Q30534858,Social Democratic Party of Germany,Q49768,19
Q15813114,Svenja Stadler,2017-09-24,"",Harburg,Q1008258,Social Democratic Party of Germany,Q49768,19
Q15813116,Sabine Poschmann,2017-09-24,"",Dortmund II,Q30535206,Social Democratic Party of Germany,Q49768,19
Q15813119,Rita Hagl-Kehl,2017-09-24,"",Deggendorf,Q30535496,Social Democratic Party of Germany,Q49768,19
Q15813124,Rainer Spiering,2017-09-24,"",Osnabrück-Land,Q30534902,Social Democratic Party of Germany,Q49768,19
Q15813128,Michael Thews,2017-09-24,"",Hamm – Unna II,Q30535216,Social Democratic Party of Germany,Q49768,19
Q15813133,Martina Stamm-Fibich,2017-09-24,"",Erlangen,Q30535540,Social Democratic Party of Germany,Q49768,19
Q15813137,Marcus Held,2017-09-24,"",Worms,Q30535450,Social Democratic Party of Germany,Q49768,19
Q15813142,Klaus Mindrup,2017-09-24,"",Berlin-Pankow,Q30534996,Social Democratic Party of Germany,Q49768,19
Q15813144,Johann Saathoff,2017-09-24,"",Aurich – Emden,Q30534847,Social Democratic Party of Germany,Q49768,19
Q15813170,Jens Zimmermann,2017-09-24,"",Odenwald,Q30535375,Social Democratic Party of Germany,Q49768,19
Q15813189,Wolfgang Stefinger,2017-09-24,"",München-Ost,Q30535476,Christian Social Union of Bavaria,Q49763,19
Q15813191,Wilfried Oellers,2017-09-24,"",Heinsberg,Q30535055,Christian Democratic Union,Q49762,19
Q15813196,Uwe Feiler,2017-09-24,"",Oberhavel – Havelland II,Q30534954,Christian Democratic Union,Q49762,19
Q15813197,Ursula Groden-Kranich,2017-09-24,"",Mainz,Q30535448,Christian Democratic Union,Q49762,19
Q15813200,Sylvia Pantel,2017-09-24,"",Düsseldorf II,Q30535104,Christian Democratic Union,Q49762,19
Q15813206,Roy Kühne,2017-09-24,"",Goslar – Northeim – Osterode,Q30534941,Christian Democratic Union,Q49762,19
Q15813228,Oliver Grundmann,2017-09-24,"",Stade I – Rotenburg II,Q30534865,Christian Democratic Union,Q49762,19
Q15813241,Michael Donth,2017-09-24,"",Reutlingen,Q30535654,Christian Democratic Union,Q49762,19
Q1581364,Hans Michelbach,2017-09-24,"",Coburg,Q30535530,Christian Social Union of Bavaria,Q49763,19
Q15813749,Matthias Hauer,2017-09-24,"",Essen III,Q30535138,Christian Democratic Union,Q49762,19
Q15813753,Markus Koob,2017-09-24,"",Hochtaunus,Q30535332,Christian Democratic Union,Q49762,19
Q15813755,Mark Hauptmann,2017-09-24,"",Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,Q30535413,Christian Democratic Union,Q49762,19
Q15813758,Mark Helfrich,2017-09-24,"",Steinburg – Dithmarschen Süd,Q30534795,Christian Democratic Union,Q49762,19
Q15813779,Kerstin Radomski,2017-09-24,"",Krefeld II – Wesel II,Q30535122,Christian Democratic Union,Q49762,19
Q15813781,Kai Whittaker,2017-09-24,"",Rastatt,Q30535618,Christian Democratic Union,Q49762,19
Q15813787,Johannes Steiniger,2017-09-24,"",Neustadt – Speyer,Q30535452,Christian Democratic Union,Q49762,19
Q15813798,Hansjörg Durz,2017-09-24,"",Augsburg-Land,Q30535567,Christian Social Union of Bavaria,Q49763,19
Q15819002,Hagen Reinhold,2017-09-24,"",Rostock – Landkreis Rostock II,Q30534822,Free Democratic Party,Q13124,19
Q1584809,Harald Weinberg,2017-09-24,"",Ansbach,Q30535539,Die Linke,Q49764,19
Q1594501,Heike Brehmer,2017-09-24,"",Harz,Q30534977,Christian Democratic Union,Q49762,19
Q1599545,Jan Korte,2017-09-24,"",Anhalt,Q30534982,Die Linke,Q49764,19
Q16019,Wolfgang Schäuble,2017-09-24,"",Offenburg,Q30535645,Christian Democratic Union,Q49762,19
Q1602354,Helge Braun,2017-09-24,"",Gießen,Q30535324,Christian Democratic Union,Q49762,19
Q1605046,Hendrik Hoppenstedt,2017-09-24,"",Hannover-Land I,Q30534920,Christian Democratic Union,Q49762,19
Q160902,Sigmar Gabriel,2017-09-24,"",Salzgitter – Wolfenbüttel,Q30534931,Social Democratic Party of Germany,Q49768,19
Q1609894,Heribert Hirte,2017-09-24,"",Köln II,Q30535062,Christian Democratic Union,Q49762,19
Q1610440,Hermann-Josef Tebroke,2017-09-24,"",Rheinisch-Bergischer Kreis,Q30535077,Christian Democratic Union,Q49762,19
Q16216417,Konstantin Kuhle,2017-09-24,"",Göttingen,Q30534944,Free Democratic Party,Q13124,19
Q16318408,Armin-Paulus Hampel,2017-09-24,"",Hameln-Pyrmont – Holzminden,Q30534927,Alternative for Germany,Q6721203,19
Q16433,Michael Leutert,2017-09-24,"",Chemnitz,Q30535303,Die Linke,Q49764,19
Q1648387,Stephan Mayer,2017-09-24,"",Altötting,Q30535463,Christian Social Union of Bavaria,Q49763,19
Q1648540,Steffen Bilger,2017-09-24,"",Ludwigsburg,Q30535592,Christian Democratic Union,Q49762,19
Q1649275,Sabine Leidig,2017-09-24,"",Werra-Meißner – Hersfeld-Rotenburg,Q30535319,Die Linke,Q49764,19
Q1651406,Sönke Rix,2017-09-24,"",Rendsburg-Eckernförde,Q30534801,Social Democratic Party of Germany,Q49768,19
Q1652660,Ingrid Remmers,2017-09-24,"",Gelsenkirchen,Q30535141,Die Linke,Q49764,19
Q1661616,Heike Hänsel,2017-09-24,"",Tübingen,Q30535658,Die Linke,Q49764,19
Q1663079,Ingmar Jung,2017-09-24,"",Wiesbaden,Q30535352,Christian Democratic Union,Q49762,19
Q1663123,Ingo Gädechens,2017-09-24,"",Ostholstein – Stormarn-Nord,Q30534812,Christian Democratic Union,Q49762,19
Q1663364,Ingrid Nestle,2017-09-24,"",Steinburg – Dithmarschen Süd,Q30534795,Alliance '90/The Greens,Q49766,19
Q1666351,Michael von Abercron,2017-09-24,"",Pinneberg,Q30534806,Christian Democratic Union,Q49762,19
Q1670311,Alexander Gauland,2017-09-24,"",Frankfurt (Oder) – Oder-Spree,Q30534963,Alternative for Germany,Q6721203,19
Q1677371,Wieland Schinnenburg,2017-09-24,"",Hamburg-Wandsbek,Q30534844,Free Democratic Party,Q13124,19
Q1677754,Wolfgang Hellmich,2017-09-24,"",Soest,Q30535222,Social Democratic Party of Germany,Q49768,19
Q1687254,Jens Koeppen,2017-09-24,"",Uckermark – Barnim I,Q30534951,Christian Democratic Union,Q49762,19
Q1696501,Johann David Wadephul,2017-09-24,"",Rendsburg-Eckernförde,Q30534801,Christian Democratic Union,Q49762,19
Q1698286,Johannes Röring,2017-09-24,"",Borken II,Q30535151,Christian Democratic Union,Q49762,19
Q1698408,Johannes Selle,2017-09-24,"",Jena – Sömmerda – Weimarer Land I,Q30535383,Christian Democratic Union,Q49762,19
Q16999689,Fabio Valeriano Lanfranco De Masi,2017-09-24,"",,,Die Linke,Q49764,19
Q1710101,Martin Neumann,2017-09-24,"",Elbe-Elster – Oberspreewald-Lausitz II,Q30534968,Free Democratic Party,Q13124,19
Q1710147,Martin Gerster,2017-09-24,"",Biberach,Q30535660,Social Democratic Party of Germany,Q49768,19
Q1710235,Linda Teuteberg,2017-09-24,"",Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Q30534961,Free Democratic Party,Q13124,19
Q1710453,Marcus Weinberg,2017-09-24,"",Hamburg-Altona,Q30534837,Christian Democratic Union,Q49762,19
Q1710769,Konstantin von Notz,2017-09-24,"",Herzogtum Lauenburg – Stormarn-Süd,Q30534813,Alliance '90/The Greens,Q49766,19
Q1711078,Judith Skudelny,2017-09-24,"",Stuttgart I,Q30535576,Free Democratic Party,Q13124,19
Q1721361,Kai Peter Wegner,2017-09-24,"",Berlin-Spandau – Charlottenburg Nord,Q30535005,Christian Democratic Union,Q49762,19
Q1723783,Matthias Höhn,2017-09-24,"",Altmark,Q30534972,Die Linke,Q49764,19
Q1724840,Uwe Schummer,2017-09-24,"",Viersen,Q30535118,Christian Democratic Union,Q49762,19
Q1728136,Norbert Brackmann,2017-09-24,"",Herzogtum Lauenburg – Stormarn-Süd,Q30534813,Christian Democratic Union,Q49762,19
Q1728909,Victor Perli,2017-09-24,"",Salzgitter – Wolfenbüttel,Q30534931,Die Linke,Q49764,19
Q1729500,Karin Maag,2017-09-24,"",Stuttgart II,Q30535578,Christian Democratic Union,Q49762,19
Q1729573,Karin Strenz,2017-09-24,"",Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Q30534821,Christian Democratic Union,Q49762,19
Q1731675,Karl Holmeier,2017-09-24,"",Schwandorf,Q30535523,Christian Social Union of Bavaria,Q49763,19
Q1733789,Karlheinz Busen,2017-09-24,"",Borken II,Q30535151,Free Democratic Party,Q13124,19
Q1734454,Karsten Klein,2017-09-24,"",Aschaffenburg,Q30535552,Free Democratic Party,Q13124,19
Q1735942,Katharina Landgraf,2017-09-24,"",Leipzig-Land,Q30535268,Christian Democratic Union,Q49762,19
Q1736530,Kathrin Vogler,2017-09-24,"",Steinfurt III,Q30535155,Die Linke,Q49764,19
Q1736638,Katja Keul,2017-09-24,"",Nienburg II – Schaumburg,Q30534907,Alliance '90/The Greens,Q49766,19
Q1736645,Katja Mast,2017-09-24,"",Pforzheim,Q30535632,Social Democratic Party of Germany,Q49768,19
Q1736700,Katrin Budde,2017-09-24,"",Mansfeld,Q30534993,Social Democratic Party of Germany,Q49768,19
Q1736766,Katrin Werner,2017-09-24,"",Trier,Q30535441,Die Linke,Q49764,19
Q1738272,Albert Rupprecht,2017-09-24,"",Weiden,Q30535526,Christian Social Union of Bavaria,Q49763,19
Q1739640,Kersten Steinke,2017-09-24,"",Eichsfeld – Nordhausen – Kyffhäuserkreis,Q30535378,Die Linke,Q49764,19
Q1739660,Kerstin Griese,2017-09-24,"",Mettmann II,Q30535102,Social Democratic Party of Germany,Q49768,19
Q1739668,Kerstin Kassner,2017-09-24,"",Vorpommern-Rügen – Vorpommern-Greifswald I,Q30534824,Die Linke,Q49764,19
Q1743637,Kirsten Kappert-Gonther,2017-09-24,"",Bremen I,Q30534945,Alliance '90/The Greens,Q49766,19
Q1743644,Kirsten Tackmann,2017-09-24,"",Prignitz – Ostprignitz-Ruppin – Havelland I,Q30534947,Die Linke,Q49764,19
Q1744731,Klaus-Dieter Gröhler,2017-09-24,"",Berlin-Charlottenburg-Wilmersdorf,Q30535019,Christian Democratic Union,Q49762,19
Q1745468,Klaus Mohrs,2017-09-24,"",Helmstedt – Wolfsburg,Q30534939,Social Democratic Party of Germany,Q49768,19
Q1748314,Petra Sitte,2017-09-24,"",Halle,Q30534984,Die Linke,Q49764,19
Q1759589,Ralph Lenkert,2017-09-24,"",Jena – Sömmerda – Weimarer Land I,Q30535383,Die Linke,Q49764,19
Q1764708,André Hahn,2017-09-24,"",Sächsische Schweiz-Osterzgebirge,Q30535291,Die Linke,Q49764,19
Q1770968,Michael Grosse-Brömer,2017-09-24,"",Harburg,Q1008258,Christian Democratic Union,Q49762,19
Q1774046,Marc Jongen,2017-09-24,"",Neckar-Zaber,Q30535597,Alternative for Germany,Q6721203,19
Q1775158,Sabine Zimmermann,2017-09-24,"",Zwickau,Q30535311,Die Linke,Q49764,19
Q1784303,Kordula Schulz-Asche,2017-09-24,"",Main-Taunus,Q30535360,Alliance '90/The Greens,Q49766,19
Q17905,Martin Schulz,2017-09-24,"",,,Social Democratic Party of Germany,Q49768,19
Q1791033,Sascha Raabe,2017-09-24,"",Hanau,Q30535358,Social Democratic Party of Germany,Q49768,19
Q18019298,Detlev Spangenberg,2017-09-24,"",Nordsachsen,Q30535252,Alternative for Germany,Q6721203,19
Q1806261,Lars Klingbeil,2017-09-24,"",Rotenburg I – Heidekreis,Q30534888,Social Democratic Party of Germany,Q49768,19
Q18169686,Paul Ziemiak,2017-09-24,"",Herne – Bochum II,Q30535191,Christian Democratic Union,Q49762,19
Q18176740,Stephan Brandner,2017-09-24,"",Erfurt – Weimar – Weimarer Land II,Q30535395,Alternative for Germany,Q6721203,19
Q1817709,Leni Breymaier,2017-09-24,"",Aalen – Heidenheim,Q30535605,Social Democratic Party of Germany,Q49768,19
Q18202322,Elvan Korkmaz,2017-09-24,"",Gütersloh I,Q30535158,Social Democratic Party of Germany,Q49768,19
Q1827771,Lisa Paus,2017-09-24,"",Berlin-Charlottenburg-Wilmersdorf,Q30535019,Alliance '90/The Greens,Q49766,19
Q1876595,Luise Amtsberg,2017-09-24,"",Kiel,Q30534803,Alliance '90/The Greens,Q49766,19
Q1889410,Manfred Grund,2017-09-24,"",Eichsfeld – Nordhausen – Kyffhäuserkreis,Q30535378,Christian Democratic Union,Q49762,19
Q1891565,Manuel Höferlin,2017-09-24,"",Worms,Q30535450,Free Democratic Party,Q13124,19
Q1893672,Marco Buschmann,2017-09-24,"",Gelsenkirchen,Q30535141,Free Democratic Party,Q13124,19
Q1894938,Margarete Bause,2017-09-24,"",München-Ost,Q30535476,Alliance '90/The Greens,Q49766,19
Q1895870,Maria Flachsbarth,2017-09-24,"",Hannover-Land II,Q30534928,Christian Democratic Union,Q49762,19
Q1896024,Maria Klein-Schmeink,2017-09-24,"",Münster,Q30535156,Alliance '90/The Greens,Q49766,19
Q1896891,Marianne Schieder,2017-09-24,"",Schwandorf,Q30535523,Social Democratic Party of Germany,Q49768,19
Q1897181,Marie-Luise Dött,2017-09-24,"",Oberhausen – Wesel III,Q30535127,Christian Democratic Union,Q49762,19
Q1901534,Markus Grübel,2017-09-24,"",Esslingen,Q30535584,Christian Democratic Union,Q49762,19
Q1901650,Markus Kurth,2017-09-24,"",Dortmund I,Q30535200,Alliance '90/The Greens,Q49766,19
Q1901834,Markus Töns,2017-09-24,"",Gelsenkirchen,Q30535141,Social Democratic Party of Germany,Q49768,19
Q1905496,Martina Renner,2017-09-24,"",Erfurt – Weimar – Weimarer Land II,Q30535395,Die Linke,Q49764,19
Q1908516,Mathias Middelberg,2017-09-24,"",Stadt Osnabrück,Q30534905,Christian Democratic Union,Q49762,19
Q1909731,Matthias Birkwald,2017-09-24,"",Köln II,Q30535062,Die Linke,Q49764,19
Q1909956,Matthias Heider,2017-09-24,"",Olpe – Märkischer Kreis I,Q30535237,Christian Democratic Union,Q49762,19
Q1910150,Matthias Miersch,2017-09-24,"",Hannover-Land II,Q30534928,Social Democratic Party of Germany,Q49768,19
Q1915619,Mechthild Heil,2017-09-24,"",Ahrweiler,Q30535430,Christian Democratic Union,Q49762,19
Q1925636,Metin Hakverdi,2017-09-24,"",Hamburg-Bergedorf – Harburg,Q30534845,Social Democratic Party of Germany,Q49768,19
Q1927537,Michael Gerdes,2017-09-24,"",Bottrop – Recklinghausen III,Q30535145,Social Democratic Party of Germany,Q49768,19
Q1927604,Michael Groß,2017-09-24,"",Recklinghausen II,Q30535140,Social Democratic Party of Germany,Q49768,19
Q1929074,Michael Roth,2017-09-24,"",Werra-Meißner – Hersfeld-Rotenburg,Q30535319,Social Democratic Party of Germany,Q49768,19
Q19299319,Ronja Kemmer,2017-09-24,"",Ulm,Q30535659,Christian Democratic Union,Q49762,19
Q19362177,Bernd Baumann,2017-09-24,"",Hamburg-Altona,Q30534837,Alternative for Germany,Q6721203,19
Q1944642,Monika Grütters,2017-09-24,"",Berlin-Marzahn-Hellersdorf,Q30535042,Christian Democratic Union,Q49762,19
Q1944684,Monika Lazar,2017-09-24,"",Leipzig II,Q30535262,Alliance '90/The Greens,Q49766,19
Q19834635,Angelika Glöckner,2017-09-24,"",Pirmasens,Q30535459,Social Democratic Party of Germany,Q49768,19
Q1986069,Nicola Beer,2017-09-24,"",Frankfurt am Main I,Q30535362,Free Democratic Party,Q13124,19
Q1987000,Nicole Gohlke,2017-09-24,"",München-Süd,Q30535477,Die Linke,Q49764,19
Q1989055,Niema Movassat,2017-09-24,"",Oberhausen – Wesel III,Q30535127,Die Linke,Q49764,19
Q1996643,Norbert Altenkamp,2017-09-24,"",Main-Taunus,Q30535360,Christian Democratic Union,Q49762,19
Q19969784,Frank Sitta,2017-09-24,"",Halle,Q30534984,Free Democratic Party,Q13124,19
Q2020339,Oliver Kaczmarek,2017-09-24,"",Unna I,Q30535210,Social Democratic Party of Germany,Q49768,19
Q2020409,Oliver Luksic,2017-09-24,"",St. Wendel,Q30535673,Free Democratic Party,Q13124,19
Q20243187,Uwe Schmidt,2017-09-24,"",Bremen II – Bremerhaven,Q30534946,Social Democratic Party of Germany,Q49768,19
Q2057218,Patricia Lips,2017-09-24,"",Odenwald,Q30535375,Christian Democratic Union,Q49762,19
Q2060929,Paul Lehrieder,2017-09-24,"",Würzburg,Q30535560,Christian Social Union of Bavaria,Q49763,19
Q20645389,Albrecht Glaser,2017-09-24,"",Schwalm-Eder,Q30535320,Alternative for Germany,Q6721203,19
Q2073755,Peter Aumer,2017-09-24,"",Regensburg,Q30535521,Christian Social Union of Bavaria,Q49763,19
Q2073936,Peter Beyer,2017-09-24,"",Mettmann II,Q30535102,Christian Democratic Union,Q49762,19
Q20753082,Lothar Maier,2017-09-24,"",Stuttgart II,Q30535578,Alternative for Germany,Q6721203,19
Q2078469,Peter Stein,2017-09-24,"",Rostock – Landkreis Rostock II,Q30534822,Christian Democratic Union,Q49762,19
Q2078951,Peter Weiß,2017-09-24,"",Emmendingen – Lahr,Q30535641,Christian Democratic Union,Q49762,19
Q2080285,Petra Nicolaisen,2017-09-24,"",Flensburg – Schleswig,Q30530450,Christian Democratic Union,Q49762,19
Q21014671,Sylvia Gabelmann,2017-09-24,"",Siegen-Wittgenstein,Q30535233,Die Linke,Q49764,19
Q21014891,Nikolas Löbel,2017-09-24,"",Mannheim,Q30535622,Christian Democratic Union,Q49762,19
Q2129527,Ralph Brinkhaus,2017-09-24,"",Gütersloh I,Q30535158,Christian Democratic Union,Q49762,19
Q2141547,Reinhold Sendker,2017-09-24,"",Warendorf,Q30535157,Christian Democratic Union,Q49762,19
Q2144834,René Röspel,2017-09-24,"",Hagen – Ennepe-Ruhr-Kreis I,Q30535175,Social Democratic Party of Germany,Q49768,19
Q2154951,Rita Schwarzelühr-Sutter,2017-09-24,"",Waldshut,Q30535653,Social Democratic Party of Germany,Q49768,19
Q2163668,Rolf Mützenich,2017-09-24,"",Köln III,Q30535067,Social Democratic Party of Germany,Q49768,19
Q2172919,Rudolf Henke,2017-09-24,"",Aachen I,Q30535047,Christian Democratic Union,Q49762,19
Q2209971,Sabine Weiss,2017-09-24,"",Wesel I,Q30535120,Christian Democratic Union,Q49762,19
Q22939,Axel Fischer,2017-09-24,"",Karlsruhe-Land,Q30535617,Christian Democratic Union,Q49762,19
Q2301738,Sonja Steffen,2017-09-24,"",Vorpommern-Rügen – Vorpommern-Greifswald I,Q30534824,Social Democratic Party of Germany,Q49768,19
Q23060128,Frank Magnitz,2017-09-24,"",Bremen II – Bremerhaven,Q30534946,Alternative for Germany,Q6721203,19
Q2336360,Stefan Gelbhaar,2017-09-24,"",Berlin-Pankow,Q30534996,Alliance '90/The Greens,Q49766,19
Q2336956,Stefan Liebich,2017-09-24,"",Berlin-Pankow,Q30534996,Die Linke,Q49764,19
Q2337183,Stefan Müller,2017-09-24,"",Erlangen,Q30535540,Christian Social Union of Bavaria,Q49763,19
Q2337465,Stefan Ruppert,2017-09-24,"",Hochtaunus,Q30535332,Free Democratic Party,Q13124,19
Q2337497,Stefan Sauer,2017-09-24,"",Groß-Gerau,Q30535364,Christian Democratic Union,Q49762,19
Q2343892,Stephan Stracke,2017-09-24,"",Ostallgäu,Q30535573,Christian Social Union of Bavaria,Q49763,19
Q2343911,Stephan Thomae,2017-09-24,"",Oberallgäu,Q30535570,Free Democratic Party,Q13124,19
Q23560433,Matthias Büttner,2017-09-24,"",Altmark,Q30534972,Alternative for Germany,Q6721203,19
Q23564779,Andreas Mrosek,2017-09-24,"",Dessau – Wittenberg,Q30534981,Alternative for Germany,Q6721203,19
Q2370788,Sven-Christian Kindler,2017-09-24,"",Stadt Hannover II,Q30534917,Alliance '90/The Greens,Q49766,19
Q2371230,Sven Lehmann,2017-09-24,"",Köln II,Q30535062,Alliance '90/The Greens,Q49766,19
Q2372488,Swen Schulz,2017-09-24,"",Berlin-Spandau – Charlottenburg Nord,Q30535005,Social Democratic Party of Germany,Q49768,19
Q2392856,Tankred Schipanski,2017-09-24,"",Gotha – Ilm-Kreis,Q30535388,Christian Democratic Union,Q49762,19
Q2424160,Thomas Gebhart,2017-09-24,"",Südpfalz,Q30535462,Christian Democratic Union,Q49762,19
Q2424482,Thomas Hacker,2017-09-24,"",Bayreuth,Q30535528,Free Democratic Party,Q13124,19
Q2424616,Thomas Heilmann,2017-09-24,"",Berlin-Steglitz-Zehlendorf,Q30535012,Christian Democratic Union,Q49762,19
Q2425230,Thomas Jurk,2017-09-24,"",Görlitz,Q30535283,Social Democratic Party of Germany,Q49768,19
Q2425648,Thomas L. Kemmerich,2017-09-24,"",Erfurt – Weimar – Weimarer Land II,Q30535395,Free Democratic Party,Q13124,19
Q2425894,Thomas Lutze,2017-09-24,"",,,Die Linke,Q49764,19
Q24260075,Petr Bystron,2017-09-24,"",München-Nord,Q30535475,Alternative for Germany,Q6721203,19
Q2426649,Thomas Rachel,2017-09-24,"",Düren,Q30535056,Christian Democratic Union,Q49762,19
Q2427303,Thomas Silberhorn,2017-09-24,"",Bamberg,Q30535527,Christian Social Union of Bavaria,Q49763,19
Q2429104,Thorsten Frei,2017-09-24,"",Schwarzwald-Baar,Q30535647,Christian Democratic Union,Q49762,19
Q2434972,Timon Gremmels,2017-09-24,"",Kassel,Q30535318,Social Democratic Party of Germany,Q49768,19
Q2437890,Tobias Lindner,2017-09-24,"",Südpfalz,Q30535462,Alliance '90/The Greens,Q49766,19
Q2444869,Torsten Herbst,2017-09-24,"",Bautzen I,Q30535277,Free Democratic Party,Q13124,19
Q24540200,Markus Frohnmaier,2017-09-24,"",Böblingen,Q30535583,Alternative for Germany,Q6721203,19
Q2475804,Ulrich Freese,2017-09-24,"",Cottbus – Spree-Neiße,Q30534964,Social Democratic Party of Germany,Q49768,19
Q2476158,Ulrich Kelber,2017-09-24,"",Bonn,Q30535071,Social Democratic Party of Germany,Q49768,19
Q2476246,Ulrich Lange,2017-09-24,"",Donau-Ries,Q30535568,Christian Social Union of Bavaria,Q49763,19
Q2503159,Ute Vogt,2017-09-24,"",Stuttgart I,Q30535576,Social Democratic Party of Germany,Q49768,19
Q2504394,Uwe Kekeritz,2017-09-24,"",Fürth,Q30535541,Alliance '90/The Greens,Q49766,19
Q2531484,Volkmar Klein,2017-09-24,"",Siegen-Wittgenstein,Q30535233,Christian Democratic Union,Q49762,19
Q2590313,Wolfgang Kubicki,2017-09-24,"",Steinburg – Dithmarschen Süd,Q30534795,Free Democratic Party,Q13124,19
Q2591533,Wolfgang Strengmann-Kuhn,2017-09-24,"",Offenbach,Q30535367,Alliance '90/The Greens,Q49766,19
Q26206,Klaus Ernst,2017-09-24,"",Schweinfurt,Q30535557,Die Linke,Q49764,19
Q26270011,Leif-Erik Holm,2017-09-24,"",Vorpommern-Rügen – Vorpommern-Greifswald I,Q30534824,Alternative for Germany,Q6721203,19
Q2642495,Alexander Krauß,2017-09-24,"",Erzgebirgskreis I,Q30535306,Christian Democratic Union,Q49762,19
Q2643140,Alexander Throm,2017-09-24,"",Heilbronn,Q30535598,Christian Democratic Union,Q49762,19
Q2643176,Alexander Ulrich,2017-09-24,"",Kaiserslautern,Q30535457,Die Linke,Q49764,19
Q2650232,Alois Gerig,2017-09-24,"",Odenwald – Tauber,Q30535625,Christian Democratic Union,Q49762,19
Q2650287,Alois Karl,2017-09-24,"",Amberg,Q30535518,Christian Social Union of Bavaria,Q49763,19
Q2650401,Alois Rainer,2017-09-24,"",Straubing,Q30535512,Christian Social Union of Bavaria,Q49763,19
Q26792878,Enrico Komning,2017-09-24,"",Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Q30534829,Alternative for Germany,Q6721203,19
Q27882896,Marcus Faber,2017-09-24,"",Altmark,Q30534972,Free Democratic Party,Q13124,19
Q2789935,Nina Scheer,2017-09-24,"",Herzogtum Lauenburg – Stormarn-Süd,Q30534813,Social Democratic Party of Germany,Q49768,19
Q27917019,Gottfried Curio,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q27975838,Alice Weidel,2017-09-24,"",Bodensee,Q30535662,Alternative for Germany,Q6721203,19
Q2801914,Stephan Harbarth,2017-09-24,"",Rhein-Neckar,Q30535626,Christian Democratic Union,Q49762,19
Q28914130,Bruno Hollnagel,2017-09-24,"",Herzogtum Lauenburg – Stormarn-Süd,Q30534813,Alternative for Germany,Q6721203,19
Q29946731,Martin Renner,2017-09-24,"",Mettmann I,Q30535098,Alternative for Germany,Q6721203,19
Q30579521,Bernhard Loos,2017-09-24,"",München-Nord,Q30535475,Christian Social Union of Bavaria,Q49763,19
Q315151,Tobias Pflüger,2017-09-24,"",Freiburg,Q30535636,Die Linke,Q49764,19
Q33309067,Sebastian Münzenmaier,2017-09-24,"",Mainz,Q30535448,Alternative for Germany,Q6721203,19
Q33519815,Markus Uhl,2017-09-24,"",Homburg,Q30535675,Christian Democratic Union,Q49762,19
Q340448,Achim Post,2017-09-24,"",Minden-Lübbecke I,Q30535168,Social Democratic Party of Germany,Q49768,19
Q35975111,Ulla Ihnen,2017-09-24,"",Stadt Hannover II,Q30534917,Free Democratic Party,Q13124,19
Q37810277,Peter Boehringer,2017-09-24,"",Amberg,Q30535518,Alternative for Germany,Q6721203,19
Q38504341,Andrew Ullmann,2017-09-24,"",Würzburg,Q30535560,Free Democratic Party,Q13124,19
Q39080194,Bettina Stark-Watzinger,2017-09-24,"",Main-Taunus,Q30535360,Free Democratic Party,Q13124,19
Q39238058,Jens Maier,2017-09-24,"",Dresden I,Q30535297,Alternative for Germany,Q6721203,19
Q39678866,Achim Kessler,2017-09-24,"",Frankfurt am Main I,Q30535362,Die Linke,Q49764,19
Q40097453,Doris Maria Achelwilm,2017-09-24,"",,,Die Linke,Q49764,19
Q40136224,Pascal Meiser,2017-09-24,"",Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,Q30535037,Die Linke,Q49764,19
Q40428300,Siegbert Droese,2017-09-24,"",Leipzig II,Q30535262,Alternative for Germany,Q6721203,19
Q40436370,Thomas Seitz,2017-09-24,"",Emmendingen – Lahr,Q30535641,Alternative for Germany,Q6721203,19
Q40470241,Frank Pasemann,2017-09-24,"",Magdeburg,Q30534979,Alternative for Germany,Q6721203,19
Q40471077,Jürgen Pohl,2017-09-24,"",Eichsfeld – Nordhausen – Kyffhäuserkreis,Q30535378,Alternative for Germany,Q6721203,19
Q40473868,Christian Wirth,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40475799,Jochen Haug,2017-09-24,"",Köln II,Q30535062,Alternative for Germany,Q6721203,19
Q40476219,Kay Gottschalk,2017-09-24,"",Viersen,Q30535118,Alternative for Germany,Q6721203,19
Q40477093,Berengar Elsner von Gronow,2017-09-24,"",Soest,Q30535222,Alternative for Germany,Q6721203,19
Q40477677,Harald Weyel,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40571929,Götz Frömming,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40572710,Birgit Malsack-Winkemann,2017-09-24,"",,,Alternative for Germany,Q6721203,19
Q40589032,Karsten Hilse,2017-09-24,"",Bautzen I,Q30535277,Alternative for Germany,Q6721203,19
Q40650476,Jan Nolte,2017-09-24,"",Waldeck,Q30535317,Alternative for Germany,Q6721203,19
Q40694068,Martin Hebner,2017-09-24,"",Starnberg – Landsberg am Lech,Q30535489,Alternative for Germany,Q6721203,19
