id,identifier__gnd,type,iso_code,identifier__freebase,identifier__fips,identifier__geonames,website,identifier__tgn,identifier__bnf,start_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__wa,name__pl,name__ko,name__fr,name__es,name__ace,name__ms,name__hu,name__it,name__gl,name__et,name__de,name__id,name__ja,name__sq,name__el,name__vi,name__en,name__pnb,name__sv,name__nl,name__pt,name__eo,name__tg_latn,name__sk,name__ru,name__sr_el,name__sr_ec,name__tr,name__ro,name__ca,name__mk,name__fi,name__uk,name__la,name__war,name__nn,name__cs,name__bg,name__hr,name__lt,name__da,name__an,name__tg,name__zh,name__sr,name__nb,name__ka,name__mn,name__eu,name__fa,name__sh,name__gd,name__lad,name__ur,name__be,name__he,name__nan,name__ceb,name__te,name__th,name__sco,name__ar,name__hi,name__ta,name__mr,name__bn,name__si,name__gu,name__kn,name__lv,name__bar,name__gsw,coat_of_arms,identifier__britannica,identifier__viaf,name__ast,name__az,name__sl,name__rup,name__se,identifier__lcauth,name__vec,name__yi,name__oc,name__kaa,identifier__openstreetmap,name__en_ca,name__en_gb,name__pt_br,name__myv,name__crh_latn,name__be_tarask,name__tt,name__lb,name__mt,flag,identifier__dmoz,identifier__quora,name__szl,name__bs,name__mi,name__lij,name__sw,name__am,name__ia,name__ga,name__my,name__ckb,name__frp,name__sah,name__tet,name__roa_tara,name__kv,name__ne,name__rm,name__lmo,name__nap,name__csb,name__pms,name__udm,name__arz,name__frr,name__yo,name__ie,name__hif,name__ps,name__ml,name__hsb,name__ht,name__ku,name__ext,name__fo,name__cy,name__rmy,name__sgs,name__os,name__gv,name__bo,name__jv,name__qu,name__vo,name__af,name__br,name__na,name__is,name__ee,name__diq,name__kl,name__stq,name__io,name__ln,name__tl,name__kk,name__ug,name__li,name__scn,name__nov,name__hy,name__cv,name__fy,name__co,name__vep,name__dsb,name__vro,name__tpi,name__pa,name__so,name__uz,name__mg,name__wo,name__ce,name__mhr,name__yue,name__cu,name__ky,name__tw,name__gag,name__mo,name__cdo,name__sc,name__lrc,name__tk,name__ady,name__hak,name__kk_cyrl,name__tg_cyrl,name__ay,name__crh,name__pap,name__av,name__lzh,name__xmf,name__azb,name__olo,name__ba,name__st,name__gn,name__mzn,name__wuu,name__bcl,name__hyw,name__zh_mo,name__zh_my,name__tt_latn,name__de_ch,name__min,name__tt_cyrl,name__ang,name__nrm
Q188661,,județ,RO-NT,/m/01bppy,RO28,672460,http://www.prefecturaneamt.ro/,1000423,,,尼亚姆茨县,尼亞姆茨縣,尼亞姆茨縣,尼亚姆茨县,尼亚姆茨县,尼亞姆茨縣,,Okręg Neamț,네암츠주,Neamț,Neamț,Propinsi Neamț,Wilayah Neamț,Neamț megye,distretto di Neamț,Condado de Neamț,Neamți maakond,Kreis Neamț,Provinsi Neamț,ネアムツ県,,Κομητεία Νεάμτς,Hạt Neamt,Neamț County,نیامتس کاؤنٹی,Neamț,District Neamț,Neamț,Distrikto Neamț,Vilojati Neamts,Neamț,Нямц,Njamc,Њамц,Neamț ili,Neamț,Província de Neamț,,Neamț,Нямц,Neamț,Kondado han Neamț,Neamț fylke,Neamț,Нямц,Neamț,Niamco apskritis,Neamț,Provincia de Neamț,Вилояти Неамтс,尼亞姆茨縣,Њамц,Neamț,ნიამცის ჟუდეცი,Нямц аймаг,,شهرستان نامس,Neamț,,Neamț,نامتس کاؤنٹی,,ניאמץ,Neamț Koān,Județul Neamț,నీమ్ట్ కౌంటీ,เทศมณฑลเนอัมตส์,,مقاطعة نيامتس,नीम्ट काउंटी,நீம்ட்  கவுண்டி,नेमाट काउंटी,নিমট কাউন্টি,නිම්ට් ප්‍රාන්තය,નેમાટ કાઉન્ટી,ನೆಮ್ಟ್ ಕೌಂಟಿ,Njamcas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Stema_Neamt.svg,place/Neamt,,,,,Județul Neamț,Neamț guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188665,4103263-9,județ,RO-PH,/m/01nq_3,RO30,669737,http://www.prefecturaprahova.ro/,,,,普拉霍瓦县,普拉霍瓦縣,普拉霍瓦縣,普拉霍瓦县,普拉霍瓦县,普拉霍瓦縣,Prahova,Okręg Prahova,프라호바주,Prahova,Prahova,Propinsi Prahova,Wilayah Prahova,Prahova megye,distretto di Prahova,Condado de Prahova,Prahova maakond,Kreis Prahova,Provinsi Prahova,プラホヴァ県,,Πράχοβα,Hạt Prahova,Prahova County,پراہووا کاؤنٹی,Prahova,District Prahova,Prahova,Distrikto Prahova,Vilojati Prahova,Prahova,Прахова,Prahova,Прахова,Prahova ili,Prahova,Província de Prahova,,Prahova,Прахова,Prahova,Kondado han Prahova,Prahova fylke,Prahova,Прахова,Prahova,Prahovos apskritis,Prahova,Provincia de Prahova,Вилояти Праҳова,普拉霍瓦縣,Прахова,Prahova,პრაჰოვის ჟუდეცი,Прахова аймаг,,شهرستان پراهووا,Prahova,,Prahova,پراہوا کاؤنٹی,жудзец Прахова,,Prahova Koān,,ప్రహోవా కౌంటీ,เทศมณฑลปราฮอวา,,مقاطعة يراهوفا,प्रहोवा काउंटी,ப்ரஹோவா கவுண்டி,प्रेहो काउंटी,প্রাহোভা কাউন্টি,ප්‍රහොවා ප්‍රාන්තය,પ્રહોવા કાઉન્ટી,ಪ್ರಹೋವಾ ಕೌಂಟಿ,Prahovas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Stema_Prahova.svg,place/Prahova,130248743,Distritu de Prahova,,,,Prahova guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188796,,județ,RO-GL,/m/01nqn_,RO18,677692,http://www.cjgalati.ro/,1000376,,,加拉茨县,加拉茨縣,加拉茨縣,加拉茨县,加拉茨县,加拉茨縣,,Okręg Gałacz,갈라치주,Galați,Galați,Propinsi Galați,Wilayah Galați,Galați megye,distretto di Galați,Condado de Galați,Galați maakond,Kreis Galați,Provinsi Galați,ガラツィ県,,Γκαλάτι,Hạt Galati,Galați County,گالاتسی کاؤنٹی,Galați,District Galați,Galați,Distrikto Galați,Vilojati Galats,Galați,Галац,Galac,Галац,Galați ili,Galați,Província de Galați,,Galați,Галац,Galați,Kondado han Galați,Galați fylke,Galați,Галац,Galați,Galacio apskritis,Galați,Provincia de Galați,Вилояти Галатс,加拉茨縣,Галац,Galați,გალაცის ჟუდეცი,Галац аймаг,,شهرستان گالاتسی,Galați,,,گالاتسی کاؤنٹی,Галац,מחוז גאלאץ,Galați Koān,Județul Galați,గలాటి కౌంటీ,เทศมณฑลกาลัตส์,,إقليم غالاتس,गलाती काउंटी,காலாடி கவுண்டி,गालिटी काउंटी,গালোতি কাউন্টি,ගලටි ප්‍රාන්තය,ગલાટી કાઉન્ટી,ಗ್ಯಾಲಾಟಿ ಕೌಂಟಿ,Galacas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/3/33/Stema_judetului_Galati.svg,place/Galati-county-Romania,,,,,Județul Galați,Galaţi guovlu,,,,,,,,,,,,Галац (жудзец),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188797,4445766-2,județ,RO-DB,/m/01nqn2,RO16,679385,http://www.cjd.ro,1000363,,,登博维察县,登博維察縣,登博維察縣,登博维察县,登博维察县,登博維察縣,,Okręg Dymbowica,듬보비차주,Dâmbovița,Dâmbovița,Propinsi Dâmbovița,Wilayah Dâmbovița,Dâmbovița megye,distretto di Dâmbovița,Condado de Dâmbovița,Dâmbovița maakond,Kreis Dâmbovița,Provinsi Dâmbovița,ドゥンボヴィツァ県,,Νταμποβίτα,Hạt Dambovita,Dâmbovița County,دامبوویتسا کاؤنٹی,Dâmbovița,District Dâmbovița,Dâmbovița,Distrikto Dâmbovița,Vilojati Dambovitsa,Dâmbovița,Дымбовица,Dambovica,Дамбовица,Dâmbovița ili,Dâmbovița,Província de Dâmbovița,,Dâmbovița,Димбовіца,Dâmbovița,Kondado han Dâmbovița,Dâmbovița fylke,Dâmbovița,Дъмбовица,Dâmbovița,Dimbovicos apskritis,Dâmbovița,Provincia de Dâmbovița,Вилояти Дамбовитса,登博維察縣,Дамбовица,Dâmbovița,დიმბოვიცის ჟუდეცი,Дымбовица аймаг,,شهرستان دمبوویتسا,Dâmbovița,,Dâmbovița,دیمبوویتسا کاؤنٹی,жудзец Дымбавіца,מחוז דמבוביצה,Dâmbovița Koān,Județul Dâmbovița,డాంబోవిటా కౌంటీ,เทศมณฑลดึมบอวิตซา,,مقاطعة دامبوفيتا,दम्बोविता काउंटी,டாம்போவிட்ட  கவுண்டி,दांबोवित्ता काउंटी,ডাম্বোভিটা কাউন্টি,ඩාම්බෝවිටා ප්‍රාන්තය,દામ્બોવિટા કાઉન્ટી,ಡಂಬೋವಿಟಾ ಕೌಂಟಿ,Dimbovicas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/3/34/Stema_Dambovita.svg,place/Dambovita,159508616,,Dımboviça,,,Dâmbovița guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188813,,județ,RO-MM,/m/01nqvr,RO25,673887,http://www.prefecturamaramures.ro/,,11936472w,,马拉穆列什县,馬拉穆列什縣,馬拉穆列什縣,马拉穆列什县,马拉穆列什县,馬拉穆列什縣,,Okręg Marmarosz,마라무레슈주,Maramureș,Maramureș,Propinsi Maramureș,Wilayah Maramureș,Máramaros megye,distretto di Maramureș,Condado de Maramureș,Maramureși maakond,Kreis Maramureș,Provinsi Maramureș,マラムレシュ県,,,,Maramureș County,مراموریش کاؤنٹی,Maramureș,District Maramureș,Maramureș,Distrikto Maramureș,,Maramureș,Марамуреш,Maramureš,Марамуреш,Maramureș ili,Maramureș,Província de Maramureș,,Maramureș,Мармарош,Maramureș,Kondado han Maramureș,Maramureș fylke,Maramureș,Марамуреш,Maramureș,Maramurešo apskritis,Maramureș,Provincia de Maramureș,Вилояти Марамуреш,馬拉穆列什縣,Марамуреш,Maramureș,მარამურეშის ჟუდეცი,Марамуреш аймаг,,شهرستان مارامورش,Maramureș,,Maramureș,ماراموریش کاؤنٹی,жудзец Марамурэш,מחוז מרמורש,Maramureș Koān,,,เทศมณฑลมารามูเรช,,,मारमुरेस काउंटी,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/Actual_Maramures_county_CoA.png,place/Maramures,,,Maramureş,,,Maramureș guovlu,,,מאראמאראשער דיסטריקט,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/69/Flag_of_Maramures_County.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188945,7716440-4,județ,RO-OT,/m/01nqv9,RO29,671857,http://www.prefecturaolt.ro/,,119784110,,奥尔特县,奧爾特縣,奧爾特縣,奥尔特县,奥尔特县,奧爾特縣,Olt,Okręg Aluta,올트주,Olt,Olt,Propinsi Olt,Wilayah Olt,Olt megye,distretto di Olt,Condado de Olt,Olti maakond,Kreis Olt,Provinsi Olt,オルト県,,Όλτ,Hạt Olt,Olt County,اولت کاؤنٹی,Olt,District Olt,Olt,Distrikto Olt,Vilojati Olt,Olt,Олт,Olt,Олт,Olt ili,Olt,Província d'Olt,,Olt,Олт,Olt,Kondado han Olt,Olt fylke,Olt,Олт,Olt,Olto apskritis,Olt,Provincia d'Olt,Вилояти Олт,奧爾特縣,Олт,Olt,ოლტის ჟუდეცი,Олт аймаг,,شهرستان اولت,Olt,,Olt,اولت کاؤنٹی,жудзец Олт,,Olt Koān,Olt (lalawigan),ఓల్ట్ కౌంటీ,เทศมณฑลออลต์,,مقاطعة أولت,ओल्ट काउंटी,ஓல்ட்  கவுண்டி,ओल्ट काउंटी,ওল্ট কাউন্টি,ඕල්ට් ප්‍රාන්තය,ઓલ્ટ કાઉન્ટી,ಓಲ್ಟ್ ಕೌಂಟಿ,Oltas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Olt_county_coat_of_arms.jpg,place/Olt,,,,,,Olt guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188948,,județ,RO-CL,/m/01nqlq,RO41,683016,http://www.calarasi.ro,,,1981,克勒拉希县,克勒拉希縣,克勒拉希縣,克勒拉希县,克勒拉希县,克勒拉希縣,Călărași,Okręg Călărași,컬러라시주,Călărași,Călărași,Propinsi Călărași,Wilayah Călărași,Călărași megye,distretto di Călărași,Condado de Călărași,Călărași maakond,Kreis Călărași,Provinsi Călărași,カララシ県,,Καλαράσι,Hạt Calarasi,Călărași County,کلارشی کاؤنٹی,Călărași,District Călărași,Călărași,Distrikto Călărași,Vilojati Kalaraș,Călărași,Кэлэраши,Kalaraši,Калараши,Călărași ili,Călărași,Província de Călărași,Калараш,Călărași,Келераш,Călărași,Kondado han Călărași,Călărași fylke,Călărași,Кълъраш,Călărași,Kelerašio apskritis,Călărași,Provincia de Călărași,Вилояти Калараш,克勒拉希縣,Калараши,Călărași,კელერაშის ჟუდეცი,Калараш аймаг,,شهرستان کالارشی,Călărași,,Călărași,کالاراشی کاؤنٹی,жудзец Кэлэрашы,,Călărași Koān,Județul Călărași,కాలారసి కౌంటీ,เทศมณฑลเกอเลอรัช,Călărași Coonty,مقاطعة كالاراسي,कालारसी काउंटी,கலராசி கவுண்டி,कॅलॅसी काउंटी,কালারাসি কাউন্টি,කාලාරසි ප්‍රාන්තය,કાલારાસી કાઉન્ટી,ಕ್ಯಾಲಾರಾಸ್ ಕೌಂಟಿ,Kelerašu žudecs,,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Stema_Calarasi.svg,place/Calarasi-county-Romania,,,,,,Călărași guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188959,,județ,RO-CV,/m/01nr18,RO15,680428,http://www.covasna.info.ro,1000361,,,科瓦斯纳县,科瓦斯納縣,科瓦斯納縣,科瓦斯纳县,科瓦斯纳县,科瓦斯納縣,Covasna,Okręg Covasna,코바스나주,Covasna,Covasna,Propinsi Covasna,Wilayah Covasna,Kovászna megye,distretto di Covasna,Condado de Covasna,Covasna maakond,Kreis Covasna,Provinsi Covasna,コヴァスナ県,,Κοβάσνα,Hạt Covasna,Covasna County,کوواسنا کاؤنٹی,Covasna,District Covasna,Covasna,Distrikto Covasna,Vilojati Kovasna,Covasna,Ковасна,Kovasna,Ковасна,Covasna ili,Covasna,Província de Covasna,,Covasna,Ковасна,Covasna,Kondado han Covasna,Covasna fylke,Covasna,Ковасна,Covasna,Kovasnos apskritis,Covasna,Provincia de Covasna,Вилояти Ковасна,科瓦斯納縣,Ковасна,Covasna,კოვასნის ჟუდეცი,Ковасна аймаг,,شهرستان کوواسنا,Covasna,,Covasna,کوواسنا کاؤنٹی,,,Covasna Koān,Covasna,కోవస్నా కౌంటీ,เทศมณฑลกอวัสนา,,مقاطعة كوفاسنا,कोवासना काउंटी,கோவன கவுண்டி,कोव्हाना काउंटी,কোভাস্না কাউন্টি,කොවස්නා ප්‍රාන්තය,કોવાસ્ના કાઉન્ટી,ಕೊವಾಸ್ನಾ ಕೌಂಟಿ,Kovasnas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/2/26/Coa_Romania_County_Kovászna.svg,place/Covasna,,,Kovasna judeçi,,,Covasna guovlu,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Flag_of_Kovászna_County.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q190406,4346891-3,județ,RO-GJ,/m/01nqxy,RO19,676898,http://www.cjgorj.ro,,,,戈尔日县,戈爾日縣,戈爾日縣,戈尔日县,戈尔日县,戈爾日縣,Gorj,Okręg Gorj,고르지주,Gorj,Gorj,Propinsi Gorj,Wilayah Gorj,Gorj megye,distretto di Gorj,Condado de Gorj,Gorji maakond,Kreis Gorj,Provinsi Gorj,ゴルジュ県,,Γκορτζ,Hạt Gorj,Gorj County,گورچ کاؤنٹی,Gorj,District Gorj,Gorj,Distrikto Gorj,Vilojati Gorƶ,Gorj,Горж,Gorž,Горж,Gorj ili,Gorj,Província de Gorj,,Gorj,Горж,Gorj,Kondado han Gorj,Gorj fylke,Gorj,Горж,Gorj,Goržo apskritis,Gorj,Provincia de Gorj,Вилояти Горж,戈爾日縣,Горж,Gorj,გორჟის ჟუდეცი,Горж аймаг,,شهرستان گورژ,Gorj,,Gorj,گورژ کاؤنٹی,жудзец Горж,גורז',Gorj Koān,Gorj,గోర్జ్ కౌంటీ,เทศมณฑลกอร์ฌ,,مقاطعة غورج,गोर्ज काउंटी,கோர்ஜ் கவுண்டி,गोरज काउंटी,গর্জ কাউন্টি,ගොර්ජ් ප්‍රාන්තය,ગોર્જ કાઉન્ટી,ಗೊರ್ಜ್ ಕೌಂಟಿ,Goržas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Stema_Gorj.svg,place/Gorj,,,,,,Gorj guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q190690,,județ,RO-SJ,/m/01nqsz,RO31,668248,http://www.prefecturasalaj.ro/,1000441,,1925,瑟拉日县,瑟拉日縣,瑟拉日縣,瑟拉日县,瑟拉日县,瑟拉日縣,Sălaj,Okręg Sălaj,설라지주,Sălaj,Sălaj,Propinsi Sălaj,Wilayah Sălaj,Szilágy megye,distretto di Sălaj,Condado de Sălaj,Sălaji maakond,Kreis Sălaj,Provinsi Sălaj,サラージュ県,,Σάλατζ,Hạt Salaj,Sălaj County,سیلاج کاؤنٹی,Sălaj,Sălaj,Sălaj,Distrikto Sălaj,Vilojati Salaƶ,Sălaj,Сэлаж,Salaž,Салаж,Sălaj ili,Sălaj,Província de Sălaj,,Sălaj,Селаж,Sălaj,Kondado han Sălaj,Sălaj fylke,Sălaj,Сълаж,Sălaj,Selažo apskritis,Sălaj,Provincia de Sălaj,Вилояти Салаж,瑟拉日縣,Салаж,Sălaj,სელაჟის ჟუდეცი,Салаж аймаг,,شهرستان سلاژ,Sălaj,Sălaj,Sălaj,سالاژ کاؤنٹی,жудзец Сэлаж,סלאז',Sălaj Koān,Județul Sălaj,సలాజ్ కౌంటీ,เทศมณฑลเซอลัฌ,,مقاطعة سالاج,सलाय काउंटी,சலஜ்  கவுண்டி,सलज काउंटी,সালাজ কাউন্টি,සාලාජ් පළාත,સાલજ કાઉન્ટી,ಸಾಲಾಜ್ ಕೌಂಟಿ,Selažas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Salaj_county_coat_of_arms.jpg,place/Salaj,,,,,,Sălaj guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q190702,,județ,RO-HR,/m/01nr0d,RO20,676309,http://www.harghitacounty.ro,1000387,,,哈尔吉塔县,哈爾吉塔縣,哈爾吉塔縣,哈尔吉塔县,哈尔吉塔县,哈爾吉塔縣,,Okręg Harghita,하르기타주,Harghita,Harghita,Propinsi Harghita,Wilayah Harghita,Hargita megye,distretto di Harghita,Condado de Harghita,Harghita maakond,Kreis Harghita,Provinsi Harghita,ハルギタ県,,Χαργκίτα,Hạt Harghita,Harghita County,ہرگیتا کاؤنٹی,Harghita,Harghita,Harghita,Distrikto Harghita,Vilojati Harƣita,Harghita,Харгита,Hargita,Харгита,Harghita ili,Harghita,Província de Harghita,,Harghita,Харгіта,Harghita,Kondado han Harghita,Harghita fylke,Harghita,Харгита,Harghita,Hargitos apskritis,Harghita,Provincia de Harghita,Вилояти Ҳарғита,哈爾吉塔縣,Харгита,Harghita,ჰარგიტის ჟუდეცი,Харгита аймаг,,شهرستان هارگیتا,Harghita,,Harghita,ہارگیتا کاؤنٹی,,,Harghita Koān,Harghita,హార్గిటా కౌంటీ,เทศมณฑลฮาร์กีตา,,مقاطعة هارغيتا,हरघिता काउंटी,ஹாஜிஹிட  கவுண்டி,हरघिता काउंटी,হারঘিতা কাউন্টি,හර්ඝිටා ප්‍රාන්තය,હાર્ઘિટા કાઉન્ટી,ಹರ್ಘಿತ ಕೌಂಟಿ,Hargitas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/1/10/Stema_Harghita.svg,place/Harghita,,,Hargita judeçi,,,Harghita guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q190711,,județ,RO-MS,/m/01nr0v,RO27,672628,http://www.prefecturams.ro/,1000421,,,穆列什县,穆列什縣,穆列什縣,穆列什县,穆列什县,穆列什縣,,Okręg Marusza,무레슈주,Mureș,Mureș,Propinsi Mureș,Wilayah Mureș,Maros megye,distretto di Mureș,Condado de Mureș,Mureși maakond,Kreis Mureș,Provinsi Mureș,ムレシュ県,,Μουρές,Hạt Mures,Mureș County,موریش کاؤنٹی,Mureș,District Mureș,Mureș,Distrikto Mureș,Vilojati Mureș,Mureș,Муреш,Mureš,Муреш,Mureș ili,Mureș,Província de Mureș,,Mureș,Муреш,Mureș,Kondado han Mureș,Mureș fylke,Mureș,Муреш,Mureș,Murešo apskritis,Mureș,Provincia de Mureș,Вилояти Муреш,穆列什縣,Муреш,Mureș,მურეშის ჟუდეცი,Муреш аймаг,,شهرستان مورش,Mureș,,Mureș,موریش کاؤنٹی,жудзец Мурэш,,Mureș Koān,Județul Mureș,మూరెస్ కౌంటీ,เทศมณฑลมูเรช,,مقاطعة موريس,म्यूरेस काउंटी,Mures கவுண்டி,मॉरेस काउंटी,মুর কাউন্টি,මියුරෙස් ප්‍රාන්තය,મુરેસ કાઉન્ટી,ಮೌರೆಸ್ ಕೌಂಟಿ,Murešas žudecs,Kroas Mureș,,https://upload.wikimedia.org/wikipedia/commons/3/3a/Mures_county_coat_of_arms.svg,place/Mures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q191065,,județ,RO-DJ,/m/01nqnj,RO17,679134,http://www.cjdolj.ro,1000364,,,多尔日县,多爾日縣,多爾日縣,多尔日县,多尔日县,多爾日縣,,Okręg Dolj,돌지주,Dolj,Dolj,Propinsi Dolj,Wilayah Dolj,Dolj megye,distretto di Dolj,Condado de Dolj,Dolji maakond,Kreis Dolj,Provinsi Dolj,ドルジュ県,,Ντόλτζ,Hạt Dolj,Dolj County,دولچ کاؤنٹی,Dolj,District Dolj,Dolj,Distrikto Dolj,Vilojati Dolƶ,Dolj,Долж,Dolž,Долж,Dolj ili,Dolj,Província de Dolj,,Dolj,Долж,Dolj,Kondado han Dolj,Dolj fylke,Dolj,Долж,Dolj,Dolžo apskritis,Dolj,Provincia de Dolj,Вилояти Долж,多爾日縣,Долж,Dolj,დოლჟის ჟუდეცი,Долж аймаг,,شهرستان دولژ,Dolj,,Dolj,دولژ کاؤنٹی,жудзец Долж,דולז',Dolj Koān,Dolj,డోల్జీ కౌంటీ,เทศมณฑลดอลฌ์,Dolj Coonty,مقاطعة دولج,डॉल्ज काउंटी,டாஜ்  கவுண்டி,डोलज काउंटी,ডলি কাউন্টি,ඩොල්ජ් ප්‍රාන්තය,ડોલ્જ કાઉન્ટી,ಡಾಲ್ಜ್ ಕೌಂಟಿ,Dolžas žudecs,,,https://upload.wikimedia.org/wikipedia/commons/7/78/Stema_judetului_Dolj.svg,place/Dolj,,Dolj,,,Județul Dolj,Dolj guovlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q191071,7574140-4,județ,RO-HD,/m/01nqyr,RO21,675917,http://www.prefecturahunedoara.ro/,,,1925,胡内多阿拉县,胡內多阿拉縣,胡內多阿拉縣,胡内多阿拉县,胡内多阿拉县,胡內多阿拉縣,,Okręg Hunedoara,후네도아라주,Hunedoara,Hunedoara,Propinsi Hunedoara,Wilayah Hunedoara,Hunyad megye,distretto di Hunedoara,Condado de Hunedoara,Hunedoara maakond,Hunedoara,Provinsi Hunedoara,フネドアラ県,Qarku Hunedoara,Χουνεντοάρα,Hạt Hunedoara,Hunedoara County,ہنیدوارا کاؤنٹی,Hunedoara,District Hunedoara,Hunedoara,Distrikto Hunedoara,Vilojati Hunaduara,Hunedoara,Хунедоара,Hunedoara,Хунедоара,Hunedoara ili,Hunedoara,Província de Hunedoara,,Hunedoara,Хунедоара,Hunedoara,Kondado han Hunedoara,Hunedoara fylke,Hunedoara,Хунедоара,Hunedoara,Hunedoaros apskritis,Hunedoara,Provincia de Hunedoara,Вилояти Ҳунадуара,胡內多阿拉縣,Хунедоара,Hunedoara,ჰუნედოარის ჟუდეცი,Хунедоара аймаг,,شهرستان هوندوارا,Hunedoara,,Hunedoara,ہونےدوارا کاؤنٹی,жудзец Хунедаара,,Hunedoara Koān,Hunedoara (lalawigan),హునెండోవరా కౌంటీ,เทศมณฑลฮูเนดออารา,,مقاطعة هوندوارا,हूनेदोआरा काउंटी,ஹுநேடோரா  கவுண்டி,हुनदओरा काउंटी,হুনেদোয়ারা কাউন্টি,හුනේඩොආරා ප්‍රාන්තය,હુનેડોઆરા કાઉન્ટી,ಹುನೆಡೊರಾ ಕೌಂಟಿ,Hunedoaras žudecs,Kroas Hunedoara,,https://upload.wikimedia.org/wikipedia/commons/8/89/Actual_Hunedoara_county_CoA.png,place/Hunedoara-county-Romania,124344030,,,,,Hunedoara guovlu,n81058778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
