statement,id,constituency_id,party_id,start_date,end_date,term
Q20933560-068B7D8A-5319-45FD-9D2F-5983CF7AF1EF,Q20933560,Q3479058,Q928652,2015-03-30,2016-11-23,13
Q20933560-e85f59f0-4499-1dba-ac3f-09fa98c74c64,Q20933560,Q3479058,Q928652,2016-12-10,2018-06-26,13
Q2097451-1B60EF5E-9F50-4FEE-80FF-D9FF51B4F675,Q2097451,,Q913551,2011-03-27,2014-03-26,12
Q2097451-0a67958b-475b-0b99-ea81-871d197f6f71,Q2097451,Q3413626,Q913551,2015-03-30,2015-04-08,13
Q2097451-42326143-473f-8264-7991-93660b4e008a,Q2097451,Q3413626,Q913551,2015-09-15,2016-11-23,13
Q21009735-65698ea9-4340-4274-40a0-9b6f920bdff4,Q21009735,Q3413626,Q913551,2016-11-24,2018-08-22,13
Q2128576-15B32D50-65FF-4687-AA99-009BD225B853,Q2128576,Q3032626,Q738947,2016-09-13,2016-11-23,13
Q2128576-316CBE9A-8C2B-4747-A7DA-5F0BFDC9DE11,Q2128576,,Q738947,2011-03-27,2015-03-23,12
Q22041600-57FA1335-ECE4-48E4-8A95-9534EFAFA015,Q22041600,Q3352911,Q928652,2015-11-19,"",13
Q2285186-b521ee68-4783-0a6b-9acf-83abc1a74007,Q2285186,,,2019-02-05,2019-02-06,13
Q253515-09fec37e-400b-e64d-1f0f-c1958f418ddd,Q253515,,Q163347,2014-03-26,2015-03-23,12
Q253515-318638DA-5D1A-4693-B7C7-29C525213FFC,Q253515,,Q163347,2011-03-27,2011-04-05,12
Q253515-ECEE28DE-AE22-4279-A085-59D7255E6BA8,Q253515,Q3352911,Q163347,2015-03-30,2015-08-31,13
Q25519722-77A4BF04-F422-4500-A3E5-277AA283ACC4,Q25519722,Q3032626,Q913551,2016-06-16,"",13
Q2621730-601AB15C-AAB4-4B8F-A41B-F3DCEAAA83F3,Q2621730,Q3413626,Q928652,2015-03-30,2016-11-23,13
Q2621730-41592C6F-6321-460A-8A65-938CB568B4B0,Q2621730,,Q928652,2011-03-27,2015-03-23,12
Q28071323-67221D35-6070-455F-AC83-C9882968592C,Q28071323,Q3352911,Q928652,2016-12-11,"",13
Q28071329-66a6a842-4a58-ac5e-6e0e-4a01c1332374,Q28071329,Q3038253,Q928652,2016-11-24,2017-06-12,13
Q28840779-d3072856-4a48-147a-0946-69ff1cc7071b,Q28840779,Q2420663,Q928652,2016-12-06,"",13
Q28845703-52ed689c-41db-6549-a9fc-13367b96918f,Q28845703,Q3352911,Q928652,2016-12-10,2016-12-11,13
Q28854341-4289384f-40e5-5d25-8a29-9747b8cc5560,Q28854341,Q3485728,Q928652,2016-11-24,"",13
Q28854356-173e0ac6-4065-94b3-2f11-a731ee2bfdcb,Q28854356,,Q928652,2016-11-24,2016-12-09,13
Q28854356-ab42d52a-4eb3-ac9a-3fbd-a0358f6e3cb5,Q28854356,,Q928652,2018-06-28,"",13
Q28854358-70f164cc-45ba-ad22-565c-983c0e7d4eef,Q28854358,,Q928652,2016-11-23,2016-11-24,13
Q293175-F7F94432-D1BD-4ACC-9818-0B71C5E63A8D,Q293175,,Q928652,2011-03-27,2014-07-01,12
Q307473-c1c166b4-4f70-f6fe-6cda-a7c4e541ee7d,Q307473,,Q163347,2012-05-12,2013-06-13,12
Q307473-321FBE05-4EFB-46FE-8B40-5327B2411CF3,Q307473,,Q163347,2011-03-27,2011-04-05,12
Q312894-a988504b-4542-503b-e5a9-d701bce0c903,Q312894,,Q163347,2014-03-26,2015-03-23,12
Q312894-A1BABA4D-4BA5-4349-811A-C0AAD3C814B0,Q312894,,Q163347,2011-03-27,2011-04-05,12
Q312894-6788D003-188F-44D0-8C07-2921B6A08412,Q312894,Q3025278,Q163347,2015-03-30,2016-12-15,13
Q334700-5687EE69-6FAA-4C99-BFA2-434022A44153,Q334700,,Q163347,2011-03-27,2015-03-23,12
Q355241-64129be3-474b-9744-e234-148c70ff34e7,Q355241,Q3025278,Q327591,2015-03-30,2015-08-05,13
Q355241-DCD9A79F-B38E-4F08-B3E8-DFC78C816061,Q355241,,Q928652,2011-03-27,2011-04-01,12
Q3735691-E01059ED-AAC7-49B8-980F-D4B908969895,Q3735691,Q2420663,Q738947,2015-03-30,2018-06-15,13
Q3736458-437E8BDA-2C9C-447F-A15F-31474ED105C9,Q3736458,Q3032626,Q738947,2015-03-30,"",13
Q3736786-081D22B4-BE62-4E43-BE69-F59CE2C4EDE1,Q3736786,,Q163347,2014-01-13,2014-06-01,12
Q3740790-602B2182-5656-47A4-B02C-756D2A25DA39,Q3740790,Q3413626,Q913551,2015-04-09,2015-09-14,13
Q3740790-c1674255-488a-265e-91e4-08c64da7bbb2,Q3740790,Q3413626,Q913551,2016-11-24,"",13
Q3741323-7E852714-68B5-43D3-9B45-2DDA270F3398,Q3741323,,Q738947,2011-04-06,2012-06-17,12
Q3741429-1f527400-4b3a-ccb8-b391-eec523359b70,Q3741429,Q3338787,Q738947,2016-11-23,"",13
Q3741429-4b944cb8-4406-7da3-9c46-9c36fbb5acd1,Q3741429,Q3338787,Q738947,2015-03-30,2015-04-08,13
Q3741429-A241812B-E26E-4CA0-80BC-808C8B63D5F4,Q3741429,,Q738947,2011-03-27,2011-04-01,12
Q3741792-5305AC9F-C431-48E8-BF66-5C0D179FA6CC,Q3741792,,Q913551,2011-03-27,2011-11-03,12
Q3741812-8E8E6855-DC95-4C07-8FC6-775AFC5442E7,Q3741812,,Q928652,2011-03-27,2015-03-23,12
Q3741812-E194B427-DCE0-497B-A770-5D7DECB734CB,Q3741812,Q3479058,Q928652,2015-03-30,"",13
Q3741900-DA6CC737-352C-43A6-ACE2-51071360FA25,Q3741900,Q3413626,Q928652,2015-03-30,"",13
Q3741900-BBA762B4-D87E-4311-8551-C8927CE83819,Q3741900,,Q928652,2011-03-27,2015-03-23,12
Q3785077-86F1FE9B-988C-478D-954E-217EB8741264,Q3785077,,Q738947,2011-03-27,2012-12-11,12
Q3785077-35f7532e-4dec-52c6-018b-be382e08fdd0,Q3785077,Q3413626,Q738947,2015-03-30,2015-04-08,13
Q3785077-734ceffd-4e4a-933c-6fc4-cc50fae00c08,Q3785077,Q3413626,Q738947,2016-11-23,"",13
Q382654-8EA5DC1F-795E-4D5A-B4B3-88B4985F820C,Q382654,,Q913551,2011-03-27,2015-03-23,12
Q4232659-9CF42F01-6ED1-48BF-B175-B62F57BD5C1D,Q4232659,Q3479058,Q928652,2015-03-30,"",13
Q4232659-DF8668B0-3292-49B0-B093-9AB23C2208E1,Q4232659,,Q928652,2011-03-27,2015-03-23,12
Q4250802-7134721D-71E2-48BC-A6E9-CACAFC118119,Q4250802,Q3402163,Q928652,2015-03-30,2015-03-27,13
Q4250802-4DE48790-6087-4E67-BF85-9CA5B21F628D,Q4250802,,Q928652,2011-03-27,2011-04-07,12
Q438802-6789168F-4272-4992-B9D9-3B21D83618AB,Q438802,,Q738947,2011-03-27,2011-04-01,12
Q439102-84112FC2-659D-4797-8290-A5C5192A127E,Q439102,,Q163347,2011-03-27,2015-03-23,12
Q449851-6B026C9C-28FA-4F69-9935-636F2D58C51E,Q449851,Q3142965,Q928652,2015-03-30,2016-11-23,13
Q449851-0665471B-AD41-4FE3-BD91-CFC25AA81AF0,Q449851,,Q928652,2011-03-27,2015-03-23,12
Q449939-8C9E77FF-B180-4753-A14D-9949DBD662D7,Q449939,Q3413626,Q738947,2015-03-30,2019-02-05,13
Q449939-C7E23ADD-56DC-44F1-A3E3-5586D5E63495,Q449939,,Q738947,2011-03-27,2015-03-23,12
Q450523-ECAF3FCA-6D09-47C8-A332-71EAF6089C13,Q450523,Q3402163,Q913551,2015-03-30,"",13
Q450523-D061A767-C6BD-4B13-84B1-3F06CD814C2D,Q450523,,Q913551,2011-03-27,2015-03-23,12
Q458003-0F920A99-75C6-4145-8101-D1C1859DCC42,Q458003,,Q738947,2011-03-27,2011-04-05,12
Q458003-29465bff-4361-51c3-2cf8-adeba341a03e,Q458003,Q3025278,Q738947,2015-07-16,"",13
Q458003-BC4E106E-79C3-4E87-A5E0-C926492F3552,Q458003,Q3025278,Q738947,2015-03-30,2015-04-08,13
Q460589-3a26eeca-46cd-d5da-2885-efcb1839eaf1,Q460589,,Q738947,2018-06-15,"",13
Q460589-E6CE8949-519D-4683-9F45-119F95D4EB86,Q460589,Q3402163,Q738947,2015-04-09,2016-11-23,13
Q465437-2063e5e3-40ac-a118-62e2-73d29a026e57,Q465437,,Q913551,2013-06-15,2014-03-26,12
Q465437-A330248F-C0E2-44E0-9D83-4E3034669A82,Q465437,,Q913551,2011-03-27,2013-03-15,12
Q465437-D7F78584-BF95-4018-9FC9-D560D704D64B,Q465437,Q3413626,Q913551,2015-03-30,2015-04-08,13
Q465437-634993ea-4d5b-4e9f-effc-35331cf908a5,Q465437,Q3413626,Q913551,2015-09-15,2016-11-23,13
Q465437-eaec5395-4886-6e4d-61d4-0bad6374ab54,Q465437,Q3413626,,2018-08-22,"",13
Q4755832-CD141FE9-7FD6-42EA-BB54-9FFB0128F961,Q4755832,,Q738947,2011-04-06,2013-12-04,12
Q4756115-8274D47B-01A9-4AEB-BAAF-F6F36702BCA2,Q4756115,,Q163347,2011-03-27,2013-12-08,12
Q4756115-1e719ede-40df-6e7f-743b-7f1afa0bb585,Q4756115,,Q327591,2013-12-09,2015-03-23,12
Q4756115-21D25245-72B4-4357-B433-538AE54B17C7,Q4756115,Q3025278,Q19276353,2015-03-30,"",13
Q509232-F627F4DD-9CA8-40C0-A82E-7BB2F320C512,Q509232,,Q738947,2011-04-07,2013-12-31,12
Q518704-E28C9460-B0E4-429A-8309-44D66DDBE112,Q518704,,Q738947,2011-03-27,2014-10-13,12
Q535290-59c304d9-4c26-6f0c-ffdc-90d17a3ab227,Q535290,Q3402163,Q913551,2015-09-16,"",13
Q535290-E29B6DBC-229F-4610-8F2E-B134EB5268FE,Q535290,Q3402163,Q913551,2015-04-09,2015-09-14,13
Q535290-B78824F7-D296-480D-BFB1-9F6CE9551D32,Q535290,,Q913551,2011-03-27,2015-03-23,12
Q535426-649F7E72-169B-462F-8F41-F9FBD438DB1E,Q535426,,Q913551,2014-03-27,2014-03-28,12
Q53636801-8a94310d-4f6c-4753-4426-2d48aa0ad56d,Q53636801,Q2972997,Q19276353,2018-04-05,"",13
Q53638402-e9909595-4e39-82ea-f332-f9d2319be009,Q53638402,Q3402163,Q928652,2017-11-10,"",13
Q544472-64C9E146-11BC-433F-AAD9-4091BD4C9921,Q544472,,Q913551,2011-03-27,2015-03-23,12
Q55984168-b29365f9-4b9f-bcba-4d2d-d4f466849e86,Q55984168,Q3479058,,2018-08-01,"",13
Q57640-4c6c8a40-4027-583a-fff3-df8325a6175d,Q57640,,Q738947,2014-03-26,2014-06-18,12
Q57640-8E24B8BD-7E1A-41FF-BE13-F56036CE3F75,Q57640,,Q738947,2011-03-27,2011-04-05,12
Q58100-CE3689B4-34D0-4719-B14A-07F5EE4CCD3B,Q58100,,Q738947,2011-03-27,2011-04-05,12
Q58100-228c525e-4d51-8220-1969-79eb667a2f20,Q58100,Q2420663,Q738947,2015-03-30,2015-03-27,13
Q5993313-92047C2A-75FA-4F17-B56B-23AF518A2EC5,Q5993313,,Q738947,2011-03-27,2015-03-23,12
Q5993313-EEB2EA75-F7DD-455B-A9CE-70235E0018F6,Q5993313,Q3338787,Q738947,2015-03-30,2018-09-05,13
Q616356-4028A9A7-206A-4A47-8BCD-86F10700F521,Q616356,Q3025278,Q738947,2015-03-30,2015-04-08,13
Q616356-d96d077f-45b8-0e9d-4605-aded19cfdf5f,Q616356,Q3025278,Q738947,2016-11-23,"",13
Q616356-08FBD970-941D-4C44-9BE9-D6D01FE73A50,Q616356,,Q738947,2011-03-27,2015-03-23,12
Q618349-4ED6B3B6-0020-4473-9A84-1CEC05B59A9C,Q618349,,Q738947,2011-04-02,2015-03-23,12
Q618373-C0230CF4-C224-41F3-8295-CC7099AA0027,Q618373,,Q163347,2011-03-27,2015-03-23,12
Q620859-63B17DC0-ABF3-4745-884E-53DF6856FE62,Q620859,,Q163347,2011-03-27,2015-03-23,12
Q645970-a596fa74-48af-ffeb-bd68-b5ebc05f8163,Q645970,,Q163347,2014-03-26,2015-03-23,12
Q645970-A9459908-7859-4865-A994-3934CCD97C33,Q645970,,Q163347,2011-03-27,2012-04-11,12
Q645970-6531504D-722E-4FE2-B6D7-DBE6FE3D0C91,Q645970,Q2420663,Q163347,2015-03-30,2015-04-08,13
Q6736905-DA55E2FD-8FE4-4C89-A571-D81E1A235506,Q6736905,Q3352911,Q163347,2015-03-30,"",13
Q6760839-96355ECD-3C6C-4F86-B5A2-E9FF1B542AF1,Q6760839,,Q738947,2011-04-02,2015-03-23,12
Q704436-E349F3AE-FDFE-4E1C-8D49-E312A7984A7B,Q704436,Q3038253,Q738947,2015-03-30,"",13
Q704436-C91A70C1-3655-4E6B-9D38-913C23F63534,Q704436,,Q738947,2011-03-27,2015-03-23,12
Q724437-ECB71E3B-A8CE-44E4-96E2-50D0D5B6BCDB,Q724437,,Q163347,2011-03-27,2011-04-05,12
Q724437-46bb03c1-49ec-9bf0-9453-c8fc8db5f7ce,Q724437,,Q163347,2014-03-26,2015-03-23,12
Q724437-4AED9D8C-728E-4E51-8716-A2C414AF0925,Q724437,Q3142965,Q163347,2015-03-30,"",13
Q743319-766B0F70-BE13-4E0B-9297-813572408E0D,Q743319,,Q163347,2011-03-27,2015-03-23,12
Q743341-B22A6947-64F2-4D6B-B7DD-8F0D04AC1222,Q743341,Q2420663,Q163347,2015-09-01,2017-06-12,13
Q743341-20e69431-4b0d-3c80-256c-a379d8390810,Q743341,,Q163347,2014-03-26,2015-03-23,12
Q743341-80C89625-BA03-4BF6-A586-3C60F2333F3D,Q743341,,Q163347,2011-03-27,2011-04-05,12
Q7824120-8A7597EF-010B-4C67-A56F-08B6E84579C7,Q7824120,Q3025278,Q928652,2015-03-30,"",13
Q788525-1134ECAA-FF80-4BC2-9B38-BE553557A058,Q788525,,Q738947,2011-04-07,2015-03-23,12
Q788525-5c2e2da7-4b86-feb3-f826-99dd23eec649,Q788525,,,2019-02-06,2019-02-07,13
Q7909441-86EABCA1-8E51-454B-BA21-EED4229E38E6,Q7909441,,Q738947,2011-03-27,2015-03-23,12
Q7909441-50AA87A6-74FE-41B8-9D6E-323BF376C253,Q7909441,Q3485728,Q738947,2015-03-30,"",13
Q8079458-7C95070A-EBEB-423F-BB76-FFC4150112EA,Q8079458,,Q738947,2011-04-06,2011-04-07,12
Q978349-C38BB983-4273-444F-A223-CA5566803693,Q978349,,Q928652,2011-03-27,2012-03-19,12
Q978349-9fb258b8-4ab1-6dd1-3385-c5fb66f91273,Q978349,,Q327591,2012-03-20,2015-03-23,12
Q978349-2E4831CA-F5B5-48D3-85BA-B963E08F0270,Q978349,Q2972997,Q738947,2015-03-30,"",13
Q983831-4236B8DD-64E4-4E78-8BB3-E79DF3B3D420,Q983831,Q3142965,Q738947,2015-03-30,2015-04-08,13
Q983831-4602720f-48fa-0703-b7d8-45e86f083800,Q983831,Q3142965,Q738947,2016-11-23,"",13
Q983831-88C489EC-73CF-4D23-B50D-590EAD0E1DE6,Q983831,,Q738947,2011-03-27,2011-04-05,12
Q983831-98748f47-4445-4513-3356-7e60389b01ef,Q983831,,Q738947,2014-11-04,2015-03-23,12
Q998617-A7BE5BCC-590E-4693-8776-273D75AFF618,Q998617,,Q738947,2011-03-27,2011-04-05,12
Q998617-412ca0c2-49df-7f1e-d08b-55ffa796ed85,Q998617,,Q738947,2013-12-05,2015-03-23,12
