id,name,constituency,party,image,term,source
javier-p,"Javier, Paolo S.","Antique, Lone District","",http://www.congress.gov.ph/members/images/16th/javier-p.jpg,16,http://www.congress.gov.ph/members/search.php?id=javier-p
"","Katoh, Angelina L.","",AKBAYAN,"",16,http://www.congress.gov.ph/members/search.php?id=
kho-e,"Kho, Elisa ""Olga"" T.","Masbate, 2nd District","",http://www.congress.gov.ph/members/images/16th/kho-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=kho-e
khonghun-j,"Khonghun, Jeffrey D.","Zambales, 1st District","",http://www.congress.gov.ph/members/images/16th/khonghun-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=khonghun-j
labadlabad-r,"Labadlabad, Rosendo S.","Zamboanga Del Norte, 2nd District","",http://www.congress.gov.ph/members/images/16th/labadlabad-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=labadlabad-r
lacson-noel,"Lacson-Noel, Josephine Veronique ""Jaye"" R.","Malabon City, Lone District","",http://www.congress.gov.ph/members/images/16th/lacson-noel.jpg,16,http://www.congress.gov.ph/members/search.php?id=lacson-noel
lagdameo-a,"Lagdameo, Antonio Jr. F.","Davao Del Norte, 2nd District","",http://www.congress.gov.ph/members/images/16th/lagdameo-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=lagdameo-a
lagdameo-m,"Lagdameo, Monique Yazmin Q.","Makati City, 1st District","",http://www.congress.gov.ph/members/images/16th/lagdameo-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=lagdameo-m
lagman-e,"Lagman, Edcel ""Grex"" B.","Albay, 1st District","",http://www.congress.gov.ph/members/images/16th/lagman-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=lagman-e
lanete-s,"Lanete, Scott Davies S., M.D.","Masbate, 3rd District","",http://www.congress.gov.ph/members/images/16th/lanete-s.jpg,16,http://www.congress.gov.ph/members/search.php?id=lanete-s
leachon-p,"Leachon, Doy C.","Oriental Mindoro, 1st District","",http://www.congress.gov.ph/members/images/16th/leachon-p.jpg,16,http://www.congress.gov.ph/members/search.php?id=leachon-p
ledesma-j,"Ledesma, Julio IV A.","Negros Occidental, 1st District","",http://www.congress.gov.ph/members/images/16th/ledesma-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=ledesma-j
lee-d,"Lee, Delphine ""Delph"" Gan","",AGRI,http://www.congress.gov.ph/members/images/16th/lee-d.jpg,16,http://www.congress.gov.ph/members/search.php?id=lee-d
leonardia-e,"Leonardia, Evelio ""Bing"" R.","Bacolod City, Lone District","",http://www.congress.gov.ph/members/images/16th/leonardia-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=leonardia-e
leonenpizarro-c,"Leonen-Pizarro, Catalina 'Baby' G.","",ABS,http://www.congress.gov.ph/members/images/16th/leonenpizarro-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=leonenpizarro-c
lobregat-c,"Lobregat, Celso L.","Zamboanga City, 1st District","",http://www.congress.gov.ph/members/images/16th/lobregat-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=lobregat-c
loong-t,"Loong, Tupay T.","Sulu, 1st District","",http://www.congress.gov.ph/members/images/16th/loong-t.jpg,16,http://www.congress.gov.ph/members/search.php?id=loong-t
lopez-c,"Lopez, Carlo V.","Manila, 2nd District","",http://www.congress.gov.ph/members/images/16th/lopez-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=lopez-c
lopez-cj,"Lopez, Carol Jayne. B.","",YACAP,http://www.congress.gov.ph/members/images/16th/lopez-cj.jpg,16,http://www.congress.gov.ph/members/search.php?id=lopez-cj
loyola-r,"Loyola, Roy M.","Cavite, 5th District","",http://www.congress.gov.ph/members/images/16th/loyola-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=loyola-r
macapagalarroyo-g,"Macapagal-Arroyo, Gloria","Pampanga, 2nd District","",http://www.congress.gov.ph/members/images/16th/macapagalarroyo-g.jpg,16,http://www.congress.gov.ph/members/search.php?id=macapagalarroyo-g
nuno-l,"Macrohon-Nuño, Lilia","Zamboanga City, 2nd District","",http://www.congress.gov.ph/members/images/16th/nuno-l.jpg,16,http://www.congress.gov.ph/members/search.php?id=nuno-l
madrona-l,"Madrona, Eleandro Jesus F.","Romblon, Lone District","",http://www.congress.gov.ph/members/images/16th/madrona-l.jpg,16,http://www.congress.gov.ph/members/search.php?id=madrona-l
magsaysay-e,"Magsaysay, Eulogio ""Amang"" R.","",AVE,http://www.congress.gov.ph/members/images/16th/magsaysay-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=magsaysay-e
manalo-j,"Manalo, Jesulito A.","",ANGKLA,http://www.congress.gov.ph/members/images/16th/manalo-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=manalo-j
mangudadatu-z,"Mangudadatu, Zajid G.","Maguindanao, 2nd District","",http://www.congress.gov.ph/members/images/16th/mangudadatu-z.jpg,16,http://www.congress.gov.ph/members/search.php?id=mangudadatu-z
marcos-i,"Marcos, Imelda R.","Ilocos Norte, 2nd District","",http://www.congress.gov.ph/members/images/16th/marcos-i.jpg,16,http://www.congress.gov.ph/members/search.php?id=marcos-i
masongsong-e,"Masongsong, Edgardo R.","",1 CARE,http://www.congress.gov.ph/members/images/16th/masongsong-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=masongsong-e
matugas-f,"Matugas, Francisco ""Lalo"" T.","Surigao Del Norte, 1st District","",http://www.congress.gov.ph/members/images/16th/matugas-f.jpg,16,http://www.congress.gov.ph/members/search.php?id=matugas-f
mellana-e,"Mellana, Evelyn P.","Agusan Del Sur, 2nd District","",http://www.congress.gov.ph/members/images/16th/mellana-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=mellana-e
mendoza-jon,"Mendoza, Joselito ""Jonjon""  R.","Bulacan, 3rd District","",http://www.congress.gov.ph/members/images/16th/mendoza-jon.jpg,16,http://www.congress.gov.ph/members/search.php?id=mendoza-jon
mendoza-ml,"Mendoza, Mark Llandro L.","Batangas, 4th District","",http://www.congress.gov.ph/members/images/16th/mendoza-ml.jpg,16,http://www.congress.gov.ph/members/search.php?id=mendoza-ml
mendoza-r,"Mendoza, Raymond Democrito C.","",TUCP,http://www.congress.gov.ph/members/images/16th/mendoza-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=mendoza-r
mercado-d,"Mercado, Damian  G.","Southern Leyte, Lone District","",http://www.congress.gov.ph/members/images/16th/mercado-d.jpg,16,http://www.congress.gov.ph/members/search.php?id=mercado-d
mercado-revilla,"Mercado-Revilla, Lani","Cavite, 2nd District","",http://www.congress.gov.ph/members/images/16th/mercado-revilla.jpg,16,http://www.congress.gov.ph/members/search.php?id=mercado-revilla
mirasol-a,"Mirasol, Alejandro Y.","Negros Occidental, 5th District","",http://www.congress.gov.ph/members/images/16th/mirasol-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=mirasol-a
montejo-n,"Montejo, Neil Benedict A.","",AN WARAY,http://www.congress.gov.ph/members/images/16th/montejo-n.jpg,16,http://www.congress.gov.ph/members/search.php?id=montejo-n
nava-j,"Nava, JC Rahman A., M.D.","Guimaras, Lone District","",http://www.congress.gov.ph/members/images/16th/nava-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=nava-j
nava-p,"Nava, Pablo III  Roces","",APPEND,http://www.congress.gov.ph/members/images/16th/nava-p.jpg,16,http://www.congress.gov.ph/members/search.php?id=nava-p
noel-v,"Noel, Victoria Isabel G.","",AN WARAY,http://www.congress.gov.ph/members/images/16th/noel-v.jpg,16,http://www.congress.gov.ph/members/search.php?id=noel-v
nograles-k,"Nograles, Karlo Alexei B.","Davao City, 1st District","",http://www.congress.gov.ph/members/images/16th/nograles-k.jpg,16,http://www.congress.gov.ph/members/search.php?id=nograles-k
oaminal-h,"Oaminal, Henry S.","Misamis Occidental, 2nd District","",http://www.congress.gov.ph/members/images/16th/oaminal-h.jpg,16,http://www.congress.gov.ph/members/search.php?id=oaminal-h
ocampo-r,"Ocampo, Rosenda Ann","Manila, 6th District","",http://www.congress.gov.ph/members/images/16th/ocampo-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=ocampo-r
olivarez-e,"Olivarez, Eric L.","Parañaque City, 1st District","",http://www.congress.gov.ph/members/images/16th/olivarez-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=olivarez-e
ong-e,"Ong, Emil L.","Northern Samar, 2nd District","",http://www.congress.gov.ph/members/images/16th/ong-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=ong-e
ortega-f,"Ortega, Francisco Emmanuel III R.","",ABONO,http://www.congress.gov.ph/members/images/16th/ortega-f.jpg,16,http://www.congress.gov.ph/members/search.php?id=ortega-f
ortega-v,"Ortega, Victor C.","La Union, 1st District","",http://www.congress.gov.ph/members/images/16th/ortega-v.jpg,16,http://www.congress.gov.ph/members/search.php?id=ortega-v
pacquiao-e,"Pacquiao, Emmanuel D.","Sarangani, Lone District","",http://www.congress.gov.ph/members/images/16th/pacquiao-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=pacquiao-e
padilla-c,"Padilla, Carlos M.","Nueva Vizcaya, Lone District","",http://www.congress.gov.ph/members/images/16th/padilla-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=padilla-c
paduano,"Paduano, Joseph Stephen S.","",ABANG LINGKOD,http://www.congress.gov.ph/members/images/16th/paduano.jpg,16,http://www.congress.gov.ph/members/search.php?id=paduano
paez-c,"Paez, Cresente C.","",COOP NATCCO,http://www.congress.gov.ph/members/images/16th/paez-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=paez-c
pagdilao-s,"Pagdilao, Samuel D.","",ACT-CIS ,http://www.congress.gov.ph/members/images/16th/pagdilao-s.jpg,16,http://www.congress.gov.ph/members/search.php?id=pagdilao-s
pancho-g,"Pancho, Gavini  C.","Bulacan, 2nd District","",http://www.congress.gov.ph/members/images/16th/pancho-g.jpg,16,http://www.congress.gov.ph/members/search.php?id=pancho-g
panganiban-j,"Panganiban, Jose Jr. T.","",ANAC-IP,http://www.congress.gov.ph/members/images/16th/panganiban-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=panganiban-j
panotes-e,"Panotes, Elmer E.","Camarines Norte, 2nd District","",http://www.congress.gov.ph/members/images/16th/panotes-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=panotes-e
samaco-paquiz,"Paquiz, Leah S.","",ANG NARS,http://www.congress.gov.ph/members/images/16th/samaco-paquiz.jpg,16,http://www.congress.gov.ph/members/search.php?id=samaco-paquiz
pernes-m,"Pernes, Marie Anne S.","Siquijor, Lone District","",http://www.congress.gov.ph/members/images/16th/pernes-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=pernes-m
piamonte-m,"Piamonte, Mariano Jr. U.","",A TEACHER,http://www.congress.gov.ph/members/images/16th/piamonte-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=piamonte-m
pichay-p,"Pichay, Philip A.","Surigao Del Sur, 1st District","",http://www.congress.gov.ph/members/images/16th/pichay-p.jpg,16,http://www.congress.gov.ph/members/search.php?id=pichay-p
plaza-v,"Plaza, Maria Valentina G.","Agusan Del Sur, 1st District","",http://www.congress.gov.ph/members/images/16th/plaza-v.jpg,16,http://www.congress.gov.ph/members/search.php?id=plaza-v
ponce-enrile,"Ponce Enrile, Salvacion ""Sally"" S.","Cagayan, 1st District","",http://www.congress.gov.ph/members/images/16th/ponce-enrile.jpg,16,http://www.congress.gov.ph/members/search.php?id=ponce-enrile
primicias-agabas,"Primicias-Agabas, Marlyn L.","Pangasinan, 6th District","",http://www.congress.gov.ph/members/images/16th/primicias-agabas.jpg,16,http://www.congress.gov.ph/members/search.php?id=primicias-agabas
puno-r,"Puno, Roberto V.","Antipolo City, 1st District","",http://www.congress.gov.ph/members/images/16th/puno-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=puno-r
quimbo-r,"Quimbo, Romero ""Miro""  S.","Marikina City, 2nd District","",http://www.congress.gov.ph/members/images/16th/quimbo-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=quimbo-r
quisumbing-g,"Quisumbing, Gabriel Luis R.","Cebu, 6th District","",http://www.congress.gov.ph/members/images/16th/quisumbing-g.jpg,16,http://www.congress.gov.ph/members/search.php?id=quisumbing-g
radaza-a,"Radaza, Aileen C.","Lapu-Lapu City, Lone District","",http://www.congress.gov.ph/members/images/16th/radaza-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=radaza-a
ramos-r,"Ramos, Deogracias Jr. B.","Sorsogon, 2nd District","",http://www.congress.gov.ph/members/images/16th/ramos-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=ramos-r
relampagos-r,"Relampagos, Rene L.","Bohol, 1st District","",http://www.congress.gov.ph/members/images/16th/relampagos-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=relampagos-r
revilla-jj,"Revilla, Juan Johnny R.","",OFW,http://www.congress.gov.ph/members/images/16th/revilla-jj.jpg,16,http://www.congress.gov.ph/members/search.php?id=revilla-jj
reyes-r,"Reyes, Regina  Ongsiako","Marinduque, Lone District","",http://www.congress.gov.ph/members/images/16th/reyes-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=reyes-r
ridon-j,"Ridon, Terry L.","",KABATAAN,http://www.congress.gov.ph/members/images/16th/ridon-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=ridon-j
rivera-m,"Rivera, Michael Angelo C.","",1 CARE,http://www.congress.gov.ph/members/images/16th/rivera-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=rivera-m
robes-a,"Robes, Arturo B.","San Jose Del Monte City, Lone District","",http://www.congress.gov.ph/members/images/16th/robes-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=robes-a
rodriguez-i,"Rodriguez, Isidro Jr. S.","Rizal, 2nd District","",http://www.congress.gov.ph/members/images/16th/rodriguez-i.jpg,16,http://www.congress.gov.ph/members/search.php?id=rodriguez-i
rodriguez-m,"Rodriguez, Maximo Jr. B.","",ABAMIN,http://www.congress.gov.ph/members/images/16th/rodriguez-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=rodriguez-m
rodriguez-o,"Rodriguez, Oscar S.","Pampanga, 3rd District","",http://www.congress.gov.ph/members/images/16th/rodriguez-o.jpg,16,http://www.congress.gov.ph/members/search.php?id=rodriguez-o
rodriguez-r,"Rodriguez, Rufus B.","Cagayan De Oro City, 2nd District","",http://www.congress.gov.ph/members/images/16th/rodriguez-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=rodriguez-r
roman-h,"Roman, Herminia B.","Bataan, 1st District","",http://www.congress.gov.ph/members/images/16th/roman-h.jpg,16,http://www.congress.gov.ph/members/search.php?id=roman-h
romarate-g,"Romarate, Guillermo Jr. A.","Surigao Del Norte, 2nd District","",http://www.congress.gov.ph/members/images/16th/romarate-g.jpg,16,http://www.congress.gov.ph/members/search.php?id=romarate-g
romualdez-f,"Romualdez, Ferdinand Martin G.","Leyte, 1st District","",http://www.congress.gov.ph/members/images/16th/romualdez-f.jpg,16,http://www.congress.gov.ph/members/search.php?id=romualdez-f
romualdo-x,"Romualdo, Xavier Jesus ""XJ"" D.","Camiguin, Lone District","",http://www.congress.gov.ph/members/images/16th/romualdo-x.jpg,16,http://www.congress.gov.ph/members/search.php?id=romualdo-x
roman-r,"Romulo, Roman T.","Pasig City, Lone District","",http://www.congress.gov.ph/members/images/16th/roman-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=roman-r
roque-r,"Roque, Rogelio Neil Pepito","Bukidnon, 4th District","",http://www.congress.gov.ph/members/images/16th/roque-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=roque-r
sacdalan-j,"Sacdalan, Jesus N.","North Cotabato, 1st District","",http://www.congress.gov.ph/members/images/16th/sacdalan-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=sacdalan-j
sahali-r,"Sahali, Ruby M.","Tawi-Tawi, Lone District","",http://www.congress.gov.ph/members/images/16th/sahali-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=sahali-r
sakaluran-r,"Sakaluran, Raden C.","Sultan Kudarat, 1st District","",http://www.congress.gov.ph/members/images/16th/sakaluran-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=sakaluran-r
salimbangon-b,"Salimbangon, Benhur L.","Cebu, 4th District","",http://www.congress.gov.ph/members/images/16th/salimbangon-b.jpg,16,http://www.congress.gov.ph/members/search.php?id=salimbangon-b
salvacion-a,"Salvacion, Andres Jr. D.","Leyte, 3rd District","",http://www.congress.gov.ph/members/images/16th/salvacion-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=salvacion-a
santiago-e,"Santiago, Erlinda M.","",1 SAGIP,http://www.congress.gov.ph/members/images/16th/santiago-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=santiago-e
sarmiento-c,"Sarmiento, Cesar V.","Catanduanes, Lone District","",http://www.congress.gov.ph/members/images/16th/sarmiento-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=sarmiento-c
sarmiento-m,"Sarmiento, Mel Senen S.","Western Samar, 1st District","",http://www.congress.gov.ph/members/images/16th/sarmiento-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=sarmiento-m
sato-j,"Sato, Josephine R.","Occidental Mindoro, Lone District","",http://www.congress.gov.ph/members/images/16th/sato-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=sato-j
seneres-r,"Señeres, Roy Sr. V.","",OFW,http://www.congress.gov.ph/members/images/16th/seneres-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=seneres-r
sema-b,"Sema, Bai Sandra A.","Maguindanao and Cotabato City, 1st District","",http://www.congress.gov.ph/members/images/16th/sema-b.jpg,16,http://www.congress.gov.ph/members/search.php?id=sema-b
singson-e,"Singson, Eric D.","Ilocos Sur, 2nd District","",http://www.congress.gov.ph/members/images/16th/singson-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=singson-e
singson-r,"Singson, Ronald V.","Ilocos Sur, 1st District","",http://www.congress.gov.ph/members/images/16th/singson-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=singson-r
suansing-e,"Suansing, Estrellita B.","Nueva Ecija, 1st District","",http://www.congress.gov.ph/members/images/16th/suansing-e.jpg,16,http://www.congress.gov.ph/members/search.php?id=suansing-e
suarez-a,"Suarez, Aleta C.","Quezon, 3rd District","",http://www.congress.gov.ph/members/images/16th/suarez-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=suarez-a
sy-alvarado,"Sy-Alvarado, Ma. Victoria R.","Bulacan, 1st District","",http://www.congress.gov.ph/members/images/16th/sy-alvarado.jpg,16,http://www.congress.gov.ph/members/search.php?id=sy-alvarado
tambunting-g,"Tambunting, Gus S.","Parañaque City, 2nd District","",http://www.congress.gov.ph/members/images/16th/tambunting-g.jpg,16,http://www.congress.gov.ph/members/search.php?id=tambunting-g
tan-a,"Tan, Angelina ""Helen"" DL, M.D.","Quezon, 4th District","",http://www.congress.gov.ph/members/images/16th/tan-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=tan-a
tan-m,"Tan, Milagrosa T.","Western Samar, 2nd District","",http://www.congress.gov.ph/members/images/16th/tan-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=tan-m
tejada-j,"Tejada, Jose  I.","North Cotabato, 3rd District","",http://www.congress.gov.ph/members/images/16th/tejada-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=tejada-j
teodoro-m,"Teodoro, Marcelino R.","Marikina City, 1st District","",http://www.congress.gov.ph/members/images/16th/teodoro-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=teodoro-m
teves-p,"Teves, Pryde Henry A.","Negros Oriental, 3rd District","",http://www.congress.gov.ph/members/images/16th/teves-p.jpg,16,http://www.congress.gov.ph/members/search.php?id=teves-p
tiangco-t,"Tiangco, Tobias ""Toby"" M.","Navotas City, Lone District","",http://www.congress.gov.ph/members/images/16th/tiangco-t.jpg,16,http://www.congress.gov.ph/members/search.php?id=tiangco-t
tieng-w,"Tieng,  Irwin C.","",BUHAY,http://www.congress.gov.ph/members/images/16th/tieng-w.jpg,16,http://www.congress.gov.ph/members/search.php?id=tieng-w
ting-r,"Ting, Randolph S.","Cagayan, 3rd District","",http://www.congress.gov.ph/members/images/16th/ting-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=ting-r
tinio-a,"Tinio, Antonio L.","",ACT TEACHERS,http://www.congress.gov.ph/members/images/16th/tinio-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=tinio-a
tolentino-a,"Tolentino, Abraham ""Bambol"" N.","Cavite, 7th District","",http://www.congress.gov.ph/members/images/16th/tolentino-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=tolentino-a
trenas-j,"Treñas, Jerry P.","Iloilo City, Lone District","",http://www.congress.gov.ph/members/images/16th/trenas-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=trenas-j
tugna-s,"Tugna, Sherwin N.","",CIBAC,http://www.congress.gov.ph/members/images/16th/tugna-s.jpg,16,http://www.congress.gov.ph/members/search.php?id=tugna-s
tupas-n,"Tupas, Niel Jr. C.","Iloilo, 5th District","",http://www.congress.gov.ph/members/images/16th/tupas-n.jpg,16,http://www.congress.gov.ph/members/search.php?id=tupas-n
turabin-hataman,"Turabin-Hataman, Sitti Djalia A.","",AMIN,http://www.congress.gov.ph/members/images/16th/turabin-hataman.jpg,16,http://www.congress.gov.ph/members/search.php?id=turabin-hataman
ty-a,"Ty, Arnel U.","",LPGMA,http://www.congress.gov.ph/members/images/16th/ty-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=ty-a
umali-c,"Umali, Czarina D.","Nueva Ecija, 3rd District","",http://www.congress.gov.ph/members/images/16th/umali-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=umali-c
umali-r,"Umali, Reynaldo V.","Oriental Mindoro, 2nd District","",http://www.congress.gov.ph/members/images/16th/umali-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=umali-r
unabia-p,"Unabia, Peter ""Sr. Pedro"" M.","Misamis Oriental, 1st District","",http://www.congress.gov.ph/members/images/16th/unabia-p.jpg,16,http://www.congress.gov.ph/members/search.php?id=unabia-p
ungab-i,"Ungab, Isidro T.","Davao City, 3rd District","",http://www.congress.gov.ph/members/images/16th/ungab-i.jpg,16,http://www.congress.gov.ph/members/search.php?id=ungab-i
uy-j,"Uy, Juliette T.","Misamis Oriental, 2nd District","",http://www.congress.gov.ph/members/images/16th/uy-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=uy-j
uy-r,"Uy, Rolando ""Klarex"" A.","Cagayan De Oro City, 1st District","",http://www.congress.gov.ph/members/images/16th/uy-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=uy-r
vargas-a,"Vargas, Alfredo III D.","Quezon City, 5th District","",http://www.congress.gov.ph/members/images/16th/vargas-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=vargas-a
alfonso-ba,"Vargas-Alfonso, Baby Aline","Cagayan, 2nd District","",http://www.congress.gov.ph/members/images/16th/alfonso-ba.jpg,16,http://www.congress.gov.ph/members/search.php?id=alfonso-ba
velarde-m,"Velarde, Mariano Michael Jr. M.","",BUHAY,http://www.congress.gov.ph/members/images/16th/velarde-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=velarde-m
velasco-l,"Velasco, Lorna Q.","",AMA,http://www.congress.gov.ph/members/images/16th/velasco-l.jpg,16,http://www.congress.gov.ph/members/search.php?id=velasco-l
villanueva-n,"Villanueva, Noel L.","Tarlac, 3rd District","",http://www.congress.gov.ph/members/images/16th/villanueva-n.jpg,16,http://www.congress.gov.ph/members/search.php?id=villanueva-n
villar-m,"Villar, Mark A.","Las Piñas City, Lone District","",http://www.congress.gov.ph/members/images/16th/villar-m.jpg,16,http://www.congress.gov.ph/members/search.php?id=villar-m
villarica-l,"Villarica, Linabelle Ruth R.","Bulacan, 4th District","",http://www.congress.gov.ph/members/images/16th/villarica-l.jpg,16,http://www.congress.gov.ph/members/search.php?id=villarica-l
violago-j,"Violago, Joseph Gilbert F.","Nueva Ecija, 2nd District","",http://www.congress.gov.ph/members/images/16th/violago-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=violago-j
yap-a,"Yap, Arthur C.","Bohol, 3rd District","",http://www.congress.gov.ph/members/images/16th/yap-a.jpg,16,http://www.congress.gov.ph/members/search.php?id=yap-a
yap-s,"Yap, Susan A.","Tarlac, 2nd District","",http://www.congress.gov.ph/members/images/16th/yap-s.jpg,16,http://www.congress.gov.ph/members/search.php?id=yap-s
yu-v,"Yu, Victor J.","Zamboanga Del Sur, 1st District","",http://www.congress.gov.ph/members/images/16th/yu-v.jpg,16,http://www.congress.gov.ph/members/search.php?id=yu-v
zamora-c,"Zamora, Maria Carmen S.","Compostela Valley, 1st District","",http://www.congress.gov.ph/members/images/16th/zamora-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=zamora-c
zamora-r,"Zamora, Ronaldo B.","San Juan City, Lone District","",http://www.congress.gov.ph/members/images/16th/zamora-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=zamora-r
zarate-c,"Zarate, Carlos Isagani T.","",BAYAN MUNA,http://www.congress.gov.ph/members/images/16th/zarate-c.jpg,16,http://www.congress.gov.ph/members/search.php?id=zarate-c
zubiri-j,"Zubiri, Jose III F.","Bukidnon, 3rd District","",http://www.congress.gov.ph/members/images/16th/zubiri-j.jpg,16,http://www.congress.gov.ph/members/search.php?id=zubiri-j
abad-h,"Abad, Henedina R.","Batanes, Lone District","",http://www.congress.gov.ph/members/images/16th/abad-h.jpg,16,http://www.congress.gov.ph/members/search.php?id=abad-h
abaya-f,"Abaya, Francis Gerald A.","Cavite, 1st District","",http://www.congress.gov.ph/members/images/16th/abaya-f.jpg,16,http://www.congress.gov.ph/members/search.php?id=abaya-f
abayon-h,"Abayon, Harlin C.","Northern Samar, 1st District","",http://www.congress.gov.ph/members/images/16th/abayon-h.jpg,16,http://www.congress.gov.ph/members/search.php?id=abayon-h
abellanosa-r,"Abellanosa, Rodrigo A.","Cebu City, 2nd District","",http://www.congress.gov.ph/members/images/16th/abellanosa-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=abellanosa-r
abu-r,"Abu, Raneo E.","Batangas, 2nd District","",http://www.congress.gov.ph/members/images/16th/abu-r.jpg,16,http://www.congress.gov.ph/members/search.php?id=abu-r
abueg-f,"Abueg, Frederick ""Erick"" F.","Palawan, 2nd District","",http://www.congress.gov.ph/members/images/16th/abueg-f.jpg,16,http://www.congress.gov.ph/members/search.php?id=abueg-f
acedillo-f,"Acedillo, Francisco Ashley L.","",MAGDALO,http://www.congress.gov.ph/members/images/16th/acedillo-f.jpg,16,http://www.congress.gov.ph/members/search.php?id=acedillo-f
acharon-p,"Acharon, Pedro Jr. B.","South Cotabato, 1st District","",http://www.congress.gov.ph/members/images/16th/acharon-p.jpg,16,http://www.congress.gov.ph/members/search.php?id=acharon-p
zubiri-j,"","","","",16,http://www.congress.gov.ph/members/search.php?id=zubiri-j
