id,type,name__en,name__mr,name__hi,name__or,name__ar,name__pa,name__ta,name__as,name__bn,name__nl,identifier__quora,name__mai,name__zh_hant,name__zh_cn,name__it,name__fr,name__zh,start_date,name__te,name__ur,end_date,name__zh_hans,name__pt,name__es,name__de,name__ru,name__ko,name__ja,name__gu,name__kn,replaces,name__sa,identifier__lcauth,name__fa,name__ml,identifier__viaf,name__ne,name__ms,name__en_ca,name__en_gb,name__ca,identifier__britannica,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,replaced_by,name__bho,identifier__geonames,identifier__bnf,identifier__gnd
Q1606654,Lok Sabha constituency,Mangaldoi Lok Sabha constituency,मंगलदोई,मंगलदोई लोक सभा निर्वाचन क्षेत्र,ମଙ୍ଗଳଦୋଇ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,মঙ্গলদৈ,মঙ্গলদৈ লোকসভা কেন্দ্র,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1606665,Lok Sabha constituency,Karimganj Lok Sabha constituency,करीमगंज,करीमगंज लोक सभा निर्वाचन क्षेत्र,କରିମଗଞ୍ଜ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,কৰিমগঞ্জ,করিমগঞ্জ লোকসভা কেন্দ্র,,,करीमगंज लोक सभा निर्वाचन क्षेत्र,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1606670,Lok Sabha constituency,Kokrajhar Lok Sabha constituency,कोक्राझार,कोकराझार लोक सभा निर्वाचन क्षेत्र,କୋକରାଝର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,কোকৰাঝাৰ,কোকরাঝাড় লোকসভা কেন্দ্র,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1606679,Lok Sabha constituency,Autonomous District Lok Sabha constituency,स्वायत्त जिल्हा,स्वशासी जिला-असम लोक सभा निर्वाचन क्षेत्र,ଅଟୋନୋମୋସ୍ ଜିଲ୍ଲା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,স্বায়ত্ব শাসিত জিলা,স্বায়ত্ব শাসিত জিলা (লোকসভা কেন্দ্র),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1606690,Lok Sabha constituency,Dibrugarh Lok Sabha constituency,दिब्रुगड,डिब्रुगढ़ लोक सभा निर्वाचन क्षेत्र,ଡିବ୍ରୁଗଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,ডিব্ৰুগড়,ডিব্রুগড় লোকসভা কেন্দ্র,Dibrugarh,,,迪布魯格爾,迪布鲁格尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1606703,Lok Sabha constituency,Tezpur Lok Sabha constituency,तेझपूर,तेजपुर लोक सभा निर्वाचन क्षेत्र,ତେଜପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,তেজপুৰ,তেজপুর লোকসভা কেন্দ্র,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1609659,Lok Sabha constituency,Lakhimpur Lok Sabha constituency,लखिमपूर,लखीमपुर लोक सभा निर्वाचन क्षेत्र,ଲକ୍ଷ୍ମୀପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,লক্ষীমপুৰ,লখিমপুর লোকসভা কেন্দ্র,Lakhimpur,,,,,Lakhimpur,Lakhimpur,拉金普,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16193457,Lok Sabha constituency,Azamgarh Lok Sabha constituency,आझमगढ (लोकसभा मतदारसंघ),आज़मगढ़ लोक सभा निर्वाचन क्षेत्र,ଆଜମଗଡ଼ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਆਜ਼ਮਗੜ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16218065,Lok Sabha constituency,Bangalore City Lok Sabha constituency,,,,,,,,,Bangalore City,,,,,,,,,,,1962,,,,Lok-Sabha-Wahlkreis Bangalore City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556628,Lok Sabha constituency,Mukundapuram Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556629,Lok Sabha constituency,Periyakulam Lok Sabha constituency,,,,,,பெரியகுளம்,,,Periyakulam,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556630,Lok Sabha constituency,Sivakasi Lok Sabha constituency,,,,,,சிவகாசி,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,247387645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556631,Lok Sabha constituency,Tindivanam Lok Sabha constituency,टिंडिवनम (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556632,Lok Sabha constituency,Tiruchendur Lok Sabha constituency,तिरुचेंदुर (लोकसभा मतदारसंघ),,,,,திருச்செந்தூர்,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556633,Lok Sabha constituency,Tonk Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16556634,Lok Sabha constituency,Vandavasi Lok Sabha constituency,वंदवासी (लोकसभा मतदारसंघ),,ବାରଣାସୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வந்தவாசி,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1659299,Lok Sabha constituency,Mizoram Lok Sabha constituency,मिझोरम,मिज़ोरम लोक सभा निर्वाचन क्षेत्र,ମିଜୋରମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மிசோரம் மக்களவை உறுப்பினர்,মিজোৰাম,মিজোরাম,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1659305,Lok Sabha constituency,Arunachal West Lok Sabha constituency,पश्चिम अरुणाचल,अरुणाचल पश्चिम लोक सभा निर्वाचन क्षेत्र,ଅରୁଣାଚଳ ପଶ୍ଚିମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மேற்கு அருணாச்சலம் மக்களவைத் தொகுதி,অৰুণাচল পশ্চিম,অরুণাচল প্রদেশ পশ্চিম লোকসভা সমষ্টি,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1659313,Lok Sabha constituency,Nagaland Lok Sabha constituency,नागालँड,नागालैंड लोक सभा निर्वाचन क्षेत्र,ନାଗାଲାଣ୍ଡ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,நாகாலாந்து,নাগালেণ্ড,নাগাল্যান্ড,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1659321,Lok Sabha constituency,Sikkim Lok Sabha constituency,सिक्किम,सिक्किम लोक सभा निर्वाचन क्षेत्र,ସିକ୍କିମ୍ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,دائرة سيكيم لوك سابها الإنتخابية,,சிக்கிம் மக்களவை உறுப்பினர்,ছিক্কিম,সিক্কিম লোকসভা কেন্দ্র,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1659329,Lok Sabha constituency,Arunachal East Lok Sabha constituency,पूर्व अरुणाचल,अरुणाचल पूर्व लोक सभा निर्वाचन क्षेत्र,ଅରୁଣାଚଳ ପୂର୍ବ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கிழக்கு அருணாச்சலம் மக்களவைத் தொகுதி,অৰুণাচল পূব,অরুণাচল প্রদেশ পূর্ব লোকসভা সমষ্টি,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1780136,Lok Sabha constituency,Banda Lok Sabha constituency,बांदा,बांदा लोक सभा निर्वाचन क्षेत्र,ବାଣ୍ଡା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਬਾਂਦਾ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19891283,Lok Sabha constituency,Dehradun Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20065201,Lok Sabha constituency,Thiruvalla Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q255234,Lok Sabha constituency,Surguja Lok Sabha constituency,सरगुजा,सरगुजा लोक सभा निर्वाचन क्षेत्र,ସରଗୁଜା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2738086,Lok Sabha constituency,Osmanabad Lok Sabha constituency,उस्मानाबाद,उस्मानाबाद लोक सभा निर्वाचन क्षेत्र,ଉସ୍ମାନାବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,உஸ்மானாபாத் மக்களவைத் தொகுதி,,,,,,,,,,,,ఉస్మానాబాద్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2738103,Lok Sabha constituency,Ahmednagar Lok Sabha constituency,अहमदनगर लोकसभा मतदारसंघ,अहमदनगर लोक सभा निर्वाचन क्षेत्र,ଅହମ୍ମଦନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,அகமதுநகர் மக்களவைத் தொகுதி,,,Ahmednagar,,,,,,,,,అహ్మద్ నగర్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q279102,Lok Sabha constituency,Khargone Lok Sabha constituency,खरगौन (लोकसभा मतदारसंघ),खरगोन लोक सभा निर्वाचन क्षेत्र,ଖରଗୋନ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28179440,Lok Sabha constituency,Calcutta South East Lok Sabha constituency,,,,,,,,,,,,,,,,,1952,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2912408,Lok Sabha constituency,Chandrapur Lok Sabha constituency,चंद्रपूर (लोकसभा मतदारसंघ),चन्द्रपुर लोक सभा निर्वाचन क्षेत्र,ଚନ୍ଦ୍ରପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,சந்திரப்பூர் மக்களவைத் தொகுதி,,,Chandrapur,,,,,,,,,చంద్రాపూర్ లోకసభ నియోజకవర్గం,چندرپور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2912894,Lok Sabha constituency,Hingoli Lok Sabha constituency,हिंगोली,हिंगोली लोक सभा निर्वाचन क्षेत्र,ହିଙ୍ଗୋଲି ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,ஹிங்கோலி மக்களவைத் தொகுதி,,,,,,,,,,,,హింగోలి లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348171,Lok Sabha constituency,Kolkata Dakshin Lok Sabha constituency,कोलकाता दक्षिण,कोलकाता दक्षिण लोक सभा निर्वाचन क्षेत्र,କଲିକାତା ଦକ୍ଷିଣ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,কলকাতা দক্ষিণ,,,,,,,,,,,کوکاتا ڈکشن لوک سبھا حلقہ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348195,Lok Sabha constituency,Calcutta North East Lok Sabha constituency,कोलकाता उत्तर पूर्व,कलकत्ता उत्तर पूर्व,କଲିକତା ଉତ୍ତର ପୂର୍ବ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,কলকাতা উত্তর পূর্ব,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348198,Lok Sabha constituency,Jalpaiguri Lok Sabha constituency,जलपाइगुडी,जलपाईगुड़ी लोक सभा निर्वाचन क्षेत्र,ଜଲପାଇଗୁରି ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,জলপাইগুড়ি,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348210,Lok Sabha constituency,Uluberia Lok Sabha constituency,उलुबेरिया,उलूबेरिया लोक सभा निर्वाचन क्षेत्र,ଉଲୂବେରିୟା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,உலுபேரியா மக்களவைத் தொகுதி,,উলুবেড়িয়া,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348243,Lok Sabha constituency,Howrah Lok Sabha constituency,हावरा,हावड़ा लोक सभा निर्वाचन क्षेत्र,ହାୱଡ଼ା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,হাওড়া লোকসভা কেন্দ্র,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348315,Lok Sabha constituency,Calcutta North West Lok Sabha constituency,कोलकाता उत्तर पश्चिम,,,,,,,কলকাতা উত্তর পশ্চিম,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3351410,Lok Sabha constituency,Kanthi Lok Sabha constituency,काँटाई,कांथी लोक सभा निर्वाचन क्षेत्र,କାନ୍ଥୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கந்தி,,কাঁথি,,,,坎緹,,,Kanthi,,,కాంతి,کانتھی,,坎缇,Kanthi,Kanthi,Kanthi,Кантхи,칸티,カンシ,કાન્થી,ಕಾಂತಿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3351420,Lok Sabha constituency,Cooch Behar Lok Sabha constituency,कूच बिहार,कूचबिहार लोक सभा निर्वाचन क्षेत्र,କୂଚବିହାର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கூச் பிஹார்,,কোচবিহার,,,,,,,,,1957,,,,,,,,,,,,,North Bengal Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3351485,Lok Sabha constituency,Tamluk Lok Sabha constituency,तामलुक,तामलुक लोक सभा निर्वाचन क्षेत्र,ତାମଳୁକ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தாம்லுக் மக்களவைத் தொகுதி,,তমলুক,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3521014,Lok Sabha constituency,Bellary Lok Sabha constituency,बेळ्ळारी,बेल्लारी लोक सभा निर्वाचन क्षेत्र,ବେଲ୍ଲାରୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,பெல்லாரி,,,,,,,,,,,,బళ్ళారి లోకసభ నియోజకవర్గం,,,,,,Lok-Sabha-Wahlkreis Bellary,,,,,ಬಳ್ಳಾರಿ,,बळ्ळारीलोकसभाक्षेत्रम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3530684,Lok Sabha constituency,Andaman and Nicobar Islands Lok Sabha constituency,अंदमान आणि निकोबार द्वीपसमूह,अण्डमान और निकोबार द्वीपसमूह लोक सभा निर्वाचन क्षेत्र,ଅଣ୍ଡମାନ ଓ ନିକୋବାର ଦ୍ବୀପପୁଞ୍ଜ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,அந்தமான் நிக்கோபார் தீவுகள்,,,,,,,,,,安達曼-尼科巴群島,,,,,,,,,,,,,,,,n81023398,ادامان و نیکبار ایسلند (اتحادیه لاک سبها),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532414,Lok Sabha constituency,Tiruchengode Lok Sabha constituency,तिरुचेंगोडे,,,,,திருச்செங்கோடு,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532420,Lok Sabha constituency,Tiruchirappalli Lok Sabha constituency,तिरुचिरापल्ली,तिरुचिरापल्ली लोक सभा निर्वाचन क्षेत्र,ତିରୁଚିରାପଲ୍ଲୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,திருச்சிராப்பள்ளி,,,Tiruchirappalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532431,Lok Sabha constituency,Chennai South Lok Sabha constituency,चेन्नई दक्षिण,चेन्नई दक्षिण लोक सभा निर्वाचन क्षेत्र,ଚେନ୍ନାଇ ଦକ୍ଷିଣ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தென் சென்னை,,চেন্নাই দক্ষিণ,,,,,,,,,,చెన్నై దక్షిణ లోక్‌సభ నియోజకవర్గం,,,,,,Lok-Sabha-Wahlkreis Chennai South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532436,Lok Sabha constituency,Dharmapuri Lok Sabha constituency,धर्मपुरी,धर्मपुरी लोक सभा निर्वाचन क्षेत्र,ଧର୍ମପୁରୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தர்மபுரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532441,Lok Sabha constituency,Rasipuram Lok Sabha constituency,रासिपुरम,,,,,இராசிபுரம்,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532474,Lok Sabha constituency,Chennai Central Lok Sabha constituency,चेन्नई मध्य,चेन्नई मध्य लोक सभा निर्वाचन क्षेत्र,ଚେନ୍ନାଇ ମଧ୍ୟ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மத்திய சென்னை,,,,,,,,,,,,,,,,,,Lok-Sabha-Wahlkreis Chennai Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532480,Lok Sabha constituency,Karur Lok Sabha constituency,करुर,करूर लोक सभा निर्वाचन क्षेत्र,କରୂର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,கரூர்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532485,Lok Sabha constituency,Nagercoil Lok Sabha constituency,नागरकोविल,,,,,நாகர்கோவில்,,,Nagercoil,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532492,Lok Sabha constituency,Ramanathapuram Lok Sabha constituency,रामनाथपुरम,रामनाथपुरम लोक सभा निर्वाचन क्षेत्र,ରାମନାଥପୁରମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,இராமநாதபுரம்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3532542,Lok Sabha constituency,Chengalpattu Lok Sabha constituency,चेंगलपट्टू,,,,,செங்கல்பட்டு,,,,,,,,,,,,,,2008,,,,Lok-Sabha-Wahlkreis Chengalpattu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
