id,position,label,description,start_date,constituency,term,election,end_date,replaced_by,replaces
Q16980099,Q42509248,Member of the 16th Lok Sabha,"","",Tumkur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tumkur Lok Sabha constituency,,,
Q16980113,Q42509248,Member of the 16th Lok Sabha,"","",Raichur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Raichur Lok Sabha constituency,,,
Q16980133,Q42509248,Member of the 16th Lok Sabha,"","",Thanjavur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Thanjavur Lok Sabha constituency,,,
Q16980158,Q42509248,Member of the 16th Lok Sabha,"","",Tirunelveli Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tirunelveli Lok Sabha constituency,,,
Q16980162,Q42509248,Member of the 16th Lok Sabha,"","",Virudhunagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Virudhunagar Lok Sabha constituency,,,
Q16980167,Q42509248,Member of the 16th Lok Sabha,"","",Viluppuram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Viluppuram Lok Sabha constituency,,,
Q17037417,Q42509248,Member of the 16th Lok Sabha,"","",Chennai South Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chennai South Lok Sabha constituency,,,
Q17037862,Q42509248,Member of the 16th Lok Sabha,"","",Sambhal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sambhal Lok Sabha constituency,,,
Q17037885,Q24529702,Member of the Madhya Pradesh Legislative Assembly,political position in India,"",,,,,,
Q17037885,Q42509248,Member of the 16th Lok Sabha,"","",Khajuraho Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Khajuraho Lok Sabha constituency,,,
Q17037906,Q42509248,Member of the 16th Lok Sabha,"","",Chennai North Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chennai North Lok Sabha constituency,,,
Q17037909,Q42509248,Member of the 16th Lok Sabha,"","",Chennai Central Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chennai Central Lok Sabha constituency,,,
Q17068009,Q42509248,Member of the 16th Lok Sabha,"","",Jahanabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jahanabad Lok Sabha constituency,,,
Q17090446,Q42509248,Member of the 16th Lok Sabha,"","",Akbarpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Akbarpur Lok Sabha constituency,,,
Q17090446,Q56051771,Member of the 17th Lok Sabha,"","",Akbarpur Lok Sabha constituency,17th Lok Sabha,,,,
Q17090493,Q42509248,Member of the 16th Lok Sabha,"","",Bhadohi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Bhadohi Lok Sabha constituency,,,
Q17090493,Q56051771,Member of the 17th Lok Sabha,"","",Ballia Lok Sabha constituency,17th Lok Sabha,,,,
Q17090502,Q42509248,Member of the 16th Lok Sabha,"","",Nagina Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nagina Lok Sabha constituency,,,
Q17093262,Q42509248,Member of the 16th Lok Sabha,"","",Kaushambi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kaushambi Lok Sabha constituency,,,
Q17093262,Q56051771,Member of the 17th Lok Sabha,"","",Kaushambi Lok Sabha constituency,17th Lok Sabha,,,,
Q17098870,Q19007052,Member of the West Bengal Legislative Assembly,political position in India,"",,,,,,
Q17098870,Q42509248,Member of the 16th Lok Sabha,"",2014,Alipurduars Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Alipurduars Lok Sabha constituency,,,Manohar Tirkey
Q17099426,Q42509248,Member of the 16th Lok Sabha,"","",Sant Kabir Nagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sant Kabir Nagar Lok Sabha constituency,,,
Q17278679,Q42509248,Member of the 16th Lok Sabha,"","",Pratapgarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Pratapgarh Lok Sabha constituency,,,
Q18062152,Q42509248,Member of the 16th Lok Sabha,"","",Medak Lok Sabha constituency,16th Lok Sabha,,,,
Q18062152,Q56051771,Member of the 17th Lok Sabha,"","",Medak Lok Sabha constituency,17th Lok Sabha,,,,
Q18066939,Q42509248,Member of the 16th Lok Sabha,"","",Vadodara Lok Sabha constituency,16th Lok Sabha,,,,
Q18066939,Q56051771,Member of the 17th Lok Sabha,"","",Vadodara Lok Sabha constituency,17th Lok Sabha,,,,
Q18145581,Q42509248,Member of the 16th Lok Sabha,"","",Mainpuri Lok Sabha constituency,16th Lok Sabha,,,,
Q18325951,Q42509248,Member of the 16th Lok Sabha,"",2014-10-19,Kandhamal Lok Sabha constituency,16th Lok Sabha,,,Hemendra Chandra Singh,
Q18327340,Q42509248,Member of the 16th Lok Sabha,"",2014-10-19,Beed Lok Sabha constituency,16th Lok Sabha,,,,Gopinath Munde
Q18327340,Q56051771,Member of the 17th Lok Sabha,"","",Beed Lok Sabha constituency,17th Lok Sabha,,,,
Q195616,Q42509248,Member of the 16th Lok Sabha,"",2014-05,Thiruvananthapuram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Thiruvananthapuram Lok Sabha constituency,,,
Q195616,Q42509330,Member of the 15th Lok Sabha,"",2009-05-23,Thiruvananthapuram Lok Sabha constituency,15th Lok Sabha,,2014-04-18,,Pannyan Raveendran
Q195616,Q56051771,Member of the 17th Lok Sabha,"","",Thiruvananthapuram Lok Sabha constituency,17th Lok Sabha,,,,
Q2038656,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Gurdaspur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gurdaspur Lok Sabha constituency,2017-04-27,,Pratap Singh Bajwa
Q2038656,Q42510875,Member of the 13th Lok Sabha,"","",Gurdaspur Lok Sabha constituency,,,,,
Q2038656,Q42513698,Member of the 12th Lok Sabha,"","",Gurdaspur Lok Sabha constituency,,,,,
Q2045095,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q2045095,Q18055586,Member of the Himachal Pradesh Legislative Assembly,political position in India,"",,,,,,
Q2045095,Q3525212,"Ministry of Consumer Affairs, Food and Public Distribution",government ministry of India,"",,,,,,
Q2045095,Q42509248,Member of the 16th Lok Sabha,"","",Kangra Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kangra Lok Sabha constituency,,,
Q2045095,Q42510875,Member of the 13th Lok Sabha,"","",Kangra Lok Sabha constituency,,,,,
Q2045095,Q42513698,Member of the 12th Lok Sabha,"","",Kangra Lok Sabha constituency,,,,,
Q20562895,Q42509248,Member of the 16th Lok Sabha,"","",Ongole Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ongole Lok Sabha constituency,2018-06-20,,
Q20608553,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Faridkot Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Faridkot Lok Sabha constituency,,,Paramjit Kaur Gulshan
Q20716074,Q42509248,Member of the 16th Lok Sabha,"",2014,Bangaon Lok Sabha constituency,16th Lok Sabha,,,,Kapil Krishna Thakur
Q2604936,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q2604936,Q3440901,Minister of Home Affairs,head of the Ministry of Home Affairs in India,1996-05-16,,,,1996-06-01,,
Q2604936,Q42509248,Member of the 16th Lok Sabha,"","",Kanpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kanpur Lok Sabha constituency,,,
Q2604936,Q42509330,Member of the 15th Lok Sabha,"",2009,Varanasi Lok Sabha constituency,,,2014,Narendra Modi,Rajesh Kumar Mishra
Q2604936,Q42510875,Member of the 13th Lok Sabha,"","",Allahabad Lok Sabha constituency,,,,,
Q2604936,Q42513698,Member of the 12th Lok Sabha,"","",Allahabad Lok Sabha constituency,,,,,
Q2604936,Q42529900,Member of the 11th Lok Sabha,"","",Allahabad Lok Sabha constituency,,,,,
Q2604936,Q4294472,Ministry of Science and Technology,government ministry in India,1999-05-19,,,,2004-05-22,Kapil Sibal,
Q2604936,Q4294642,Ministry of Human Resource Development,Indian government ministry,1998-05-19,Rajya Sabha,,,2004-05-22,Arjun Singh,
Q2728260,Q42509248,Member of the 16th Lok Sabha,"","",Darbhanga Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Darbhanga Lok Sabha constituency,,,
Q2728260,Q42509330,Member of the 15th Lok Sabha,"","",Darbhanga Lok Sabha constituency,15th Lok Sabha,,,,
Q2728260,Q42510875,Member of the 13th Lok Sabha,"","",Darbhanga Lok Sabha constituency,,,,,
Q2728775,Q42509248,Member of the 16th Lok Sabha,"","",Sultanpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sultanpur Lok Sabha constituency,,,
Q2728775,Q42509330,Member of the 15th Lok Sabha,"",2009,Pilibhit Lok Sabha constituency,,,,,Maneka Gandhi
Q2728775,Q56051771,Member of the 17th Lok Sabha,"","",Pilibhit Lok Sabha constituency,17th Lok Sabha,,,,
Q2736550,Q18039836,Member of the Uttar Pradesh Legislative Assembly,political position in India,"",,,,,,
Q2736550,Q28966983,Chief Minister of Uttar Pradesh,"",1989-12-05,,,,1991-06-24,,
Q2736550,Q28966983,Chief Minister of Uttar Pradesh,"",1993-12-04,,,,1995-06-03,,
Q2736550,Q28966983,Chief Minister of Uttar Pradesh,"",2003-08-29,,,,2007-05-13,Mayawati,Mayawati
Q2736550,Q42509248,Member of the 16th Lok Sabha,"","",Azamgarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Azamgarh Lok Sabha constituency,,,
Q2736550,Q42509330,Member of the 15th Lok Sabha,"","",Mainpuri Lok Sabha constituency,,,,,
Q2736550,Q42510875,Member of the 13th Lok Sabha,"","",Sambhal Lok Sabha constituency,,,,,
Q2736550,Q42513698,Member of the 12th Lok Sabha,"","",Sambhal Lok Sabha constituency,,,,,
Q2736550,Q42529900,Member of the 11th Lok Sabha,"","",Mainpuri Lok Sabha constituency,,,,,
Q2736550,Q56051771,Member of the 17th Lok Sabha,"","",Mainpuri Lok Sabha constituency,17th Lok Sabha,,,,
Q2739159,Q42509248,Member of the 16th Lok Sabha,"","",Pilibhit Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Pilibhit Lok Sabha constituency,,,
Q2739159,Q42509330,Member of the 15th Lok Sabha,"","",Aonla Lok Sabha constituency,,,,,
Q2739159,Q42510875,Member of the 13th Lok Sabha,"","",Pilibhit Lok Sabha constituency,,,,,
Q2739159,Q42513698,Member of the 12th Lok Sabha,"","",Pilibhit Lok Sabha constituency,,,,,
Q2739159,Q42529900,Member of the 11th Lok Sabha,"","",Pilibhit Lok Sabha constituency,,,,,
Q2739159,Q56051771,Member of the 17th Lok Sabha,"","",Sultanpur Lok Sabha constituency,17th Lok Sabha,,,,
Q2741772,Q24529708,Member of the Meghalaya Legislative Assembly,"","",,,,,,
Q2741772,Q3344881,Speaker of the Lok Sabha,presiding officer of the lower house of the Parliament of India,1996-05-25,Tura Lok Sabha constituency,,,1998-03-23,G. M. C. Balayogi,Shivraj Patil
Q2741772,Q42509248,Member of the 16th Lok Sabha,"","",Tura Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tura Lok Sabha constituency,2016-03-05,Conrad Sangma,
Q2741772,Q42510875,Member of the 13th Lok Sabha,"","",Tura Lok Sabha constituency,,,,,
Q3109128,Q16934521,Minister of Water Resources,indian minister,2014-05-26,,,,,,
Q3109128,Q24529702,Member of the Madhya Pradesh Legislative Assembly,political position in India,"",,,,,,
Q3109128,Q42509248,Member of the 16th Lok Sabha,"",2014-05-16,Jhansi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jhansi Lok Sabha constituency,,,Pradeep Jain Aditya
Q3109128,Q42510875,Member of the 13th Lok Sabha,"","",Bhopal Lok Sabha constituency,,,,,
Q3109128,Q42513698,Member of the 12th Lok Sabha,"","",Khajuraho Lok Sabha constituency,,,,,
Q3109128,Q42529900,Member of the 11th Lok Sabha,"","",Khajuraho Lok Sabha constituency,,,,,
Q3123705,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Ahmedabad East Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ahmedabad East Lok Sabha constituency,,,
Q3210225,Q42509248,Member of the 16th Lok Sabha,"","",Hyderabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hyderabad Lok Sabha constituency,,,
Q3210225,Q42509330,Member of the 15th Lok Sabha,"","",Hyderabad Lok Sabha constituency,,,,,
Q3210225,Q56051771,Member of the 17th Lok Sabha,"","",Hyderabad Lok Sabha constituency,17th Lok Sabha,,,,
Q3345623,Q13119774,Member of the Maharashtra Legislative Assembly,political position in India,"",,,,,,
Q3345623,Q221922,Chief Minister of Maharashtra,Head of Indian State of Maharashtra,2008-12-08,,,,2010-11-09,,
Q3345623,Q24529704,Member of the Maharashtra Legislature,"","",,,,,,
Q3345623,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Nanded Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nanded Lok Sabha constituency,,,Bhaskarrao Bapurao Khatgaonkar Patil
Q33635,Q17324844,member of the Rajya Sabha,"",2003-08-27,,,,2009-08-26,,
Q33635,Q42509248,Member of the 16th Lok Sabha,"",2014-05-16,Mathura Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Mathura Lok Sabha constituency,,,Jayant Chaudhary
Q33635,Q56051771,Member of the 17th Lok Sabha,"","",Mathura Lok Sabha constituency,17th Lok Sabha,,,,
Q3504520,Q16875646,Minister of Shipping (India),"",2014-05-26,,,,,,G. K. Vasan
Q3504520,Q24529704,Member of the Maharashtra Legislature,"","",,,,,,
Q3504520,Q3526627,Member of a Legislative Assembly of India,member of a state government of India,"",,,,,,
Q3504520,Q42509248,Member of the 16th Lok Sabha,"","",Nagpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nagpur Lok Sabha constituency,,,
Q3504520,Q56051771,Member of the 17th Lok Sabha,"","",Nagpur Lok Sabha constituency,17th Lok Sabha,,,,
Q3504520,Q6866308,Minister of Road Transport and Highways,"",2014-05-26,,,,,,Oscar Fernandes
Q3506475,Q18039836,Member of the Uttar Pradesh Legislative Assembly,political position in India,"",,,,,,
Q3506475,Q3440901,Minister of Home Affairs,head of the Ministry of Home Affairs in India,2014-05-26,,,,,,
Q3506475,Q42509248,Member of the 16th Lok Sabha,"","",Lucknow Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Lucknow Lok Sabha constituency,,,
Q3506475,Q42509330,Member of the 15th Lok Sabha,"","",Ghaziabad Lok Sabha constituency,,,,,
Q3506475,Q56051771,Member of the 17th Lok Sabha,"","",Lucknow Lok Sabha constituency,17th Lok Sabha,,,,
Q3519659,Q24525419,Member of the Karnataka Legislative Assembly,political position in India,"",,,,,,
Q3519659,Q42509248,Member of the 16th Lok Sabha,"","",Chikballapur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Chikkballapur Lok Sabha constituency,,,
Q3519659,Q42509330,Member of the 15th Lok Sabha,"","",Chikballapur Lok Sabha constituency,,,,,
Q3522405,Q18039836,Member of the Uttar Pradesh Legislative Assembly,political position in India,"",,,,,,
Q3522405,Q18055681,Member of the Uttarakhand Legislative Assembly,political position in India,"",,,,,,
Q3522405,Q42509248,Member of the 16th Lok Sabha,"","",Haridwar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hardwar Lok Sabha constituency,,,
Q3522405,Q56051771,Member of the 17th Lok Sabha,"","",Haridwar Lok Sabha constituency,17th Lok Sabha,,,,
Q3525366,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q3525366,Q42509248,Member of the 16th Lok Sabha,"",2014,Barrackpore Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Barrackpore Lok Sabha constituency,,,Dinesh Trivedi
Q3525366,Q42509330,Member of the 15th Lok Sabha,"",2009,Barrackpore Lok Sabha constituency,15th Lok Sabha,,2014,Dinesh Trivedi,Tarit Baran Topdar
Q3525366,Q6866301,Minister of Railways,head of the Ministry of Railways in India,2011-07-13,,,,2012-03-18,Mukul Roy,Mamata Banerjee
Q3530214,Q24541525,Member of the Nagaland Legislative Assembly,political position in India,"",,,,,,
Q3530214,Q42509248,Member of the 16th Lok Sabha,"","",Nagaland Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Nagaland Lok Sabha constituency,2018-02-28,,
Q3530214,Q55018648,Chief Minister of Nagaland,chief minister of a state in India,2003-03-06,,,,2008-01-03,President's rule,S. C. Jamir
Q3530214,Q55018648,Chief Minister of Nagaland,chief minister of a state in India,2008-03-12,,,,2014-05-24,T. R. Zeliang,President's rule
Q3530214,Q55018648,Chief Minister of Nagaland,chief minister of a state in India,2018-03-08,,,,,,T. R. Zeliang
Q3595241,Q42509248,Member of the 16th Lok Sabha,"","",Vadakara Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Vadakara Lok Sabha constituency,,,
Q3595241,Q42509330,Member of the 15th Lok Sabha,"","",Vadakara Lok Sabha constituency,,,,,
Q3595241,Q42513698,Member of the 12th Lok Sabha,"","",Kannur Lok Sabha constituency,,,,,
Q3595241,Q42529900,Member of the 11th Lok Sabha,"","",Kannur Lok Sabha constituency,,,,,
Q3595242,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q3595242,Q42509248,Member of the 16th Lok Sabha,"","",Patna Sahib Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Patna Sahib Lok Sabha constituency,,,
Q3595242,Q42509330,Member of the 15th Lok Sabha,"","",Patna Sahib Lok Sabha constituency,,,,,
Q3595482,Q42509248,Member of the 16th Lok Sabha,"","",Khunti Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Khunti Lok Sabha constituency,,,
Q3595482,Q42509330,Member of the 15th Lok Sabha,"","",Khunti Lok Sabha constituency,,,,,
Q3595482,Q42510875,Member of the 13th Lok Sabha,"","",Khunti Lok Sabha constituency,,,,,
Q3595482,Q5261083,Deputy Speaker of Lok Sabha,"","",,,,,,
Q3595525,Q19468152,Member of the Kerala Legislative Assembly,political position in India,"",,,,,,
Q3595525,Q3524953,Ministry of External Affairs,Runs the diplomatic relations of the Republic of India with other countries,2011-01,,,,,,
Q3595525,Q42509248,Member of the 16th Lok Sabha,"","",Malappuram Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Malappuram Lok Sabha constituency,2017-02-01,P. K. Kunhalikutty,
Q3595525,Q42509330,Member of the 15th Lok Sabha,"","",Malappuram Lok Sabha constituency,15th Lok Sabha,,,,
Q3595525,Q42510875,Member of the 13th Lok Sabha,"","",Manjeri Lok Sabha constituency,,,,,
Q3595525,Q42513698,Member of the 12th Lok Sabha,"","",Manjeri Lok Sabha constituency,,,,,
Q3595525,Q42529900,Member of the 11th Lok Sabha,"","",Manjeri Lok Sabha constituency,,,,,
Q3630187,Q18055681,Member of the Uttarakhand Legislative Assembly,political position in India,"",,,,,,
Q3630187,Q42509248,Member of the 16th Lok Sabha,"","",Garhwal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Garhwal Lok Sabha constituency,,,
Q3630187,Q42510875,Member of the 13th Lok Sabha,"","",Garhwal Lok Sabha constituency,,,,,
Q3630187,Q42513698,Member of the 12th Lok Sabha,"","",Garhwal Lok Sabha constituency,,,,,
Q3630358,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q3630358,Q24525324,Member of the Jharkhand Legislative Assembly,political position in India,"",,,,,,
Q3630358,Q42509248,Member of the 16th Lok Sabha,"","",Dumka Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dumka Lok Sabha constituency,,,
Q3630358,Q42509330,Member of the 15th Lok Sabha,"","",Dumka Lok Sabha constituency,,,,,
Q3633236,Q1516776,Chief Minister of Punjab,head of a state in India,2002-02-26,,,,2007-03-01,Parkash Singh Badal,Parkash Singh Badal
Q3633236,Q1516776,Chief Minister of Punjab,head of a state in India,2017-03-16,,,,,,Parkash Singh Badal
Q3633236,Q24340550,Member of the Punjab Legislative Assembly,political position in India,"",,,,,,
Q3633236,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Amritsar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Amritsar Lok Sabha constituency,2016,,
Q3633236,Q6733257,Maharaja of Patiala,maharaja in India,1974,,,,,,Yadavindra Singh
Q3634892,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q3634892,Q24457068,Member of the Bihar Legislative Assembly,political position in India,1994,,,,1995,,
Q3634892,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Saran Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Saran Lok Sabha constituency,,,Lalu Prasad Yadav
Q3634892,Q42510875,Member of the 13th Lok Sabha,"","",Chapra Lok Sabha constituency,,,,,
Q3634892,Q42529900,Member of the 11th Lok Sabha,"","",Chapra Lok Sabha constituency,,,,,
Q3634892,Q56051771,Member of the 17th Lok Sabha,"","",Saran Lok Sabha constituency,17th Lok Sabha,,,,
Q3763994,Q42509248,Member of the 16th Lok Sabha,"","",Narasaraopet Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Narasaraopet Lok Sabha constituency,,,
Q3763994,Q42509330,Member of the 15th Lok Sabha,"","",Guntur Lok Sabha constituency,,,,,
Q3763994,Q42510526,Member of the 14th Lok Sabha,"","",Guntur Lok Sabha constituency,,,,,
Q3763994,Q42513698,Member of the 12th Lok Sabha,"","",Guntur Lok Sabha constituency,,,,,
Q3763994,Q42529900,Member of the 11th Lok Sabha,"","",Guntur Lok Sabha constituency,,,,,
Q377870,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q377870,Q192711,Prime Minister of India,head of the Indian government,1996-06-01,,,,1997-04-21,I. K. Gujral,Atal Bihari Vajpayee
Q377870,Q24525419,Member of the Karnataka Legislative Assembly,political position in India,"",,,,,,
Q377870,Q3440901,Minister of Home Affairs,head of the Ministry of Home Affairs in India,1996-06-01,,,,1996-06-29,Indrajit Gupta,Murli Manohar Joshi
Q377870,Q42509248,Member of the 16th Lok Sabha,"","",Hassan Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Hassan Lok Sabha constituency,,,
Q377870,Q42509330,Member of the 15th Lok Sabha,"","",Hassan Lok Sabha constituency,,,,,
Q377870,Q42510526,Member of the 14th Lok Sabha,"","",Hassan Lok Sabha constituency,,,,,
Q377870,Q42529724,Member of the 10th Lok Sabha,"","",Hassan Lok Sabha constituency,,,,,
Q377870,Q53761260,Chief Minister of Karnataka,head of government of the Indian state of Karnataka,1994-12-11,,,,1996-05-31,J. H. Patel,Veerappa Moily
Q4285853,Q42509248,Member of the 16th Lok Sabha,"","",Cuttack Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Cuttack Lok Sabha constituency,,,
Q4285853,Q42509330,Member of the 15th Lok Sabha,"","",Cuttack Lok Sabha constituency,,,,,
Q4285853,Q42510875,Member of the 13th Lok Sabha,"","",Cuttack Lok Sabha constituency,,,,,
Q4285853,Q42513698,Member of the 12th Lok Sabha,"","",Cuttack Lok Sabha constituency,,,,,
Q4285853,Q56051771,Member of the 17th Lok Sabha,"","",Cuttack Lok Sabha constituency,17th Lok Sabha,,,,
Q45977,Q42509248,Member of the 16th Lok Sabha,"","",Sikkim Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Sikkim Lok Sabha constituency,,,
Q4648386,Q42509248,Member of the 16th Lok Sabha,"","",Attingal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Attingal Lok Sabha constituency,,,
Q4648386,Q42509330,Member of the 15th Lok Sabha,"","",Attingal Lok Sabha constituency,,,,,
Q4648386,Q42529900,Member of the 11th Lok Sabha,"","",Chirayinkil Lok Sabha constituency,,,,,
Q4667397,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Jangipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jangipur Lok Sabha constituency,,,Abhijit Mukherjee
Q4667397,Q42509330,Member of the 15th Lok Sabha,"",2012,Jangipur Lok Sabha constituency,15th Lok Sabha,,2014,Abhijit Mukherjee,Pranab Mukherjee
Q4667463,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Diamond Harbour Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Diamond Harbour Lok Sabha constituency,,,Somendra Nath Mitra
Q4667463,Q56051771,Member of the 17th Lok Sabha,"","",Diamond Harbour Lok Sabha constituency,17th Lok Sabha,,,,
Q4670199,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Maldaha Dakshin Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Maldaha Dakshin Lok Sabha constituency,,,Abu Hasem Khan Choudhury
Q4670199,Q42509330,Member of the 15th Lok Sabha,"",2009,Maldaha Dakshin Lok Sabha constituency,15th Lok Sabha,,2014-05-18,Abu Hasem Khan Choudhury,""
Q4670199,Q42510526,Member of the 14th Lok Sabha,"",2006,Malda Lok Sabha constituency,14th Lok Sabha,,2009,"",Abu Barkat Ataur Ghani Khan Choudhury
Q4670199,Q56051771,Member of the 17th Lok Sabha,"","",Maldaha Dakshin Lok Sabha constituency,17th Lok Sabha,,,,
Q4682540,Q42509248,Member of the 16th Lok Sabha,"",2014-05-18,Baharampur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Baharampur Lok Sabha constituency,,,Adhir Ranjan Chowdhury
Q4682540,Q42509330,Member of the 15th Lok Sabha,"",2009,Baharampur Lok Sabha constituency,15th Lok Sabha,,2014,Adhir Ranjan Chowdhury,Adhir Ranjan Chowdhury
Q4682540,Q42510526,Member of the 14th Lok Sabha,"",2004,Baharampur Lok Sabha constituency,14th Lok Sabha,,2009,Adhir Ranjan Chowdhury,Adhir Ranjan Chowdhury
Q4682540,Q42510875,Member of the 13th Lok Sabha,"",1999,Baharampur Lok Sabha constituency,13th Lok Sabha,,2004,Adhir Ranjan Chowdhury,Promothes Mukherjee
Q4682540,Q56051771,Member of the 17th Lok Sabha,"","",Baharampur Lok Sabha constituency,17th Lok Sabha,,,,
Q4683097,Q28966983,Chief Minister of Uttar Pradesh,"",2017-03-19,,,,,,Akhilesh Yadav
Q4683097,Q42509248,Member of the 16th Lok Sabha,"","",Gorakhpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gorakhpur Lok Sabha constituency,2017-09-21,Praveen Kumar Nishad,
Q4683097,Q42509330,Member of the 15th Lok Sabha,"",1998,Gorakhpur Lok Sabha constituency,15th Lok Sabha,,,,
Q468324,Q1708557,Deputy Prime Minister of India,"",2002-02-05,,,,2004-05-22,"",Chaudhary Devi Lal
Q468324,Q1708557,Deputy Prime Minister of India,"",2002-06-29,,,,2004-05-22,,Chaudhary Devi Lal
Q468324,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q468324,Q3440901,Minister of Home Affairs,head of the Ministry of Home Affairs in India,1998-03-19,,,,2004-05-22,Shivraj Patil,Indrajit Gupta
Q468324,Q42509248,Member of the 16th Lok Sabha,"","",Gandhinagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Gandhinagar Lok Sabha constituency,,,
Q468324,Q42509330,Member of the 15th Lok Sabha,"","",Gandhinagar Lok Sabha constituency,15th Lok Sabha,,,,
Q468324,Q42510875,Member of the 13th Lok Sabha,"","",Gandhinagar Lok Sabha constituency,,,,,
Q468324,Q42513698,Member of the 12th Lok Sabha,"","",Gandhinagar Lok Sabha constituency,,,,,
Q468324,Q42529900,Member of the 11th Lok Sabha,"","",Gandhinagar Lok Sabha constituency,,,,,
Q468324,Q63098740,Leader of the Opposition in the Rajya Sabha,"",1980-01-21,,,,1980-04-07,P. Shiv Shankar,Kamalapati Tripathi
Q468324,Q6866209,Minister of Information and Broadcasting,Minister in India,1977-03-24,,,,1980-07-28,,
Q4751376,Q42509248,Member of the 16th Lok Sabha,"","",Amravati Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Amravati Lok Sabha constituency,,,
