id,position,label,description,start_date,constituency,term,election,end_date,replaced_by,replaces
Q7499274,Q42509248,Member of the 16th Lok Sabha,"","",Shirur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Shirur Lok Sabha constituency,,,
Q7499274,Q42509330,Member of the 15th Lok Sabha,"","",,15th Lok Sabha,,,,
Q7499274,Q42510526,Member of the 14th Lok Sabha,"",2004,Shirur Lok Sabha constituency,14th Lok Sabha,,,,
Q7499405,Q42509248,Member of the 16th Lok Sabha,"","",Haveri Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Haveri Lok Sabha constituency,,,
Q7499405,Q42509330,Member of the 15th Lok Sabha,"","",Haveri Lok Sabha constituency,,,,,
Q7499405,Q56051771,Member of the 17th Lok Sabha,"","",Haveri Lok Sabha constituency,17th Lok Sabha,,,,
Q7499789,Q42509248,Member of the 16th Lok Sabha,"","",Udupi Chikmagalur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Udupi Chikmagalur Lok Sabha constituency,,,
Q7499789,Q56051771,Member of the 17th Lok Sabha,"","",Udupi Chikmagalur Lok Sabha constituency,17th Lok Sabha,,,,
Q7504173,Q42509248,Member of the 16th Lok Sabha,"","",North Goa Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in North Goa Lok Sabha constituency,,,
Q7504173,Q42509330,Member of the 15th Lok Sabha,"","",North Goa Lok Sabha constituency,,,,,
Q7504173,Q42510875,Member of the 13th Lok Sabha,"","",South Goa Lok Sabha constituency,,,,,
Q7504173,Q56051771,Member of the 17th Lok Sabha,"","",North Goa Lok Sabha constituency,17th Lok Sabha,,,,
Q7505951,Q42509248,Member of the 16th Lok Sabha,"","",Allahabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Allahabad Lok Sabha constituency,,,
Q7508087,Q42509248,Member of the 16th Lok Sabha,"","",Berhampur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Berhampur Lok Sabha constituency,,,
Q7508087,Q42509330,Member of the 15th Lok Sabha,"","",Berhampur Lok Sabha constituency,,,,,
Q7530834,Q42509248,Member of the 16th Lok Sabha,"",2014,Kanthi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kanthi Lok Sabha constituency,,,Sisir Adhikari
Q7530834,Q42509330,Member of the 15th Lok Sabha,"",2009,Kanthi Lok Sabha constituency,15th Lok Sabha,,2014,Sisir Adhikari,Prasanta Pradhan
Q7530834,Q56051771,Member of the 17th Lok Sabha,"","",Kanthi Lok Sabha constituency,17th Lok Sabha,,,,
Q7560722,Q42509248,Member of the 16th Lok Sabha,"",2014-05,Barmer Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Barmer Lok Sabha constituency,,,
Q7560722,Q42510875,Member of the 13th Lok Sabha,"","",Barmer Lok Sabha constituency,,,,,
Q7560722,Q42513698,Member of the 12th Lok Sabha,"","",Barmer Lok Sabha constituency,,,,,
Q7560722,Q42529900,Member of the 11th Lok Sabha,"","",Barmer Lok Sabha constituency,,,,,
Q7631901,Q19007052,Member of the West Bengal Legislative Assembly,political position in India,"",,,,,,
Q7631901,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Kolkata Dakshin Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kolkata Dakshin Lok Sabha constituency,,,Subrata Bakshi
Q7631901,Q42509330,Member of the 15th Lok Sabha,"",2011-12-04,Kolkata Dakshin Lok Sabha constituency,15th Lok Sabha,,2014-05-18,Subrata Bakshi,Mamata Banerjee
Q7633454,Q42509248,Member of the 16th Lok Sabha,"","",Lohardaga Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Lohardaga Lok Sabha constituency,,,
Q7633454,Q42509330,Member of the 15th Lok Sabha,"",2009,Lohardaga Lok Sabha constituency,,,,,Rameshwar Oraon
Q7633454,Q56051771,Member of the 17th Lok Sabha,"","",Lohardaga Lok Sabha constituency,17th Lok Sabha,,,,
Q7633839,Q42509248,Member of the 16th Lok Sabha,"",2014,Kolkata Uttar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Kolkata Uttar Lok Sabha constituency,,,Sudip Bandyopadhyay
Q7633839,Q42509330,Member of the 15th Lok Sabha,"",2009,Kolkata Uttar Lok Sabha constituency,15th Lok Sabha,,2014,Sudip Bandyopadhyay,""
Q7633839,Q42510875,Member of the 13th Lok Sabha,"",1999,Calcutta North West Lok Sabha constituency,13th Lok Sabha,,2004,Sudhangshu Seal,Sudip Bandyopadhyay
Q7633839,Q42513698,Member of the 12th Lok Sabha,"",1998,Calcutta North West Lok Sabha constituency,12th Lok Sabha,,1999,Sudip Bandyopadhyay,Debi Prasad Pal
Q7633839,Q56051771,Member of the 17th Lok Sabha,"","",Kolkata Uttar Lok Sabha constituency,17th Lok Sabha,,,,
Q7635065,Q42509248,Member of the 16th Lok Sabha,"",2014,Jadavpur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jadavpur Lok Sabha constituency,,,Kabir Suman
Q7636617,Q19007052,Member of the West Bengal Legislative Assembly,political position in India,"",,,,,,
Q7636617,Q42509248,Member of the 16th Lok Sabha,"",2014,Uluberia Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Uluberia Lok Sabha constituency,2017-09-04,Sajda Ahmed,Sultan Ahmed
Q7636617,Q42509330,Member of the 15th Lok Sabha,"",2009,Uluberia Lok Sabha constituency,15th Lok Sabha,,2014,Sultan Ahmed,Hannan Mollah
Q7637158,Q3344881,Speaker of the Lok Sabha,presiding officer of the lower house of the Parliament of India,2014-06-05,,,,,,
Q7637158,Q42509248,Member of the 16th Lok Sabha,"","",Indore Lok Sabha constituency,16th Lok Sabha,,,,
Q7637158,Q42509330,Member of the 15th Lok Sabha,"","",Indore Lok Sabha constituency,,,,,
Q7637158,Q42510875,Member of the 13th Lok Sabha,"","",Indore Lok Sabha constituency,,,,,
Q7637158,Q42513698,Member of the 12th Lok Sabha,"","",Indore Lok Sabha constituency,,,,,
Q7637158,Q42529900,Member of the 11th Lok Sabha,"","",Indore Lok Sabha constituency,,,,,
Q7645148,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q7645148,Q42509248,Member of the 16th Lok Sabha,"","",Baramati Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Baramati Lok Sabha constituency,,,
Q7645148,Q42509330,Member of the 15th Lok Sabha,"","",Baramati Lok Sabha constituency,,,,,
Q7645148,Q56051771,Member of the 17th Lok Sabha,"","",Baramati Lok Sabha constituency,17th Lok Sabha,,,,
Q7645718,Q42509248,Member of the 16th Lok Sabha,"","",Belagavi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Belgaum Lok Sabha constituency,,,
Q7645718,Q42509330,Member of the 15th Lok Sabha,"","",Belagavi Lok Sabha constituency,,,,,
Q7645718,Q42510526,Member of the 14th Lok Sabha,"",2004,Belagavi Lok Sabha constituency,,,,,
Q7645718,Q56051771,Member of the 17th Lok Sabha,"","",Belagavi Lok Sabha constituency,17th Lok Sabha,,,,
Q7650495,Q42509248,Member of the 16th Lok Sabha,"",2014,Tamluk Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tamluk Lok Sabha constituency,2016-05-19,Dibyendu Adhikari,Suvendu Adhikari
Q7650495,Q42509330,Member of the 15th Lok Sabha,"",2009,Tamluk Lok Sabha constituency,15th Lok Sabha,,2014,Suvendu Adhikari,Lakshman Chandra Seth
Q7684462,Q42509248,Member of the 16th Lok Sabha,"",2014,Krishnanagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Krishnanagar Lok Sabha constituency,,,Tapas Paul
Q7684462,Q42509330,Member of the 15th Lok Sabha,"",2009,Krishnanagar Lok Sabha constituency,15th Lok Sabha,,2014,Tapas Paul,Jyotirmoyee Sikdar
Q7686140,Q17324844,member of the Rajya Sabha,"","",,,,,,
Q7686140,Q42509248,Member of the 16th Lok Sabha,"",2014-05-16,Katihar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Katihar Lok Sabha constituency,,,Nikhil Kumar Choudhary
Q7688029,Q42509248,Member of the 16th Lok Sabha,"","",Dhenkanal Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dhenkanal Lok Sabha constituency,,,
Q7688029,Q42513698,Member of the 12th Lok Sabha,"","",Dhenkanal Lok Sabha constituency,,,,,
Q7688029,Q61479298,Member of the Tenth Odisha Legislative Assembly,"",1990-03-03,,Tenth Odisha Legislative Assembly,1990 Odisha Legislative Assembly election,1995-03-15,,
Q7710318,Q42509248,Member of the 16th Lok Sabha,"","",Outer Manipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Outer Manipur Lok Sabha constituency,,,
Q7710318,Q42509330,Member of the 15th Lok Sabha,"",2009,Outer Manipur Lok Sabha constituency,,,,,
Q7786660,Q42509248,Member of the 16th Lok Sabha,"","",Inner Manipur Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Inner Manipur Lok Sabha constituency,,,
Q7786660,Q42509330,Member of the 15th Lok Sabha,"","",Inner Manipur Lok Sabha constituency,,,,,
Q7799229,Q42509248,Member of the 16th Lok Sabha,"","",Ladakh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ladakh Lok Sabha constituency,,,
Q7877243,Q42509248,Member of the 16th Lok Sabha,"","",North West Delhi Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in North West Delhi Lok Sabha constituency,,,
Q7877243,Q42509330,Member of the 15th Lok Sabha,"","",North West Delhi Lok Sabha constituency,,,,,
Q7929176,Q16920783,Minister of Development of North Eastern Region,"",2014-05-26,,,,,,
Q7929176,Q42509248,Member of the 16th Lok Sabha,"","",Ghaziabad Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Ghaziabad Lok Sabha constituency,,,
Q7929176,Q56051771,Member of the 17th Lok Sabha,"","",Ghaziabad Lok Sabha constituency,17th Lok Sabha,,,,
Q7929323,Q13119774,Member of the Maharashtra Legislative Assembly,political position in India,"",,,,,,
Q7929323,Q24529704,Member of the Maharashtra Legislature,"","",,,,,,
Q7929323,Q42509248,Member of the 16th Lok Sabha,"","",Madha Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Madha Lok Sabha constituency,,,
Q7931993,Q42509248,Member of the 16th Lok Sabha,"","",Shillong Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Shillong Lok Sabha constituency,,,
Q7931993,Q42509330,Member of the 15th Lok Sabha,"","",Shillong Lok Sabha constituency,,,,,
Q7931993,Q56051771,Member of the 17th Lok Sabha,"","",Shillong Lok Sabha constituency,17th Lok Sabha,,,,
Q7932733,Q42509248,Member of the 16th Lok Sabha,"","",Karimnagar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Karimnagar Lok Sabha constituency,,,
Q7933689,Q42509248,Member of the 16th Lok Sabha,"","",Shimla Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Shimla Lok Sabha constituency,,,
Q7933689,Q42509330,Member of the 15th Lok Sabha,"",2009,Shimla Lok Sabha constituency,,,,,Dhani Ram Shandil
Q7933694,Q42509248,Member of the 16th Lok Sabha,"","",Tikamgarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Tikamgarh Lok Sabha constituency,,,
Q7933694,Q42509330,Member of the 15th Lok Sabha,"",2009,Tikamgarh Lok Sabha constituency,,,,,
Q7933694,Q42510875,Member of the 13th Lok Sabha,"","",Sagar Lok Sabha constituency,,,,,
Q7933694,Q56051771,Member of the 17th Lok Sabha,"","",Tikamgarh Lok Sabha constituency,17th Lok Sabha,,,,
Q7935991,Q42509248,Member of the 16th Lok Sabha,"","",Raigarh Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Raigarh Lok Sabha constituency,,,
Q7935991,Q42509330,Member of the 15th Lok Sabha,"","",Raigarh Lok Sabha constituency,,,,,
Q7935991,Q42510875,Member of the 13th Lok Sabha,"","",Raigarh Lok Sabha constituency,,,,,
Q7937283,Q17582810,Member of the Gujarat Legislative Assembly,political position in India,"",,,,,,
Q7937283,Q42509248,Member of the 16th Lok Sabha,"","",Porbandar Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Porbandar Lok Sabha constituency,,,
Q7937283,Q42509330,Member of the 15th Lok Sabha,"","",Porbandar Lok Sabha constituency,,,,,
Q795241,Q24525419,Member of the Karnataka Legislative Assembly,political position in India,"",,,,,,
Q795241,Q42509248,Member of the 16th Lok Sabha,"","",Shimoga Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Shimoga Lok Sabha constituency,2018-05-19,,
Q795241,Q42509330,Member of the 15th Lok Sabha,"","",Shimoga Lok Sabha constituency,,,,,
Q799689,Q42509248,Member of the 16th Lok Sabha,"","",Dhubri Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Dhubri Lok Sabha constituency,,,
Q799689,Q42509330,Member of the 15th Lok Sabha,"","",Dhubri Lok Sabha constituency,,,,,
Q799689,Q56051771,Member of the 17th Lok Sabha,"","",Dhubri Lok Sabha constituency,17th Lok Sabha,,,,
Q982805,Q42509248,Member of the 16th Lok Sabha,"",2014-05-26,Jaipur Rural Lok Sabha constituency,16th Lok Sabha,2014 Indian general election in Jaipur Rural Lok Sabha constituency,,,Lal Chand Kataria
Q982805,Q56051771,Member of the 17th Lok Sabha,"","",Jaipur Rural Lok Sabha constituency,17th Lok Sabha,,,,
