id,name
ocd-division/country:ug/region:northern/subregion:lango/district:oyam,Oyam
ocd-division/country:ug/region:northern/subregion:lango/district:oyam/constituency:oyam_north,Oyam North
ocd-division/country:ug/region:northern/subregion:lango/district:oyam/constituency:oyam_south,Oyam South
ocd-division/country:ug/region:northern/subregion:west_nile,West Nile
ocd-division/country:ug/region:northern/subregion:west_nile/district:adjumani,Adjumani
ocd-division/country:ug/region:northern/subregion:west_nile/district:adjumani/constituency:adjumani_east,Adjumani East
ocd-division/country:ug/region:northern/subregion:west_nile/district:adjumani/constituency:adjumani_west,Adjumani West
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua,Arua
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:arua_municipality,Arua Municipality
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:ayivu_county,Ayivu County
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:lower_madi,Lower Madi
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:madi-okollo_county,Madi-Okollo County
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:terego_county,Terego County
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:terego_east,Terego East
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:terego_west,Terego West
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:upper_madi,Upper Madi
ocd-division/country:ug/region:northern/subregion:west_nile/district:arua/constituency:vurra_county,Vurra County
ocd-division/country:ug/region:northern/subregion:west_nile/district:koboko,Koboko
ocd-division/country:ug/region:northern/subregion:west_nile/district:koboko/constituency:koboko_county,Koboko County
ocd-division/country:ug/region:northern/subregion:west_nile/district:koboko/constituency:koboko_municiplity,Koboko Municiplity
ocd-division/country:ug/region:northern/subregion:west_nile/district:koboko/constituency:koboko_north,Koboko North
ocd-division/country:ug/region:northern/subregion:west_nile/district:maracha,Maracha
ocd-division/country:ug/region:northern/subregion:west_nile/district:maracha/constituency:maracha_county,Maracha County
ocd-division/country:ug/region:northern/subregion:west_nile/district:maracha/constituency:maracha_east,Maracha East
ocd-division/country:ug/region:northern/subregion:west_nile/district:moyo,Moyo
ocd-division/country:ug/region:northern/subregion:west_nile/district:moyo/constituency:east_moyo,East Moyo
ocd-division/country:ug/region:northern/subregion:west_nile/district:moyo/constituency:obongi_county,Obongi County
ocd-division/country:ug/region:northern/subregion:west_nile/district:moyo/constituency:west_moyo,West Moyo
ocd-division/country:ug/region:northern/subregion:west_nile/district:nebbi,Nebbi
ocd-division/country:ug/region:northern/subregion:west_nile/district:nebbi/constituency:jonam_county,Jonam County
ocd-division/country:ug/region:northern/subregion:west_nile/district:nebbi/constituency:padyere_county,Padyere County
ocd-division/country:ug/region:northern/subregion:west_nile/district:yumbe,Yumbe
ocd-division/country:ug/region:northern/subregion:west_nile/district:yumbe/constituency:aringa_county,Aringa county
ocd-division/country:ug/region:northern/subregion:west_nile/district:yumbe/constituency:aringa_county,Aringa County
ocd-division/country:ug/region:northern/subregion:west_nile/district:yumbe/constituency:aringa_north,Aringa North
ocd-division/country:ug/region:northern/subregion:west_nile/district:yumbe/constituency:aringa_south,Aringa south
ocd-division/country:ug/region:northern/subregion:west_nile/district:zombo,Zombo
ocd-division/country:ug/region:northern/subregion:west_nile/district:zombo/constituency:okoro_county,Okoro County
ocd-division/country:ug/region:northern/subregion:west_nile/district:zombo/constituency:ora_county,Ora County
ocd-division/country:ug/region:western,Western
ocd-division/country:ug/region:western/subregion:ankole,Ankole
ocd-division/country:ug/region:western/subregion:ankole/district:buhweju,Buhweju
ocd-division/country:ug/region:western/subregion:ankole/district:buhweju/constituency:buhweju_county,Buhweju County
ocd-division/country:ug/region:western/subregion:ankole/district:bushenyi,Bushenyi
ocd-division/country:ug/region:western/subregion:ankole/district:bushenyi/constituency:bushenyi-ishaka_municipality,Bushenyi-Ishaka Municipality
ocd-division/country:ug/region:western/subregion:ankole/district:bushenyi/constituency:igara_east,Igara East
ocd-division/country:ug/region:western/subregion:ankole/district:bushenyi/constituency:igara_west,Igara West
ocd-division/country:ug/region:western/subregion:ankole/district:ibanda,Ibanda
ocd-division/country:ug/region:western/subregion:ankole/district:ibanda/constituency:ibanda_north,Ibanda North
ocd-division/country:ug/region:western/subregion:ankole/district:ibanda/constituency:ibanda_south,Ibanda South
ocd-division/country:ug/region:western/subregion:ankole/district:isingiro,Isingiro
ocd-division/country:ug/region:western/subregion:ankole/district:isingiro/constituency:bukanga_county,Bukanga County
ocd-division/country:ug/region:western/subregion:ankole/district:isingiro/constituency:isingiro_north,Isingiro North
ocd-division/country:ug/region:western/subregion:ankole/district:isingiro/constituency:isingiro_south,Isingiro south
ocd-division/country:ug/region:western/subregion:ankole/district:isingiro/constituency:isingiro_south,Isingiro South
ocd-division/country:ug/region:western/subregion:ankole/district:kiruhura,Kiruhura
ocd-division/country:ug/region:western/subregion:ankole/district:kiruhura/constituency:kashongi_county,Kashongi County
ocd-division/country:ug/region:western/subregion:ankole/district:kiruhura/constituency:kazo_county,Kazo County
ocd-division/country:ug/region:western/subregion:ankole/district:kiruhura/constituency:nyabushozi_county,Nyabushozi County
ocd-division/country:ug/region:western/subregion:ankole/district:mbarara,Mbarara
ocd-division/country:ug/region:western/subregion:ankole/district:mbarara/constituency:kashari_county,Kashari County
ocd-division/country:ug/region:western/subregion:ankole/district:mbarara/constituency:kashari_north,Kashari North
ocd-division/country:ug/region:western/subregion:ankole/district:mbarara/constituency:kashari_south,Kashari south
ocd-division/country:ug/region:western/subregion:ankole/district:mbarara/constituency:mbarara_municipality,Mbarara Municipality
ocd-division/country:ug/region:western/subregion:ankole/district:mbarara/constituency:rwampara_county,Rwampara County
ocd-division/country:ug/region:western/subregion:ankole/district:mitooma,Mitooma
ocd-division/country:ug/region:western/subregion:ankole/district:mitooma/constituency:ruhinda_county,Ruhinda County
ocd-division/country:ug/region:western/subregion:ankole/district:mitooma/constituency:ruhinda_north,Ruhinda North
ocd-division/country:ug/region:western/subregion:ankole/district:ntungamo,Ntungamo
ocd-division/country:ug/region:western/subregion:ankole/district:ntungamo/constituency:kajara_county,Kajara County
ocd-division/country:ug/region:western/subregion:ankole/district:ntungamo/constituency:ntungamo_municipality,Ntungamo Municipality
ocd-division/country:ug/region:western/subregion:ankole/district:ntungamo/constituency:ruhama_county,Ruhama County
ocd-division/country:ug/region:western/subregion:ankole/district:ntungamo/constituency:rushenyi_county,Rushenyi County
ocd-division/country:ug/region:western/subregion:ankole/district:rubirizi,Rubirizi
ocd-division/country:ug/region:western/subregion:ankole/district:rubirizi/constituency:bunyaruguru,Bunyaruguru
ocd-division/country:ug/region:western/subregion:ankole/district:rubirizi/constituency:bunyaruguru_county,Bunyaruguru County
ocd-division/country:ug/region:western/subregion:ankole/district:rubirizi/constituency:katerera_county,Katerera County
ocd-division/country:ug/region:western/subregion:ankole/district:sheema,Sheema
ocd-division/country:ug/region:western/subregion:ankole/district:sheema/constituency:sheema_north,Sheema North
ocd-division/country:ug/region:western/subregion:ankole/district:sheema/constituency:sheema_south,Sheema South
ocd-division/country:ug/region:western/subregion:buganda,Buganda
ocd-division/country:ug/region:western/subregion:buganda/district:wakiso,Wakiso
ocd-division/country:ug/region:western/subregion:buganda/district:wakiso/constituency:kyadondo_east,Kyadondo East
ocd-division/country:ug/region:western/subregion:bunyoro,Bunyoro
ocd-division/country:ug/region:western/subregion:bunyoro/district:buliisa,Buliisa
ocd-division/country:ug/region:western/subregion:bunyoro/district:buliisa/constituency:buliisa_county,Buliisa County
ocd-division/country:ug/region:western/subregion:bunyoro/district:hoima,Hoima
ocd-division/country:ug/region:western/subregion:bunyoro/district:hoima/constituency:bugahya,Bugahya
ocd-division/country:ug/region:western/subregion:bunyoro/district:hoima/constituency:bugahya_county,Bugahya County
ocd-division/country:ug/region:western/subregion:bunyoro/district:hoima/constituency:buhaguzi_county,Buhaguzi County
ocd-division/country:ug/region:western/subregion:bunyoro/district:hoima/constituency:hoima_municipality,Hoima Municipality
ocd-division/country:ug/region:western/subregion:bunyoro/district:hoima/constituency:kigorobya,Kigorobya
ocd-division/country:ug/region:western/subregion:bunyoro/district:kibaale,Kibaale
ocd-division/country:ug/region:western/subregion:bunyoro/district:kibaale/constituency:bugangaizi_east,Bugangaizi East
ocd-division/country:ug/region:western/subregion:bunyoro/district:kibaale/constituency:bugangaizi_west,Bugangaizi West
ocd-division/country:ug/region:western/subregion:bunyoro/district:kibaale/constituency:buyaga_east,Buyaga East
ocd-division/country:ug/region:western/subregion:bunyoro/district:kibaale/constituency:buyaga_west,Buyaga West
ocd-division/country:ug/region:western/subregion:bunyoro/district:kibaale/constituency:buyanja,Buyanja
ocd-division/country:ug/region:western/subregion:bunyoro/district:kibaale/constituency:buyanja_county,Buyanja County
ocd-division/country:ug/region:western/subregion:bunyoro/district:kiryandongo,Kiryandongo
ocd-division/country:ug/region:western/subregion:bunyoro/district:kiryandongo/constituency:kibanda_county,Kibanda County
ocd-division/country:ug/region:western/subregion:bunyoro/district:kiryandongo/constituency:kibanda_north,Kibanda North
ocd-division/country:ug/region:western/subregion:bunyoro/district:kiryandongo/constituency:kibanda_south,Kibanda South
ocd-division/country:ug/region:western/subregion:bunyoro/district:masindi,Masindi
ocd-division/country:ug/region:western/subregion:bunyoro/district:masindi/constituency:bujenje_county,Bujenje County
ocd-division/country:ug/region:western/subregion:bunyoro/district:masindi/constituency:buruli_county,Buruli County
ocd-division/country:ug/region:western/subregion:bunyoro/district:masindi/constituency:masindi_municipality,Masindi Municipality
ocd-division/country:ug/region:western/subregion:kigezi,Kigezi
ocd-division/country:ug/region:western/subregion:kigezi/district:kabale,Kabale
ocd-division/country:ug/region:western/subregion:kigezi/district:kabale/constituency:kabale_municipality,Kabale Municipality
ocd-division/country:ug/region:western/subregion:kigezi/district:kabale/constituency:ndorwa_east,Ndorwa East
ocd-division/country:ug/region:western/subregion:kigezi/district:kabale/constituency:ndorwa_west,Ndorwa West
ocd-division/country:ug/region:western/subregion:kigezi/district:kabale/constituency:rubanda_east,Rubanda East
ocd-division/country:ug/region:western/subregion:kigezi/district:kabale/constituency:rubanda_west,Rubanda West
ocd-division/country:ug/region:western/subregion:kigezi/district:kabale/constituency:rukiga_county,Rukiga County
ocd-division/country:ug/region:western/subregion:kigezi/district:kanungu,Kanungu
ocd-division/country:ug/region:western/subregion:kigezi/district:kanungu/constituency:kinkizi_east,Kinkizi East
ocd-division/country:ug/region:western/subregion:kigezi/district:kanungu/constituency:kinkizi_west,Kinkizi West
ocd-division/country:ug/region:western/subregion:kigezi/district:kisoro,Kisoro
ocd-division/country:ug/region:western/subregion:kigezi/district:kisoro/constituency:bufumbira_east,Bufumbira East
ocd-division/country:ug/region:western/subregion:kigezi/district:kisoro/constituency:bufumbira_north,Bufumbira North
ocd-division/country:ug/region:western/subregion:kigezi/district:kisoro/constituency:bufumbira_south,Bufumbira South
ocd-division/country:ug/region:western/subregion:kigezi/district:kisoro/constituency:kisoro_municipality,Kisoro Municipality
ocd-division/country:ug/region:western/subregion:kigezi/district:rukungiri,Rukungiri
ocd-division/country:ug/region:western/subregion:kigezi/district:rukungiri/constituency:rubabo_county,Rubabo County
ocd-division/country:ug/region:western/subregion:kigezi/district:rukungiri/constituency:rujumbura_county,Rujumbura County
ocd-division/country:ug/region:western/subregion:kigezi/district:rukungiri/constituency:rukungiri_municipality,Rukungiri Municipality
ocd-division/country:ug/region:western/subregion:tooro~rwenzori,Tooro/Rwenzori
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:bundibugyo,Bundibugyo
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:bundibugyo/constituency:bughendera_county,Bughendera County
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:bundibugyo/constituency:bwamba_county,Bwamba County
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kabarole,Kabarole
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kabarole/constituency:bunyangabu,Bunyangabu
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kabarole/constituency:bunyangabu_county,Bunyangabu County
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kabarole/constituency:fort_portal_municipality,Fort Portal Municipality
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kamwenge,Kamwenge
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kamwenge/constituency:kibale_county,Kibale County
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kamwenge/constituency:kibale_east,Kibale East
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kamwenge/constituency:kitagwenda_county,Kitagwenda County
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese,Kasese
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:bukonjo_county,Bukonjo county
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:bukonjo_east,Bukonjo East
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:bukonjo_west,Bukonjo West
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:bukonzo_east,Bukonzo East
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:bukonzo_west,Bukonzo West
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:busongora_north,Busongora North
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:busongora_south,Busongora South
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kasese/constituency:kasese_municipality,Kasese Municipality
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyegegwa,Kyegegwa
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyegegwa/constituency:kyaka_county,Kyaka County
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyegegwa/constituency:kyaka_north,Kyaka North
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyegegwa/constituency:kyaka_south,Kyaka South
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyenjojo,Kyenjojo
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyenjojo/constituency:mwenge_central_county,Mwenge Central County
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyenjojo/constituency:mwenge_north,Mwenge North
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:kyenjojo/constituency:mwenge_south,Mwenge South
ocd-division/country:ug/region:western/subregion:tooro~rwenzori/district:ntoroko,Ntoroko
ocd-division/country:ug/region:western/subregion:toro~rwenzori,Toro/Rwenzori
ocd-division/country:ug/region:western/subregion:toro~rwenzori/district:kabarole,Kabarole
ocd-division/country:ug/region:western/subregion:toro~rwenzori/district:kabarole/constituency:burahya_county,Burahya County
ocd-division/country:ug/region:western/subregion:toro~rwenzori/district:ntoroko,Ntoroko
ocd-division/country:ug/region:western/subregion:toro~rwenzori/district:ntoroko/constituency:ntoroko_county,Ntoroko County
