id,name,birth_date,gender,area,source,term,image
Lo-Hai-Uoi,Lò Hải Ươi,1973-10-20,male,Lai Châu,http://dbqh.na.gov.vn/daibieu/37/2837/Lo-Hai-Uoi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2837.jpg
Danh-Ut,Danh Út,1956-03-19,male,Kiên Giang,http://dbqh.na.gov.vn/daibieu/32/2733/Danh-Ut.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2733.jpg
Po-Hong-Van,Pờ Hồng Vân,1977-04-07,female,Lai Châu,http://dbqh.na.gov.vn/daibieu/37/2834/Po-Hong-Van.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2834.jpg
Le-Hien-Van,Lê Hiền Vân,1960-10-29,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2805/Le-Hien-Van.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2805.jpg
Ly-Kieu-Van,Ly Kiều Vân,1976-01-20,female,Quảng Trị,http://dbqh.na.gov.vn/daibieu/49/2351/Ly-Kieu-Van.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2351.jpg
Ha-Thi-Van,Hà Thị Vân,1962-05-22,female,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2666/Ha-Thi-Van.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2666.jpg
Le-Thanh-Van,Lê Thanh Vân,1964-12-23,male,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/2001/Le-Thanh-Van.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2001.jpg
Tran-Van,Trần Văn,1957-05-26,male,Cà Mau,http://dbqh.na.gov.vn/daibieu/13/2017/Tran-Van.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2017.jpg
Nguyen-Tan-Van,Nguyễn Tấn Vạn,1959-12-22,male,Bạc Liêu,http://dbqh.na.gov.vn/daibieu/83/2312/Nguyen-Tan-Van.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2312.jpg
Nguyen-Sang-Vang,Nguyễn Sáng Vang,1957-08-18,male,Tuyên Quang,http://dbqh.na.gov.vn/daibieu/59/2140/Nguyen-Sang-Vang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2140.jpg
%C4%90o-Van-Ve,Đỗ Văn Vẻ,1962-03-26,male,Thái Bình,http://dbqh.na.gov.vn/daibieu/53/2430/%C4%90o-Van-Ve.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2430.jpg
Nguyen-Bac-Viet,Nguyễn Bắc Việt,1961-02-22,male,Ninh Thuận,http://dbqh.na.gov.vn/daibieu/42/2779/Nguyen-Bac-Viet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2779.jpg
Vo-Trong-Viet,Võ Trọng Việt,1957-09-10,male,Kon Tum,http://dbqh.na.gov.vn/daibieu/33/2099/Vo-Trong-Viet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2099.jpg
Phuong-Huu-Viet,Phương Hữu Việt,1964-07-01,male,Bình Dương,http://dbqh.na.gov.vn/daibieu/9/2051/Phuong-Huu-Viet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2051.jpg
Nguyen-Hoang-Viet,Nguyễn Hoàng Việt,1966-08-25,male,Đồng Tháp,http://dbqh.na.gov.vn/daibieu/19/2323/Nguyen-Hoang-Viet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2323.jpg
%C4%90ang-The-Vinh,Đặng Thế Vinh,1963-06-27,male,Hậu Giang,http://dbqh.na.gov.vn/daibieu/84/2111/%C4%90ang-The-Vinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2111.jpg
Nguyen-%C4%90ac-Vinh,Nguyễn Đắc Vinh,1972-11-25,male,Đắk Nông,http://dbqh.na.gov.vn/daibieu/82/2025/Nguyen-%C4%90ac-Vinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2025.jpg
Bui-Quang-Vinh,Bùi Quang Vinh,1953-08-08,male,Lai Châu,http://dbqh.na.gov.vn/daibieu/37/2055/Bui-Quang-Vinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2055.jpg
Tran-Ngoc-Vinh,Trần Ngọc Vinh,1955-11-16,male,TP Hải Phòng,http://dbqh.na.gov.vn/daibieu/28/2394/Tran-Ngoc-Vinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2394.jpg
Tran-Xuan-Vinh,Trần Xuân Vinh,1969-03-03,male,Quảng Nam,http://dbqh.na.gov.vn/daibieu/46/2682/Tran-Xuan-Vinh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2682.jpg
Truong-Van-Vo,Trương Văn Vở,1958-10-12,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/2484/Truong-Van-Vo.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2484.jpg
Tran-Quoc-Vuong,Trần Quốc Vượng,1953-02-05,male,Tiền Giang,http://dbqh.na.gov.vn/daibieu/57/2044/Tran-Quoc-Vuong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2044.jpg
Cao-Thi-Xuan,Cao Thị Xuân,1969-09-18,female,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2677/Cao-Thi-Xuan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2677.jpg
Trinh-Xuyen,Trịnh Xuyên,1958-12-07,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2681/Trinh-Xuyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2681.jpg
Bui-Van-Xuyen,Bùi Văn Xuyền,1959-07-14,male,Thái Bình,http://dbqh.na.gov.vn/daibieu/53/2415/Bui-Van-Xuyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2415.jpg
%C4%90ao-Xuan-Yen,Đào Xuân Yên,1972-04-15,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2684/%C4%90ao-Xuan-Yen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2684.jpg
Le-Thi-Yen,Lê Thị Yến,1962-12-01,female,Phú Thọ,http://dbqh.na.gov.vn/daibieu/43/2482/Le-Thi-Yen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2482.jpg
%C4%90ang-Thi-Hoang-Yen,Đặng Thị Hoàng Yến,1959-06-01,female,Long An,http://dbqh.na.gov.vn/daibieu/38/2291/%C4%90ang-Thi-Hoang-Yen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2291.jpg
