id,name,birth_date,gender,area,source,term,image
Truong-Thai-Hien,Trương Thái Hiền,1958-05-15,male,Kiên Giang,http://dbqh.na.gov.vn/daibieu/32/2659/Truong-Thai-Hien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2659.jpg
Phung-Quoc-Hien,Phùng Quốc Hiển,1958-04-06,male,Yên Bái,http://dbqh.na.gov.vn/daibieu/62/2012/Phung-Quoc-Hien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2012.jpg
Nguyen-Van-Hien,Nguyễn Văn Hiện,1954-05-19,male,Sơn La,http://dbqh.na.gov.vn/daibieu/50/2019/Nguyen-Van-Hien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2019.jpg
Le-Quang-Hiep,Lê Quang Hiệp,1962-12-28,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2567/Le-Quang-Hiep.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2567.jpg
%C4%90ang-Van-Hieu,Đặng Văn Hiếu,1953-07-21,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2029/%C4%90ang-Van-Hieu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2029.jpg
Nguyen-Van-Hieu,Nguyễn Văn Hiếu,1959-06-23,male,Bến Tre,http://dbqh.na.gov.vn/daibieu/12/2793/Nguyen-Van-Hieu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2793.jpg
Pham-Van-Ho,Phạm Văn Hổ,1963-02-25,male,Phú Yên,http://dbqh.na.gov.vn/daibieu/44/2950/Pham-Van-Ho.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2950.jpg
Hoang-Thi-Hoa,Hoàng Thị Hoa,1962-09-25,female,Bắc Giang,http://dbqh.na.gov.vn/daibieu/5/2327/Hoang-Thi-Hoa.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2327.jpg
Tran-Xuan-Hoa,Trần Xuân Hoà,1954-05-23,male,Quảng Ninh,http://dbqh.na.gov.vn/daibieu/48/2239/Tran-Xuan-Hoa.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2239.jpg
Nguyen-Thi-Thanh-Hoa,Nguyễn Thị Thanh Hòa,1954-11-03,female,Bắc Ninh,http://dbqh.na.gov.vn/daibieu/7/2072/Nguyen-Thi-Thanh-Hoa.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2072.jpg
Nguyen-Ngoc-Hoa,Nguyễn Ngọc Hòa,1965-06-26,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2842/Nguyen-Ngoc-Hoa.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2842.jpg
Le-Minh-Hoan,Lê Minh Hoan,1961-01-19,male,Đồng Tháp,http://dbqh.na.gov.vn/daibieu/19/2295/Le-Minh-Hoan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2295.jpg
Nguyen-Thuy-Hoan,Nguyễn Thúy Hoàn,1963-07-04,female,Thái Bình,http://dbqh.na.gov.vn/daibieu/53/2479/Nguyen-Thuy-Hoan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2479.jpg
Le-Van-Hoang,Lê Văn Hoàng,1959-10-20,male,TP Đà Nẵng,http://dbqh.na.gov.vn/daibieu/16/2081/Le-Van-Hoang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2081.jpg
Huynh-Minh-Hoang,Huỳnh Minh Hoàng,1963-02-05,male,Bạc Liêu,http://dbqh.na.gov.vn/daibieu/83/2292/Huynh-Minh-Hoang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2292.jpg
Vu-Huy-Hoang,Vũ Huy Hoàng,1953-09-20,male,Lạng Sơn,http://dbqh.na.gov.vn/daibieu/36/2057/Vu-Huy-Hoang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2057.jpg
%C4%90o-Thi-Hoang,Đỗ Thị Hoàng,1958-08-24,female,Quảng Ninh,http://dbqh.na.gov.vn/daibieu/48/2245/%C4%90o-Thi-Hoang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2245.jpg
Truong-Minh-Hoang,Trương Minh Hoàng,1962-06-12,male,Cà Mau,http://dbqh.na.gov.vn/daibieu/13/2381/Truong-Minh-Hoang.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2381.jpg
Le-Van-Hoc,Lê Văn Học,1955-07-02,male,Lâm Đồng,http://dbqh.na.gov.vn/daibieu/34/1938/Le-Van-Hoc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1938.jpg
Nguyen-Thai-Hoc,Nguyễn Thái Học,1972-02-07,male,Phú Yên,http://dbqh.na.gov.vn/daibieu/44/2951/Nguyen-Thai-Hoc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2951.jpg
Nguyen-Sy-Hoi,Nguyễn Sỹ Hội,1960-05-19,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2134/Nguyen-Sy-Hoi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2134.jpg
Nguyen-Hoi,Nguyễn Hội (Hòa thượng Thích Chơn Thiện),1942-12-01,male,Thừa Thiên - Huế,http://dbqh.na.gov.vn/daibieu/79/2125/Nguyen-Hoi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2125.jpg
Nguyen-Kim-Hong,Nguyễn Kim Hồng,1959-09-25,male,Đồng Tháp,http://dbqh.na.gov.vn/daibieu/19/1991/Nguyen-Kim-Hong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1991.jpg
Sung-A-Hong,Sùng A Hồng,1962-12-05,male,Điện Biên,http://dbqh.na.gov.vn/daibieu/64/2177/Sung-A-Hong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2177.jpg
Nguyen-Cong-Hong,Nguyễn Công Hồng,1961-08-15,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/2039/Nguyen-Cong-Hong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2039.jpg
Vu-Xuan-Hong,Vũ Xuân Hồng,1950-01-04,male,Phú Thọ,http://dbqh.na.gov.vn/daibieu/43/2124/Vu-Xuan-Hong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2124.jpg
Pham-Thi-Thu-Hong,Phạm Thị Thu Hồng,1961-07-19,female,Bình Định,http://dbqh.na.gov.vn/daibieu/8/2670/Pham-Thi-Thu-Hong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2670.jpg
Nguyen-Minh-Hong,Nguyễn Minh Hồng,1944-03-03,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2136/Nguyen-Minh-Hong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2136.jpg
Nguyen-Thanh-Hong,Nguyễn Thanh Hồng,1960-06-08,male,Bình Dương,http://dbqh.na.gov.vn/daibieu/9/2032/Nguyen-Thanh-Hong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2032.jpg
Vuong-%C4%90inh-Hue,Vương Đình Huệ,1957-03-15,male,Bình Định,http://dbqh.na.gov.vn/daibieu/8/1990/Vuong-%C4%90inh-Hue.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1990.jpg
Truong-Thi-Hue,Trương Thị Huệ,1961-01-28,female,Thái Nguyên,http://dbqh.na.gov.vn/daibieu/54/2738/Truong-Thi-Hue.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2738.jpg
Ha-Minh-Hue,Hà Minh Huệ,1951-09-08,male,Bình Thuận,http://dbqh.na.gov.vn/daibieu/11/2037/Ha-Minh-Hue.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2037.jpg
Nguyen-Thi-Hue,Nguyễn Thị Huệ,1967-06-21,female,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2418/Nguyen-Thi-Hue.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2418.jpg
Phung-Van-Hung,Phùng Văn Hùng,1960-04-06,male,Cao Bằng,http://dbqh.na.gov.vn/daibieu/15/1962/Phung-Van-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1962.jpg
Nguyen-Huu-Hung,Nguyễn Hữu Hùng,1954-11-28,male,Tiền Giang,http://dbqh.na.gov.vn/daibieu/57/2113/Nguyen-Huu-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2113.jpg
Bui-Manh-Hung,Bùi Mạnh Hùng,1956-06-08,male,Bình Phước,http://dbqh.na.gov.vn/daibieu/10/2808/Bui-Manh-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2808.jpg
%C4%90o-Manh-Hung,Đỗ Mạnh Hùng,1958-05-20,male,Thái Nguyên,http://dbqh.na.gov.vn/daibieu/54/1984/%C4%90o-Manh-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1984.jpg
Mai-Xuan-Hung,Mai Xuân Hùng,1955-04-08,male,Hậu Giang,http://dbqh.na.gov.vn/daibieu/84/2110/Mai-Xuan-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2110.jpg
Pham-Huy-Hung,Phạm Huy Hùng,1954-11-02,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2823/Pham-Huy-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2823.jpg
Nguyen-Thanh-Hung,Nguyễn Thanh Hùng,1961-04-27,male,Đồng Tháp,http://dbqh.na.gov.vn/daibieu/19/2302/Nguyen-Thanh-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2302.jpg
Ngo-Van-Hung,Ngô Văn Hùng,1956-05-21,male,Lào Cai,http://dbqh.na.gov.vn/daibieu/35/2103/Ngo-Van-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2103.jpg
Nguyen-Sinh-Hung,Nguyễn Sinh Hùng,1946-01-18,male,Hà Tĩnh,http://dbqh.na.gov.vn/daibieu/26/2087/Nguyen-Sinh-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2087.jpg
Tran-Xuan-Hung,Trần Xuân Hùng,1959-12-25,male,Hà Nam,http://dbqh.na.gov.vn/daibieu/24/2241/Tran-Xuan-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2241.jpg
Nguyen-Van-Hung,Nguyễn Văn Hưng,1958-08-19,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2686/Nguyen-Van-Hung.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2686.jpg
Siu-Huong,Siu Hương,1983-08-16,female,Gia Lai,http://dbqh.na.gov.vn/daibieu/20/2569/Siu-Huong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2569.jpg
Duong-Hoang-Huong,Dương Hoàng Hương,1970-11-05,male,Phú Thọ,http://dbqh.na.gov.vn/daibieu/43/2470/Duong-Hoang-Huong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2470.jpg
Pham-Hong-Huong,Phạm Hồng Hương,1959-05-10,male,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/2080/Pham-Hong-Huong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2080.jpg
%C4%90ang-Thi-My-Huong,Đàng Thị Mỹ Hương,1973-06-24,female,Ninh Thuận,http://dbqh.na.gov.vn/daibieu/42/2758/%C4%90ang-Thi-My-Huong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2758.jpg
Vi-Thi-Huong,Vi Thị Hương,1983-01-23,female,Điện Biên,http://dbqh.na.gov.vn/daibieu/64/2173/Vi-Thi-Huong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2173.jpg
Le-Thi-Huong,Lê Thị Hương,1980-09-22,female,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/2576/Le-Thi-Huong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2576.jpg
Nguyen-Thi-Nguyet-Huong,Nguyễn Thị Nguyệt Hường,1970-04-09,female,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2880/Nguyen-Thi-Nguyet-Huong.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2880.jpg
Le-Quang-Huy,Lê Quang Huy,1966-09-19,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/1942/Le-Quang-Huy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1942.jpg
%C4%90ang-Xuan-Huy,Đặng Xuân Huy,1979-03-12,male,Đồng Tháp,http://dbqh.na.gov.vn/daibieu/19/2304/%C4%90ang-Xuan-Huy.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2304.jpg
Luu-Thi-Huyen,Lưu Thị Huyền,1971-03-08,female,Ninh Bình,http://dbqh.na.gov.vn/daibieu/41/2383/Luu-Thi-Huyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2383.jpg
%C4%90inh-The-Huynh,Đinh Thế Huynh,1953-05-15,male,Hoà Bình,http://dbqh.na.gov.vn/daibieu/30/2084/%C4%90inh-The-Huynh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2084.jpg
Tran-Van-Huynh,Trần Văn Huynh,1952-01-10,male,Kiên Giang,http://dbqh.na.gov.vn/daibieu/32/2692/Tran-Van-Huynh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2692.jpg
H%60Yim-K%C4%91oh,H`Yim Kđoh,1973-01-01,female,Đắc Lắk,http://dbqh.na.gov.vn/daibieu/17/2462/H%60Yim-K%C4%91oh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2462.jpg
Nguyen-Minh-Kha,Nguyễn Minh Kha,1958-02-12,male,TP Cần Thơ,http://dbqh.na.gov.vn/daibieu/14/2421/Nguyen-Minh-Kha.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2421.jpg
Nguyen-Thi-Kha,Nguyễn Thị Khá (Tám Khá),1955-07-16,female,Trà Vinh,http://dbqh.na.gov.vn/daibieu/58/2116/Nguyen-Thi-Kha.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2116.jpg
Pham-Quang-Khai,Phạm Quang Khải,1954-11-04,male,Bà Rịa - Vũng Tàu,http://dbqh.na.gov.vn/daibieu/3/2667/Pham-Quang-Khai.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2667.jpg
%C4%90inh-Thi-Phuong-Khanh,Đinh Thị Phương Khanh,1978-09-30,female,Long An,http://dbqh.na.gov.vn/daibieu/38/2267/%C4%90inh-Thi-Phuong-Khanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2267.jpg
Le-%C4%90inh-Khanh,Lê Đình Khanh,1956-01-02,male,Hải Dương,http://dbqh.na.gov.vn/daibieu/27/3003/Le-%C4%90inh-Khanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3003.jpg
Nguyen-Tuan-Khanh,Nguyễn Tuấn Khanh,1954-07-15,male,Cà Mau,http://dbqh.na.gov.vn/daibieu/13/2014/Nguyen-Tuan-Khanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2014.jpg
Nguyen-Van-Khanh,Nguyễn Văn Khánh,1956-10-14,male,Đồng Nai,http://dbqh.na.gov.vn/daibieu/18/2488/Nguyen-Van-Khanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2488.jpg
Tran-Thi-Quoc-Khanh,Trần Thị Quốc Khánh,1959-09-01,female,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/1943/Tran-Thi-Quoc-Khanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1943.jpg
Nguyen-Doan-Khanh,Nguyễn Doãn Khánh,1956-08-15,male,Phú Thọ,http://dbqh.na.gov.vn/daibieu/43/2472/Nguyen-Doan-Khanh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2472.jpg
Ha-Thi-Khich,Hà Thị Khích (Hà Thị Khiết),1950-07-27,female,Hà Giang,http://dbqh.na.gov.vn/daibieu/22/2046/Ha-Thi-Khich.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2046.jpg
Trinh-The-Khiet,Trịnh Thế Khiết,1958-04-14,male,TP Hà Nội,http://dbqh.na.gov.vn/daibieu/23/2794/Trinh-The-Khiet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2794.jpg
Le-Dan-Khiet,Lê Dân Khiết,1960-08-19,female,An Giang,http://dbqh.na.gov.vn/daibieu/2/2448/Le-Dan-Khiet.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2448.jpg
Than-Van-Khoa,Thân Văn Khoa,1958-07-20,male,Bắc Giang,http://dbqh.na.gov.vn/daibieu/5/2315/Than-Van-Khoa.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2315.jpg
Nguyen-Kim-Khoa,Nguyễn Kim Khoa,1955-03-07,male,Phú Thọ,http://dbqh.na.gov.vn/daibieu/43/1963/Nguyen-Kim-Khoa.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1963.jpg
Ha-Van-Khoat,Hà Văn Khoát,1955-01-20,male,Bắc Kạn,http://dbqh.na.gov.vn/daibieu/81/2919/Ha-Van-Khoat.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2919.jpg
Cao-Si-Kiem,Cao Sĩ Kiêm,1941-08-26,male,Thái Bình,http://dbqh.na.gov.vn/daibieu/53/1996/Cao-Si-Kiem.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1996.jpg
Nguyen-%C4%90uc-Kien,Nguyễn Đức Kiên,1960-08-21,male,Sóc Trăng,http://dbqh.na.gov.vn/daibieu/51/1953/Nguyen-%C4%90uc-Kien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1953.jpg
Vo-Van-Kim,Võ Văn Kim (Vũ Trọng Kim),1953-03-23,male,Quảng Ngãi,http://dbqh.na.gov.vn/daibieu/47/2005/Vo-Van-Kim.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2005.jpg
K%60-KRah,K` KRáh,1966-02-20,male,Đắk Nông,http://dbqh.na.gov.vn/daibieu/82/2520/K%60-KRah.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2520.jpg
Huynh-The-Ky,Huỳnh Thế Kỳ,1956-06-01,male,Ninh Thuận,http://dbqh.na.gov.vn/daibieu/42/2762/Huynh-The-Ky.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2762.jpg
Le-Van-Lai,Lê Văn Lai,1954-09-04,male,Quảng Nam,http://dbqh.na.gov.vn/daibieu/46/2651/Le-Van-Lai.aspx,13,""
Nguyen-Minh-Lam,Nguyễn Minh Lâm,1972-10-15,male,Long An,http://dbqh.na.gov.vn/daibieu/38/2274/Nguyen-Minh-Lam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2274.jpg
Le-%C4%90ac-Lam,Lê Đắc Lâm,1958-01-10,male,Bình Thuận,http://dbqh.na.gov.vn/daibieu/11/2713/Le-%C4%90ac-Lam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2713.jpg
%C4%90o-Huu-Lam,Đỗ Hữu Lâm,1958-10-09,male,Long An,http://dbqh.na.gov.vn/daibieu/38/2271/%C4%90o-Huu-Lam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2271.jpg
Nong-Thi-Lam,Nông Thị Lâm,1963-08-18,female,Lạng Sơn,http://dbqh.na.gov.vn/daibieu/36/3007/Nong-Thi-Lam.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/3007.jpg
Pham-Khanh-Phong-Lan,Phạm Khánh Phong Lan,1970-05-17,female,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2820/Pham-Khanh-Phong-Lan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2820.jpg
%C4%90ao-Thi-Xuan-Lan,Đào Thị Xuân Lan,1961-09-08,female,Hưng Yên,http://dbqh.na.gov.vn/daibieu/21/2031/%C4%90ao-Thi-Xuan-Lan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2031.jpg
Tran-Van-Lan,Trần Văn Lan,1958-10-12,male,Tiền Giang,http://dbqh.na.gov.vn/daibieu/57/2985/Tran-Van-Lan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2985.jpg
%C4%90inh-Thi-Phuong-Lan,Đinh Thị Phương Lan,1976-06-05,female,Quảng Ngãi,http://dbqh.na.gov.vn/daibieu/47/2232/%C4%90inh-Thi-Phuong-Lan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2232.jpg
Ha-Thi-Lan,Hà Thị Lan,1978-09-04,female,Bắc Giang,http://dbqh.na.gov.vn/daibieu/5/2330/Ha-Thi-Lan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2330.jpg
%C4%90inh-Thi-Mai-Lan,Đinh Thị Mai Lan,1979-02-22,female,Cao Bằng,http://dbqh.na.gov.vn/daibieu/15/2260/%C4%90inh-Thi-Mai-Lan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2260.jpg
Huynh-Thanh-Lap,Huỳnh Thành Lập,1956-05-25,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2560/Huynh-Thanh-Lap.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2560.jpg
Pham-Thi-My-Le,Phạm Thị Mỹ Lệ,1958-03-08,female,Bình Phước,http://dbqh.na.gov.vn/daibieu/10/2035/Pham-Thi-My-Le.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2035.jpg
Linh-muc-Le-Ngoc-Hoan,Linh mục Lê Ngọc Hoàn,1941-01-01,male,Nam Định,http://dbqh.na.gov.vn/daibieu/39/2977/Linh-muc-Le-Ngoc-Hoan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2977.jpg
Tran-Du-Lich,Trần Du Lịch,1952-08-19,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2583/Tran-Du-Lich.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2583.jpg
Ngo-Xuan-Lich,Ngô Xuân Lịch,1954-04-20,male,Bình Phước,http://dbqh.na.gov.vn/daibieu/10/2096/Ngo-Xuan-Lich.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2096.jpg
Nguyen-Tuyet-Lien,Nguyễn Tuyết Liên,1963-08-10,female,Sóc Trăng,http://dbqh.na.gov.vn/daibieu/51/2621/Nguyen-Tuyet-Lien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2621.jpg
Nong-Thi-Bich-Lien,Nông Thị Bích Liên,1978-04-28,female,Hà Giang,http://dbqh.na.gov.vn/daibieu/22/2393/Nong-Thi-Bich-Lien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2393.jpg
%C4%90ang-Thi-Kim-Lien,Đặng Thị Kim Liên,1980-03-12,female,Yên Bái,http://dbqh.na.gov.vn/daibieu/62/2697/%C4%90ang-Thi-Kim-Lien.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2697.jpg
Truong-Thi-Yen-Linh,Trương Thị Yến Linh,1982-05-21,female,Cà Mau,http://dbqh.na.gov.vn/daibieu/13/2395/Truong-Thi-Yen-Linh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2395.jpg
Le-Bo-Linh,Lê Bộ Lĩnh,1958-09-10,male,An Giang,http://dbqh.na.gov.vn/daibieu/2/2117/Le-Bo-Linh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2117.jpg
Nguyen-Phuoc-Loc,Nguyễn Phước Lộc,1970-01-31,male,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2022/Nguyen-Phuoc-Loc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2022.jpg
%C4%90ao-Tan-Loc,Đào Tấn Lộc,1953-03-03,male,Phú Yên,http://dbqh.na.gov.vn/daibieu/44/2960/%C4%90ao-Tan-Loc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2960.jpg
Vu-Tien-Loc,Vũ Tiến Lộc,1960-01-01,male,Thái Bình,http://dbqh.na.gov.vn/daibieu/53/2126/Vu-Tien-Loc.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2126.jpg
Nguyen-Van-Loi,Nguyễn Văn Lợi,1961-08-23,male,Bình Phước,http://dbqh.na.gov.vn/daibieu/10/2812/Nguyen-Van-Loi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2812.jpg
Bui-Sy-Loi,Bùi Sỹ Lợi,1959-08-23,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/1941/Bui-Sy-Loi.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1941.jpg
Tran-%C4%90inh-Long,Trần Đình Long,1954-05-25,male,Đắk Nông,http://dbqh.na.gov.vn/daibieu/82/2002/Tran-%C4%90inh-Long.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2002.jpg
Ha-Cong-Long,Hà Công Long,1954-07-27,male,Gia Lai,http://dbqh.na.gov.vn/daibieu/20/1946/Ha-Cong-Long.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1946.jpg
Pham-Vu-Luan,Phạm Vũ Luận,1955-08-01,male,Quảng Trị,http://dbqh.na.gov.vn/daibieu/49/2062/Pham-Vu-Luan.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2062.jpg
Nguyen-Van-Luat,Nguyễn Văn Luật,1960-02-25,male,Kiên Giang,http://dbqh.na.gov.vn/daibieu/32/1967/Nguyen-Van-Luat.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1967.jpg
Uong-Chu-Luu,Uông Chu Lưu,1955-07-20,male,Thanh Hoá,http://dbqh.na.gov.vn/daibieu/56/1951/Uong-Chu-Luu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1951.jpg
Lu-Thi-Luu,Lù Thị Lừu,1975-07-02,female,Lào Cai,http://dbqh.na.gov.vn/daibieu/35/2507/Lu-Thi-Luu.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2507.jpg
%C4%90ang-%C4%90inh-Luyen,Đặng Đình Luyến,1957-03-03,male,Khánh Hoà,http://dbqh.na.gov.vn/daibieu/31/1949/%C4%90ang-%C4%90inh-Luyen.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1949.jpg
Phan-Trung-Ly,Phan Trung Lý,1954-12-20,male,Nghệ An,http://dbqh.na.gov.vn/daibieu/40/2000/Phan-Trung-Ly.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2000.jpg
%C4%90ang-Cong-Ly,Đặng Công Lý,1960-05-15,male,Bình Định,http://dbqh.na.gov.vn/daibieu/8/2694/%C4%90ang-Cong-Ly.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2694.jpg
%C4%90inh-Thi-Bach-Mai,Đinh Thị Bạch Mai,1960-11-22,female,TP Hồ Chí Minh,http://dbqh.na.gov.vn/daibieu/29/2622/%C4%90inh-Thi-Bach-Mai.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2622.jpg
Truong-Thi-Mai,Trương Thị Mai,1958-01-23,female,Lâm Đồng,http://dbqh.na.gov.vn/daibieu/34/2018/Truong-Thi-Mai.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2018.jpg
Au-Thi-Mai,Âu Thị Mai,1978-03-25,female,Tuyên Quang,http://dbqh.na.gov.vn/daibieu/59/2133/Au-Thi-Mai.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2133.jpg
Tran-Thanh-Man,Trần Thanh Mẫn,1962-08-12,male,TP Cần Thơ,http://dbqh.na.gov.vn/daibieu/14/2426/Tran-Thanh-Man.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/2426.jpg
Ngo-%C4%90uc-Manh,Ngô Đức Mạnh,1960-10-01,male,Bình Thuận,http://dbqh.na.gov.vn/daibieu/11/1955/Ngo-%C4%90uc-Manh.aspx,13,http://dbqh.na.gov.vn/data/images/XIII/1955.jpg
