old_id,id,name,birth_date,gender,area,term,source,image
%C4%90o-Huu-Lam,2271,Đỗ Hữu Lâm,1958-10-09,male,Long An,13,http://dbqh.na.gov.vn/daibieu/38/2271/%C4%90o-Huu-Lam.aspx,http://dbqh.na.gov.vn/data/images/XIII/2271.jpg
Nguyen-Minh-Lam,2274,Nguyễn Minh Lâm,1972-10-15,male,Long An,13,http://dbqh.na.gov.vn/daibieu/38/2274/Nguyen-Minh-Lam.aspx,http://dbqh.na.gov.vn/data/images/XIII/2274.jpg
Truong-Minh-Chien,2280,Trương Minh Chiến,1955-05-15,male,Bạc Liêu,13,http://dbqh.na.gov.vn/daibieu/83/2280/Truong-Minh-Chien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2280.jpg
Nguyen-Huu-%C4%90uc,2284,Nguyễn Hữu Đức,1966-02-20,male,Đồng Tháp,13,http://dbqh.na.gov.vn/daibieu/19/2284/Nguyen-Huu-%C4%90uc.aspx,http://dbqh.na.gov.vn/data/images/XIII/2284.jpg
Huynh-Minh-Hoang,2292,Huỳnh Minh Hoàng,1963-02-05,male,Bạc Liêu,13,http://dbqh.na.gov.vn/daibieu/83/2292/Huynh-Minh-Hoang.aspx,http://dbqh.na.gov.vn/data/images/XIII/2292.jpg
Le-Minh-Hoan,2295,Lê Minh Hoan,1961-01-19,male,Đồng Tháp,13,http://dbqh.na.gov.vn/daibieu/19/2295/Le-Minh-Hoan.aspx,http://dbqh.na.gov.vn/data/images/XIII/2295.jpg
Nguyen-Thanh-Hung,2302,Nguyễn Thanh Hùng,1961-04-27,male,Đồng Tháp,13,http://dbqh.na.gov.vn/daibieu/19/2302/Nguyen-Thanh-Hung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2302.jpg
%C4%90ang-Xuan-Huy,2304,Đặng Xuân Huy,1979-03-12,male,Đồng Tháp,13,http://dbqh.na.gov.vn/daibieu/19/2304/%C4%90ang-Xuan-Huy.aspx,http://dbqh.na.gov.vn/data/images/XIII/2304.jpg
Nguyen-Van-Binh,2305,Nguyễn Văn Bình,1957-04-18,male,TP Hải Phòng,13,http://dbqh.na.gov.vn/daibieu/28/2305/Nguyen-Van-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2305.jpg
Nguyen-Quang-Cuong,2308,Nguyễn Quang Cường,1965-01-26,male,TP Hải Phòng,13,http://dbqh.na.gov.vn/daibieu/28/2308/Nguyen-Quang-Cuong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2308.jpg
Than-Van-Khoa,2315,Thân Văn Khoa,1958-07-20,male,Bắc Giang,13,http://dbqh.na.gov.vn/daibieu/5/2315/Than-Van-Khoa.aspx,http://dbqh.na.gov.vn/data/images/XIII/2315.jpg
Pham-%C4%90uc-Chau,2319,Phạm Đức Châu,1959-01-04,male,Quảng Trị,13,http://dbqh.na.gov.vn/daibieu/49/2319/Pham-%C4%90uc-Chau.aspx,http://dbqh.na.gov.vn/data/images/XIII/2319.jpg
Hoang-Thi-Hoa,2327,Hoàng Thị Hoa,1962-09-25,female,Bắc Giang,13,http://dbqh.na.gov.vn/daibieu/5/2327/Hoang-Thi-Hoa.aspx,http://dbqh.na.gov.vn/data/images/XIII/2327.jpg
Ha-Thi-Lan,2330,Hà Thị Lan,1978-09-04,female,Bắc Giang,13,http://dbqh.na.gov.vn/daibieu/5/2330/Ha-Thi-Lan.aspx,http://dbqh.na.gov.vn/data/images/XIII/2330.jpg
Ha-Sy-%C4%90ong,2335,Hà Sỹ Đồng,1964-01-18,male,Quảng Trị,13,http://dbqh.na.gov.vn/daibieu/49/2335/Ha-Sy-%C4%90ong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2335.jpg
Nguyen-Anh-Dung,2354,Nguyễn Anh Dũng,1959-10-21,male,Bắc Giang,13,http://dbqh.na.gov.vn/daibieu/5/2354/Nguyen-Anh-Dung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2354.jpg
Doan-The-Cuong,2358,Doãn Thế Cường,1958-03-03,male,Hưng Yên,13,http://dbqh.na.gov.vn/daibieu/21/2358/Doan-The-Cuong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2358.jpg
Duong-Thanh-Binh,2377,Dương Thanh Bình,1961-08-08,male,Cà Mau,13,http://dbqh.na.gov.vn/daibieu/13/2377/Duong-Thanh-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2377.jpg
Truong-Minh-Hoang,2381,Trương Minh Hoàng,1962-06-12,male,Cà Mau,13,http://dbqh.na.gov.vn/daibieu/13/2381/Truong-Minh-Hoang.aspx,http://dbqh.na.gov.vn/data/images/XIII/2381.jpg
Luu-Thi-Huyen,2383,Lưu Thị Huyền,1971-03-08,female,Ninh Bình,13,http://dbqh.na.gov.vn/daibieu/41/2383/Luu-Thi-Huyen.aspx,http://dbqh.na.gov.vn/data/images/XIII/2383.jpg
Nguyen-Ngoc-Hai,2386,Nguyễn Ngọc Hải,1965-12-03,male,Hà Giang,13,http://dbqh.na.gov.vn/daibieu/22/2386/Nguyen-Ngoc-Hai.aspx,http://dbqh.na.gov.vn/data/images/XIII/2386.jpg
Nong-Thi-Bich-Lien,2393,Nông Thị Bích Liên,1978-04-28,female,Hà Giang,13,http://dbqh.na.gov.vn/daibieu/22/2393/Nong-Thi-Bich-Lien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2393.jpg
Truong-Thi-Yen-Linh,2395,Trương Thị Yến Linh,1982-05-21,female,Cà Mau,13,http://dbqh.na.gov.vn/daibieu/13/2395/Truong-Thi-Yen-Linh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2395.jpg
Huynh-Ngoc-%C4%90ang,2404,Huỳnh Ngọc Đáng,1958-04-26,male,Bình Dương,13,http://dbqh.na.gov.vn/daibieu/9/2404/Huynh-Ngoc-%C4%90ang.aspx,http://dbqh.na.gov.vn/data/images/XIII/2404.jpg
Nguyen-Thi-Hue,2418,Nguyễn Thị Huệ,1967-06-21,female,Đắc Lắk,13,http://dbqh.na.gov.vn/daibieu/17/2418/Nguyen-Thi-Hue.aspx,http://dbqh.na.gov.vn/data/images/XIII/2418.jpg
Khuc-Thi-Duyen,2419,Khúc Thị Duyền,1961-05-28,female,Thái Bình,13,http://dbqh.na.gov.vn/daibieu/53/2419/Khuc-Thi-Duyen.aspx,http://dbqh.na.gov.vn/data/images/XIII/2419.jpg
Nguyen-Minh-Kha,2421,Nguyễn Minh Kha,1958-02-12,male,TP Cần Thơ,13,http://dbqh.na.gov.vn/daibieu/14/2421/Nguyen-Minh-Kha.aspx,http://dbqh.na.gov.vn/data/images/XIII/2421.jpg
Pham-Bien-Cuong,2423,Phạm Biên Cương,1960-07-10,male,An Giang,13,http://dbqh.na.gov.vn/daibieu/2/2423/Pham-Bien-Cuong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2423.jpg
Tran-Thanh-Man,2426,Trần Thanh Mẫn,1962-08-12,male,TP Cần Thơ,13,http://dbqh.na.gov.vn/daibieu/14/2426/Tran-Thanh-Man.aspx,http://dbqh.na.gov.vn/data/images/XIII/2426.jpg
Bui-Tri-Dung,2427,Bùi Trí Dũng,1957-05-20,male,An Giang,13,http://dbqh.na.gov.vn/daibieu/2/2427/Bui-Tri-Dung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2427.jpg
Nguyen-Tan-%C4%90at,2436,Nguyễn Tấn Đạt,1949-07-06,male,An Giang,13,http://dbqh.na.gov.vn/daibieu/2/2436/Nguyen-Tan-%C4%90at.aspx,http://dbqh.na.gov.vn/data/images/XIII/2436.jpg
Le-Dan-Khiet,2448,Lê Dân Khiết,1960-08-19,female,An Giang,13,http://dbqh.na.gov.vn/daibieu/2/2448/Le-Dan-Khiet.aspx,http://dbqh.na.gov.vn/data/images/XIII/2448.jpg
H%60Yim-K%C4%91oh,2462,H`Yim Kđoh,1973-01-01,female,Đắc Lắk,13,http://dbqh.na.gov.vn/daibieu/17/2462/H%60Yim-K%C4%91oh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2462.jpg
Duong-Hoang-Huong,2470,Dương Hoàng Hương,1970-11-05,male,Phú Thọ,13,http://dbqh.na.gov.vn/daibieu/43/2470/Duong-Hoang-Huong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2470.jpg
Nguyen-Doan-Khanh,2472,Nguyễn Doãn Khánh,1956-08-15,male,Phú Thọ,13,http://dbqh.na.gov.vn/daibieu/43/2472/Nguyen-Doan-Khanh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2472.jpg
Nguyen-Thuy-Hoan,2479,Nguyễn Thúy Hoàn,1963-07-04,female,Thái Bình,13,http://dbqh.na.gov.vn/daibieu/53/2479/Nguyen-Thuy-Hoan.aspx,http://dbqh.na.gov.vn/data/images/XIII/2479.jpg
Nguyen-Van-Khanh,2488,Nguyễn Văn Khánh,1956-10-14,male,Đồng Nai,13,http://dbqh.na.gov.vn/daibieu/18/2488/Nguyen-Van-Khanh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2488.jpg
%C4%90o-Thi-Thu-Hang,2490,Đỗ Thị Thu Hằng,1971-06-07,female,Đồng Nai,13,http://dbqh.na.gov.vn/daibieu/18/2490/%C4%90o-Thi-Thu-Hang.aspx,http://dbqh.na.gov.vn/data/images/XIII/2490.jpg
Giang-Thi-Binh,2492,Giàng Thị Bình,1965-01-27,female,Lào Cai,13,http://dbqh.na.gov.vn/daibieu/35/2492/Giang-Thi-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2492.jpg
Le-Dien,2495,Lê Diễn,1960-04-16,male,Đắk Nông,13,http://dbqh.na.gov.vn/daibieu/82/2495/Le-Dien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2495.jpg
Pham-Van-Cuong,2496,Phạm Văn Cường,1957-01-10,male,Lào Cai,13,http://dbqh.na.gov.vn/daibieu/35/2496/Pham-Van-Cuong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2496.jpg
Le-Minh-Hien,2499,Lê Minh Hiền,1963-07-21,female,Khánh Hoà,13,http://dbqh.na.gov.vn/daibieu/31/2499/Le-Minh-Hien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2499.jpg
Ton-Thi-Ngoc-Hanh,2500,Tôn Thị Ngọc Hạnh,1968-12-18,female,Đắk Nông,13,http://dbqh.na.gov.vn/daibieu/82/2500/Ton-Thi-Ngoc-Hanh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2500.jpg
Bui-%C4%90uc-Hanh,2504,Bùi Đức Hạnh,1960-11-03,male,Lào Cai,13,http://dbqh.na.gov.vn/daibieu/35/2504/Bui-%C4%90uc-Hanh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2504.jpg
Lu-Thi-Luu,2507,Lù Thị Lừu,1975-07-02,female,Lào Cai,13,http://dbqh.na.gov.vn/daibieu/35/2507/Lu-Thi-Luu.aspx,http://dbqh.na.gov.vn/data/images/XIII/2507.jpg
Pham-Thi-Hai,2510,Phạm Thị Hải,1959-12-12,female,Đồng Nai,13,http://dbqh.na.gov.vn/daibieu/18/2510/Pham-Thi-Hai.aspx,http://dbqh.na.gov.vn/data/images/XIII/2510.jpg
K%60-KRah,2520,K` KRáh,1966-02-20,male,Đắk Nông,13,http://dbqh.na.gov.vn/daibieu/82/2520/K%60-KRah.aspx,http://dbqh.na.gov.vn/data/images/XIII/2520.jpg
Huynh-Minh-Chac,2542,Huỳnh Minh Chắc,1955-07-30,male,Hậu Giang,13,http://dbqh.na.gov.vn/daibieu/84/2542/Huynh-Minh-Chac.aspx,http://dbqh.na.gov.vn/data/images/XIII/2542.jpg
Le-Thanh-Hai,2546,Lê Thanh Hải (Hai Nhựt),1950-02-20,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2546/Le-Thanh-Hai.aspx,http://dbqh.na.gov.vn/data/images/XIII/2546.jpg
Nguyen-Thanh-Bo,2547,Nguyễn Thành Bộ,1956-12-20,male,Thanh Hoá,13,http://dbqh.na.gov.vn/daibieu/56/2547/Nguyen-Thanh-Bo.aspx,http://dbqh.na.gov.vn/data/images/XIII/2547.jpg
Vo-Kim-Cu,2549,Võ Kim Cự,1957-05-19,male,Hà Tĩnh,13,http://dbqh.na.gov.vn/daibieu/26/2549/Vo-Kim-Cu.aspx,http://dbqh.na.gov.vn/data/images/XIII/2549.jpg
Tran-Tien-Dung,2556,Trần Tiến Dũng,1954-08-25,male,Hà Tĩnh,13,http://dbqh.na.gov.vn/daibieu/26/2556/Tran-Tien-Dung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2556.jpg
Huynh-Thanh-Lap,2560,Huỳnh Thành Lập,1956-05-25,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2560/Huynh-Thanh-Lap.aspx,http://dbqh.na.gov.vn/data/images/XIII/2560.jpg
Le-Quang-Hiep,2567,Lê Quang Hiệp,1962-12-28,male,Thanh Hoá,13,http://dbqh.na.gov.vn/daibieu/56/2567/Le-Quang-Hiep.aspx,http://dbqh.na.gov.vn/data/images/XIII/2567.jpg
Siu-Huong,2569,Siu Hương,1983-08-16,female,Gia Lai,13,http://dbqh.na.gov.vn/daibieu/20/2569/Siu-Huong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2569.jpg
Le-Thi-Huong,2576,Lê Thị Hương,1980-09-22,female,Thanh Hoá,13,http://dbqh.na.gov.vn/daibieu/56/2576/Le-Thi-Huong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2576.jpg
Truong-Thi-Anh,2577,Trương Thị Ánh,1959-03-13,female,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2577/Truong-Thi-Anh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2577.jpg
Tran-Du-Lich,2583,Trần Du Lịch,1952-08-19,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2583/Tran-Du-Lich.aspx,http://dbqh.na.gov.vn/data/images/XIII/2583.jpg
Vo-Minh-Chien,2588,Võ Minh Chiến,1956-06-22,male,Sóc Trăng,13,http://dbqh.na.gov.vn/daibieu/51/2588/Vo-Minh-Chien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2588.jpg
Vo-Thi-Dung,2589,Võ Thị Dung,1960-06-02,female,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2589/Vo-Thi-Dung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2589.jpg
Ho-Thi-Cam-%C4%90ao,2593,Hồ Thị Cẩm Đào,1972-06-12,female,Sóc Trăng,13,http://dbqh.na.gov.vn/daibieu/51/2593/Ho-Thi-Cam-%C4%90ao.aspx,http://dbqh.na.gov.vn/data/images/XIII/2593.jpg
Tran-Thanh-Hai,2609,Trần Thanh Hải,1963-10-20,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2609/Tran-Thanh-Hai.aspx,http://dbqh.na.gov.vn/data/images/XIII/2609.jpg
Nguyen-Tuyet-Lien,2621,Nguyễn Tuyết Liên,1963-08-10,female,Sóc Trăng,13,http://dbqh.na.gov.vn/daibieu/51/2621/Nguyen-Tuyet-Lien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2621.jpg
%C4%90inh-Thi-Bach-Mai,2622,Đinh Thị Bạch Mai,1960-11-22,female,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2622/%C4%90inh-Thi-Bach-Mai.aspx,http://dbqh.na.gov.vn/data/images/XIII/2622.jpg
Nguyen-Thi-Kim-Be,2625,Nguyễn Thị Kim Bé,1968-09-10,female,Kiên Giang,13,http://dbqh.na.gov.vn/daibieu/32/2625/Nguyen-Thi-Kim-Be.aspx,http://dbqh.na.gov.vn/data/images/XIII/2625.jpg
Le-Thi-Cong,2630,Lê Thị Công,1964-03-08,female,Bà Rịa - Vũng Tàu,13,http://dbqh.na.gov.vn/daibieu/3/2630/Le-Thi-Cong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2630.jpg
Pham-Truong-Dan,2639,Phạm Trường Dân,1956-04-01,male,Quảng Nam,13,http://dbqh.na.gov.vn/daibieu/46/2639/Pham-Truong-Dan.aspx,http://dbqh.na.gov.vn/data/images/XIII/2639.jpg
Lam-Le-Ha,2650,Lâm Lệ Hà,1965-10-20,female,Kiên Giang,13,http://dbqh.na.gov.vn/daibieu/32/2650/Lam-Le-Ha.aspx,http://dbqh.na.gov.vn/data/images/XIII/2650.jpg
Le-Van-Lai,2651,Lê Văn Lai,1954-09-04,male,Quảng Nam,13,http://dbqh.na.gov.vn/daibieu/46/2651/Le-Van-Lai.aspx,http://dbqh.na.gov.vn/data/images/XIII/2651.jpg
Nguyen-Van-Hien,2653,Nguyễn Văn Hiến,1962-08-19,male,Bà Rịa - Vũng Tàu,13,http://dbqh.na.gov.vn/daibieu/3/2653/Nguyen-Van-Hien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2653.jpg
Truong-Thai-Hien,2659,Trương Thái Hiền,1958-05-15,male,Kiên Giang,13,http://dbqh.na.gov.vn/daibieu/32/2659/Truong-Thai-Hien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2659.jpg
Nguyen-Van-Canh,2660,Nguyễn Văn Cảnh,1977-12-07,male,Bình Định,13,http://dbqh.na.gov.vn/daibieu/8/2660/Nguyen-Van-Canh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2660.jpg
Pham-Quang-Khai,2667,Phạm Quang Khải,1954-11-04,male,Bà Rịa - Vũng Tàu,13,http://dbqh.na.gov.vn/daibieu/3/2667/Pham-Quang-Khai.aspx,http://dbqh.na.gov.vn/data/images/XIII/2667.jpg
Pham-Thi-Thu-Hong,2670,Phạm Thị Thu Hồng,1961-07-19,female,Bình Định,13,http://dbqh.na.gov.vn/daibieu/8/2670/Pham-Thi-Thu-Hong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2670.jpg
Nguyen-Van-Hung,2686,Nguyễn Văn Hưng,1958-08-19,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2686/Nguyen-Van-Hung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2686.jpg
Nguyen-Cong-Binh,2687,Nguyễn Công Bình,1956-10-10,male,Yên Bái,13,http://dbqh.na.gov.vn/daibieu/62/2687/Nguyen-Cong-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2687.jpg
Tran-Van-Huynh,2692,Trần Văn Huynh,1952-01-10,male,Kiên Giang,13,http://dbqh.na.gov.vn/daibieu/32/2692/Tran-Van-Huynh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2692.jpg
%C4%90ang-Cong-Ly,2694,Đặng Công Lý,1960-05-15,male,Bình Định,13,http://dbqh.na.gov.vn/daibieu/8/2694/%C4%90ang-Cong-Ly.aspx,http://dbqh.na.gov.vn/data/images/XIII/2694.jpg
%C4%90ang-Thi-Kim-Lien,2697,Đặng Thị Kim Liên,1980-03-12,female,Yên Bái,13,http://dbqh.na.gov.vn/daibieu/62/2697/%C4%90ang-Thi-Kim-Lien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2697.jpg
Le-%C4%90ac-Lam,2713,Lê Đắc Lâm,1958-01-10,male,Bình Thuận,13,http://dbqh.na.gov.vn/daibieu/11/2713/Le-%C4%90ac-Lam.aspx,http://dbqh.na.gov.vn/data/images/XIII/2713.jpg
Huynh-Ngoc-Anh,2714,Huỳnh Ngọc Ánh,1962-03-20,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2714/Huynh-Ngoc-Anh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2714.jpg
Pham-Van-Gon,2717,Phạm Văn Gòn,1956-04-20,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2717/Pham-Van-Gon.aspx,http://dbqh.na.gov.vn/data/images/XIII/2717.jpg
Huynh-Thanh-%C4%90at,2727,Huỳnh Thành Đạt,1962-08-26,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2727/Huynh-Thanh-%C4%90at.aspx,http://dbqh.na.gov.vn/data/images/XIII/2727.jpg
Pham-Xuan-%C4%90uong,2736,Phạm Xuân Đương,1956-10-01,male,Thái Nguyên,13,http://dbqh.na.gov.vn/daibieu/54/2736/Pham-Xuan-%C4%90uong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2736.jpg
Truong-Thi-Hue,2738,Trương Thị Huệ,1961-01-28,female,Thái Nguyên,13,http://dbqh.na.gov.vn/daibieu/54/2738/Truong-Thi-Hue.aspx,http://dbqh.na.gov.vn/data/images/XIII/2738.jpg
Nguyen-Thanh-Binh,2750,Nguyễn Thanh Bình,1955-08-06,male,Vĩnh Long,13,http://dbqh.na.gov.vn/daibieu/60/2750/Nguyen-Thanh-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2750.jpg
Nguyen-Thi-Hong-Ha,2753,Nguyễn Thị Hồng Hà,1959-06-28,female,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2753/Nguyen-Thi-Hong-Ha.aspx,http://dbqh.na.gov.vn/data/images/XIII/2753.jpg
%C4%90inh-Huy-Chien,2754,Đinh Huy Chiến,1966-04-08,male,Thái Nguyên,13,http://dbqh.na.gov.vn/daibieu/54/2754/%C4%90inh-Huy-Chien.aspx,http://dbqh.na.gov.vn/data/images/XIII/2754.jpg
%C4%90ang-Thi-My-Huong,2758,Đàng Thị Mỹ Hương,1973-06-24,female,Ninh Thuận,13,http://dbqh.na.gov.vn/daibieu/42/2758/%C4%90ang-Thi-My-Huong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2758.jpg
Chu-Son-Ha,2759,Chu Sơn Hà,1956-08-25,male,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2759/Chu-Son-Ha.aspx,http://dbqh.na.gov.vn/data/images/XIII/2759.jpg
Huynh-The-Ky,2762,Huỳnh Thế Kỳ,1956-06-01,male,Ninh Thuận,13,http://dbqh.na.gov.vn/daibieu/42/2762/Huynh-The-Ky.aspx,http://dbqh.na.gov.vn/data/images/XIII/2762.jpg
%C4%90ao-Van-Binh,2769,Đào Văn Bình,1956-11-11,male,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2769/%C4%90ao-Van-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2769.jpg
Luu-Thanh-Cong,2772,Lưu Thành Công,1961-05-14,male,Vĩnh Long,13,http://dbqh.na.gov.vn/daibieu/60/2772/Luu-Thanh-Cong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2772.jpg
Trinh-Thi-Thanh-Binh,2783,Trịnh Thị Thanh Bình,1961-06-10,female,Bến Tre,13,http://dbqh.na.gov.vn/daibieu/12/2783/Trinh-Thi-Thanh-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2783.jpg
Nguyen-Thi-Phuong-%C4%90ao,2791,Nguyễn Thị Phương Đào,1962-12-01,female,Bến Tre,13,http://dbqh.na.gov.vn/daibieu/12/2791/Nguyen-Thi-Phuong-%C4%90ao.aspx,http://dbqh.na.gov.vn/data/images/XIII/2791.jpg
Nguyen-Van-Hieu,2793,Nguyễn Văn Hiếu,1959-06-23,male,Bến Tre,13,http://dbqh.na.gov.vn/daibieu/12/2793/Nguyen-Van-Hieu.aspx,http://dbqh.na.gov.vn/data/images/XIII/2793.jpg
Trinh-The-Khiet,2794,Trịnh Thế Khiết,1958-04-14,male,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2794/Trinh-The-Khiet.aspx,http://dbqh.na.gov.vn/data/images/XIII/2794.jpg
Nguyen-%C4%90uc-Chung,2807,Nguyễn Đức Chung,1967-08-03,male,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2807/Nguyen-%C4%90uc-Chung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2807.jpg
Bui-Manh-Hung,2808,Bùi Mạnh Hùng,1956-06-08,male,Bình Phước,13,http://dbqh.na.gov.vn/daibieu/10/2808/Bui-Manh-Hung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2808.jpg
Nguyen-Van-Loi,2812,Nguyễn Văn Lợi,1961-08-23,male,Bình Phước,13,http://dbqh.na.gov.vn/daibieu/10/2812/Nguyen-Van-Loi.aspx,http://dbqh.na.gov.vn/data/images/XIII/2812.jpg
Pham-Khanh-Phong-Lan,2820,Phạm Khánh Phong Lan,1970-05-17,female,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2820/Pham-Khanh-Phong-Lan.aspx,http://dbqh.na.gov.vn/data/images/XIII/2820.jpg
Pham-Huy-Hung,2823,Phạm Huy Hùng,1954-11-02,male,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2823/Pham-Huy-Hung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2823.jpg
Nguyen-Quoc-Binh,2826,Nguyễn Quốc Bình,1959-06-22,male,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2826/Nguyen-Quoc-Binh.aspx,http://dbqh.na.gov.vn/data/images/XIII/2826.jpg
Nguyen-Ngoc-Bao,2828,Nguyễn Ngọc Bảo,1967-06-16,male,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2828/Nguyen-Ngoc-Bao.aspx,http://dbqh.na.gov.vn/data/images/XIII/2828.jpg
Chu-Le-Chu,2829,Chu Lé Chừ (Chu Lê Chinh),1966-05-04,male,Lai Châu,13,http://dbqh.na.gov.vn/daibieu/37/2829/Chu-Le-Chu.aspx,http://dbqh.na.gov.vn/data/images/XIII/2829.jpg
Nguyen-Ngoc-Hoa,2842,Nguyễn Ngọc Hòa,1965-06-26,male,TP Hồ Chí Minh,13,http://dbqh.na.gov.vn/daibieu/29/2842/Nguyen-Ngoc-Hoa.aspx,http://dbqh.na.gov.vn/data/images/XIII/2842.jpg
Bui-Thi-An,2851,Bùi Thị An,1943-12-10,female,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2851/Bui-Thi-An.aspx,http://dbqh.na.gov.vn/data/images/XIII/2851.jpg
Nguyen-Thi-Nguyet-Huong,2880,Nguyễn Thị Nguyệt Hường,1970-04-09,female,TP Hà Nội,13,http://dbqh.na.gov.vn/daibieu/23/2880/Nguyen-Thi-Nguyet-Huong.aspx,http://dbqh.na.gov.vn/data/images/XIII/2880.jpg
Ha-Van-Khoat,2919,Hà Văn Khoát,1955-01-20,male,Bắc Kạn,13,http://dbqh.na.gov.vn/daibieu/81/2919/Ha-Van-Khoat.aspx,http://dbqh.na.gov.vn/data/images/XIII/2919.jpg
Hoang-Ngoc-Dung,2924,Hoàng Ngọc Dũng,1961-07-01,male,Sơn La,13,http://dbqh.na.gov.vn/daibieu/50/2924/Hoang-Ngoc-Dung.aspx,http://dbqh.na.gov.vn/data/images/XIII/2924.jpg
Tran-Minh-Dieu,2935,Trần Minh Diệu,1958-10-07,male,Quảng Bình,13,http://dbqh.na.gov.vn/daibieu/45/2935/Tran-Minh-Dieu.aspx,http://dbqh.na.gov.vn/data/images/XIII/2935.jpg
%C4%90ang-Thi-Kim-Chi,2947,Đặng Thị Kim Chi,1963-05-23,female,Phú Yên,13,http://dbqh.na.gov.vn/daibieu/44/2947/%C4%90ang-Thi-Kim-Chi.aspx,http://dbqh.na.gov.vn/data/images/XIII/2947.jpg
Pham-Van-Ho,2950,Phạm Văn Hổ,1963-02-25,male,Phú Yên,13,http://dbqh.na.gov.vn/daibieu/44/2950/Pham-Van-Ho.aspx,http://dbqh.na.gov.vn/data/images/XIII/2950.jpg
