id,type,name__it,name__fr,name__ca,name__ro,start_date,name__en,name__lmo,name__fi,name__de
Q48080631,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Campania 2 - 04,,,,2017-12,Campania 2 - 04,,,
Q48080642,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Campania 2 - 05,,,,2017-12,Campania 2 - 05,,,
Q48080651,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Campania 2 - 06,,,,2017-12,Campania 2 - 06,,,
Q48080658,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Campania 2 - 07,,,,2017-12,Campania 2 - 07,,,
Q48080666,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Campania 2 - 08,,,,2017-12,Campania 2 - 08,,,
Q48080677,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Campania 2 - 09,,,,2017-12,Campania 2 - 09,,,
Q48080689,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Campania 2 - 10,,,,2017-12,Campania 2 - 10,,,
Q48080697,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 01,,,,2017-12,Puglia - 01,,,
Q48080712,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 02,,,,2017-12,Puglia - 02,,,
Q48080722,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 03,,,,2017-12,Puglia - 03,,,
Q48080734,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 04,,,,2017-12,Puglia - 04,,,
Q48080747,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 05,,,,2017-12,Puglia - 05,,,
Q48080752,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 06,,,,2017-12,Puglia - 06,,,
Q48080757,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 07,,,,2017-12,Puglia - 07,,,
Q48080767,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 08,,,,2017-12,Puglia - 08,,,
Q48080774,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 09,,,,2017-12,Puglia - 09,,,
Q48080779,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 10,,,,2017-12,Puglia - 10,,,
Q48080791,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 11,,,,2017-12,Puglia - 11,,,
Q48080801,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 12,,,,2017-12,Puglia - 12,,,
Q48080810,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 13,,,,2017-12,Puglia - 13,,,
Q48080824,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 14,,,,2017-12,Puglia - 14,,,
Q48080834,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 15,,,,2017-12,Puglia - 15,,,
Q48080845,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Puglia - 16,,,,2017-12,Puglia - 16,,,
Q48080854,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Basilicata - 01,,,,2017-12,Basilicata - 01,,,
Q48080864,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Basilicata - 02,,,,2017-12,Basilicata - 02,,,
Q48080868,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 01,,,,2017-12,Calabria - 01,,,
Q48080876,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 02,,,,2017-12,Calabria - 02,,,
Q48080885,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 03,,,,2017-12,Calabria - 03,,,
Q48080896,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 04,,,,2017-12,Calabria - 04,,,
Q48080903,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 05,,,,2017-12,Calabria - 05,,,
Q48080912,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 06,,,,2017-12,Calabria - 06,,,
Q48080923,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 07,,,,2017-12,Calabria - 07,,,
Q48080934,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Calabria - 08,,,,2017-12,Calabria - 08,,,
Q48080942,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 01,,,,2017-12,Sicilia 1 - 01,,,
Q48080949,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 02,,,,2017-12,Sicilia 1 - 02,,,
Q48080955,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 03,,,,2017-12,Sicilia 1 - 03,,,
Q48080964,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 04,,,,2017-12,Sicilia 1 - 04,,,
Q48080973,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 05,,,,2017-12,Sicilia 1 - 05,,,
Q48080981,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 06,,,,2017-12,Sicilia 1 - 06,,,
Q48080990,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 07,,,,2017-12,Sicilia 1 - 07,,,
Q48080999,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 08,,,,2017-12,Sicilia 1 - 08,,,
Q48081007,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 1 - 09,,,,2017-12,Sicilia 1 - 09,,,
Q48081017,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 01,,,,2017-12,Sicilia 2 - 01,,,
Q48081029,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 02,,,,2017-12,Sicilia 2 - 02,,,
Q48081034,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 03,,,,2017-12,Sicilia 2 - 03,,,
Q48081042,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 04,,,,2017-12,Sicilia 2 - 04,,,
Q48081050,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 05,,,,2017-12,Sicilia 2 - 05,,,
Q48081062,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 06,,,,2017-12,Sicilia 2 - 06,,,
Q48081070,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 07,,,,2017-12,Sicilia 2 - 07,,,
Q48081081,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 08,,,,2017-12,Sicilia 2 - 08,,,
Q48081090,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 09,,,,2017-12,Sicilia 2 - 09,,,
Q48081100,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sicilia 2 - 10,,,,2017-12,Sicilia 2 - 10,,,
Q48081109,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sardegna - 01,,,,2017-12,Sardegna - 01,,,
Q48081120,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sardegna - 02,,,,2017-12,Sardegna - 02,,,
Q48081130,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sardegna - 03,,,,2017-12,Sardegna - 03,,,
Q48081140,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sardegna - 04,,,,2017-12,Sardegna - 04,,,
Q48081152,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sardegna - 05,,,,2017-12,Sardegna - 05,,,
Q48081163,uninominal constituency of the Italian Chamber of Deputies,collegio uninominale Sardegna - 06,,,,2017-12,Sardegna - 06,,,
Q48218445,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 1 - 04,,,,2017-12-12,,,,
Q48809458,constituency of the Italian Chamber of Deputies,Circoscrizione di Pisa-Livorno-Lucca-Massa-Carrara,,,,,,,,
Q48809996,constituency of the Italian Chamber of Deputies,Circoscrizione di Firenze-Pistoia,,,,,,,,
Q48811118,constituency of the Italian Chamber of Deputies,Circoscrizione di Siena-Arezzo-Grosseto,,,,,,,,
Q48811121,constituency of the Italian Chamber of Deputies,Circoscrizione di Ancona-Pesaro-Macerata-Ascoli Piceno,,,,,,,,
Q48811124,constituency of the Italian Chamber of Deputies,Circoscrizione di Genova-Imperia-La Spezia-Savona,,,,,,,,
Q48812240,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Toscana - 01,,,,,,,,
Q48812246,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Toscana - 02,,,,,,,,
Q48812252,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Toscana - 03,,Toscana - 03,,,,,,
Q48812258,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Toscana - 04,,,,,,,,
Q48812402,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Piemonte 1 - 01,,,,,,,,
Q48812414,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Piemonte 1 - 02,,,,,,,,
Q48812419,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Piemonte 2 - 01,,,,,,,,
Q48812425,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Piemonte 2 - 02,,,,,,,,
Q48812428,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 1 - 01,,,,,,,,
Q48812438,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 1 - 02,,,,,,,,
Q48812448,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 1 - 03,,,,,,,,
Q48812452,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 2 - 01,,,,,,,,
Q48812465,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 2 - 02,,,,,,,,
Q48812471,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 3 - 01,,,,,,,,
Q48812476,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 3 - 02,,,,,,,,
Q48812480,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 4 - 01,,,,,,,,
Q48812484,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lombardia 4 - 02,,,,,,,,
Q48812490,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Trentino-Alto Adige - 01,,,,,,,,
Q48812494,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Veneto 1 - 01,,,,,,,,
Q48812499,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Veneto 1 - 02,,,,,,,,
Q48812504,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Veneto 2 - 01,,,,,,,,
Q48812508,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Veneto 2 - 02,,,,,,,,
Q48812513,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Veneto 2 - 03,,,,,,,,
Q48812519,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Friuli-Venezia Giulia - 01,,,,,,,,
Q48812523,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Liguria - 01,,,,,,,,
Q48812527,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Liguria - 02,,,,,,,,
Q48812558,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Emilia-Romagna - 01,,,,,,,,
Q48812565,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Emilia-Romagna - 02,,,,,,,,
Q48812570,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Emilia-Romagna - 03,,,,,,,,
Q48812576,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Emilia-Romagna - 04,,,,,,,,
Q48812581,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Umbria - 01,,,,,,,,
Q48812586,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Molise - 01,,,,,,,,
Q48812591,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Basilicata - 01,,,,,,,,
Q48812595,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Marche - 01,,,,,,,,
Q48812599,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Marche - 02,,,,,,,,
Q48812606,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Puglia - 01,,,,,,,,
Q48812611,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Puglia - 02,,,,,,,,
Q48812615,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Puglia - 03,,,,,,,,
Q48812620,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Puglia - 04,,,,,,,,
Q48812624,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Calabria - 01,,,,,,,,
Q48812628,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Calabria - 02,,,,,,,,
Q48812634,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sardegna - 01,,,,,,,,
Q48812642,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sardegna - 02,,,,,,,,
Q48812646,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Abruzzo - 01,,,,,,,,
Q48812650,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Abruzzo - 02,,,,,,,,
Q48812655,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lazio 1 - 01,,,,,,,,
Q48812660,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lazio 1 - 02,,,,,,,,
Q48812667,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lazio 1 - 03,,,,,,,,
Q48812670,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lazio 2 - 01,,,,,,,,
Q48812675,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Lazio 2 - 02,,,,,,,,
Q48812680,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Campania 1 - 01,,,,,,,,
Q48812684,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Campania 1 - 02,,,,,,,,
Q48812686,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Campania 1 - 03,,,,,,,,
Q48812691,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Campania 2 - 01,,,,,,,,
Q48812696,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Campania 2 - 02,,,,,,,,
Q48812701,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Campania 2 - 03,,,,,,,,
Q48812705,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sicilia 1 - 01,,,,,,,,
Q48812709,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sicilia 1 - 02,,,,,,,,
Q48812714,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sicilia 1 - 03,,,,,,,,
Q48812720,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sicilia 2 - 01,,,,,,,,
Q48812724,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sicilia 2 - 02,,,,,,,,
Q48812729,multi-member district of the Italian Chamber of Deputies,collegio plurinominale Sicilia 2 - 03,,,,,,,,
Q48814118,constituency of the Italian Chamber of Deputies,Circoscrizione Lombardia 2,,,,,,,,
Q48814120,constituency of the Italian Chamber of Deputies,Circoscrizione Lombardia 3,,,,,,,,
