id,party_id,name,wikipedia,constituency,party,term,start_date,end_date,source
guðlaugur_Þórðarson,independence_party,Guðlaugur Þórðarson,Guðlaugur Þór Þórðarson,Reykjavik North,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
guðni_Ágústsson,progressive_party,Guðni Ágústsson,Guðni Ágústsson,South,Progressive Party,2007,,2008-11-17,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
eygló_harðardóttir,progressive_party,Eygló Harðardóttir,Eygló Harðardóttir,South,Progressive Party,2007,2008-11-17,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
helgi_hjörvar,social_democratic_alliance,Helgi Hjörvar,Helgi Hjörvar,Reykjavik North,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
illugi_gunnarsson,independence_party,Illugi Gunnarsson,Illugi Gunnarsson,Reykjavik South,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
ingibjörg_gísladóttir,social_democratic_alliance,Ingibjörg Gísladóttir,Ingibjörg Sólrún Gísladóttir,Reykjavik South,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
jóhanna_sigurðardóttir,social_democratic_alliance,Jóhanna Sigurðardóttir,Jóhanna Sigurðardóttir,Reykjavik North,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
jón_gunnarsson,independence_party,Jón Gunnarsson,Jón Gunnarsson,Southwest,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
jón_magnússon,independence_party,Jón Magnússon,Jón Magnússon,Reykjavik South,Independence Party,2007,2009,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
katrín_jakobsdóttir,left-green_movement,Katrín Jakobsdóttir,Katrín Jakobsdóttir,Reykjavik North,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
katrín_júlíusdóttir,social_democratic_alliance,Katrín Júlíusdóttir,Katrín Júlíusdóttir,Southwest,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
karl_matthíasson,liberal_party,Karl Matthíasson,"",Northwest,Liberal Party,2007,2009,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
kjartan_Ólafsson,independence_party,Kjartan Ólafsson,Kjartan Ólafsson,South,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
kolbrún_halldórsdóttir,left-green_movement,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Reykjavik South,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
kristinn_gunnarsson,independent,Kristinn Gunnarsson,"",Northwest,Independent,2007,2009,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
kristján_júlíusson,independence_party,Kristján Júlíusson,Kristján Þór Júlíusson,Northeast,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
kristján_möller,social_democratic_alliance,Kristján Möller,Kristján L. Möller,Northeast,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
lúðvík_bergvinsson,social_democratic_alliance,Lúðvík Bergvinsson,"",South,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
magnús_stefánsson,progressive_party,Magnús Stefánsson,Magnús Stefánsson,Northwest,Progressive Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
pétur_blöndal,independence_party,Pétur Blöndal,Pétur H. Blöndal,Reykjavik North,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
ragnheiður_Árnadóttir,independence_party,Ragnheiður Árnadóttir,Ragnheiður Elín Árnadóttir,Southwest,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
ragnheiður_ríkharðsdóttir,independence_party,Ragnheiður Ríkharðsdóttir,Ragnheiður Ríkharðsdóttir,Southwest,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
sigurður_kristjánsson,independence_party,Sigurður Kristjánsson,Sigurður Kári Kristjánsson,Reykjavik North,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
siv_friðleifsdóttir,progressive_party,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Southwest,Progressive Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
steingrímur_sigfússon,left-green_movement,Steingrímur Sigfússon,Steingrímur J. Sigfússon,Northeast,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
steinunn_Óskarsdóttir,social_democratic_alliance,Steinunn Óskarsdóttir,Steinunn Valdís Óskarsdóttir,Reykjavik North,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
sturla_böðvarsson,independence_party,Sturla Böðvarsson,Sturla Böðvarsson,Northwest,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
valgerður_sverrisdóttir,progressive_party,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Northeast,Progressive Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Ágúst_Ágústsson,social_democratic_alliance,Ágúst Ágústsson,"",Reykjavik South,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Álfheiður_ingadóttir,left-green_movement,Álfheiður Ingadóttir,Álfheiður Ingadóttir,Reykjavik South,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Ármann_Ólafsson,independence_party,Ármann Ólafsson,"",Southwest,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Árni_Árnason,social_democratic_alliance,Árni Árnason,Árni Páll Árnason,Southwest,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Árni_johnsen,independence_party,Árni Johnsen,Árni Johnsen,South,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Árni_mathiesen,independence_party,Árni Mathiesen,Árni Mathiesen,South,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Árni_sigurðsson,left-green_movement,Árni Sigurðsson,Árni Þór Sigurðsson,Reykjavik North,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Ásta_jóhannesdóttir,social_democratic_alliance,Ásta Jóhannesdóttir,Ásta Ragnheiður Jóhannesdóttir,Reykjavik South,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Ásta_möller,independence_party,Ásta Möller,"",Reykjavik South,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Ögmundur_jónasson,left-green_movement,Ögmundur Jónasson,Ögmundur Jónasson,Southwest,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Össur_skarphéðinsson,social_democratic_alliance,Össur Skarphéðinsson,Össur Skarphéðinsson,Reykjavik North,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Þorgerður_gunnarsdóttir,independence_party,Þorgerður Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,Southwest,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Þórunn_sveinbjarnardóttir,social_democratic_alliance,Þórunn Sveinbjarnardóttir,Þórunn Sveinbjarnardóttir,Southwest,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Þuríður_backman,left-green_movement,Þuríður Backman,Þuríður Backman,Northeast,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
Ólöf_nordal,independence_party,Ólöf Nordal,Ólöf Nordal,Northeast,Independence Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
höskuldur_Þórhallsson,progressive_party,Höskuldur Þórhallsson,Höskuldur Þórhallsson,Northeast,Progressive Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
guðbjartur_hannesson,social_democratic_alliance,Guðbjartur Hannesson,Guðbjartur Hannesson,Northwest,Social Democratic Alliance,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
jón_bjarnason,left-green_movement,Jón Bjarnason,Jón Bjarnason,Northwest,Left-Green Movement,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
guðjón_kristjánsson,liberal_party,Guðjón Kristjánsson,"",Northwest,Liberal Party,2007,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
herdís_Þórðardóttir,independence_party,Herdís Þórðardóttir,"",Northwest,Independence Party,2007,,2007-07-14,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
einar_kristjánsson,independence_party,Einar Kristjánsson,,Northwest,Independence Party,2007,2007-07-14,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2007%E2%80%9309"
anna_gunnarsdóttir,social_democratic_alliance,Anna Gunnarsdóttir,"",Northwest,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
birgir_Ármannsson,independence_party,Birgir Ármannsson,Birgir Ármannsson,Reykjavik South,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
birkir_jónsson,progressive_party,Birkir Jónsson,Birkir Jón Jónsson,Northeast,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
bjarni_benediktsson,independence_party,Bjarni Benediktsson,Bjarni Benediktsson,Southwest,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
björgvin_sigurðsson,social_democratic_alliance,Björgvin Sigurðsson,Björgvin G. Sigurðsson,South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
björn_bjarnason,independence_party,Björn Bjarnason,Björn Bjarnason,Reykjavik North,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
bryndís_hlöðversdóttir,social_democratic_alliance,Bryndís Hlöðversdóttir,"",Reykjavik North,Social Democratic Alliance,2003,,2005,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
ingibjörg_gísladóttir,social_democratic_alliance,Ingibjörg Gísladóttir,Ingibjörg Sólrún Gísladóttir,Reykjavik North,Social Democratic Alliance,2003,2005,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
dagný_jónsdóttir,progressive_party,Dagný Jónsdóttir,"",Northeast,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
davíð_oddsson,independence_party,Davíð Oddsson,Davíð Oddsson,Reykjavik North,Independence Party,2003,,2006,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Ásta_möller,independence_party,Ásta Möller,,Reykjavik North,Independence Party,2003,2006,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
drífa_hjartardóttir,independence_party,Drífa Hjartardóttir,"",South,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
einar_guðfinnsson,independence_party,Einar Guðfinnsson,"",Northwest,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
einar_kristjánsson,independence_party,Einar Kristjánsson,"",Northwest,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
einar_sigurðsson,social_democratic_alliance,Einar Sigurðsson,"",Northeast,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
geir_haarde,independence_party,Geir Haarde,Geir H. Haarde,Reykjavik South,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
gunnar_birgisson,independence_party,Gunnar Birgisson,Gunnar Birgisson,Southwest,Independence Party,2003,,2006,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
sigurrós_Þorgrímsdóttir,independence_party,Sigurrós Þorgrímsdóttir,Sigurrós Þorgrímsdóttir,Southwest,Independence Party,2003,2006,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
gunnar_Örlygsson,independence_party,Gunnar Örlygsson,"",Southwest,Independence Party,2003,2005,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðjón_hjörleifsson,independence_party,Guðjón Hjörleifsson,"",South,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðjón_kristjánsson,liberal_party,Guðjón Kristjánsson,"",Northwest,Liberal Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðlaugur_Þórðarson,independence_party,Guðlaugur Þórðarson,Guðlaugur Þór Þórðarson,Reykjavik North,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðmundur_hallvarðsson,independence_party,Guðmundur Hallvarðsson,"",Reykjavik South,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðmundur_stefánsson,social_democratic_alliance,Guðmundur Stefánsson,Guðmundur Árni Stefánsson,Southwest,Social Democratic Alliance,2003,,2005,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
valdimar_friðriksson,social_democratic_alliance,Valdimar Friðriksson,,Southwest,Social Democratic Alliance,2003,2005,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðni_Ágústsson,progressive_party,Guðni Ágústsson,Guðni Ágústsson,South,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðrún_Ögmundsdóttir,social_democratic_alliance,Guðrún Ögmundsdóttir,"",Reykjavik North,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
halldór_blöndal,independence_party,Halldór Blöndal,Halldór Blöndal,Northeast,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
halldór_Ásgrímsson,progressive_party,Halldór Ásgrímsson,Halldór Ásgrímsson,Reykjavik North,Progressive Party,2003,,2006,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
guðjón_jónsson,progressive_party,Guðjón Jónsson,,Reykjavik North,Progressive Party,2003,2006,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
hjálmar_Árnason,progressive_party,Hjálmar Árnason,"",South,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
helgi_hjörvar,social_democratic_alliance,Helgi Hjörvar,Helgi Hjörvar,Reykjavik North,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
jóhann_Ársælsson,social_democratic_alliance,Jóhann Ársælsson,"",Northwest,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
jóhanna_sigurðardóttir,social_democratic_alliance,Jóhanna Sigurðardóttir,Jóhanna Sigurðardóttir,Reykjavik South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
jón_bjarnason,left-green_movement,Jón Bjarnason,Jón Bjarnason,Northwest,Left-Green Movement,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
jón_gunnarsson,social_democratic_alliance,Jón Gunnarsson,Jón Gunnarsson,South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
jón_kristjánsson,progressive_party,Jón Kristjánsson,Jón Kristjánsson,Northeast,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
jónína_bjartmarz,progressive_party,Jónína Bjartmarz,Jónína Bjartmarz,Reykjavik South,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
katrín_júlíusdóttir,social_democratic_alliance,Katrín Júlíusdóttir,Katrín Júlíusdóttir,Southwest,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
kolbrún_halldórsdóttir,left-green_movement,Kolbrún Halldórsdóttir,Kolbrún Halldórsdóttir,Reykjavik North,Left-Green Movement,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
kristinn_gunnarsson,liberal_party,Kristinn Gunnarsson,"",Northwest,Liberal Party,2003,2007,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
kristján_möller,social_democratic_alliance,Kristján Möller,Kristján L. Möller,Northeast,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
lúðvík_bergvinsson,social_democratic_alliance,Lúðvík Bergvinsson,"",South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
magnús_hafsteinsson,liberal_party,Magnús Hafsteinsson,Magnús Þór Hafsteinsson,South,Liberal Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
magnús_stefánsson,progressive_party,Magnús Stefánsson,Magnús Stefánsson,Northwest,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
margrét_frímannsdóttir,social_democratic_alliance,Margrét Frímannsdóttir,"",South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
mörður_Árnason,social_democratic_alliance,Mörður Árnason,Mörður Árnason,Reykjavik South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Össur_skarphéðinsson,social_democratic_alliance,Össur Skarphéðinsson,Össur Skarphéðinsson,Reykjavik North,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
pétur_blöndal,independence_party,Pétur Blöndal,Pétur H. Blöndal,Reykjavik South,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
rannveig_guðmundsdóttir,social_democratic_alliance,Rannveig Guðmundsdóttir,Rannveig Guðmundsdóttir,Southwest,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
sigríður_Þórðardóttir,independence_party,Sigríður Þórðardóttir,Sigríður Anna Þórðardóttir,Southwest,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
sigurður_kristjánsson,independence_party,Sigurður Kristjánsson,Sigurður Kári Kristjánsson,Reykjavik North,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
sigurjón_Þórðarson,liberal_party,Sigurjón Þórðarson,Sigurjón Þórðarson,Northwest,Liberal Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
siv_friðleifsdóttir,progressive_party,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Southwest,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
sólveig_pétursdóttir,independence_party,Sólveig Pétursdóttir,Sólveig Pétursdóttir,Reykjavik South,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
steingrímur_sigfússon,left-green_movement,Steingrímur Sigfússon,Steingrímur J. Sigfússon,Northeast,Left-Green Movement,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
sturla_böðvarsson,independence_party,Sturla Böðvarsson,Sturla Böðvarsson,Northwest,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
tómas_olrich,independence_party,Tómas Olrich,Tómas Ingi Olrich,Northeast,Independence Party,2003,,2004,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
arnbjörg_sveinsdóttir,independence_party,Arnbjörg Sveinsdóttir,,Northeast,Independence Party,2003,2004,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
valgerður_sverrisdóttir,progressive_party,Valgerður Sverrisdóttir,Valgerður Sverrisdóttir,Northeast,Progressive Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Ágúst_Ágústsson,social_democratic_alliance,Ágúst Ágústsson,"",Reykjavik South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Árni_Árnason,independence_party,Árni Árnason,"",South,Independence Party,2003,,2004,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
kjartan_Ólafsson,independence_party,Kjartan Ólafsson,Kjartan Ólafsson,South,Independence Party,2003,2004,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Árni_magnússon,progressive_party,Árni Magnússon,Árni Magnússon,Reykjavik North,Progressive Party,2003,,2006,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
sæunn_stefánsdóttir,progressive_party,Sæunn Stefánsdóttir,,Reykjavik North,Progressive Party,2003,2006,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Árni_mathiesen,independence_party,Árni Mathiesen,Árni Mathiesen,Southwest,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Ásta_jóhannesdóttir,social_democratic_alliance,Ásta Jóhannesdóttir,Ásta Ragnheiður Jóhannesdóttir,Reykjavik South,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Ögmundur_jónasson,left-green_movement,Ögmundur Jónasson,Ögmundur Jónasson,Reykjavik South,Left-Green Movement,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Þorgerður_gunnarsdóttir,independence_party,Þorgerður Gunnarsdóttir,Þorgerður Katrín Gunnarsdóttir,Southwest,Independence Party,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Þórunn_sveinbjarnardóttir,social_democratic_alliance,Þórunn Sveinbjarnardóttir,Þórunn Sveinbjarnardóttir,Southwest,Social Democratic Alliance,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
Þuríður_backman,left-green_movement,Þuríður Backman,Þuríður Backman,Northeast,Left-Green Movement,2003,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_2003%E2%80%9307"
arnbjörg_sveinsdóttir,independence_party,Arnbjörg Sveinsdóttir,"",East,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
björn_bjarnason,independence_party,Björn Bjarnason,Björn Bjarnason,Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
bryndís_hlöðversdóttir,social_democratic_alliance,Bryndís Hlöðversdóttir,"",Reykjavik,Social Democratic Alliance,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
davíð_oddsson,independence_party,Davíð Oddsson,Davíð Oddsson,Reykjavik,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
drífa_hjartardóttir,independence_party,Drífa Hjartardóttir,"",South,Independence Party,1999,,,"https://en.wikipedia.org/wiki/List_of_members_of_the_parliament_of_Iceland,_1999%E2%80%932003"
