id,name,constituency,party,party_id,gender,district,tel,term,source
304,Hon. A.S. Nkhata,Kasungu Central,Malawi Congress Party,MCP,M,Kasungu,"",2014,http://www.parliament.gov.mw/mp.php?indexc=304&mode=alps
435,Hon. L. Nkhosa Kamwendo,Ntchisi South,Malawi Congress Party,MCP,M,Ntchisi,"",2014,http://www.parliament.gov.mw/mp.php?indexc=435&mode=alps
312,Hon. A.M. Nyalonje,Mzimba North,Peoples Party,PP,F,Mzimba,"",2014,http://www.parliament.gov.mw/mp.php?indexc=312&mode=alps
306,Hon. C.L. Nyirenda,Nkhata Bay North West,Independent,Independent,M,Nkhata Bay,"",2014,http://www.parliament.gov.mw/mp.php?indexc=306&mode=alps
318,Hon. M.H. Osman,Chiradzulu Central,Independent,Independent,M,Chiradzulu,"",2014,http://www.parliament.gov.mw/mp.php?indexc=318&mode=alps
321,Hon. L.E. Patel,Mangochi South,United Democratic Front,UDF,F,Mangochi,"",2014,http://www.parliament.gov.mw/mp.php?indexc=321&mode=alps
402,Hon. F. Phisso-Phiri,Blantyre North,Democratic Progressive Party,DPP,M,Blantyre,"",2014,http://www.parliament.gov.mw/mp.php?indexc=402&mode=alps
324,Hon. M. Salijeni,Thyolo South,Independent,Independent,M,Thyolo,"",2014,http://www.parliament.gov.mw/mp.php?indexc=324&mode=alps
327,Hon. A.M.M. Sangala,Blantyre Malabada,Democratic Progressive Party,DPP,M,Blantyre,"",2014,http://www.parliament.gov.mw/mp.php?indexc=327&mode=alps
322,Hon. H.M. Shaba,Mzimba Central,Independent,Independent,M,Mzimba,"",2014,http://www.parliament.gov.mw/mp.php?indexc=322&mode=alps
335,Hon. R.C. Shaba,Mzimba South East,Independent,Independent,M,Mzimba,"",2014,http://www.parliament.gov.mw/mp.php?indexc=335&mode=alps
333,Hon. R.P. Sithole,North North-East,Independent,Independent,M,Kasungu,"",2014,http://www.parliament.gov.mw/mp.php?indexc=333&mode=alps
401,Hon. G.T. Solomoni,Thyolo East,Democratic Progressive Party,DPP,M,Thyolo,"",2014,http://www.parliament.gov.mw/mp.php?indexc=401&mode=alps
343,Hon. L.L. Tambala,Mulanje North,Independent,Independent,F,Mulanje,"",2014,http://www.parliament.gov.mw/mp.php?indexc=343&mode=alps
341,Hon. C.C. Tembo,Lilongwe City North,Malawi Congress Party,MCP,F,Lilongwe,"",2014,http://www.parliament.gov.mw/mp.php?indexc=341&mode=alps
347,Hon. P.P. Themu,Dedza South,Malawi Congress Party,MCP,M,Dedza,"",2014,http://www.parliament.gov.mw/mp.php?indexc=347&mode=alps
392,Hon. H. Thomson,Chikwawa North,Independent,Independent,M,Chikwawa,"",2014,http://www.parliament.gov.mw/mp.php?indexc=392&mode=alps
346,Hon. M.L. Thyolera,Lilongwe North East,Malawi Congress Party,MCP,M,Lilongwe,"",2014,http://www.parliament.gov.mw/mp.php?indexc=346&mode=alps
339,Hon. C.J. Tikhiwa,Zomba Thondwe,Democratic Progressive Party,DPP,M,Zomba,"",2014,http://www.parliament.gov.mw/mp.php?indexc=339&mode=alps
349,Hon. E. Yahaya,Machinga Central East,United Democratic Front,UDF,M,Machinga,"",2014,http://www.parliament.gov.mw/mp.php?indexc=349&mode=alps
352,Hon. D.S. Zaipa,Mchinji South,Independent,Independent,M,Mchinji,"",2014,http://www.parliament.gov.mw/mp.php?indexc=352&mode=alps
353,Hon. K.A. Zinchetera,Mchinji East,Malawi Congress Party,MCP,M,Mchinji,"",2014,http://www.parliament.gov.mw/mp.php?indexc=353&mode=alps
