id,name,honorific_prefix,image,constituency,party,source,term
peter-chakhwantha,Peter Chakhwantha,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe South West,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
peter-dimba,Peter Dimba,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe South,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
peter-hamilton-bvalani,Peter Hamilton Bvalani,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Zomba Likangala,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
peter-kumpalume,Peter Kumpalume,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
peter-mavuto-mazizi,Peter Mavuto Mazizi,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhotakota Central,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
peter-patisi-stanley-chalera,Peter Patisi Stanley Chalera,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe Msinja North,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
rabson-chihaula-shaba,Rabson Chihaula Shaba,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mzimba South East,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
rachel-mazombwe-zulu,Rachel Mazombwe Zulu,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mchinji North,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
ralph-pachalo-jooma,Ralph Pachalo Jooma,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mangochi Monkey Bay,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
raphael-mhone,Raphael Mhone,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nkhata Bay Central,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
rhino-moyo-chiphiko,Rhino Moyo Chiphiko,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe City South West,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
richard-chimwendo-banda,Richard Chimwendo-Banda,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Dowa East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
richard-msowoya,Richard Msowoya,Rt. Hon.,https://www.parliament.gov.mw/images/mps/default-mp.png,Karonga Nyungwe,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
rodger-sithole,Rodger Sithole,"",https://www.parliament.gov.mw/images/mps/default-mp.png,"Kasungu North, North East",Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
rodrick-samu-khumbanyiwa,Rodrick Samu Khumbanyiwa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chikwawa East,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
samuel-dalitso-kawale,Samuel Dalitso Kawale,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Dowa North East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
shaibu-jones-kaliati,Shaibu Jones Kaliati,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Machinga Central,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
susan-kacholola-ndalama,Susan Kacholola Ndalama,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre Rural East,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
themba-mkandawire,Themba Mkandawire,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre City Central,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
thomson-kamangira,Thomson Kamangira,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Nsanje South,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
timothy-gerson-solomoni,Timothy Gerson Solomoni,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Thyolo East,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
trasizio-thom-gowelo,Trasizio Thom Gowelo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre City West,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
uladi-mussa,Uladi Mussa,Dr.,https://www.parliament.gov.mw/images/mps/default-mp.png,Salima South,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
vasco-mtunduwatha-chimbalu,Vasco Mtunduwatha Chimbalu,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Kasungu South,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
victor-musowa,Victor Musowa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Mulanje Bale,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
victor-white-mbewe,Victor White Mbewe,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Blantyre City South East,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
vincent-winstone-ghambi,Vincent Winstone Ghambi,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Karonga North,DPP,https://www.parliament.gov.mw/views/mp-list.php,2014
vitus-gonamtunda-dzoole-mwale,Vitus Gonamtunda Dzoole Mwale,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe Msozi South,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
wallace-jackson-chawawa,Wallace Jackson Chawawa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Zomba Chingale,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
watson-makala-ngozo,Watson Makala Ngozo,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe Mpenu,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
werani-chilenga,Werani Chilenga,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chitipa South,PP,https://www.parliament.gov.mw/views/mp-list.php,2014
willard-gwengwe,Willard Gwengwe,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Lilongwe South East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
willet-karonga,Willet Karonga,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chiradzulu North,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
william-lestar-kalima,William Lestar Kalima,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Ntchisi East,MCP,https://www.parliament.gov.mw/views/mp-list.php,2014
wilson-ndomondo,Wilson Ndomondo,Rev.,https://www.parliament.gov.mw/images/mps/default-mp.png,Machinga South East,pp,https://www.parliament.gov.mw/views/mp-list.php,2014
yaumi-aufi-mpaweni,Yaumi Aufi Mpaweni,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Balaka Central East,UDF,https://www.parliament.gov.mw/views/mp-list.php,2014
zaheer-gaffa-issa,Zaheer Gaffa Issa,"",https://www.parliament.gov.mw/images/mps/default-mp.png,Chikwawa Central,Independent,https://www.parliament.gov.mw/views/mp-list.php,2014
