id,name,type,party,area_id,area,gender,image,term,source
348,KEHILECH MUSTAPHA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:17,Djelfa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/380.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/348-kehilech-mustapha
349,KENANA ASSIA,National,INDEPENDANTS,ocd-division/country:dz/wilayah:40,Khenchla,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/385.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/349-kenana-assia
35,ADAMMI MOHAMMED,National,AHD 54,ocd-division/country:dz/wilayah:33,Illizi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/6.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/35-adammi-mohammed
350,KERKOUCHE NEE BOURAS SAMIRA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:16,Alger,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/381.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/350-kerkouche-nee-bouras-samira
351,KHALDI KHEIRA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:17,Djelfa,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/424.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/351-khaldi-kheira
352,KHANCHALI AYACHE,Députés décédés,FRONT NATIONAL ALGERIEN,ocd-division/country:dz/wilayah:5,Batna,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/220.jpg,7,http://www.apn.dz/fr/les-membres/deputes-decedes/352-khanchali-ayache
353,KHANE RACHID,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:2,Chlef,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/452.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/353-khane-rachid
354,KHAOUA TAHAR,Députés nommés au gouvernement,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:5,Batna,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/209.jpg,7,http://www.apn.dz/fr/les-membres/deputes-nommes-au-gouvernement/354-khaoua-tahar
355,KHARCHI AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:25,Constantine,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/212.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/355-kharchi-ahmed
356,KHEBIZI NADIRA,National,FRONT NATIONAL ALGERIEN,ocd-division/country:dz/wilayah:44,Aïn Defla,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/210.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/356-khebizi-nadira
357,KHELIF NARIMANE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:19,Setif,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/215.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/357-khelif-narimane
359,KHELIL MAHI,Députés nommés au gouvernement,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/217.jpg,7,http://www.apn.dz/fr/les-membres/deputes-nommes-au-gouvernement/359-khelil-mahi
36,ADJLOUT EP AMAROUCHE NABILA,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:15,Tizi ouzou,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/327.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/36-adjlout-nabila
360,SIHAMDI KHATIR,National,MOUVEMENT POPULAIRE ALGERIEN,ocd-division/country:dz/wilayah:29,Mascara,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/279.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/360-sihamdi-khatir
362,SISSAOUI HOCINE,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:21,Skikda,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/283.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/362-sissaoui-hocine
363,KHEMGANI ABDELAZIZ,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:30,Ouargla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/218.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/363-khemgani-abdelaziz
365,AMMAR KHEMISTI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:27,Mostaganem,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/219.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/365-khemisti-ammar
366,SLIMANI ABDELKADER,National,MOUVEMENT EL INFITAH,ocd-division/country:dz/wilayah:8,Bechar,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/275.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/366-slimani-abdelkader
367,SNANI MOURAD,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:36,El Taref,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/277.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/367-snani-mourad
368,KHERAIFI MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:41,Souk Ahrass,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/211.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/368-kheraifi-mohamed
369,TABBOU KARIM,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:15,Tizi ouzou,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/303.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/369-tabbou-karim
37,ADMANE KARIMA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/59.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/37-admane-karima
370,KHETTABI ABDERRAHMANE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:30,Ouargla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/213.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/370-khettabi-khirallah
372,KHIRALLAH LOTFI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:30,Ouargla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/221.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/372-khirallah-lotfi
373,TAHAR MISSOUM,National,RASSEMBLEMENT ALGERIEN,ocd-division/country:dz/wilayah:26,Medea,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/305.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/373-tahar-missoum
374,KIHAL NOUREDDINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:25,Constantine,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/388.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/374-kihal-noureddine
376,KORICHI MOHAMED EL HABIB,National,MOUVEMENT NATIONAL D'ESPERANCE,ocd-division/country:dz/wilayah:30,Ouargla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/373.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/376-korichi-mohamed-el-habib
377,TAIBI MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/312.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/377-taibi-mohamed
378,KOUADRIA SMAIN,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:24,Guelma,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/405.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/378-kouadria-smain
38,AGGAB BOUALEM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:22,Sidi Bel Abbes,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/336.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/38-aggab-boualem
383,KRELIFA AHMED,National,PARTI NAT. POUR LA SOLIDARITE ET LE DEVELOPPEMENT,ocd-division/country:dz/wilayah:44,Aïn Defla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/382.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/383-krelifa-ahmed
384,TAZARART KHALED,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:6,Bejaia,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/168.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/384-tazarart-khaled
386,TAZIBT RAMDANE,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/169.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/386-tazibt-ramdane
387,LABATCHA SALIM,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/389.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/387-labatcha-salim
388,TEHAMI MOHAMED,National,PARTI DES TRAVAILLEURS,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/171.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/388-tehami-mohamed
389,TLIBA BAHAEDDINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:23,Annaba,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/307.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/389-tliba-bahaeddine
39,AGUENINI MESSAOUD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:9,Blida,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/10.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/39-aguenini-messaoud
390,TORCHE TOUFIK,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:4,Oum bouaghi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/310.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/390-torche-toufik
391,LABDI MOUSSA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:2,Chlef,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/18.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/391-labdi-moussa
393,TORCHI BOUDJEMIA,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:43,Mila,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/311.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/393-torchi-boudjemia
394,TOUAHRIA BRAHIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:33,Illizi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/308.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/394-touahria-brahim
395,LAHMAR AOUED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:48,Relizane,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/392.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/395-lahmar-aoued
396,LAKHDARI SAID,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:15,Tizi ouzou,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/393.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/396-lakhdari-said
397,TOUAHRIA EL MILIANI ABDELBAKI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:44,Aïn Defla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/309.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/397-touahria-el-miliani-abdelbaki
398,LAMA AHMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:13,Tlemcen,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/397.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/398-lama-ahmed
40,AHMED ZOUAOUI OUADJIRA,National,PARTI NAT. POUR LA SOLIDARITE ET LE DEVELOPPEMENT,ocd-division/country:dz/wilayah:44,Aïn Defla,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/5.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/40-ahmed-zouaoui-ouadjira
400,LAOUAR NAAMANE,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:19,Setif,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/398.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/400-laouar-naamane
403,ZAGAD HABIB,National,MOUVEMENT DES CITOYENS LIBRES,ocd-division/country:dz/wilayah:43,Mila,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/258.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/403-zagad-habib
404,LASKRI ALI,National,FRONT DES FORCES SOCIALISTES,ocd-division/country:dz/wilayah:35,Boumerdes,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/19.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/404-laskri-ali
405,LATIFI AHMED SALAH,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:41,Souk Ahrass,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/395.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/405-latifi-ahmed-salah
406,LATRECHE NACIR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:5,Batna,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/394.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/406-latreche-nacir
407,LEBID M'HAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:22,Sidi Bel Abbes,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/390.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/407-lebid-m-hamed
408,LEFKI MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:15,Tizi ouzou,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/399.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/408-lefki-mohamed
409,LOUAFI SEBTI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:12,Tebessa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/23.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/409-louafi-sebti
41,AISSAOUI ABDELHAMID,National,INDEPENDANTS,ocd-division/country:dz/wilayah:5,Batna,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/352.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/41-aissaoui-abdelhamid
411,MAALOUM HOUCINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:4,Oum bouaghi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/428.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/411-maaloum-houcine
412,MADHOUI ALI,Députés démissionnaires,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:33,Illizi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/403.jpg,7,http://www.apn.dz/fr/les-membres/deputes-demissionnaires/412-madhoui-ali
413,MADI DJAMEL,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/404.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/413-madi-djamel
417,MAHMOUDI RABAH,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/410.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/417-mahmoudi-rabah
418,MAHSAS YAHIA,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:35,Boumerdes,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/409.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/418-mahsas-yahia
419,MAIZA HOCINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:19,Setif,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/429.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/419-maiza-hocine
42,AKABA NASREDDINE,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:26,Medea,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/337.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/42-akaba-nasreddine
420,MALOUKA MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:44,Aïn Defla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/437.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/420-malouka-mohamed
421,MANSOURI ABDELKRIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:4,Oum bouaghi,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/441.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/421-mansouri-abdelkrim
422,MATALLI ABDELKEBIR,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:31,Oran,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/427.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/422-matalli-abdelkebir
423,MEBARKI BRAHIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:22,Sidi Bel Abbes,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/407.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/423-mebarki-brahim
425,MEDAOUAR ABDELKRIM,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:2,Chlef,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/415.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/425-medaouar-abdelkrim
426,MEDIANI MOHAMED,National,FRONT NATIONAL ALGERIEN,ocd-division/country:dz/wilayah:44,Aïn Defla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/416.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/426-mediani-mohamed
427,MEDJDOUBI BENABDALLAH,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:32,El Baydh,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/408.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/427-medjdoubi-benabdallah
429,MEGHOUACHE ABDERREZAK,National,AHD 54,ocd-division/country:dz/wilayah:43,Mila,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/430.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/429-meghouache-abderrezak
43,AKOUBACHE MOHAMED MESSAOUD,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:19,Setif,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/338.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/43-akoubache-mohamed-messaoud
433,MELAKHESSOU ALI,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:5,Batna,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/436.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/433-melakhessou-ali
434,MENAI AHMED,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:12,Tebessa,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/438.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/434-menai-ahmed
435,MENANI ADLENE,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:7,Biskra,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/439.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/435-menani-adlene
437,MERABET SALAH,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:21,Skikda,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/417.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/437-merabet-salah
44,ALI BELHADJ ABDUL RAFIA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:46,Aïn Temouchent,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/340.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/44-ali-belhadj-abdul-rafia
442,MESSAOUDI MOHAMED,National,PARTI EL FEDJR EL JADID,ocd-division/country:dz/wilayah:30,Ouargla,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/421.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/442-messaoudi-mohamed
444,METALLAOUI FAROUK,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:21,Skikda,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/426.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/444-metallaoui-farouk
445,BRAHIMI SAMIRA,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,female,http://www.apn.dz/fr/media/com_mtree/images/listings/s/419.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/445-mezaza-nee-brahimi-samira
446,MIDA KAMEL,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:16,Alger,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/446.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/446-mida-kamel
447,MIMOUNI MOHAMMED SALEM,National,PARTI DU RENOUVEAU ALGERIEN,ocd-division/country:dz/wilayah:37,Tindouf,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/447.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/447-mimouni-mohammed-salem
448,MOKEDDEM TAYEB,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:15,Tizi ouzou,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/432.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/448-mokeddem-tayeb
45,ALILAT OMAR,National,RASSEMBLEMENT NATIONAL DEMOCRATIQUE,ocd-division/country:dz/wilayah:6,Bejaia,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/341.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/45-alilat-omar
451,MOUNI RACHID,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:19,Setif,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/445.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/451-mouni-rachid
453,MOUSSAOUDJA MOHAMED,National,FRONT DE LIBERATION NATIONALE,ocd-division/country:dz/wilayah:37,Tindouf,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/442.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/453-moussaoudja-mohamed
454,MOUSSAOUI DACI,National,ALLIANCE ALGERIE VERTE,ocd-division/country:dz/wilayah:39,El Oued,male,http://www.apn.dz/fr/media/com_mtree/images/listings/s/443.jpg,7,http://www.apn.dz/fr/les-membres/les-membres-de-l-apn-7-eme-legislature/presentation-nominative-individuelle/454-moussaoui-daci
